"VARSET3","VARNAMES3","FUNCLABEL3","DFCOEF3"
58,"T5_50MN","LN1",-1.77764533433755
58,"T5_50SD","LN1",0.286517695388295
59,"BLDADEND1","LN1",-0.918874542184903
59,"BLDADEND5","LN1",1.63526515087729
59,"PCLDEND5","LN1",-2.98222014281198
59,"RDDEND1","LN1",-0.761153350153619
59,"SDENSAND10","LN1",-1.18040159615988
59,"SDENSTR","LN1",42.1566884535126
59,"SLOPSAND6","LN1",-77.1629651966916
59,"SPDIASTR2","LN1",1.2426175665245
59,"T5_50MN","LN1",-1.81018518598265
59,"T5_50SD","LN1",0.263252660550701
