UID,PCLDEND6,RDDEN,SAGESAND0,SDENSTR,SDIASTRD8,ZSCORE,ZTRANS,ODDS,p,HISTORICAL,L2020,L2050,U2020,U2050,ZOU,CHK
230,0,0.041193,0.0,0.0682386223708,0.0,2.42744986971,-0.195246642524,13.6719693073,0.931842823615,0.931842823615,0.952954289473,0.95302563605,0.96981065484,0.969544013992,0,0
234,0,0.052411,0.0,0.0750131469569,0.0,2.41288355673,-0.197626579362,13.4815112585,0.930946433549,0.930946433549,0.952321346907,0.952393605412,0.9693972113,0.969127035047,0,0
237,0,0.046429,0.0,0.0569615279439,0.02565,-0.0121765906878,-0.702956686372,0.685683527048,0.406768836526,0.406768836526,0.503940032126,0.504338143441,0.617021497988,0.61487629887,0,0
243,0,0.023667,0.011265,0.0158516035307,0.001998,3.14668017406,-0.0842665206106,26.2986558525,0.963368159758,0.963368159758,0.974976973013,0.97501579699,0.984074530085,0.983931784493,0,0
247,0,0.020546,0.0,0.0228078811967,0.0,0.568360735164,-0.556774253594,1.62308776651,0.618769904397,0.618769904397,0.706289351735,0.706619610157,0.792258706091,0.790762214771,0,0
249,0,0.067046,0.0,0.0242004811453,0.0,-1.01898833557,-1.02176853824,0.10470910211,0.0947843209674,0.0947843209674,0.134299144096,0.13448440693,0.197450576555,0.196017491146,0,0
251,1,0.016223,0.0,0.103817827327,0.0,-1.88495765559,-1.41180089591,0.0105081174431,0.0103988451569,0.0103988451569,0.0153298064738,0.015353864335,0.0240954176752,0.0238830915853,0,0
257,0,0.029757,0.0,0.0109880414195,0.003028,-0.627789323657,-0.885579515975,0.23367927169,0.189416550194,0.189416550194,0.257174523172,0.257478875704,0.354448566298,0.352376312153,0,0
258,0,0.044871,0.0,0.0427292960963,0.0,0.836097359516,-0.495941197303,2.32311651169,0.699077659034,0.699077659034,0.774868585459,0.775146280607,0.845165244052,0.843974815316,0,0
259,0,0.054434,0.005027,0.035923936711,0.0,1.53786014493,-0.352103987901,5.4235749769,0.84432344861,0.84432344861,0.889324011968,0.88948066487,0.927238192382,0.92662398861,0,0
262,0,0.061238,0.0,0.043749556904,0.005131,-0.0136901427378,-0.70336715622,0.68402651676,0.406185122355,0.406185122355,0.50333518762,0.503733306325,0.616449592541,0.614303192433,0,0
267,0,0.025709,0.0,0.0452387783658,0.0,1.66663336847,-0.327817620746,6.25831323566,0.862226943433,0.862226943433,0.902648953545,0.902788807681,0.936325249069,0.93578243936,0,0
268,0,0.025877,0.0,0.0369733281442,0.0,1.18770929253,-0.421289209245,3.60724481588,0.782950539864,0.782950539864,0.842379956104,0.842591293784,0.894467383212,0.893608291839,0,0
279,0,0.026621,0.004807,0.020902527388,0.0,1.61276300256,-0.337905796689,5.89701413799,0.855009721599,0.855009721599,0.897297009643,0.897443678807,0.932686620629,0.932115041488,0,0
282,0,0.035769,0.0,0.0562611968461,0.003971,1.68787946113,-0.323866731926,6.4057699152,0.864970150106,0.864970150106,0.904676295228,0.90481354402,0.937699683858,0.937167804578,0,0
297,0,0.099549,0.0,0.0356661796038,0.0,-1.52822032152,-1.23238971415,0.030255672963,0.0293671500745,0.0293671500745,0.0429026287287,0.042968069814,0.0663717095344,0.0658119720796,0,0
300,0,0.047002,0.0,0.036729778033,0.004545,0.131746279775,-0.66467549806,0.859253420161,0.462149705276,0.462149705276,0.560060639028,0.560452995246,0.668757929106,0.666746006017,0,0
302,0,0.052561,0.0,0.0528963858915,0.0,1.14211285784,-0.430661214871,3.41337374652,0.773415972126,0.773415972126,0.834905528446,0.835124926363,0.889137901303,0.888240845836,0,0
303,0,0.026205,0.0,0.0198857467912,0.000963,0.137975946156,-0.663051141081,0.867520060579,0.464530517712,0.464530517712,0.562418411376,0.562810306272,0.670875495036,0.668870065349,0,0
307,0,0.039269,0.0,0.0355085148519,0.0,0.623797775547,-0.543870869173,1.7513538326,0.636542567463,0.636542567463,0.721816232368,0.722135900428,0.804498838956,0.8030686038,0,0
308,0,0.069515,0.0,0.0260502706724,0.0,-1.00166775488,-1.0153295669,0.108759653967,0.0980912802677,0.0980912802677,0.138773396117,0.138963840325,0.203534102332,0.202067980211,0,0
320,0,0.070536,0.0,0.0369404461936,0.0,-0.415197737557,-0.818676733151,0.346646895129,0.257414840061,0.257414840061,0.339314827145,0.339671937755,0.448883084156,0.446640712939,0,0
325,0,0.021871,0.0,0.0207766249653,0.0,0.404642730837,-0.595882611829,1.2889229168,0.56311329112,0.56311329112,0.656313003341,0.656672140396,0.75176931486,0.750073163699,0,0
332,0,0.029103,0.0,0.0291462546228,0.0,0.624237258154,-0.543769238617,1.75240331172,0.636681152162,0.636681152162,0.721936506027,0.722256089059,0.804593042089,0.803163327481,0,0
334,0,0.03796,0.0,0.0371368864146,0.0,0.763891448262,-0.511986256401,2.11347249172,0.678815212706,0.678815212706,0.757942434813,0.758234493899,0.832380958287,0.831111880319,0,0
342,0,0.060188,0.000816,0.0544672483425,0.0,1.19132578117,-0.420549613109,3.62300505375,0.783690480894,0.783690480894,0.842957933927,0.84316864093,0.89487819648,0.894022053114,0,0
345,0,0.231914,0.0,0.197911287887,0.02609,1.37495273328,-0.383697995052,4.50201439059,0.818248385226,0.818248385226,0.869622427594,0.869802883981,0.913630296251,0.912912012879,0,0
349,0,0.034657,0.0,0.0308056804667,0.0,0.52006904047,-0.568151816806,1.517805502,0.602828733512,0.602828733512,0.692187296507,0.692526508709,0.781004484687,0.779449490895,0,0
350,0,0.038607,0.0,0.0384682517072,0.032203,-1.20031341261,-1.0917893227,0.0693003476787,0.0648090574637,0.0648090574637,0.0931128508688,0.0932474178739,0.140029947168,0.138941466632,0,0
351,0,0.031892,0.0,0.060581540932,0.032899,0.262016821488,-0.631245509475,1.04640556736,0.511338311452,0.511338311452,0.607892153241,0.608271688091,0.710872458518,0.709005028913,0,0
354,0,0.0,0.0,0.0116703772304,0.0,0.66771151119,-0.53376650295,1.85883341346,0.650206970685,0.650206970685,0.73361634844,0.733927455041,0.813696925887,0.812318283236,0,0
356,0,0.007362,0.0,0.0309564398052,0.0,1.5072207135,-0.357970437478,5.2392351142,0.839723943449,0.839723943449,0.885874347107,0.886035257021,0.924870442893,0.924237885325,0,0
359,0,0.048131,0.0,0.0254120895068,0.0,-0.27156412091,-0.775882846529,0.446105015457,0.308487288744,0.308487288744,0.397929103114,0.398310711707,0.51176362964,0.509497536908,0,0
360,0,0.040497,0.0,0.00501222432067,0.0,-1.16504746558,-1.07778142816,0.0752652980934,0.069996956311,0.069996956311,0.100323385715,0.100467218979,0.150271656688,0.1491173697,0,0
362,0,0.071178,0.0,0.039589703293,0.0,-0.286638271503,-0.780288957925,0.434668055372,0.30297465239,0.30297465239,0.391723554215,0.392103087427,0.505272671344,0.503005709155,0,0
363,0,0.073818,0.0,0.0299943916332,0.0,-0.93027056143,-0.989216670432,0.126857243687,0.112576144315,0.112576144315,0.158211859935,0.158424073188,0.22962518982,0.228024932324,0,0
365,0,0.024187,0.0,0.0434535414794,0.001978,1.49515503273,-0.360290098835,5.16808554527,0.837875140891,0.837875140891,0.884484662775,0.88464727692,0.923914822646,0.923274886648,0,0
367,0,0.025149,0.0,0.0350176638986,0.0,1.10191630056,-0.438996798253,3.24971480328,0.764690091856,0.764690091856,0.828021091546,0.828247756294,0.884201292254,0.883269535766,0,0
368,0,0.024284,0.0,0.0232414787074,0.0,0.459161330533,-0.582688819686,1.39316406724,0.582143149444,0.582143149444,0.673636094121,0.673986121165,0.765996506655,0.764367098871,0,0
373,0,0.028181,0.0,0.0207879099966,0.003819,-0.0601458039168,-0.716048418122,0.634760166601,0.388289474854,0.388289474854,0.484652697951,0.485050471099,0.59862904846,0.596448206794,0,0
376,0,0.025122,0.0,0.0289965051211,0.019866,-0.486009866964,-0.840467992108,0.30486178946,0.233635310592,0.233635310592,0.311139544448,0.311480982024,0.417357005192,0.415153486799,0,0
378,0,0.051694,0.0,0.0188442445236,0.0,-0.775071832999,-0.934702099743,0.174932020661,0.148886929273,0.148886929273,0.205828147652,0.206088593219,0.29129688383,0.28942830765,0,0
379,0,0.031503,0.0,0.0357047125582,0.000642,0.873219651227,-0.487791285061,2.43744194067,0.709085995557,0.709085995557,0.783138157694,0.783408503694,0.851348029112,0.850196710427,0,0
380,0,0.022297,0.0,0.042661167063,0.0,1.64147759571,-0.332515819756,6.0873768407,0.858904073753,0.858904073753,0.900188142513,0.900331141491,0.934654071838,0.934098018512,0,0
389,0,0.042018,0.0,0.0331379042231,0.0,0.389613456605,-0.599550595121,1.2613544029,0.557787139107,0.557787139107,0.651419721489,0.651781258869,0.747712675155,0.745998170554,0,0
393,0,0.071286,0.0,0.0558572635813,0.0,0.640225673634,-0.54007891565,1.79094014448,0.641697797791,0.641697797791,0.726282050847,0.726598530882,0.807990398973,0.806579565935,0,0
395,0,0.06239,0.0,0.0375673896354,0.027279,-1.79603900944,-1.36398091647,0.0139296821409,0.0137383118241,0.0137383118241,0.020220437367,0.0202520124927,0.0316925131972,0.0314153973845,0,0
396,0,0.060295,0.0,0.0318053728826,0.0,-0.3418569637,-0.796597018041,0.39482992857,0.28306671694,0.28306671694,0.369071855711,0.369442771738,0.48124977933,0.478986246496,0,0
398,0,0.048231,0.0,0.0118738507373,0.0,-1.04972887133,-1.03329951094,0.0978285991611,0.0891109953192,0.0891109953192,0.126591414838,0.126767601998,0.186900937121,0.185526719896,0,0
400,0,0.049556,0.0,0.0350432259647,0.0259,-1.39397799488,-1.17242070088,0.0430847825994,0.0413051588118,0.0413051588118,0.0600027884851,0.060092675432,0.091927723692,0.0911735097592,0,0
401,0,0.039796,0.0,0.0336750429128,0.014754,-0.4241804523,-0.821414858952,0.341096981578,0.254341771149,0.254341771149,0.335706033501,0.336061277955,0.444893677414,0.442655228266,0,0
402,0,0.028034,0.0,0.0461603088651,0.0,1.63600673627,-0.333540509508,6.05071981871,0.858170509436,0.858170509436,0.899644137341,0.899787828943,0.934284203059,0.933725225553,0,0
403,0,0.042694,0.0,0.0370458519271,0.0,0.588969021328,-0.551958057296,1.66982584639,0.625443733961,0.625443733961,0.712143815012,0.712470170391,0.796892344869,0.795420613338,0,0
413,0,0.025617,0.0,0.0175786486678,0.000369,0.0642648581321,-0.682442164791,0.773819491486,0.436244778682,0.436244778682,0.534117624353,0.534513887604,0.645163682397,0.643084934324,0,0
414,0,0.067862,0.0,0.0406447100467,0.0,-0.107398242775,-0.729114302109,0.58770824512,0.370161361148,0.370161361148,0.465448880165,0.465845139345,0.57999173445,0.577781050834,0,0
416,0,0.055084,0.0,0.0172233438138,0.0,-0.989341943039,-1.01077253363,0.111720674719,0.100493475798,0.100493475798,0.14201499704,0.142209155258,0.207923228825,0.20643368494,0,0
417,0,0.016402,0.0,0.0176353670408,0.0,0.420981833208,-0.591910162257,1.31945984781,0.568865138604,0.568865138604,0.661575254381,0.661931725075,0.756113131209,0.754436965936,0,0
418,0,0.020621,0.0,0.0198782207221,0.0,0.398053750103,-0.597489035564,1.27677566546,0.560782375194,0.560782375194,0.654173959067,0.654534154773,0.749998068253,0.748293866488,0,0
419,0,0.024728,0.0,0.0460029710757,0.0,1.74552491945,-0.313225048618,6.82045595217,0.872130217712,0.872130217712,0.909950105435,0.910080515631,0.941265083388,0.940761720196,0,0
428,0,0.069153,0.003922,0.0266409755071,0.0,0.16386342554,-0.656329221465,0.90258318533,0.474398802791,0.474398802791,0.572144270444,0.572534075274,0.679564180516,0.677586249675,0,0
429,0,0.072852,0.0,0.0579077693272,0.0,0.701402637313,-0.526082944431,1.94495662737,0.660436425207,0.660436425207,0.742373040289,0.742677507202,0.820465397284,0.819125707697,0,0
430,0,0.049044,0.0,0.0256418640255,0.0,-0.29114881297,-0.781611152919,0.431293570594,0.301331312775,0.301331312775,0.389868087463,0.390246976302,0.503324404771,0.50105733074,0,0
433,0,0.062772,0.0,0.0289820027556,0.0,-0.592194359993,-0.874061124785,0.250095906408,0.200061375392,0.200061375392,0.270357157768,0.270671426565,0.370132900671,0.368021224831,0,0
434,0,0.043261,0.0,0.0237518466772,0.0,-0.19196405508,-0.752932644012,0.51072633499,0.338066745221,0.338066745221,0.430742642067,0.431133184862,0.54545979186,0.543210499423,0,0
437,0,0.034876,0.0,0.0399525581046,0.0,1.03554934218,-0.45291325834,2.99378041472,0.749610670553,0.749610670553,0.816023704669,0.816262672989,0.8755339607,0.874542359187,0,0
438,0,0.033206,0.0,0.0397840720568,0.0,1.08577906578,-0.442362830599,3.18587261744,0.761101186923,0.761101186923,0.82517727362,0.825406896155,0.882154246344,0.881208231515,0,0
447,0,0.033071,0.0,0.0326211007865,0.0,0.680795015128,-0.530775678888,1.89189400633,0.654205860308,0.654205860308,0.73704731728,0.737355851444,0.816354667383,0.814991220304,0,0
449,0,0.071746,0.0109,0.056113865558,0.0,3.74765834832,-0.000134256003084,43.1824341487,0.977366570691,0.977366570691,0.984610085813,0.984634199279,0.990240415146,0.990152383496,0,0
450,0,0.014149,0.0,0.0125232297417,0.001246,0.131216034716,-0.664813878957,0.858552827133,0.461946959268,0.461946959268,0.559859650729,0.560252045452,0.66857721342,0.66656473996,0,0
452,0,0.026472,0.0,0.0145247086575,0.003467,-0.335173163358,-0.79460884619,0.3994842544,0.285451053232,0.285451053232,0.371804934597,0.372176977093,0.484176078607,0.481911568355,0,0
459,0,0.029545,0.0,0.0358698675007,0.0,0.993077807918,-0.461921809579,2.83895553404,0.739512481681,0.739512481681,0.807917620421,0.808164642572,0.869631024915,0.868599453584,0,0
461,0,0.050056,0.0,0.0596625625001,0.038148,-0.770536683195,-0.93315294171,0.17653672465,0.150047780874,0.150047780874,0.207324816251,0.207586660614,0.293185600645,0.29130988899,0,0
462,0,0.035923,0.0,0.0393378352551,0.000797,0.912919733154,-0.479148317582,2.56483693851,0.719482260409,0.719482260409,0.791665575055,0.791928114961,0.857680729483,0.856570194795,0,0
463,0,0.037158,0.0,0.0372563768918,0.0,0.799479712665,-0.504045921639,2.21474322504,0.688933165109,0.688933165109,0.7664254284,0.766710402533,0.838810019127,0.837580118948,0,0
473,0,0.025717,0.0,0.0194713775468,0.0,0.192084871365,-0.649052380638,0.942140158835,0.485104102579,0.485104102579,0.582610326845,0.582997546105,0.688831661387,0.686884577659,0,0
