MYID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62
1,BLDADEN,BLDADEND1,BLDADEND5,BLDADEND8,BLDDEND2,BLDDEND7,PCLDEN,PCLDEND0,PCLDEND1,PCLDEND2,PCLDEND4,PCLDEND5,PCLDEND6,RDDEND0,RDDEND1,RDDEND2,SAGESAND0,SAGESAND1,SAGESAND5,SAGESTR3,SAGESTRD10,SDENSAN,SDENSAND10,SDENSTR,SDIASTR2,SDIASTR3,SDIASTRD0,SDIASTRD4,SDIASTRD7,SDIASTRD8,SLOPSAN4,SLOPSAND1,SLOPSAND6,SLOPSTR1,SLOPSTRD0,SPAGESAN1,SPAGESTR3,SPDIASTR2,T10_1000MN,T10_1000SD,T10_250SD,T10_400SD,T10_450MN,T10_450SD,T10_650SD,T10_700SD,T10_850SD,T10_950SD,T20_1000MN,T20_1000SD,T20_1100SD,T20_1200SD,T20_1300SD,T20_1600SD,T20_1700SD,T20_1800SD,T20_1900SD,T20_2000SD,T5_100MN,T5_50MN,T5_50SD,T5_75MN
