"UID","MODELID","SOLTYPE","SOLNUM","KVAR","VARNUM","VARNAME"
"627","110","11","10","2","52","SAGESAN3"
"628","110","11","10","3","54","SAGESAND0"
"629","110","11","10","4","78","SDENSAND10"
"630","110","11","10","5","94","SDIASTRD4"
"631","110","11","10","6","123","SPAGESTR3"
"632","110","11","10","7","138","T5_50MN"
"633","110","11","10","8","139","T5_50SD"
"634","110","11","10","9","183","T20_1000SD"
"635","110","11","10","10","199","T20_1800SD"
"636","110","11","10","11","201","T20_1900SD"
"637","111","12","1","1","1","BLDADEN"
"638","111","12","1","2","6","BLDADEND5"
"639","111","12","1","3","40","PCLDEND5"
"640","111","12","1","4","45","RDDEND0"
"641","111","12","1","5","78","SDENSAND10"
"642","111","12","1","6","79","SDENSTR"
"643","111","12","1","7","116","SLOPSTRD0"
"644","111","12","1","8","128","SPDIASTR2"
"645","111","12","1","9","138","T5_50MN"
"646","111","12","1","10","139","T5_50SD"
"647","111","12","1","11","197","T20_1700SD"
"648","111","12","1","12","199","T20_1800SD"
"649","112","12","2","1","1","BLDADEN"
"650","112","12","2","2","45","RDDEND0"
"651","112","12","2","3","78","SDENSAND10"
"652","112","12","2","4","115","SLOPSTR1"
"653","112","12","2","5","116","SLOPSTRD0"
"654","112","12","2","6","128","SPDIASTR2"
"655","112","12","2","7","139","T5_50SD"
"656","112","12","2","8","140","T5_75MN"
"657","112","12","2","9","142","T5_100MN"
"658","112","12","2","10","181","T10_1000SD"
"659","112","12","2","11","199","T20_1800SD"
"660","112","12","2","12","201","T20_1900SD"
"661","114","12","4","1","1","BLDADEN"
"662","114","12","4","2","6","BLDADEND5"
"663","114","12","4","3","40","PCLDEND5"
"664","114","12","4","4","45","RDDEND0"
"665","114","12","4","5","78","SDENSAND10"
"666","114","12","4","6","79","SDENSTR"
"667","114","12","4","7","116","SLOPSTRD0"
"668","114","12","4","8","128","SPDIASTR2"
"669","114","12","4","9","138","T5_50MN"
"670","114","12","4","10","139","T5_50SD"
"671","114","12","4","11","189","T20_1300SD"
"672","114","12","4","12","199","T20_1800SD"
"673","115","12","5","1","1","BLDADEN"
"674","115","12","5","2","9","BLDADEND8"
"675","115","12","5","3","13","BLDDEND1"
"676","115","12","5","4","40","PCLDEND5"
"677","115","12","5","5","46","RDDEND1"
"678","115","12","5","6","92","SDIASTRD0"
"679","115","12","5","7","96","SDIASTRD8"
"680","115","12","5","8","110","SLOPSAND6"
"681","115","12","5","9","115","SLOPSTR1"
"682","115","12","5","10","128","SPDIASTR2"
"683","115","12","5","11","175","T10_850SD"
"684","115","12","5","12","189","T20_1300SD"
"685","116","12","6","1","2","BLDADEND1"
"686","116","12","6","2","39","PCLDEND4"
"687","116","12","6","3","46","RDDEND1"
"688","116","12","6","4","78","SDENSAND10"
"689","116","12","6","5","79","SDENSTR"
"690","116","12","6","6","128","SPDIASTR2"
"691","116","12","6","7","139","T5_50SD"
"692","116","12","6","8","140","T5_75MN"
"693","116","12","6","9","144","T5_150MN"
"694","116","12","6","10","181","T10_1000SD"
"695","116","12","6","11","199","T20_1800SD"
"696","116","12","6","12","201","T20_1900SD"
"697","117","12","7","1","1","BLDADEN"
"698","117","12","7","2","55","SAGESAND1"
"699","117","12","7","3","78","SDENSAND10"
"700","117","12","7","4","79","SDENSTR"
"701","117","12","7","5","116","SLOPSTRD0"
"702","117","12","7","6","117","SPAGESAN1"
"703","117","12","7","7","123","SPAGESTR3"
"704","117","12","7","8","128","SPDIASTR2"
"705","117","12","7","9","175","T10_850SD"
"706","117","12","7","10","185","T20_1100SD"
"707","117","12","7","11","195","T20_1600SD"
"708","117","12","7","12","197","T20_1700SD"
"709","118","12","8","1","1","BLDADEN"
"710","118","12","8","2","39","PCLDEND4"
"711","118","12","8","3","54","SAGESAND0"
"712","118","12","8","4","60","SAGESAND7"
"713","118","12","8","5","76","SAGESTRD10"
"714","118","12","8","6","102","SLOPSAN4"
"715","118","12","8","7","110","SLOPSAND6"
"716","118","12","8","8","128","SPDIASTR2"
"717","118","12","8","9","138","T5_50MN"
"718","118","12","8","10","139","T5_50SD"
"719","118","12","8","11","169","T10_700SD"
"720","118","12","8","12","175","T10_850SD"
"721","119","12","9","1","39","PCLDEND4"
"722","119","12","9","2","40","PCLDEND5"
"723","119","12","9","3","46","RDDEND1"
"724","119","12","9","4","54","SAGESAND0"
"725","119","12","9","5","64","SAGESTR3"
"726","119","12","9","6","73","SAGESTRD7"
"727","119","12","9","7","78","SDENSAND10"
"728","119","12","9","8","138","T5_50MN"
"729","119","12","9","9","139","T5_50SD"
"730","119","12","9","10","181","T10_1000SD"
"731","119","12","9","11","199","T20_1800SD"
"732","119","12","9","12","201","T20_1900SD"
"733","120","12","10","1","1","BLDADEN"
"734","120","12","10","2","41","PCLDEND6"
"735","120","12","10","3","45","RDDEND0"
"736","120","12","10","4","79","SDENSTR"
"737","120","12","10","5","92","SDIASTRD0"
"738","120","12","10","6","96","SDIASTRD8"
"739","120","12","10","7","105","SLOPSAND1"
"740","120","12","10","8","116","SLOPSTRD0"
"741","120","12","10","9","128","SPDIASTR2"
"742","120","12","10","10","175","T10_850SD"
"743","120","12","10","11","189","T20_1300SD"
"744","120","12","10","12","201","T20_1900SD"
"745","121","13","1","1","1","BLDADEN"
"746","121","13","1","2","46","RDDEND1"
"747","121","13","1","3","78","SDENSAND10"
"748","121","13","1","4","79","SDENSTR"
"749","121","13","1","5","80","SDENSTRD10"
"750","121","13","1","6","116","SLOPSTRD0"
"751","121","13","1","7","128","SPDIASTR2"
"752","121","13","1","8","139","T5_50SD"
"753","121","13","1","9","140","T5_75MN"
"754","121","13","1","10","189","T20_1300SD"
"755","121","13","1","11","195","T20_1600SD"
"756","121","13","1","12","197","T20_1700SD"
"757","121","13","1","13","203","T20_2000SD"
"758","122","13","2","1","2","BLDADEND1"
"759","122","13","2","2","40","PCLDEND5"
"760","122","13","2","3","44","RDDEN"
"761","122","13","2","4","46","RDDEND1"
"762","122","13","2","5","78","SDENSAND10"
"763","122","13","2","6","79","SDENSTR"
"764","122","13","2","7","96","SDIASTRD8"
"765","122","13","2","8","116","SLOPSTRD0"
"766","122","13","2","9","136","T5_25MN"
"767","122","13","2","10","139","T5_50SD"
"768","122","13","2","11","183","T20_1000SD"
"769","122","13","2","12","199","T20_1800SD"
"770","122","13","2","13","201","T20_1900SD"
"771","123","13","3","1","1","BLDADEN"
"772","123","13","3","2","46","RDDEND1"
"773","123","13","3","3","47","RDDEND2"
"774","123","13","3","4","80","SDENSTRD10"
"775","123","13","3","5","81","SDIASAN1"
"776","123","13","3","6","87","SDIASTR2"
"777","123","13","3","7","110","SLOPSAND6"
"778","123","13","3","8","138","T5_50MN"
"779","123","13","3","9","139","T5_50SD"
"780","123","13","3","10","175","T10_850SD"
"781","123","13","3","11","189","T20_1300SD"
"782","123","13","3","12","195","T20_1600SD"
"783","123","13","3","13","197","T20_1700SD"
"784","124","13","4","1","10","BLDADEND9"
"785","124","13","4","2","38","PCLDEND3"
"786","124","13","4","3","39","PCLDEND4"
"787","124","13","4","4","45","RDDEND0"
"788","124","13","4","5","54","SAGESAND0"
"789","124","13","4","6","78","SDENSAND10"
"790","124","13","4","7","79","SDENSTR"
"791","124","13","4","8","116","SLOPSTRD0"
"792","124","13","4","9","128","SPDIASTR2"
"793","124","13","4","10","138","T5_50MN"
"794","124","13","4","11","139","T5_50SD"
"795","124","13","4","12","189","T20_1300SD"
"796","124","13","4","13","199","T20_1800SD"
"797","125","13","5","1","39","PCLDEND4"
"798","125","13","5","2","40","PCLDEND5"
"799","125","13","5","3","46","RDDEND1"
"800","125","13","5","4","52","SAGESAN3"
"801","125","13","5","5","54","SAGESAND0"
"802","125","13","5","6","78","SDENSAND10"
"803","125","13","5","7","94","SDIASTRD4"
"804","125","13","5","8","123","SPAGESTR3"
"805","125","13","5","9","138","T5_50MN"
"806","125","13","5","10","139","T5_50SD"
"807","125","13","5","11","179","T10_950SD"
"808","125","13","5","12","199","T20_1800SD"
"809","125","13","5","13","201","T20_1900SD"
"810","126","13","6","1","39","PCLDEND4"
"811","126","13","6","2","54","SAGESAND0"
"812","126","13","6","3","78","SDENSAND10"
"813","126","13","6","4","79","SDENSTR"
"814","126","13","6","5","116","SLOPSTRD0"
"815","126","13","6","6","123","SPAGESTR3"
"816","126","13","6","7","128","SPDIASTR2"
"817","126","13","6","8","139","T5_50SD"
"818","126","13","6","9","140","T5_75MN"
"819","126","13","6","10","162","T10_550MN"
"820","126","13","6","11","179","T10_950SD"
"821","126","13","6","12","199","T20_1800SD"
"822","126","13","6","13","201","T20_1900SD"
"823","127","13","7","1","2","BLDADEND1"
"824","127","13","7","2","6","BLDADEND5"
"825","127","13","7","3","40","PCLDEND5"
"826","127","13","7","4","78","SDENSAND10"
"827","127","13","7","5","79","SDENSTR"
"828","127","13","7","6","116","SLOPSTRD0"
"829","127","13","7","7","123","SPAGESTR3"
"830","127","13","7","8","128","SPDIASTR2"
"831","127","13","7","9","136","T5_25MN"
"832","127","13","7","10","139","T5_50SD"
"833","127","13","7","11","187","T20_1200SD"
"834","127","13","7","12","189","T20_1300SD"
"835","127","13","7","13","199","T20_1800SD"
"836","128","13","8","1","2","BLDADEND1"
"837","128","13","8","2","6","BLDADEND5"
"838","128","13","8","3","40","PCLDEND5"
"839","128","13","8","4","73","SAGESTRD7"
"840","128","13","8","5","77","SDENSAN"
"841","128","13","8","6","78","SDENSAND10"
"842","128","13","8","7","123","SPAGESTR3"
"843","128","13","8","8","133","SSH18"
"844","128","13","8","9","138","T5_50MN"
"845","128","13","8","10","139","T5_50SD"
"846","128","13","8","11","159","T10_450SD"
"847","128","13","8","12","189","T20_1300SD"
"848","128","13","8","13","195","T20_1600SD"
"849","129","13","9","1","1","BLDADEN"
"850","129","13","9","2","6","BLDADEND5"
"851","129","13","9","3","40","PCLDEND5"
"852","129","13","9","4","63","SAGESTR2"
"853","129","13","9","5","78","SDENSAND10"
"854","129","13","9","6","79","SDENSTR"
"855","129","13","9","7","116","SLOPSTRD0"
"856","129","13","9","8","123","SPAGESTR3"
"857","129","13","9","9","128","SPDIASTR2"
"858","129","13","9","10","175","T10_850SD"
"859","129","13","9","11","185","T20_1100SD"
"860","129","13","9","12","195","T20_1600SD"
"861","129","13","9","13","197","T20_1700SD"
"862","130","13","10","1","6","BLDADEND5"
"863","130","13","10","2","36","PCLDEND1"
"864","130","13","10","3","37","PCLDEND2"
"865","130","13","10","4","40","PCLDEND5"
"866","130","13","10","5","63","SAGESTR2"
"867","130","13","10","6","78","SDENSAND10"
"868","130","13","10","7","110","SLOPSAND6"
"869","130","13","10","8","123","SPAGESTR3"
"870","130","13","10","9","128","SPDIASTR2"
"871","130","13","10","10","140","T5_75MN"
"872","130","13","10","11","169","T10_700SD"
"873","130","13","10","12","175","T10_850SD"
"874","130","13","10","13","189","T20_1300SD"
"875","132","14","2","1","1","BLDADEN"
"876","132","14","2","2","41","PCLDEND6"
"877","132","14","2","3","45","RDDEND0"
"878","132","14","2","4","54","SAGESAND0"
"879","132","14","2","5","60","SAGESAND7"
"880","132","14","2","6","79","SDENSTR"
"881","132","14","2","7","102","SLOPSAN4"
"882","132","14","2","8","110","SLOPSAND6"
"883","132","14","2","9","128","SPDIASTR2"
"884","132","14","2","10","138","T5_50MN"
"885","132","14","2","11","139","T5_50SD"
"886","132","14","2","12","175","T10_850SD"
"887","132","14","2","13","177","T10_900SD"
"888","132","14","2","14","199","T20_1800SD"
"889","133","14","3","1","1","BLDADEN"
"890","133","14","3","2","40","PCLDEND5"
"891","133","14","3","3","45","RDDEND0"
"892","133","14","3","4","78","SDENSAND10"
"893","133","14","3","5","79","SDENSTR"
"894","133","14","3","6","116","SLOPSTRD0"
"895","133","14","3","7","128","SPDIASTR2"
"896","133","14","3","8","139","T5_50SD"
"897","133","14","3","9","140","T5_75MN"
"898","133","14","3","10","142","T5_100MN"
"899","133","14","3","11","185","T20_1100SD"
"900","133","14","3","12","195","T20_1600SD"
"901","133","14","3","13","197","T20_1700SD"
"902","133","14","3","14","203","T20_2000SD"
"903","134","14","4","1","38","PCLDEND3"
"904","134","14","4","2","39","PCLDEND4"
"905","134","14","4","3","54","SAGESAND0"
"906","134","14","4","4","77","SDENSAN"
"907","134","14","4","5","78","SDENSAND10"
"908","134","14","4","6","83","SDIASAN3"
"909","134","14","4","7","102","SLOPSAN4"
"910","134","14","4","8","123","SPAGESTR3"
"911","134","14","4","9","128","SPDIASTR2"
"912","134","14","4","10","130","SPDIASTR5"
"913","134","14","4","11","139","T5_50SD"
"914","134","14","4","12","140","T5_75MN"
"915","134","14","4","13","189","T20_1300SD"
"916","134","14","4","14","199","T20_1800SD"
"917","135","14","5","1","2","BLDADEND1"
"918","135","14","5","2","40","PCLDEND5"
"919","135","14","5","3","46","RDDEND1"
"920","135","14","5","4","54","SAGESAND0"
"921","135","14","5","5","78","SDENSAND10"
"922","135","14","5","6","79","SDENSTR"
"923","135","14","5","7","80","SDENSTRD10"
"924","135","14","5","8","96","SDIASTRD8"
"925","135","14","5","9","116","SLOPSTRD0"
"926","135","14","5","10","136","T5_25MN"
"927","135","14","5","11","139","T5_50SD"
"928","135","14","5","12","179","T10_950SD"
"929","135","14","5","13","199","T20_1800SD"
"930","135","14","5","14","201","T20_1900SD"
"931","136","14","6","1","35","PCLDEND0"
"932","136","14","6","2","38","PCLDEND3"
"933","136","14","6","3","39","PCLDEND4"
"934","136","14","6","4","110","SLOPSAND6"
"935","136","14","6","5","118","SPAGESAN2"
"936","136","14","6","6","123","SPAGESTR3"
"937","136","14","6","7","128","SPDIASTR2"
"938","136","14","6","8","154","T10_350MN"
"939","136","14","6","9","156","T10_400MN"
"940","136","14","6","10","157","T10_400SD"
"941","136","14","6","11","160","T10_500MN"
"942","136","14","6","12","173","T10_800SD"
"943","136","14","6","13","175","T10_850SD"
"944","136","14","6","14","189","T20_1300SD"
"945","137","14","7","1","6","BLDADEND5"
"946","137","14","7","2","36","PCLDEND1"
"947","137","14","7","3","46","RDDEND1"
"948","137","14","7","4","54","SAGESAND0"
"949","137","14","7","5","78","SDENSAND10"
"950","137","14","7","6","80","SDENSTRD10"
"951","137","14","7","7","102","SLOPSAN4"
"952","137","14","7","8","128","SPDIASTR2"
"953","137","14","7","9","134","SSH19"
"954","137","14","7","10","138","T5_50MN"
"955","137","14","7","11","139","T5_50SD"
"956","137","14","7","12","189","T20_1300SD"
"957","137","14","7","13","199","T20_1800SD"
"958","137","14","7","14","208","SPDIASTRC"
"959","139","14","9","1","1","BLDADEN"
"960","139","14","9","2","9","BLDADEND8"
"961","139","14","9","3","17","BLDDEND5"
"962","139","14","9","4","46","RDDEND1"
"963","139","14","9","5","79","SDENSTR"
"964","139","14","9","6","83","SDIASAN3"
"965","139","14","9","7","86","SDIASTR1"
"966","139","14","9","8","95","SDIASTRD7"
"967","139","14","9","9","102","SLOPSAN4"
"968","139","14","9","10","110","SLOPSAND6"
"969","139","14","9","11","116","SLOPSTRD0"
"970","139","14","9","12","128","SPDIASTR2"
"971","139","14","9","13","138","T5_50MN"
"972","139","14","9","14","139","T5_50SD"
"973","140","14","10","1","2","BLDADEND1"
"974","140","14","10","2","40","PCLDEND5"
"975","140","14","10","3","46","RDDEND1"
"976","140","14","10","4","78","SDENSAND10"
"977","140","14","10","5","79","SDENSTR"
"978","140","14","10","6","80","SDENSTRD10"
"979","140","14","10","7","116","SLOPSTRD0"
"980","140","14","10","8","128","SPDIASTR2"
"981","140","14","10","9","139","T5_50SD"
"982","140","14","10","10","140","T5_75MN"
"983","140","14","10","11","146","T5_200MN"
"984","140","14","10","12","189","T20_1300SD"
"985","140","14","10","13","199","T20_1800SD"
"986","140","14","10","14","201","T20_1900SD"
"987","141","15","1","1","1","BLDADEN"
"988","141","15","1","2","6","BLDADEND5"
"989","141","15","1","3","36","PCLDEND1"
"990","141","15","1","4","40","PCLDEND5"
"991","141","15","1","5","70","SAGESTRD4"
"992","141","15","1","6","78","SDENSAND10"
"993","141","15","1","7","82","SDIASAN2"
"994","141","15","1","8","128","SPDIASTR2"
"995","141","15","1","9","138","T5_50MN"
"996","141","15","1","10","139","T5_50SD"
"997","141","15","1","11","185","T20_1100SD"
"998","141","15","1","12","195","T20_1600SD"
"999","141","15","1","13","197","T20_1700SD"
"1000","141","15","1","14","201","T20_1900SD"
"1001","141","15","1","15","206","TSLOPE"
"1002","142","15","2","1","1","BLDADEN"
"1003","142","15","2","2","6","BLDADEND5"
"1004","142","15","2","3","19","BLDDEND7"
"1005","142","15","2","4","40","PCLDEND5"
"1006","142","15","2","5","45","RDDEND0"
"1007","142","15","2","6","65","SAGESTR4"
"1008","142","15","2","7","78","SDENSAND10"
"1009","142","15","2","8","79","SDENSTR"
"1010","142","15","2","9","116","SLOPSTRD0"
"1011","142","15","2","10","123","SPAGESTR3"
"1012","142","15","2","11","128","SPDIASTR2"
"1013","142","15","2","12","138","T5_50MN"
"1014","142","15","2","13","139","T5_50SD"
"1015","142","15","2","14","182","T20_1000MN"
"1016","142","15","2","15","189","T20_1300SD"
"1017","145","15","5","1","1","BLDADEN"
"1018","145","15","5","2","33","OICP"
"1019","145","15","5","3","41","PCLDEND6"
"1020","145","15","5","4","45","RDDEND0"
"1021","145","15","5","5","77","SDENSAN"
"1022","145","15","5","6","78","SDENSAND10"
"1023","145","15","5","7","83","SDIASAN3"
"1024","145","15","5","8","86","SDIASTR1"
"1025","145","15","5","9","102","SLOPSAN4"
"1026","145","15","5","10","103","SLOPSAN5"
"1027","145","15","5","11","128","SPDIASTR2"
"1028","145","15","5","12","138","T5_50MN"
"1029","145","15","5","13","139","T5_50SD"
"1030","145","15","5","14","197","T20_1700SD"
"1031","145","15","5","15","199","T20_1800SD"
"1032","146","15","6","1","1","BLDADEN"
"1033","146","15","6","2","39","PCLDEND4"
"1034","146","15","6","3","40","PCLDEND5"
"1035","146","15","6","4","45","RDDEND0"
"1036","146","15","6","5","76","SAGESTRD10"
"1037","146","15","6","6","78","SDENSAND10"
"1038","146","15","6","7","80","SDENSTRD10"
"1039","146","15","6","8","83","SDIASAN3"
"1040","146","15","6","9","102","SLOPSAN4"
"1041","146","15","6","10","110","SLOPSAND6"
"1042","146","15","6","11","128","SPDIASTR2"
"1043","146","15","6","12","138","T5_50MN"
"1044","146","15","6","13","139","T5_50SD"
"1045","146","15","6","14","173","T10_800SD"
"1046","146","15","6","15","175","T10_850SD"
"1047","148","15","8","1","6","BLDADEND5"
"1048","148","15","8","2","34","PCLDEN"
"1049","148","15","8","3","35","PCLDEND0"
"1050","148","15","8","4","40","PCLDEND5"
"1051","148","15","8","5","46","RDDEND1"
"1052","148","15","8","6","78","SDENSAND10"
"1053","148","15","8","7","80","SDENSTRD10"
"1054","148","15","8","8","83","SDIASAN3"
"1055","148","15","8","9","130","SPDIASTR5"
"1056","148","15","8","10","136","T5_25MN"
"1057","148","15","8","11","139","T5_50SD"
"1058","148","15","8","12","158","T10_450MN"
"1059","148","15","8","13","161","T10_500SD"
"1060","148","15","8","14","189","T20_1300SD"
"1061","148","15","8","15","199","T20_1800SD"
"1062","149","15","9","1","1","BLDADEN"
"1063","149","15","9","2","38","PCLDEND3"
"1064","149","15","9","3","39","PCLDEND4"
"1065","149","15","9","4","78","SDENSAND10"
"1066","149","15","9","5","81","SDIASAN1"
"1067","149","15","9","6","82","SDIASAN2"
"1068","149","15","9","7","83","SDIASAN3"
"1069","149","15","9","8","99","SLOPSAN1"
"1070","149","15","9","9","102","SLOPSAN4"
"1071","149","15","9","10","123","SPAGESTR3"
"1072","149","15","9","11","128","SPDIASTR2"
"1073","149","15","9","12","138","T5_50MN"
"1074","149","15","9","13","139","T5_50SD"
"1075","149","15","9","14","189","T20_1300SD"
"1076","149","15","9","15","203","T20_2000SD"
"1077","150","15","10","1","27","HSLWP"
"1078","150","15","10","2","34","PCLDEN"
"1079","150","15","10","3","35","PCLDEND0"
"1080","150","15","10","4","40","PCLDEND5"
"1081","150","15","10","5","41","PCLDEND6"
"1082","150","15","10","6","45","RDDEND0"
"1083","150","15","10","7","57","SAGESAND3"
"1084","150","15","10","8","96","SDIASTRD8"
"1085","150","15","10","9","123","SPAGESTR3"
"1086","150","15","10","10","171","T10_750SD"
"1087","150","15","10","11","175","T10_850SD"
"1088","150","15","10","12","185","T20_1100SD"
"1089","150","15","10","13","195","T20_1600SD"
"1090","150","15","10","14","197","T20_1700SD"
"1091","150","15","10","15","206","TSLOPE"
"1092","151","16","1","1","1","BLDADEN"
"1093","151","16","1","2","36","PCLDEND1"
"1094","151","16","1","3","37","PCLDEND2"
"1095","151","16","1","4","45","RDDEND0"
"1096","151","16","1","5","60","SAGESAND7"
"1097","151","16","1","6","63","SAGESTR2"
"1098","151","16","1","7","83","SDIASAN3"
"1099","151","16","1","8","102","SLOPSAN4"
"1100","151","16","1","9","123","SPAGESTR3"
"1101","151","16","1","10","128","SPDIASTR2"
"1102","151","16","1","11","136","T5_25MN"
"1103","151","16","1","12","139","T5_50SD"
"1104","151","16","1","13","169","T10_700SD"
"1105","151","16","1","14","175","T10_850SD"
"1106","151","16","1","15","181","T10_1000SD"
"1107","151","16","1","16","199","T20_1800SD"
"1108","152","16","2","1","2","BLDADEND1"
"1109","152","16","2","2","46","RDDEND1"
"1110","152","16","2","3","54","SAGESAND0"
"1111","152","16","2","4","78","SDENSAND10"
"1112","152","16","2","5","80","SDENSTRD10"
"1113","152","16","2","6","96","SDIASTRD8"
"1114","152","16","2","7","100","SLOPSAN2"
"1115","152","16","2","8","103","SLOPSAN5"
"1116","152","16","2","9","110","SLOPSAND6"
"1117","152","16","2","10","129","SPDIASTR3"
"1118","152","16","2","11","136","T5_25MN"
"1119","152","16","2","12","139","T5_50SD"
"1120","152","16","2","13","185","T20_1100SD"
"1121","152","16","2","14","199","T20_1800SD"
"1122","152","16","2","15","201","T20_1900SD"
"1123","152","16","2","16","208","SPDIASTRC"
"1124","153","16","3","1","1","BLDADEN"
"1125","153","16","3","2","3","BLDADEND2"
"1126","153","16","3","3","40","PCLDEND5"
"1127","153","16","3","4","45","RDDEND0"
"1128","153","16","3","5","75","SAGESTRD9"
"1129","153","16","3","6","78","SDENSAND10"
"1130","153","16","3","7","79","SDENSTR"
"1131","153","16","3","8","83","SDIASAN3"
"1132","153","16","3","9","102","SLOPSAN4"
"1133","153","16","3","10","110","SLOPSAND6"
"1134","153","16","3","11","128","SPDIASTR2"
"1135","153","16","3","12","136","T5_25MN"
"1136","153","16","3","13","139","T5_50SD"
"1137","153","16","3","14","179","T10_950SD"
"1138","153","16","3","15","199","T20_1800SD"
"1139","153","16","3","16","201","T20_1900SD"
"1140","154","16","4","1","2","BLDADEND1"
"1141","154","16","4","2","6","BLDADEND5"
"1142","154","16","4","3","17","BLDDEND5"
"1143","154","16","4","4","41","PCLDEND6"
"1144","154","16","4","5","46","RDDEND1"
"1145","154","16","4","6","83","SDIASAN3"
"1146","154","16","4","7","93","SDIASTRD1"
"1147","154","16","4","8","95","SDIASTRD7"
"1148","154","16","4","9","102","SLOPSAN4"
"1149","154","16","4","10","103","SLOPSAN5"
"1150","154","16","4","11","110","SLOPSAND6"
"1151","154","16","4","12","128","SPDIASTR2"
"1152","154","16","4","13","138","T5_50MN"
"1153","154","16","4","14","139","T5_50SD"
"1154","154","16","4","15","189","T20_1300SD"
"1155","154","16","4","16","199","T20_1800SD"
"1156","156","16","6","1","2","BLDADEND1"
"1157","156","16","6","2","39","PCLDEND4"
"1158","156","16","6","3","46","RDDEND1"
"1159","156","16","6","4","54","SAGESAND0"
"1160","156","16","6","5","76","SAGESTRD10"
"1161","156","16","6","6","78","SDENSAND10"
"1162","156","16","6","7","80","SDENSTRD10"
"1163","156","16","6","8","100","SLOPSAN2"
"1164","156","16","6","9","103","SLOPSAN5"
"1165","156","16","6","10","110","SLOPSAND6"
"1166","156","16","6","11","128","SPDIASTR2"
"1167","156","16","6","12","139","T5_50SD"
"1168","156","16","6","13","140","T5_75MN"
"1169","156","16","6","14","144","T5_150MN"
"1170","156","16","6","15","195","T20_1600SD"
"1171","156","16","6","16","197","T20_1700SD"
"1172","157","16","7","1","1","BLDADEN"
"1173","157","16","7","2","9","BLDADEND8"
"1174","157","16","7","3","27","HSLWP"
"1175","157","16","7","4","40","PCLDEND5"
"1176","157","16","7","5","46","RDDEND1"
"1177","157","16","7","6","65","SAGESTR4"
"1178","157","16","7","7","78","SDENSAND10"
"1179","157","16","7","8","79","SDENSTR"
"1180","157","16","7","9","80","SDENSTRD10"
"1181","157","16","7","10","110","SLOPSAND6"
"1182","157","16","7","11","116","SLOPSTRD0"
"1183","157","16","7","12","128","SPDIASTR2"
"1184","157","16","7","13","139","T5_50SD"
"1185","157","16","7","14","140","T5_75MN"
"1186","157","16","7","15","175","T10_850SD"
"1187","157","16","7","16","189","T20_1300SD"
"1188","158","16","8","1","1","BLDADEN"
"1189","158","16","8","2","40","PCLDEND5"
"1190","158","16","8","3","46","RDDEND1"
"1191","158","16","8","4","78","SDENSAND10"
"1192","158","16","8","5","79","SDENSTR"
"1193","158","16","8","6","80","SDENSTRD10"
"1194","158","16","8","7","96","SDIASTRD8"
"1195","158","16","8","8","110","SLOPSAND6"
"1196","158","16","8","9","116","SLOPSTRD0"
"1197","158","16","8","10","128","SPDIASTR2"
"1198","158","16","8","11","136","T5_25MN"
"1199","158","16","8","12","139","T5_50SD"
"1200","158","16","8","13","167","T10_650SD"
"1201","158","16","8","14","189","T20_1300SD"
"1202","158","16","8","15","195","T20_1600SD"
"1203","158","16","8","16","197","T20_1700SD"
"1204","159","16","9","1","1","BLDADEN"
"1205","159","16","9","2","6","BLDADEND5"
"1206","159","16","9","3","40","PCLDEND5"
"1207","159","16","9","4","46","RDDEND1"
"1208","159","16","9","5","74","SAGESTRD8"
"1209","159","16","9","6","79","SDENSTR"
"1210","159","16","9","7","96","SDIASTRD8"
"1211","159","16","9","8","102","SLOPSAN4"
"1212","159","16","9","9","110","SLOPSAND6"
"1213","159","16","9","10","116","SLOPSTRD0"
"1214","159","16","9","11","128","SPDIASTR2"
"1215","159","16","9","12","136","T5_25MN"
"1216","159","16","9","13","139","T5_50SD"
"1217","159","16","9","14","175","T10_850SD"
"1218","159","16","9","15","181","T10_1000SD"
"1219","159","16","9","16","199","T20_1800SD"
"1220","161","17","1","1","1","BLDADEN"
"1221","161","17","1","2","6","BLDADEND5"
"1222","161","17","1","3","9","BLDADEND8"
"1223","161","17","1","4","40","PCLDEND5"
"1224","161","17","1","5","45","RDDEND0"
"1225","161","17","1","6","78","SDENSAND10"
"1226","161","17","1","7","79","SDENSTR"
"1227","161","17","1","8","110","SLOPSAND6"
"1228","161","17","1","9","116","SLOPSTRD0"
"1229","161","17","1","10","128","SPDIASTR2"
"1230","161","17","1","11","138","T5_50MN"
"1231","161","17","1","12","139","T5_50SD"
"1232","161","17","1","13","175","T10_850SD"
"1233","161","17","1","14","185","T20_1100SD"
"1234","161","17","1","15","195","T20_1600SD"
"1235","161","17","1","16","197","T20_1700SD"
"1236","161","17","1","17","203","T20_2000SD"
"1237","162","17","2","1","2","BLDADEND1"
"1238","162","17","2","2","40","PCLDEND5"
"1239","162","17","2","3","46","RDDEND1"
"1240","162","17","2","4","54","SAGESAND0"
"1241","162","17","2","5","78","SDENSAND10"
"1242","162","17","2","6","79","SDENSTR"
"1243","162","17","2","7","80","SDENSTRD10"
"1244","162","17","2","8","96","SDIASTRD8"
"1245","162","17","2","9","103","SLOPSAN5"
"1246","162","17","2","10","110","SLOPSAND6"
"1247","162","17","2","11","116","SLOPSTRD0"
"1248","162","17","2","12","128","SPDIASTR2"
"1249","162","17","2","13","136","T5_25MN"
"1250","162","17","2","14","139","T5_50SD"
"1251","162","17","2","15","189","T20_1300SD"
