"VARNAME1","VARNAME2","CORCOEF"
"PCLDEN","T10_450SD",0.269664069526007
"PCLDEN","T10_650SD",0.309012028034579
"PCLDEN","T10_700SD",0.313024553423836
"PCLDEN","T10_850SD",0.338291746739893
"PCLDEN","T10_950SD",0.366433807676796
"PCLDEN","T20_1000MN",0.378427264569551
"PCLDEN","T20_1000SD",0.368108229539336
"PCLDEN","T20_1100SD",0.369946929067243
"PCLDEN","T20_1200SD",0.371355588606683
"PCLDEN","T20_1300SD",0.371837280857592
"PCLDEN","T20_1600SD",0.317247862922641
"PCLDEN","T20_1700SD",0.315324259096705
"PCLDEN","T20_1800SD",0.30080131076798
"PCLDEN","T20_1900SD",0.298912818219067
"PCLDEN","T20_2000SD",0.297395674333109
"PCLDEN","T5_100MN",0.244375853762687
"PCLDEN","T5_50MN",0.255832775554464
"PCLDEN","T5_50SD",0.0701023827630075
"PCLDEN","T5_75MN",0.257335007064113
"PCLDEND0","BLDADEN",0.235953920252011
"PCLDEND0","BLDADEND1",-0.043355498476206
"PCLDEND0","BLDADEND5",0.0449013255066937
"PCLDEND0","BLDADEND8",-0.0357142857142857
"PCLDEND0","BLDDEND2",-0.205498734131697
"PCLDEND0","BLDDEND7",-0.0357142857142857
"PCLDEND0","PCLDEN",-0.809976427437741
"PCLDEND0","PCLDEND0",1
"PCLDEND0","PCLDEND1",-0.205498734131697
"PCLDEND0","PCLDEND2",-0.21650635094611
"PCLDEND0","PCLDEND4",-0.125
"PCLDEND0","PCLDEND5",-0.0625
"PCLDEND0","PCLDEND6",-0.0357142857142857
"PCLDEND0","RDDEND0",0.0668153104781061
"PCLDEND0","RDDEND1",-0.117494699089209
"PCLDEND0","RDDEND2",-0.0357142857142857
"PCLDEND0","SAGESAND0",0.314764777147206
"PCLDEND0","SAGESAND1",0.216338771464578
"PCLDEND0","SAGESAND5",-0.182517007742227
"PCLDEND0","SAGESTR3",-0.0995752442389819
"PCLDEND0","SAGESTRD10",-0.0357142857142857
"PCLDEND0","SDENSAN",-0.153870305351861
"PCLDEND0","SDENSAND10",-0.247435829652697
"PCLDEND0","SDENSTR",-0.0892746767973261
"PCLDEND0","SDIASTR2",-0.0731129685756922
"PCLDEND0","SDIASTR3",0.0155610125633792
"PCLDEND0","SDIASTRD0",-0.0504387648263099
"PCLDEND0","SDIASTRD4",-0.116145478777135
"PCLDEND0","SDIASTRD7",0.0632493345077661
"PCLDEND0","SDIASTRD8",-0.116780775489305
"PCLDEND0","SLOPSAN4",0.0860831966121159
"PCLDEND0","SLOPSAND1",-0.106909783051824
"PCLDEND0","SLOPSAND6",-0.135005096018461
"PCLDEND0","SLOPSTR1",-0.0892746767973258
"PCLDEND0","SLOPSTRD0",-0.0892778320669301
"PCLDEND0","SPAGESAN1",0.406138466053448
"PCLDEND0","SPAGESTR3",0.0898026510133875
"PCLDEND0","SPDIASTR2",-0.0721687836487032
"PCLDEND0","T10_1000MN",-0.484017050537047
"PCLDEND0","T10_1000SD",-0.428224620770985
"PCLDEND0","T10_250SD",-0.311761746940716
"PCLDEND0","T10_400SD",-0.320086194814057
"PCLDEND0","T10_450MN",-0.384632389560986
"PCLDEND0","T10_450SD",-0.325638825957632
"PCLDEND0","T10_650SD",-0.419652611926532
