VARSET3,VARNAMES3,FUNCLABEL3,DFCOEF3
15,B5_STDEV,LN4,-0.141785716
15,LVI_NDVI73M,LN4,0.001252109
15,LVI_WETM,LN4,0.310177101
15,MSxv,LN4,-1.053130697
15,SBPSxc,LN4,0.356147868
15,SBSdw,LN4,-2.609508122
15,VRI_BPH_PL,LN4,-0.05054465
15,VRI_BPH_SX,LN4,-0.096560712
15,VRI_HT_FD,LN4,0.024328745
16,B5_STDEV,LN1,-0.02083879
16,LVI_CENTX,LN1,-2.81E-06
16,LVI_CENTY,LN1,3.20E-08
16,LVI_NDVI73M,LN1,0.000420225
16,LVI_WETM,LN1,-0.029151426
16,MSxv,LN1,0.027340713
16,SBSdw,LN1,-2.02280722
16,VRI_BPH_PL,LN1,-0.003989883
16,VRI_BPH_SX,LN1,0.001538096
16,VRI_HT_FD,LN1,-0.317011907
16,B5_STDEV,LN2,0.255538214
16,LVI_CENTX,LN2,-8.27E-06
16,LVI_CENTY,LN2,-1.45E-05
16,LVI_NDVI73M,LN2,-0.000952091
16,LVI_WETM,LN2,0.42039714
16,MSxv,LN2,0.018776453
16,SBSdw,LN2,-0.008927371
16,VRI_BPH_PL,LN2,0.007491353
16,VRI_BPH_SX,LN2,0.061322625
16,VRI_HT_FD,LN2,-0.062863437
16,B5_STDEV,LN3,-0.094912837
16,LVI_CENTX,LN3,-8.07E-07
16,LVI_CENTY,LN3,-1.35E-06
16,LVI_NDVI73M,LN3,-0.002232962
16,LVI_WETM,LN3,-0.166793476
16,MSxv,LN3,1.620931543
16,SBSdw,LN3,0.572521397
16,VRI_BPH_PL,LN3,-0.075747266
16,VRI_BPH_SX,LN3,-0.092655894
16,VRI_HT_FD,LN3,-0.040356579
16,B5_STDEV,LN4,-0.086567986
16,LVI_CENTX,LN4,2.65E-05
16,LVI_CENTY,LN4,2.90E-05
16,LVI_NDVI73M,LN4,0.000433559
16,LVI_WETM,LN4,0.18706017
16,MSxv,LN4,0.118532194
16,SBSdw,LN4,-2.901142153
16,VRI_BPH_PL,LN4,-0.046037318
16,VRI_BPH_SX,LN4,-0.071625587
16,VRI_HT_FD,LN4,-0.019449735
17,B4_MEAN,LN1,-0.000524575
17,B5_STDEV,LN1,-0.022465258
17,LVI_NDVI73M,LN1,0.000363985
17,LVI_WETM,LN1,-0.039812385
17,MSxv,LN1,0.027025082
17,SBSdw,LN1,-2.278519618
17,VRI_BPH_PL,LN1,0.002527171
17,VRI_BPH_SX,LN1,0.008804639
17,VRI_HT_AT,LN1,0.060595046
17,VRI_HT_FD,LN1,-0.31163191
17,B4_MEAN,LN2,0.005844353
17,B5_STDEV,LN2,0.246281527
17,LVI_NDVI73M,LN2,-0.000936471
17,LVI_WETM,LN2,0.391571456
17,MSxv,LN2,0.42073895
17,SBSdw,LN2,-0.556873704
17,VRI_BPH_PL,LN2,0.008225018
17,VRI_BPH_SX,LN2,0.061800299
17,VRI_HT_AT,LN2,0.036919041
17,VRI_HT_FD,LN2,-0.061734026
17,B4_MEAN,LN3,0.030161891
17,B5_STDEV,LN3,-0.114041312
17,LVI_NDVI73M,LN3,-0.001846408
17,LVI_WETM,LN3,-0.132813702
17,MSxv,LN3,1.672720337
17,SBSdw,LN3,0.492335244
17,VRI_BPH_PL,LN3,-0.069639742
17,VRI_BPH_SX,LN3,-0.087119921
17,VRI_HT_AT,LN3,-0.059784602
17,VRI_HT_FD,LN3,-0.043863028
17,B4_MEAN,LN4,0.00910443
17,B5_STDEV,LN4,-0.116088107
17,LVI_NDVI73M,LN4,0.001286727
17,LVI_WETM,LN4,0.330911534
17,MSxv,LN4,-1.047406983
17,SBSdw,LN4,-2.11587722
17,VRI_BPH_PL,LN4,-0.054535331
17,VRI_BPH_SX,LN4,-0.094164952
17,VRI_HT_AT,LN4,-0.129672143
17,VRI_HT_FD,LN4,-0.001813202
18,B4_MEAN,LN1,0.002405895
18,LVI_CENTX,LN1,-3.20E-06
18,LVI_CENTY,LN1,-4.11E-07
18,LVI_LAISRS,LN1,0.004750981
18,LVI_NDVI73M,LN1,0.000453887
18,LVI_WETM,LN1,-0.028280516
18,MSxv,LN1,0.031667836
18,SBSdw,LN1,-2.013919538
18,VRI_BPH_PL,LN1,-0.002802956
18,VRI_BPH_SX,LN1,0.002983122
18,VRI_HT_FD,LN1,-0.317027749
18,B4_MEAN,LN2,0.013443935
18,LVI_CENTX,LN2,-9.25E-06
18,LVI_CENTY,LN2,-1.55E-05
18,LVI_LAISRS,LN2,0.073990454
18,LVI_NDVI73M,LN2,-0.000956556
18,LVI_WETM,LN2,0.302831725
18,MSxv,LN2,0.06490421
18,SBSdw,LN2,0.064588081
18,VRI_BPH_PL,LN2,0.009471277
18,VRI_BPH_SX,LN2,0.061561077
18,VRI_HT_FD,LN2,-0.052263259
18,B4_MEAN,LN3,0.030676339
18,LVI_CENTX,LN3,-3.28E-06
18,LVI_CENTY,LN3,-4.22E-06
18,LVI_LAISRS,LN3,-0.058862277
18,LVI_NDVI73M,LN3,-0.001802451
18,LVI_WETM,LN3,-0.066778954
18,MSxv,LN3,1.573946821
18,SBSdw,LN3,0.442242226
18,VRI_BPH_PL,LN3,-0.064241147
18,VRI_BPH_SX,LN3,-0.084168814
18,VRI_HT_FD,LN3,-0.027514197
18,B4_MEAN,LN4,-0.006337527
18,LVI_CENTX,LN4,2.69E-05
18,LVI_CENTY,LN4,2.92E-05
18,LVI_LAISRS,LN4,-0.03249521
18,LVI_NDVI73M,LN4,0.000320419
18,LVI_WETM,LN4,0.232901459
18,MSxv,LN4,0.155335401
18,SBSdw,LN4,-2.898400607
18,VRI_BPH_PL,LN4,-0.049822375
18,VRI_BPH_SX,LN4,-0.074622664
18,VRI_HT_FD,LN4,-0.024877421
19,B4_MEAN,LN1,-0.000553623
19,B5_STDEV,LN1,-0.022502748
19,LVI_NDVI73M,LN1,0.000364205
19,LVI_WETM,LN1,-0.040237716
19,MSxv,LN1,0.025797924
19,SBPSxc,LN1,-0.023837875
19,SBSdw,LN1,-2.278297811
19,VRI_BPH_PL,LN1,0.002502335
19,VRI_BPH_SX,LN1,0.008779119
19,VRI_HT_AT,LN1,0.06058041
19,VRI_HT_FD,LN1,-0.311610125
19,B4_MEAN,LN2,0.008983929
19,B5_STDEV,LN2,0.232527662
19,LVI_NDVI73M,LN2,-0.000990396
19,LVI_WETM,LN2,0.398060773
