LVI_FCOID,LVI_ELEV,LVI_SLOPE,LVI_ASPECT,LVI_DSPH,LVI_DVPH,LVI_AGE1,LVI_AGE2,LVI_HT1,LVI_HT2,LVI_CCPCT,LVI_CCASINS,LVI_BPH,LVI_ESI,LVI_LSPH,LVI_NPIXELS,B1_MEAN,B1_STDEV,B2_MEAN,B2_STDEV,B3_MEAN,B3_STDEV,B4_MEAN,B4_STDEV,B5_MEAN,B5_STDEV,B7_MEAN,B7_STDEV,LVI_LAIIRM,LVI_LAIIRS,LVI_LAISRM,LVI_LAISRS,LVI_PCA1M,LVI_PCA1S,LVI_PCA2M,LVI_PCA2S,LVI_NDVI35M,LVI_NDVI35S,LVI_NDVI43M,LVI_NDVI43S,LVI_NDVI45M,LVI_NDVI45S,LVI_NDVI73M,LVI_NDVI73S,LVI_BRIGHTM,LVI_BRIGHTS,LVI_GREENM,LVI_GREENS,LVI_WETM,LVI_WETS,LVI_DEMM,LVI_DEMS,LVI_SLOPEM,LVI_SLOPES,LVI_ASPECTM,LVI_ASPECTS,LVI_CENTX,LVI_CENTY,LVI_PROP_AT,LVI_PROP_FD,LVI_PROP_PL,LVI_PROP_SX,LVI_HT_AT,LVI_HT_FD,LVI_HT_PL,LVI_HT_SX,LVI_AGE_AT,LVI_AGE_FD,LVI_AGE_PL,LVI_AGE_SX,ODDS_AT,ODDS_FD,ODDS_PL,ODDS_SX,LODDS_AT,LODDS_FD,LODDS_PL,LODDS_SX,ARCSIN_AT,ARCSIN_FD,ARCSIN_PL,ARCSIN_SX,LVI_BPH_AT,LVI_BPH_FD,LVI_BPH_PL,LVI_BPH_SX,LVI_ESI_AT,LVI_ESI_FD,LVI_ESI_PL,LVI_ESI_SX,SBS,SBPS,MS,SBSmc,SBPSdc,SBPSmk,SBSdc,SBSdw,SBSmk,SBPSmc,MSmc,MSxv,SBPSxv,MSmk,SBPSxc,MSdc,LVI_BECZ,LVI_BECZS,CLASS2,CLASS3,CLASS4,CLASS5,CLASS6,CLASS7,CLASS8,CLASS9,CLASS10,CLASS11,CLASS12,CLASS13,CLASS14,CLASS15,CLASS16,CLASS17,CLASS18,CLASS19,CLASS20,CLASS21,CLASS22,CLASS23,CLASS24,CLASS25,STAGE_ELEV,STAGE_SLOPE,STAGE_COSA,STAGE_SINA,STAGE_SCOSA,STAGE_SSINA,STAGE_LES,STAGE_LESCOSA,STAGE_LESSINA,STAGE_EL2,STAGE_EL2S,STAGE_EL2SCOSA,STAGE_EL2SSINA,VRI_PROP_AT,VRI_PROP_FD,VRI_PROP_PL,VRI_PROP_SX,VRI_HT_AT,VRI_HT_FD,VRI_HT_PL,VRI_HT_SX,VRI_AGE_AT,VRI_AGE_FD,VRI_AGE_PL,VRI_AGE_SX,VRI_BPH_AT,VRI_BPH_FD,VRI_BPH_PL,VRI_BPH_SX,VRI_ESI_AT,VRI_ESI_FD,VRI_ESI_PL,VRI_ESI_SX
165495,1006.692,12.692,47,150,44.672,130,110,22,19,30,0.58,25,10.72,750,13,82.846,2,61.615,2,42.462,2,56.692,3.162,33.462,2.236,92.615,2.449,30.846,5.657,51,7.55,-25.854,3.427,-4.904,2.87,3259.021,300.449,5385.297,230.412,2578.061,316.893,4633.285,258.303,20.405,0.728,2.716,0.564,-2.659,0.473,1006.692,4.304,12.692,1.435,47,100.842,448912.558,5873654.248,0.05,0,0.1,0.85,0,0,19,22,0,0,110,130,0.053,0.001,0.111,5.667,-2.944,-6.704,-2.197,1.735,0.05,0,0.1,1.016,1.25,0,2.5,21.25,0,0,0,10.72,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1006.692,12.692,0.68199836,0.011902836,8.655923186,0.151070792,38.11823657,25.99657483,0.453715111,1013428.783,12862438.11,8772161.699,152.0817577,0.3,0,0.6,0.1,0,0,20.2,0,0,0,130,0,8.597,0,17.193,2.866,0,0,13.1,0
247416,1026,5.154,256.462,350,76.3,90,100,17,19,25,0.524,15,12.77,700,13,82.538,2.236,66.154,1.732,46.385,1.414,55.154,1.414,38.462,1,99,2,19.385,1,34.769,2.236,-17.944,2.542,-10.074,1.903,3491.245,180.892,4964.927,183.66,1783.785,146.879,4548.718,140.018,21.262,0.426,2.084,0.337,-3.838,0.242,1026,1.414,5.154,0.662,256.462,7.023,468262.546,5856345.018,0,0,0.85,0.15,0,0,17,19,0,0,90,100,0.001,0.001,5.667,0.176,-6.704,-6.704,1.735,-1.735,0,0,1.016,0.151,0,0,12.75,2.25,0,0,12.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,9,9,9,9,9,9,9,23,23,1026,5.154,-0.234090213,-0.004085634,-1.206500956,-0.021057356,15.52163407,-3.633462619,-0.06341571,1052676,5425492.104,-1270054.6,-21.60484677,0,0,0.9,0.1,0,0,17.9,0,0,0,100,0,0,0,25.466,2.83,0,0,12.8,0
296569,1111.111,7.444,168.306,500,108.792,160,130,20,17,10,0.322,5,7.55,100,36,86.528,1.414,74,2.646,57.75,3,68.167,2,60.75,3.162,121.353,3.606,10.083,1.732,18.639,3.464,17.044,5.077,-12.102,2.882,4487.649,214.419,4938.294,225.167,579.464,333.536,4500.948,200.916,27.275,0.731,3.474,0.415,-7.419,0.741,1111.111,3.438,7.444,3.059,168.306,74.799,457960.474,5844667.872,0,0,0.1,0.9,0,0,17,20,0,0,130,160,0.001,0.001,0.111,9,-6.704,-6.704,-2.197,2.197,0,0,0.1,1.12,0,0,0.5,4.5,0,0,0,7.55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,1,1,1,1,1,1,1,6,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,1111.111,7.444,-0.979244041,-0.017090201,-7.289492642,-0.127219454,22.67552673,-22.20487443,-0.387529302,1234567.654,9190121.619,-8999371.832,-141.3549344,0,0,1,0,0,0,16.5,0,0,0,122,0,0,0,21.49,0,0,0,10.5,0
296571,1108.667,8,175.333,50,26.352,160,70,20,14,20,0.464,10,7.55,200,9,83.889,2.646,70.778,2.236,52.333,3.317,72,2.828,51.333,5.745,106.778,6.083,19.889,7.616,34.667,11.358,2.212,7.053,-0.478,5.004,4179.143,402.311,5493.597,277.026,1698.071,623.295,4365.529,247.63,25.859,1.035,4.755,0.672,-4.837,1.34,1108.667,1.826,8,4.32,175.333,92.743,458050.663,5844646.606,0,0,0.1,0.9,0,0,14,20,0,0,70,160,0.001,0.001,0.111,9,-6.704,-6.704,-2.197,2.197,0,0,0.1,1.12,0,0,1,9,0,0,0,7.55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1108.667,8,-0.996684415,-0.017394547,-7.973475318,-0.139156379,24.36154137,-24.2807686,-0.423757985,1229142.517,9833140.135,-9800537.52,-154.2780849,0,0,1,0,0,0,16.5,0,0,0,122,0,0,0,21.49,0,0,0,10.5,0
247421,1018.192,3.154,156.173,700,62.5,90,100,17,19,25,0.524,15,12.77,1000,52,82.635,2.236,67.096,2.646,49.5,2.236,56.25,2.828,42,2.236,102.481,2.828,16.442,3.606,29.692,5.745,-12.679,4.257,-11.453,2.809,3586.048,295.231,4789.968,179.276,1450.242,337.537,4425.978,214.201,22.11,0.746,2.084,0.444,-4.452,0.601,1018.192,2.815,3.154,1.791,156.173,122.691,468113.074,5856299.489,0,0,0.85,0.15,0,0,17,19,0,0,90,100,0.001,0.001,5.667,0.176,-6.704,-6.704,1.735,-1.735,0,0,1.016,0.151,0,0,12.75,2.25,0,0,12.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,1018.192,3.154,-0.9147694,-0.01596506,-2.885182688,-0.050353798,9.488039443,-8.679368149,-0.151477116,1036714.949,3269798.949,-2991112.023,-51.26983442,0,0,0.9,0.1,0,0,17.9,0,0,0,100,0,0,0,25.466,2.83,0,0,12.8,0
247422,1027.179,4.5,238.107,700,40.9,70,80,17,19,25,0.524,15,14.86,800,28,81.393,1,64.821,2,47.25,1.732,53.536,0,37.679,1.414,98.357,2.646,18.964,1.732,34.071,3,-19.804,2.877,-11.315,1.465,3316.643,226.949,4782.447,164.63,1741.531,190.487,4447.773,162.779,20.887,0.39,1.807,0.201,-3.813,0.376,1027.179,2.036,4.5,1.086,238.107,35.6,468324.947,5856191.187,0,0,0.9,0.1,0,0,17,19,0,0,70,80,0.001,0.001,9,0.111,-6.704,-6.704,2.197,-2.197,0,0,1.12,0.1,0,0,13.5,1.5,0,0,14.86,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,1027.179,4.5,-0.528334609,-0.009221048,-2.377505742,-0.041494715,13.55430928,-7.161210699,-0.124984934,1055096.698,4747935.141,-2508498.458,-42.62249999,0,0,0.9,0.1,0,0,17.9,0,0,0,100,0,0,0,25.466,2.83,0,0,12.8,0
165503,1019,10.643,99.714,150,44.672,130,130,21,18,30,0.58,20,10.11,450,14,82.5,1.732,64.214,2.449,46.929,2.236,63,3.464,40,2.646,98.857,2.646,25.357,3.317,43.286,4.899,-14.904,4.505,-3.273,2.766,3604.935,271.156,5405.636,169.826,2234.755,237.692,4496.876,191.118,22.518,0.922,3.559,0.561,-3.453,0.467,1019,1.773,10.643,2.58,99.714,142.72,448957.043,5873557.118,0.05,0,0.2,0.75,0,0,18,21,0,0,130,130,0.053,0.001,0.25,3,-2.944,-6.704,-1.386,1.099,0.05,0,0.201,0.848,1,0,4,15,0,0,0,10.11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1019,10.643,-0.168730227,-0.002944894,-1.795795809,-0.031342504,32.02053163,-5.402831581,-0.094297064,1038361,11051276.12,-1864684.332,-31.93801185,0,0,0.9,0.1,0,0,26.1,0,0,0,140,0,0,0,30.988,3.443,0,0,17.6,0
165511,1023.467,5.133,142.733,225,58.412,130,110,24,18,15,0.398,15,12.09,400,15,85.267,1.732,67.6,1.732,51,1.732,70.8,3.606,48.333,2.828,106.067,3.162,20.733,3.162,36.667,4.899,-0.923,4.649,-0.917,3.061,4057.106,215.406,5522.716,132.945,1886.72,272.235,4443.141,176.657,25.189,0.928,4.602,0.574,-4.446,0.578,1023.467,0.957,5.133,2.187,142.733,102.226,448952.052,5873486.749,0.2,0,0.1,0.7,18,0,0,24,110,0,0,130,0.25,0.001,0.111,2.333,-1.386,-6.704,-2.197,0.847,0.201,0,0.1,0.775,3,0,1.5,10.5,0,0,0,12.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,5,2,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,1023.467,5.133,-0.795822373,-0.013889274,-4.084956241,-0.071293644,15.4528861,-12.29775249,-0.21462937,1047484.7,5376738.966,-4278929.163,-72.96669172,0,0,0.9,0.1,0,0,26.1,0,0,0,140,0,0,0,30.988,3.443,0,0,17.6,0
247438,1018.304,3.087,182.739,800,52.3,70,80,16,18,35,0.633,20,13.94,1200,23,81.522,1.732,66.087,2.236,48.913,1.414,54.087,1.414,38.043,2.449,98.13,4.123,19.348,3.464,34.435,5.477,-18.52,4.324,-11.114,2.075,3196.496,294.915,4687.09,144.467,1749.605,312.77,4295.145,209.033,21.116,0.617,1.795,0.289,-3.738,0.622,1018.304,2.51,3.087,1.64,182.739,115.633,468142.924,5856153.568,0,0,0.95,0.05,0,0,16,18,0,0,70,80,0.001,0.001,19,0.053,-6.704,-6.704,2.944,-2.944,0,0,1.253,0.05,0,0,19,1,0,0,13.94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,1018.304,3.087,-0.998857579,-0.01743247,-3.083473347,-0.053814036,9.28663361,-9.276024367,-0.161888966,1036943.036,3201043.153,-3197386.215,-54.79904845,0,0,0.9,0.1,0,0,17.9,0,0,0,100,0,0,0,25.466,2.83,0,0,12.8,0
296557,1111.469,5.219,182,800,163.752,130,110,18,15,20,0.464,10,8.33,500,32,83.438,1.732,68.281,2.449,51,3.162,61.375,4.123,48.219,4,109.281,5.099,14.75,5.292,26.563,8.426,-3.113,6.335,-10.505,4.865,4043.043,276.952,5002.554,315.153,1203.53,522.193,4564.012,205.874,23.897,1.03,2.856,0.786,-5.427,0.987,1111.469,2.165,5.219,3.189,182,100.47,457902.932,5844820.96,0,0,0.4,0.6,0,0,15,18,0,0,110,130,0.001,0.001,0.667,1.5,-6.704,-6.704,-0.405,0.405,0,0,0.412,0.644,0,0,4,6,0,0,0,8.33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,1,9,9,1111.469,5.219,-0.999390827,-0.017441776,-5.215820726,-0.091028629,15.89857664,-15.88889166,-0.277299412,1235363.338,6447361.261,-6443433.703,-101.1754991,0,0,1,0,0,0,17.1,0,0,0,102,0,0,0,24.429,0,0,0,12,0
165526,1010.5,11.143,220.5,100,35.512,160,130,22,20,30,0.58,20,8.62,550,14,86.643,2,70.714,3,52.5,1.732,67.429,2,44.286,1.414,102.857,2.449,22.929,2.449,40.071,3.606,-3.583,3.924,-2.576,1.961,3565.41,168.513,5249.733,112.253,2071.295,193.44,4200.975,175.34,24.323,0.608,3.782,0.345,-3.703,0.374,1010.5,3.375,11.143,2.1,220.5,14.302,448787.899,5873369.613,0.1,0,0.3,0.6,0,0,20,22,0,0,130,160,0.111,0.001,0.429,1.5,-2.197,-6.704,-0.847,0.405,0.1,0,0.305,0.644,2,0,6,12,0,0,0,8.62,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1010.5,11.143,-0.760405966,-0.013271198,-8.473203675,-0.147880961,33.48433488,-25.461688,-0.444377243,1021110.25,11378231.52,-8652075.123,-149.4337111,0,0,1,0,0,0,25.7,0,0,0,170,0,0,0,31.374,0,0,0,16.3,0
165527,1018.68,8,223.96,200,53.832,110,130,17,22,15,0.398,13,11.47,400,25,87.12,2,71.96,3.317,55.44,3.873,74.24,3.317,53.68,3.742,112.92,3.464,17.88,2.646,32.04,4.359,10.177,6.583,-2.008,2.62,4146.556,350.104,5400.408,251.187,1613.709,286.412,4365.009,242.223,26.879,1.131,4.782,0.569,-5.242,0.677,1018.68,3.029,8,1.897,223.96,32.713,448917.797,5873369.618,0.05,0,0.85,0.1,0,0,17,22,0,0,110,130,0.053,0.001,5.667,0.111,-2.944,-6.704,1.735,-2.197,0.05,0,1.016,0.1,0.65,0,11.05,1.3,0,0,11.47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1018.68,8,-0.719824588,-0.012562979,-5.758596704,-0.100503829,24.06771121,-17.32453031,-0.302362141,1037708.942,8301671.539,-5975747.296,-102.3812404,0,0,1,0,0,0,25.7,0,0,0,170,0,0,0,31.374,0,0,0,16.3,0
247450,1020.297,3.811,234.973,550,49,70,80,16,18,55,0.835,35,13.94,2400,37,81.216,2.236,65.432,2,47.027,1.414,53.378,1.414,32.865,3.606,93.324,4.583,28.973,9.11,48.189,12.884,-24.585,4.196,-8.742,3.523,2685.206,554.625,4787.011,193.45,2396.492,604.527,4248.999,245.751,20.138,0.557,1.793,0.363,-2.682,0.968,1020.297,2.335,3.811,0.925,234.973,62.87,468224.428,5856024.832,0,0,0.8,0.2,0,0,16,18,0,0,70,80,0.001,0.001,4,0.25,-6.704,-6.704,1.386,-1.386,0,0,0.927,0.201,0,0,28,7,0,0,13.94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,1020.297,3.811,-0.573962389,-0.010017366,-2.187370664,-0.038176182,11.46787849,-6.582130932,-0.114877935,1041005.968,3967273.745,-2277065.916,-38.9510435,0,0,0.9,0.1,0,0,14.6,0,0,0,80,0,0,0,21.718,2.413,0,0,11.7,0
296603,1099.773,2.227,35.636,400,90.472,130,110,17,15,10,0.322,8,10.54,100,22,86,2,71.727,1.732,53.727,1.414,70.818,4.243,58.818,1.414,120,3.162,12.227,2.828,22.545,5.099,13.918,3.28,-8.004,4.919,4647.725,122.093,5334.444,248.463,917.017,385.733,4725.346,125.715,27.104,0.565,4.242,0.853,-6.929,0.701,1099.773,1.444,2.227,1.125,35.636,70.979,458045.657,5844302.892,0,0,0.9,0.1,0,0,17,15,0,0,130,110,0.001,0.001,9,0.111,-6.704,-6.704,2.197,-2.197,0,0,1.12,0.1,0,0,7.2,0.8,0,0,10.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,23,23,1099.773,2.227,0.812734842,0.014184423,1.809960493,0.031588711,6.773860931,5.505352793,0.09608331,1209500.652,2693557.951,2189148.395,34.74041099,0,0,1,0,0,0,17.1,0,0,0,102,0,0,0,24.429,0,0,0,12,0
247456,1026.085,4.169,211.763,950,93.3,70,80,16,18,45,0.735,30,13.94,1800,59,81.661,2.236,65.22,1.732,47.085,2,52.492,1.414,36.288,3,96.407,4.123,20.576,5.292,36.254,7.937,-21.712,4.663,-11.324,2.379,3150.481,372.842,4719.252,180.215,1836.452,429.621,4378.995,222.086,20.531,0.657,1.624,0.289,-3.502,0.837,1026.085,3.321,4.169,1.195,211.763,76.282,468401.322,5855956.064,0,0,0.9,0.1,0,0,16,18,0,0,70,80,0.001,0.001,9,0.111,-6.704,-6.704,2.197,-2.197,0,0,1.12,0.1,0,0,27,3,0,0,13.94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,1,1,1,1,1,1,9,10,10,10,10,10,10,9,9,9,9,9,9,9,23,23,1026.085,4.169,-0.850232809,-0.014838817,-3.544620581,-0.061863029,12.55538703,-10.67500198,-0.186307094,1052850.427,4389333.431,-3731955.293,-63.47672649,0,0,0.9,0.1,0,0,16.3,0,0,0,90,0,0,0,24.863,2.763,0,0,12.2,0
259696,1065,4,55.176,450,70.9,90,110,16,18,35,0.633,25,12,1750,17,82,2,66.412,2,47.471,2,54.059,3.606,38.882,2.449,99.353,3.317,18.875,5.745,33.563,8.944,-17.716,3.703,-11.437,4.186,3430.183,259.984,4789.119,325.245,1626.507,518.442,4469.029,182.614,21.209,0.627,1.837,0.709,-3.994,0.738,1065,1.138,4,1.237,55.176,42.016,468061.358,5852845.117,0.05,0,0.8,0.15,0,0,16,18,0,0,90,110,0.053,0.001,4,0.176,-2.944,-6.704,1.386,-1.735,0.05,0,0.927,0.151,1.25,0,20,3.75,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,9,9,9,9,9,9,9,23,23,1065,4,0.57105748,0.009966668,2.284229919,0.039866673,12.11102882,6.916093595,0.120706606,1134225,4536900,2590830.68,42.45800665,0,0,0.8,0.2,0,0,18.9,0,0,0,99,0,0,0,22.044,5.511,0,0,13.7,0
18088,972,4.571,105,50,26.352,130,160,20,22,30,0.58,15,12.91,450,7,104.429,4.243,99.857,6.083,88.714,8.246,83.857,4.583,66.571,4.472,0,0,13.857,3.606,25.571,6.164,60.342,6.918,-11.246,3.87,3043.498,612.249,4061.795,295.071,1150.559,485.382,3192.975,517.566,33.177,1.153,3.265,0.555,-6.249,1.48,972,2.204,4.571,2.611,105,66.997,450831.686,5913669.136,0.05,0,0.8,0.15,0,0,20,22,0,0,130,160,0.053,0.001,4,0.176,-2.944,-6.704,1.386,-1.735,0.05,0,0.927,0.151,0.75,0,12,2.25,0,0,12.91,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,972,4.571,-0.258819045,-0.004517229,-1.183061855,-0.020648254,13.65866379,-3.53512232,-0.061699314,944784,4318607.664,-1117737.912,-20.07010328,0.1,0,0.85,0.05,0,0,23.7,0,0,0,170,0,2.744,0,23.326,1.372,0,0,14.6,0
165546,1007.032,7.419,239.065,250,62.992,130,130,22,18,45,0.735,30,10.72,900,31,82.452,1.732,65,2.646,46.065,3,65.516,5.385,34.484,3.873,92,5.196,43.613,14.107,67.032,17.833,-20.108,6.033,2.413,5.881,3008.262,446.523,5596.738,328.233,3103.996,652.985,4126.918,791.042,21.991,1.096,3.973,1.209,-1.881,1.062,1007.032,3.78,7.419,3.27,239.065,60.651,448823.758,5873229.428,0.15,0,0.25,0.6,0,0,18,22,0,0,130,130,0.176,0.001,0.333,1.5,-1.735,-6.704,-1.099,0.405,0.151,0,0.253,0.644,4.5,0,7.5,18,0,0,0,10.72,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1007.032,7.419,-0.514065318,-0.008972012,-3.813850596,-0.066563357,22.28277597,-11.45480232,-0.199921333,1014113.449,7523707.678,-3867677.182,-67.03143055,0.2,0,0.6,0.2,0,0,24.2,0,0,0,130,0,6.732,0,20.195,6.732,0,0,16.5,0
9901,1003.8,7.4,150.733,700,145.432,160,110,24,21,15,0.398,5,9.82,100,15,86.133,1.414,69.733,3.162,50.8,1.414,73.733,5,49.933,1.732,105.333,3,21.4,4,37.267,6.325,1.366,4.479,1.791,4.672,4213.303,164.956,5669.627,201.544,1914.334,340.744,4431.243,149.422,25.862,0.935,5.117,0.837,-4.394,0.655,1003.8,2.227,7.4,3.826,150.733,92.691,440941.431,5916924.768,0.1,0,0,0.9,21,0,0,24,110,0,0,160,0.111,0.001,0.001,9,-2.197,-6.704,-6.704,2.197,0.1,0,0,1.12,0.5,0,0,4.5,0,0,0,9.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,1,1,1,5,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1003.8,7.4,-0.872350992,-0.015224809,-6.45539734,-0.112663585,22.21538924,-19.37961683,-0.338225054,1007614.44,7456346.856,-6504551.575,-113.0917068,0,0,0.8,0.2,0,0,21.4,23,0,0,154,154,0,0,28.064,7.016,0,0,13.2,0
18095,966.079,9.381,183.175,550,117.952,160,110,22,17,35,0.633,25,8.62,600,63,86.794,2.449,69.556,3.606,50.19,3.317,70.27,3.873,43.952,2.236,101.683,2,26.429,4.796,44.905,6.928,-4.455,4.83,0.904,3.581,3727.685,308.219,5552.82,257.306,2301.6,323.638,4342.949,253.989,24.132,3.194,4.465,0.687,-3.43,0.561,966.079,6.689,9.381,6.565,183.175,65.342,450660.288,5913637.393,0.1,0,0.15,0.75,0,0,17,22,0,0,110,160,0.111,0.001,0.176,3,-2.197,-6.704,-1.735,1.099,0.1,0,0.151,0.848,2.5,0,3.75,18.75,0,0,0,8.62,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,966.079,9.381,-0.998465026,-0.01742562,-9.366600408,-0.163469743,28.00661858,-27.96362914,-0.488032697,933308.6342,8755368.298,-8741929.034,-157.9246856,0.1,0,0.85,0.05,0,0,23.7,0,0,0,170,0,2.744,0,23.326,1.372,0,0,14.6,0
280244,1401.789,10.737,51.632,500,81.329,160,130,20,18,25,0.524,10,7.55,300,19,80.842,2.236,63.105,1.732,48.158,2.236,55.895,2,47.579,1.414,108.526,2,11.368,1.732,20.947,3.162,-9.605,1.811,-14.407,2.673,4236.269,241.478,4872.506,238.214,801.994,286.275,4762.04,198.08,22.686,0.312,2.222,0.464,-5.962,0.451,1401.789,5.084,10.737,2.313,51.632,12.725,418558.389,5848263.998,0,0,0.4,0.6,0,0,18,20,0,0,130,160,0.001,0.001,0.667,1.5,-6.704,-6.704,-0.405,0.405,0,0,0.412,0.644,0,0,4,6,0,0,0,7.55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,1,2,2,2,2,6,6,6,6,6,6,9,9,9,9,16,16,16,16,16,16,16,16,16,1401.789,10.737,0.620709986,0.010833221,6.664563124,0.116316294,33.78925688,20.97332918,0.366046489,1965012.401,21098338.14,13095949.18,163.0509021,0,0,1,0,0,0,18.6,0,0,0,147,0,0,0,32.313,0,0,0,11.1,0
18105,959.238,8.643,198.619,600,127.112,160,110,24,18,35,0.633,20,9.82,800,42,85.19,3.873,68.69,5.292,49.143,7.348,64.619,4.472,39.833,4.69,98.238,5.745,28.452,8.124,47.524,11.18,-11.694,10.288,-2.1,3.572,3391.337,539.438,5348.701,404.193,2388.524,494.614,4305.613,453.895,22.375,3.81,3.557,0.681,-3.056,0.923,959.238,5.191,8.643,3.077,198.619,38.686,450795.43,5913490.32,0.1,0,0.2,0.7,0,0,18,24,0,0,110,160,0.111,0.001,0.25,2.333,-2.197,-6.704,-1.386,0.847,0.1,0,0.201,0.775,2,0,4,14,0,0,0,9.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,959.238,8.643,-0.947662587,-0.016539078,-8.190647739,-0.142947253,25.77670073,-24.4276149,-0.42632287,920137.5406,7952748.764,-7536522.467,-137.1204372,0.1,0,0.85,0.05,0,0,23.7,0,0,0,170,0,2.744,0,23.326,1.372,0,0,14.6,0
176415,1140.419,2.129,95.871,500,96.5,130,170,18,22,15,0.398,8,11.3,250,31,84.032,1.414,67,2.236,51.387,2.236,62.742,1.732,50.516,2,111.161,2.449,13.226,1,24.323,2.236,-0.62,3.419,-10.363,1.707,4214.631,210.751,5064.706,193.211,1081.045,194.027,4601.084,223.475,24.422,0.585,3.103,0.352,-5.828,0.4,1140.419,1.661,2.129,1.338,95.871,114.506,420455.763,5872439.226,0,0,0.9,0.1,0,0,18,22,0,0,130,170,0.001,0.001,9,0.111,-6.704,-6.704,2.197,-2.197,0,0,1.12,0.1,0,0,7.2,0.8,0,0,11.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SBPS,SBPSmc,1,1,2,2,2,6,6,6,6,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,1140.419,2.129,-0.102289059,-0.00178528,-0.217773407,-0.003800861,6.509300613,-0.665830236,-0.011620924,1300555.496,2768882.65,-283226.4016,-4.334574056,0,0,1,0,0,0,22,0,0,0,152,0,0,0,30.464,0,0,0,13.7,0
