LVI_FCOID,LVI_ELEV,LVI_SLOPE,LVI_ASPECT,LVI_DSPH,LVI_DVPH,LVI_AGE1,LVI_AGE2,LVI_HT1,LVI_HT2,LVI_CCPCT,LVI_CCASINS,LVI_BPH,LVI_ESI,LVI_LSPH,LVI_NPIXELS,B1_MEAN,B1_STDEV,B2_MEAN,B2_STDEV,B3_MEAN,B3_STDEV,B4_MEAN,B4_STDEV,B5_MEAN,B5_STDEV,B7_MEAN,B7_STDEV,LVI_LAIIRM,LVI_LAIIRS,LVI_LAISRM,LVI_LAISRS,LVI_PCA1M,LVI_PCA1S,LVI_PCA2M,LVI_PCA2S,LVI_NDVI35M,LVI_NDVI35S,LVI_NDVI43M,LVI_NDVI43S,LVI_NDVI45M,LVI_NDVI45S,LVI_NDVI73M,LVI_NDVI73S,LVI_BRIGHTM,LVI_BRIGHTS,LVI_GREENM,LVI_GREENS,LVI_WETM,LVI_WETS,LVI_DEMM,LVI_DEMS,LVI_SLOPEM,LVI_SLOPES,LVI_ASPECTM,LVI_ASPECTS,LVI_CENTX,LVI_CENTY,LVI_PROP_AT,LVI_PROP_FD,LVI_PROP_PL,LVI_PROP_SX,LVI_HT_AT,LVI_HT_FD,LVI_HT_PL,LVI_HT_SX,LVI_AGE_AT,LVI_AGE_FD,LVI_AGE_PL,LVI_AGE_SX,ODDS_AT,ODDS_FD,ODDS_PL,ODDS_SX,LODDS_AT,LODDS_FD,LODDS_PL,LODDS_SX,ARCSIN_AT,ARCSIN_FD,ARCSIN_PL,ARCSIN_SX,LVI_BPH_AT,LVI_BPH_FD,LVI_BPH_PL,LVI_BPH_SX,LVI_ESI_AT,LVI_ESI_FD,LVI_ESI_PL,LVI_ESI_SX,SBS,SBPS,MS,SBSmc,SBPSdc,SBPSmk,SBSdc,SBSdw,SBSmk,SBPSmc,MSmc,MSxv,SBPSxv,MSmk,SBPSxc,MSdc,LVI_BECZ,LVI_BECZS,CLASS2,CLASS3,CLASS4,CLASS5,CLASS6,CLASS7,CLASS8,CLASS9,CLASS10,CLASS11,CLASS12,CLASS13,CLASS14,CLASS15,CLASS16,CLASS17,CLASS18,CLASS19,CLASS20,CLASS21,CLASS22,CLASS23,CLASS24,CLASS25,STAGE_ELEV,STAGE_SLOPE,STAGE_COSA,STAGE_SINA,STAGE_SCOSA,STAGE_SSINA,STAGE_LES,STAGE_LESCOSA,STAGE_LESSINA,STAGE_EL2,STAGE_EL2S,STAGE_EL2SCOSA,STAGE_EL2SSINA,VRI_PROP_AT,VRI_PROP_FD,VRI_PROP_PL,VRI_PROP_SX,VRI_HT_AT,VRI_HT_FD,VRI_HT_PL,VRI_HT_SX,VRI_AGE_AT,VRI_AGE_FD,VRI_AGE_PL,VRI_AGE_SX,VRI_BPH_AT,VRI_BPH_FD,VRI_BPH_PL,VRI_BPH_SX,VRI_ESI_AT,VRI_ESI_FD,VRI_ESI_PL,VRI_ESI_SX
309270,1191.824,15.824,45.765,200,95.8,130,110,26,21,25,0.524,25,13.58,650,17,78.294,0,61.412,1.414,40.765,1,55.118,3,28.529,2,86.118,2,44.588,13.077,68.353,15.875,-34.377,1.791,-2.806,3.848,2712.095,379.802,5424.192,283.636,3174.429,511.83,3673.232,1704.861,19.189,0.363,2.701,0.648,-1.673,0.669,1191.824,6.989,15.824,0.617,45.765,6.025,467599.179,5840667.98,0,0,0.15,0.85,0,0,21,26,0,0,110,130,0.001,0.001,0.176,5.667,-6.704,-6.704,-1.735,1.735,0,0,0.151,1.016,0,0,3.75,21.25,0,0,0,13.58,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,1,1,2,2,6,6,6,6,9,9,9,9,9,9,16,16,16,16,16,16,16,16,16,1191.824,15.824,0.697602909,0.012175167,11.03886842,0.19265984,48.68374446,33.96192173,0.59273271,1420444.447,22477112.93,15680099.35,229.6166206,0,0,0.7,0.3,0,0,19.9,0,0,0,178,0,0,0,19.777,8.476,0,0,11.3,0
153691,1106.679,10.679,239.214,1000,83.1,90,70,16,17,30,0.58,25,12,1000,28,79.786,1.414,59.75,2.646,41.143,2,56.071,3.162,30.143,3,89.25,4,40,11.958,62.731,14.866,-31.493,4.974,-3.423,3.658,2910.822,466.826,5453.674,302.738,3016.297,516.876,4273.523,1202.1,18.92,3.729,2.814,0.621,-2.053,0.743,1106.679,4.184,10.679,2.989,239.214,50.509,469355.649,5878099.127,0,0,0.7,0.3,0,0,16,17,0,0,90,70,0.001,0.001,2.333,0.429,-6.704,-6.704,0.847,-0.847,0,0,0.775,0.305,0,0,17.5,7.5,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,9,9,9,9,9,9,9,23,23,1106.679,10.679,-0.511832966,-0.008933052,-5.465864245,-0.095396059,32.51129628,-16.6403532,-0.290425089,1224738.409,13078981.47,-6694253.879,-105.5728149,0,0,0.9,0.1,0,0,16.4,0,0,0,107,0,0,0,25.135,2.793,0,0,11.2,0
39004,1034.846,6.385,68.596,175,47.28,130,0,24,0,40,0.685,15,12.09,350,52,83.058,2,64.019,2.236,43.788,2.449,63.596,2.449,33.308,1.414,91.635,2.828,42.096,8.246,65.808,10.149,-22.442,2.47,1.404,3.369,3107.485,289.505,5678.356,266.648,3123.049,331.495,4470.391,257.725,20.612,4.14,3.849,0.58,-1.898,0.512,1034.846,4.928,6.385,2.536,68.596,71.974,440272.104,5905113.28,0,0,0,1,0,0,0,24,0,0,0,130,0.001,0.001,0.001,271.109,-6.704,-6.704,-6.704,5.603,0,0,0,1.571,0,0,0,15,0,0,0,12.09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SBS,SBSmc,1,2,2,2,5,5,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,1034.846,6.385,0.364941783,0.006369393,2.330153287,0.040668572,19.25265981,7.026100006,0.12262775,1070906.244,6837736.366,2495375.704,42.08570901,0,0,0.6,0.4,0,0,20.4,0,0,0,106,0,0,0,10.745,7.163,0,0,14.5,0
333919,1246.417,10.833,102.75,100,21.5,130,85,24,17,15,0.398,10,12.09,200,12,79.75,1.732,64,2.646,44.5,2,79.583,7.348,40.917,2.449,96.833,3.162,44.667,11.358,68.417,13.711,-11.173,4.851,12.809,6.702,3927.7,328.84,6330.558,195.945,3192.365,427.004,4622.121,239.818,24.707,1.307,6.842,1.253,-2.213,0.836,1246.417,3.303,10.833,3.578,102.75,33.603,467129.749,5832502.73,0.05,0,0.1,0.85,0,0,17,24,0,0,85,130,0.053,0.001,0.111,5.667,-2.944,-6.704,-2.197,1.735,0.05,0,0.1,1.016,0.5,0,1,8.5,0,0,0,12.09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1246.417,10.833,-0.220697435,-0.003851887,-2.390815314,-0.041727496,33.5390943,-7.401992084,-0.129188814,1553555.338,16829664.98,-3714263.892,-52.00986019,0,0,0.9,0.1,0,0,19.8,0,0,0,160,0,0,0,27.529,3.059,0,0,11.7,0
333922,1244.682,10.409,177.045,800,48.2,85,0,15,0,35,0.633,17,11.56,1700,44,79.773,2,62.364,2.449,46.091,2.236,61.091,3.162,40.25,3.464,99.455,4.583,23.295,5.292,40.386,7.81,-17.064,5.611,-4.986,3.039,3700.229,353.033,5358.228,259.191,2065.847,390.876,4589.224,216.088,22.126,0.952,3.374,0.59,-3.796,0.775,1244.682,4.814,10.409,3.114,177.045,32.284,467274.718,5832460.324,0,0,1,0,0,0,15,0,0,0,85,0,0.001,0.001,271.109,0.001,-6.704,-6.704,5.603,-6.704,0,0,1.571,0,0,0,17,0,0,0,11.56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1244.682,10.409,-0.998670331,-0.017429203,-10.39515948,-0.181420573,32.22009343,-32.17725138,-0.561570545,1549233.281,16125969.22,-16104527.03,-225.8109212,0,0,0.9,0.1,0,0,19.8,0,0,0,160,0,0,0,27.529,3.059,0,0,11.7,0
284774,1011.667,58.333,113.333,25,7.8,110,0,24,0,30,0.58,15,14.12,250,3,101.333,2.828,88,5.657,81,4.243,68,1.414,77.333,5.385,0,0,5,0,9,1.414,55.751,11.215,-28.579,4.774,4087.767,244.347,3547.566,288.533,-630.693,311.982,3854.112,269.27,31.781,1.269,1.213,0.606,-10.543,1.342,1011.667,13.597,58.333,26.712,113.333,4.714,467785.885,5847899.947,0,0,0,1,0,0,0,24,0,0,0,110,0.001,0.001,0.001,271.109,-6.704,-6.704,-6.704,5.603,0,0,0,1.571,0,0,0,15,0,0,0,14.12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,5,5,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,13,24,1011.667,58.333,-0.396074424,-0.006912748,-23.10420938,-0.403241313,175.3178865,-69.43893094,-1.211928322,1023470.119,59702082.45,-23646467.92,-407.9459295,0.6,0,0.4,0,22.6,0,0,0,95,0,0,0,14.912,0,9.942,0,16.3,0,0,0
284776,1027,26,119,150,75.8,110,90,22,17,15,0.398,5,12.59,110,9,87,1.732,75.333,1.732,57.667,2.236,77.889,4,61.111,2.449,119.75,2.449,14.444,3.162,26.333,5.831,21.285,3.969,-3.26,5.997,4518.603,113.029,5421.735,296.773,1202.129,446.446,4489.222,140.728,28.716,0.334,5.21,0.923,-6.602,0.946,1027,8.055,26,7.587,119,36.012,467727.325,5847859.16,0,0,0.1,0.9,0,0,17,22,0,0,90,110,0.001,0.001,0.111,9,-6.704,-6.704,-2.197,2.197,0,0,0.1,1.12,0,0,0.5,4.5,0,0,0,12.59,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,9,9,9,9,9,9,9,23,23,1027,26,-0.48480962,-0.008461423,-12.60505013,-0.219997002,78.31182098,-37.96632419,-0.662629455,1054729,27422954,-13294911.91,-225.9369209,0.1,0,0.9,0,0,0,19.3,0,0,0,87,0,2.366,0,21.295,0,0,0,15,0
194665,1041.793,10.655,41.034,300,111.5,110,110,17,19,30,0.58,20,11.47,450,29,85.759,4,67.862,5.292,52.138,6.856,64.31,4.899,43.345,2.828,105.345,4.69,21.724,5.196,38.138,8.062,-5.113,8.833,-6.077,4.847,3520.23,521.023,5108.277,454.559,1939.817,436.903,4346.842,465.053,23.704,1.31,3.256,0.897,-4.02,0.795,1041.793,6.294,10.655,3.924,41.034,30.643,448873.707,5869366.18,0.3,0,0.5,0.2,19,0,17,0,110,0,110,0,0.429,0.001,1,0.25,-0.847,-6.704,0,-1.386,0.305,0,0.524,0.201,6,0,10,4,0,0,11.47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,0,0,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1041.793,10.655,0.754320134,0.01316499,8.037281029,0.140272965,32.15890083,24.25810639,0.423371596,1085332.655,11564219.44,8723123.557,146.1353926,0.1,0,0.7,0.2,0,0,24.6,0,0,0,167,0,2.953,0,20.672,5.906,0,0,15.5,0
333931,1235.25,7.75,147.583,300,80,130,170,18,24,25,0.524,20,11.3,650,12,79,1.732,60.5,2.236,42.25,3.317,56.5,3.464,32.25,1.732,91.667,5.196,34.083,7.141,55.25,9.695,-28.723,5.47,-4.402,4.635,3124.046,360.367,5387.72,388.985,2727.408,408.779,4222.577,1285.889,20.045,0.677,2.826,0.784,-2.491,0.609,1235.25,1.639,7.75,3.269,147.583,37.741,467235.487,5832336.061,0.05,0,0.55,0.4,0,0,18,24,0,0,130,170,0.053,0.001,1.222,0.667,-2.944,-6.704,0.201,-0.405,0.05,0,0.582,0.412,1,0,11,8,0,0,11.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,6,6,6,9,9,9,9,16,16,16,16,16,16,16,16,16,1235.25,7.75,-0.844168905,-0.014732994,-6.542309016,-0.114180702,23.96382386,-20.22951496,-0.353058868,1525842.563,11825279.86,-9982533.554,-141.041712,0,0,0.9,0.1,0,0,19.8,0,0,0,160,0,0,0,27.529,3.059,0,0,11.7,0
284782,952.744,65.974,85.205,50,36.8,100,110,24,25,40,0.685,35,17.06,600,39,84.308,2.236,69.59,2.449,49.923,3.162,78.974,5.385,44.256,5.385,101.026,5.916,37.154,12.49,58.821,15.969,-2.28,7.703,9.053,5.449,3748.323,465.059,5955.822,271.393,2830.783,578.481,4332.1,247.007,25.105,4.263,6.147,0.984,-2.751,1.198,952.744,37.243,65.974,11.816,85.205,6.466,467871.347,5847768.887,0.7,0,0.05,0.25,24,0,0,25,100,0,0,110,2.333,0.001,0.053,0.333,0.847,-6.704,-2.944,-1.099,0.775,0,0.05,0.253,24.5,0,1.75,8.75,17.06,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,5,2,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,952.744,65.974,0.083590883,0.001458936,5.514824889,0.096251818,196.5650348,16.43104475,0.286775729,907721.1295,59885993.8,5005923.078,91.70334194,0.6,0,0.4,0,22.6,0,0,0,95,0,0,0,14.912,0,9.942,0,16.3,0,0,0
333939,1237.611,10.361,129.639,800,104.4,110,110,17,19,30,0.58,25,11.47,1000,36,79.056,1,63.056,2.449,44.583,3.162,60.944,2.828,37.417,3.464,95.75,4.796,28,5,47.167,7.211,-20.905,5.859,-3.059,2.515,3529.511,458.348,5470.915,294.742,2403.318,346.245,4571.201,338.339,21.591,0.986,3.456,0.505,-3.141,0.736,1237.611,6.861,10.361,5.755,129.639,37.255,467126.343,5832264.958,0,0,0.8,0.2,0,0,17,19,0,0,110,110,0.001,0.001,4,0.25,-6.704,-6.704,1.386,-1.386,0,0,0.927,0.201,0,0,20,5,0,0,11.47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,23,23,1237.611,10.361,-0.637948314,-0.011134068,-6.609782479,-0.115360083,32.04589884,-20.44362713,-0.356801232,1531680.987,15869746.71,-10124078.15,-142.7709083,0,0,1,0,0,0,18.1,0,0,0,140,0,0,0,28.312,0,0,0,11,0
306878,1368.484,22.29,238.258,350,65.819,60,60,17,18,35,0.633,20,16.25,700,31,77.161,1.732,58.355,2.828,40.839,2.236,54.258,3.464,33,3.464,92.581,4.899,31.862,12.61,51.621,17.117,-30.634,4.508,-6.524,5.474,3354.574,386.814,5359.632,373.015,2437.441,764.403,4172.247,1618.509,19.671,0.441,2.596,0.79,-2.98,1.089,1368.484,10.232,22.29,3.174,238.258,7.021,447606.666,5841518.058,0,0,0.95,0.05,0,0,17,18,0,0,60,60,0.001,0.001,19,0.053,-6.704,-6.704,2.944,-2.944,0,0,1.253,0.05,0,0,19,1,0,0,16.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MS,MSxv,0,0,0,4,4,4,4,4,9,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,1368.484,22.29,-0.526095187,-0.009181964,-11.72666172,-0.204665981,69.9138547,-36.78134246,-0.641946509,1872748.458,41743563.13,-21961087.65,-280.0821207,0,0,1,0,0,0,12.2,0,0,0,72,0,0,0,16.833,0,0,0,10.4,0
284790,1004.313,32.438,124.375,450,99.632,90,100,17,19,5,0.226,5,0,50,16,90,2.646,80.375,4.359,62.25,3,91.125,6,69.375,4,124.3,2.449,15.5,2.449,28.125,4,37.422,8.2,4.354,4.545,4713.276,201.586,5701.268,199.223,1351.601,281.401,4374.797,198.304,32.182,1.544,7.19,0.901,-6.995,0.804,1004.313,10.373,32.438,12.237,124.375,15.592,467749.268,5847613.266,0.05,0,0.95,0,19,0,17,0,100,0,90,0,0.053,0.001,19,0.001,-2.944,-6.704,2.944,-6.704,0.05,0,1.253,0,0.25,0,4.75,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,0,0,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1004.313,32.438,-0.564606926,-0.00985409,-18.31471946,-0.319646983,97.38864952,-54.98630603,-0.959676552,1008644.602,32718413.6,-18473042.92,-321.0256203,0.1,0,0.9,0,0,0,19.3,0,0,0,87,0,2.366,0,21.295,0,0,0,15,0
284791,958.154,54.538,101.308,25,7.8,110,110,22,24,25,0.524,15,14.61,350,13,86.154,2.449,73.769,2.449,52.846,3.742,92.846,5.196,55,5.477,108.385,6.403,30.846,6.633,51.385,9.274,14.628,9.429,16.747,5.277,4435.713,203.489,6286.866,259.002,2571.034,403.221,4390.479,107.629,27.237,8.014,8.406,0.979,-3.701,1.019,958.154,17.114,54.538,8.391,101.308,14.171,467866.573,5847620.129,0.8,0,0.05,0.15,22,0,0,24,110,0,0,110,4,0.001,0.053,0.176,1.386,-6.704,-2.944,-1.735,0.927,0,0.05,0.151,12,0,0.75,2.25,14.61,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,5,2,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,958.154,54.538,-0.196083062,-0.003422288,-10.69397803,-0.186644762,162.6262264,-31.88824843,-0.556553841,918059.0877,50069106.53,-9817703.718,-178.8344258,0.6,0,0.4,0,22.6,0,0,0,95,0,0,0,14.912,0,9.942,0,16.3,0,0,0
317560,1134.316,9.368,106.921,250,62.992,70,70,16,15,0,0,1,0,50,38,88.658,2.449,73.632,2.646,59.605,2.828,66.105,2.236,66.395,2.236,125.636,1,7.026,0,12.868,1,24.257,4.631,-18.03,2.201,4716.301,156.244,4699.102,165.752,-21.87,162.005,4623.214,169.441,28.022,0.76,2.89,0.401,-8.96,0.457,1134.316,3.555,9.368,8.257,106.921,102.907,457647.051,5838079.069,0,0,0.1,0.9,0,0,15,16,0,0,70,70,0.001,0.001,0.111,9,-6.704,-6.704,-2.197,2.197,0,0,0.1,1.12,0,0,0.1,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SBPS,SBPSxc,1,2,0,4,4,4,4,4,9,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,1134.316,9.368,-0.291052865,-0.005079809,-2.726583235,-0.04758765,28.62033379,-8.330030135,-0.145385827,1286672.788,12053550.68,-3508220.453,-53.97943293,0,0,1,0,0,0,20.5,0,0,0,210,0,0,0,29.867,0,0,0,11.1,0
194681,1048.231,13.615,61,250,81.1,130,110,23,18,25,0.524,20,11.34,350,13,85.615,3.742,68.692,5,51.923,6.325,66.846,4.472,45,3.162,107.538,5.196,21.923,4.69,38.308,7.211,-2.043,9.512,-4.787,3.525,3697.891,436.612,5270.312,336.355,1952.098,411.68,4444.692,400.34,24.329,1.397,3.696,0.525,-4.018,1.321,1048.231,3.984,13.615,3.753,61,8.682,448962.027,5869199.878,0.05,0,0.35,0.6,0,0,18,23,0,0,110,130,0.053,0.001,0.538,1.5,-2.944,-6.704,-0.619,0.405,0.05,0,0.358,0.644,1,0,7,12,0,0,0,11.34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,2,6,6,6,6,6,9,9,9,9,9,16,16,16,16,16,16,16,16,16,1048.231,13.615,0.48480962,0.008461423,6.60068298,0.115202276,41.12916021,19.93981254,0.348011228,1098788.229,14960001.74,7252752.764,120.7585971,0.1,0,0.7,0.2,0,0,24.6,0,0,0,167,0,2.953,0,20.672,5.906,0,0,15.5,0
333946,1232.667,5,181.833,150,71,110,110,16,18,35,0.633,20,10.72,450,6,81.5,2.646,66.667,4.583,46,3.317,73.333,7.937,38.333,2.828,95,2.236,42.167,9.695,65.833,11.662,-13.609,7.437,7.857,6.642,3507.998,324.378,5965.201,363.046,3115.172,383.645,4422.898,202.546,23.657,1.625,5.501,1.357,-2.058,0.55,1232.667,2.055,5,3.055,181.833,81.518,467227.31,5832261.537,0.1,0,0.75,0.15,0,0,16,18,0,0,110,110,0.111,0.001,3,0.176,-2.197,-6.704,1.099,-1.735,0.1,0,0.848,0.151,2,0,15,3,0,0,10.72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,9,9,9,9,9,9,9,23,23,1232.667,5,-0.999488303,-0.017443477,-4.997441516,-0.087217385,15.45598974,-15.44808096,-0.269606202,1519467.933,7597339.664,-7593452.131,-107.5099923,0,0,1,0,0,0,18.4,0,0,0,120,0,0,0,28.768,0,0,0,12.1,0
284795,911.8,54.24,60.52,100,37,110,100,19,20,30,0.58,30,10.58,550,25,83.16,2.236,67.76,2,47.28,2.449,80.52,3.873,40.36,2.646,95.24,3,47.6,9.849,72.28,11.916,-8.518,4.521,13.653,4.132,3611.547,260.5,6192.094,234.217,3323.202,385.744,4317.244,201.287,25.06,0.815,6.421,1.51,-1.733,0.684,911.8,19.728,54.24,12.459,60.52,13.755,467991.094,5847546.332,0.2,0,0.05,0.75,20,0,0,19,100,0,0,110,0.25,0.001,0.053,3,-1.386,-6.704,-2.944,1.099,0.201,0,0.05,0.848,6,0,1.5,22.5,0,0,0,10.58,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,5,2,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,911.8,54.24,0.492119719,0.008589004,26.69257354,0.465867566,160.5707742,79.02004425,1.37914299,831379.24,45094009.98,22191651.5,424.7780467,0.6,0,0.4,0,22.6,0,0,0,95,0,0,0,14.912,0,9.942,0,16.3,0,0,0
309372,1275.945,29.444,120.333,150,44.672,110,130,15,18,5,0.226,2,0,50,18,93,3.873,84.389,6.708,68.667,8.062,89.722,4.899,74.222,5.745,125.5,1.414,12.278,1.414,22.611,2.828,48.589,13.938,-2.19,2.491,4609.392,273.296,5327.523,245.6,951.94,251.185,4266.928,311.452,33.291,2.105,6.306,0.358,-8.154,0.888,1275.945,9.495,29.444,6.048,120.333,11.446,467534.704,5839818.498,0,0,0.75,0.25,0,0,15,18,0,0,110,130,0.001,0.001,3,0.333,-6.704,-6.704,1.099,-1.099,0,0,0.848,0.253,0,0,1.5,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1275.945,29.444,-0.50502482,-0.008814232,-14.86995081,-0.259526241,91.45813402,-46.18862769,-0.806133192,1628035.643,47935881.47,-24208809.92,-331.1412091,0,0,1,0,0,0,18.1,0,0,0,142,0,0,0,24.83,0,0,0,11,0
284797,959.462,42.538,42.231,250,71.4,110,100,20,19,35,0.633,20,11.25,600,13,84,1.732,65.077,3.464,44.538,2.449,72.308,4.899,35.385,4.472,91.769,6.083,51.154,10.863,76.538,13,-16.419,9.454,8.728,3.23,3265.062,460.379,6040.57,186.389,3448.369,390.063,4401.948,204.512,23.032,1.475,5.373,0.796,-1.475,0.814,959.462,13.018,42.538,5.358,42.231,16.757,467883.361,5847524.979,0.2,0,0.05,0.75,19,0,0,20,100,0,0,110,0.25,0.001,0.053,3,-1.386,-6.704,-2.944,1.099,0.201,0,0.05,0.848,4,0,1,15,0,0,0,11.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSdc,1,2,2,2,5,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,959.462,42.538,0.740441052,0.012922775,31.49688147,0.549708985,126.8687422,93.93882494,1.639496155,920567.3294,39159093.06,28995000.06,527.4248818,0.6,0,0.4,0,22.6,0,0,0,95,0,0,0,14.912,0,9.942,0,16.3,0,0,0
333951,1231.273,6.545,147.364,25,39.2,110,110,16,18,15,0.398,10,10.72,150,11,85,2.646,73.545,4.123,55.636,4.583,100.273,13.601,51.364,3.317,105.455,4.123,44.182,9.695,68.091,11.79,14.889,5.954,24.459,13.77,3946.945,502.883,6312.216,605.363,3188.918,404.141,4073.144,196.879,30.034,2.057,9.627,2.865,-2.184,0.755,1231.273,2.416,6.545,2.016,147.364,25.578,467276.546,5832229.516,0.1,0,0.75,0.15,0,0,16,18,0,0,110,110,0.111,0.001,3,0.176,-2.197,-6.704,1.099,-1.735,0.1,0,0.848,0.151,1,0,7.5,1.5,0,0,10.72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,9,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,1231.273,6.545,-0.842113711,-0.014697128,-5.511634239,-0.096192701,20.22867688,-17.03484615,-0.297303449,1516033.201,9922437.297,-8355820.495,-118.4394759,0,0,1,0,0,0,18.4,0,0,0,120,0,0,0,28.768,0,0,0,12.1,0
309378,1245.818,32.909,138.818,100,48.4,150,130,21,19,25,0.524,25,8.63,800,11,82.455,1.414,67.909,2.449,48.273,2.236,77.455,2.236,42,2.449,97.545,4,38.182,4.243,61.091,5.657,-7.568,4.9,9.048,3.575,3698.008,150.771,6009.414,140.969,2972.054,206.595,4327.041,185.234,24.92,0.779,6.086,0.374,-2.393,0.48,1245.818,7.107,32.909,4.641,138.818,11.968,467547.121,5839699.399,0,0,0.2,0.8,0,0,19,21,0,0,130,150,0.001,0.001,0.25,4,-6.704,-6.704,-1.386,1.386,0,0,0.201,0.927,0,0,5,20,0,0,0,8.63,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1245.818,32.909,-0.752621805,-0.013135351,-24.76803099,-0.432271258,101.879783,-76.6769462,-1.338226686,1552062.489,51076824.45,-38441531.82,-538.5313147,0,0,1,0,0,0,18.1,0,0,0,142,0,0,0,24.83,0,0,0,11,0
309379,1230.071,21.357,132.857,150,49.9,130,110,25,21,45,0.735,40,12.78,850,14,78.357,1,63.071,1.732,43.071,2,69.429,4.359,30.643,3.317,88.143,3.317,65.231,15.166,88.833,11.747,-25.434,5.189,8.572,3.684,2774.732,382.905,6018.505,166.555,3886.902,378.666,4042.267,1129.564,21.652,1.084,5.123,0.765,-0.84,0.627,1230.071,3.693,21.357,4.369,132.857,16.496,467586.58,5839662.541,0,0,0.15,0.85,0,0,21,25,0,0,110,130,0.001,0.001,0.176,5.667,-6.704,-6.704,-1.735,1.735,0,0,0.151,1.016,0,0,6,34,0,0,0,12.78,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SBPS,SBPSmk,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1230.071,21.357,-0.68017091,-0.011870943,-14.52641013,-0.25352773,65.99917619,-44.89071973,-0.783472461,1513074.665,32314735.62,-21979543.13,-311.8571088,0,0,1,0,0,0,17.1,0,0,0,140,0,0,0,24.634,0,0,0,10.2,0
