"VARSET3","VARNAMES3","FUNCLABEL3","DFCOEF3"
46,"T10_500SD","LN1",0.0124122817217145
46,"TSLOPE","LN1",0.0902556550580143
47,"BLDADEND5","LN1",1.62790177838345
47,"RDDEND1","LN1",-1.11637051812789
47,"SDIASTRD0","LN1",-1853.62541420356
47,"SDIASTRD7","LN1",30.3203494847191
47,"SDIASTRD8","LN1",-52.4440669960597
47,"SPDIASTR2","LN1",0.758052460928324
47,"SPDIASTRC","LN1",0.49909584626309
47,"T5_25MN","LN1",-1.63706501962472
47,"TSLOPE","LN1",0.136831076516279
48,"BLDADEN","LN1",6.26143103336616
48,"PCLDEND4","LN1",1.84322183720043
48,"SAGESAN1","LN1",1286.6037537639
48,"SAGESAND1","LN1",-123.559510254372
48,"SDENSAND10","LN1",-1.34019658196135
48,"SDENSTR","LN1",31.4324110993346
48,"SDIASTRD8","LN1",-41.2012883692978
48,"T5_50MN","LN1",-1.56872340181672
48,"T5_50SD","LN1",0.264212479000672
49,"PCLDEND0","LN1",1.77857254225625
49,"PCLDEND6","LN1",-6.68994537957471
49,"RDDEND1","LN1",-1.82582548338503
49,"SDENSTR","LN1",27.9204571476639
49,"SDENSTRD10","LN1",0.956207754827969
49,"SDIASTRD8","LN1",-59.0547988268137
49,"SLOPSAN2","LN1",75.7678079470752
49,"SLOPSAND6","LN1",-90.362453788858
49,"SPDIASTRC","LN1",0.380801665838353
49,"T10_750SD","LN1",0.0123348097658358
50,"OICP","LN1",0.517539846595975
50,"PCLDEND0","LN1",1.97940067967958
50,"PCLDEND6","LN1",-10.6105094588688
50,"RDDEND1","LN1",-1.61828503302816
50,"SAGESAND3","LN1",47.2689167083021
50,"SDENSTRD10","LN1",1.30596046625076
50,"SDIASTRD8","LN1",-59.6241714407178
50,"SPDIASTRC","LN1",0.36870998652827
50,"T10_550SD","LN1",0.0128376119421514
50,"TSLOPE","LN1",0.0947652907937502
51,"PCLDEND6","LN1",-6.75081716507266
51,"RDDEND1","LN1",-1.8837792022746
51,"SAGESAND0","LN1",334.032559439022
51,"SDENSTR","LN1",23.7335432632355
51,"SDENSTRD10","LN1",1.06697119142574
51,"SDIASTRD0","LN1",-1700.38119670348
51,"SDIASTRD8","LN1",-70.949933478145
51,"SLOPSAND6","LN1",-91.2393375535426
51,"SPAGESAN2","LN1",-1.19597145077269
51,"SPDIASTRC","LN1",0.448536045531064
52,"HSLWP","LN1",0.942476333525594
52,"PCLDEND0","LN1",2.04173114796725
52,"PCLDEND4","LN1",0.856142962471039
52,"PCLDEND6","LN1",-10.3221341005088
52,"RDDEND1","LN1",-1.68662655519073
52,"SAGESAND3","LN1",51.1651195802081
52,"SDENSTRD10","LN1",1.39711253398161
52,"SDIASTRD8","LN1",-51.4806618886771
52,"SPDIASTRC","LN1",0.410199765909556
52,"T10_500SD","LN1",0.0169563566796419
53,"BLDADEN","LN1",5.93087462890389
53,"RDDEND1","LN1",-1.44568097696362
53,"SAGESTRD10","LN1",-1305.13052475619
53,"SDENSTR","LN1",37.0299814294521
53,"SDIASTRD8","LN1",-33.4209114985211
53,"SLOPSAN2","LN1",66.1063147596482
53,"SLOPSAND6","LN1",-77.108489973524
53,"SPDIASTR2","LN1",0.937373801187205
53,"T5_25MN","LN1",-4.03267928489316
53,"T5_50SD","LN1",0.256495309256059
54,"BLDADEN","LN1",5.89117076304698
54,"RDDEND1","LN1",-1.49354960774091
54,"SDENSTR","LN1",38.3773846979042
54,"SDIASTRD0","LN1",-1252.1006819656
54,"SDIASTRD8","LN1",-55.5686625860518
54,"SLOPSAND6","LN1",-73.4732645154665
54,"SPDIASTR2","LN1",0.993381341281101
54,"SPDIASTRC","LN1",0.415583273768203
54,"T5_25MN","LN1",-3.74112356893389
54,"T5_50SD","LN1",0.188011030248101
55,"HSLWP","LN1",1.41902428597811
55,"OICP","LN1",0.81251827566958
55,"PCLDEND0","LN1",1.95888381863883
55,"PCLDEND5","LN1",-2.49171573332827
55,"PCLDEND6","LN1",-14.4125823853322
55,"RDDEND1","LN1",-0.940564482893059
55,"SAGESAND3","LN1",104.637704312998
55,"SDIASTRD7","LN1",29.4959190198984
55,"T10_550SD","LN1",0.0203787412800307
55,"TSLOPE","LN1",0.128013842685591
56,"PCLDEND4","LN1",1.05851624139567
56,"PCLDEND6","LN1",-3.78994189642969
56,"RDDEN","LN1",-20.4461443418518
56,"RDDEND1","LN1",-1.17757877950808
56,"SAGESAND0","LN1",236.934298585891
56,"SAGESTRD10","LN1",-1038.65056796474
56,"SDENSTR","LN1",46.0376838082211
56,"SDIASTRD8","LN1",-51.4440894665934
56,"T5_25MN","LN1",-3.01778735620945
56,"T5_50SD","LN1",0.226265994333081
57,"PCLDEND0","LN1",2.02907012599503
57,"PCLDEND4","LN1",0.93416861087303
57,"PCLDEND6","LN1",-9.74375913168779
57,"RDDEND1","LN1",-1.65481005388247
57,"SAGESAND3","LN1",38.2180046888437
57,"SDENSTRD10","LN1",1.2645447156863
57,"SDIASTRD8","LN1",-57.5735281849239
57,"SPDIASTRC","LN1",0.398733644585701
57,"T10_500SD","LN1",0.0146531507552827
57,"TSLOPE","LN1",0.0905338793749825
58,"PCLDEND0","LN1",1.64616760635005
58,"PCLDEND6","LN1",-6.60607258622999
58,"RDDEND1","LN1",-1.7520272942396
58,"SDENSTR","LN1",26.177905284289
58,"SDENSTRD10","LN1",0.922951669026112
58,"SDIASTRD8","LN1",-56.9610559712181
58,"SLOPSAND1","LN1",41.9199871514523
58,"SLOPSAND6","LN1",-82.4047978238265
58,"SPDIASTRC","LN1",0.440163283888791
58,"T10_300SD","LN1",0.0198736968477003
