SDIASTR2,AVGP
0.000251647545671,0.0138888888889
0.00059701759531,0.0277777777778
0.000819857887889,0.0416666666667
0.00197822525699,0.0555555555556
0.00205554344276,0.0694444444444
0.00236474260235,0.0833333333333
0.00286189829588,0.0972222222222
0.00317656136222,0.111111111111
0.003420714305,0.125
0.00379574552838,0.138888888889
0.00384754819716,0.152777777778
0.004030383508,0.166666666667
0.00413576926027,0.180555555556
0.00459354421748,0.194444444444
0.00503395369438,0.208333333333
0.0053348747916,0.222222222222
0.00580072378256,0.236111111111
0.00592083338873,0.25
0.00605355040443,0.263888888889
0.00716353948549,0.277777777778
0.00746280141599,0.291666666667
0.00788035167925,0.305555555556
0.00806171050574,0.319444444444
0.00834373940633,0.333333333333
0.00841638420603,0.347222222222
0.00848533687094,0.361111111111
0.0084857821361,0.375
0.00882839871289,0.388888888889
0.00967637063043,0.402777777778
0.00967673795678,0.416666666667
0.0101316444909,0.430555555556
0.010535204665,0.444444444444
0.0113845902779,0.458333333333
0.0118184643364,0.472222222222
0.0119245397392,0.486111111111
0.0129098421437,0.5
0.0133810322041,0.513888888889
0.0151767117357,0.527777777778
0.0166673674139,0.541666666667
0.0168903190465,0.555555555556
0.0169662582965,0.569444444444
0.0170069895914,0.583333333333
0.0176353670408,0.597222222222
0.0177499509514,0.611111111111
0.0179413400425,0.625
0.0179656386942,0.638888888889
0.0188547841348,0.652777777778
0.0198601196755,0.666666666667
0.0200673639116,0.680555555556
0.0206797318052,0.694444444444
0.0228078811967,0.708333333333
0.0240398454935,0.722222222222
0.0240544503831,0.736111111111
0.0243378683791,0.75
0.0249571766273,0.763888888889
0.0252127485804,0.777777777778
0.0257888023992,0.791666666667
0.0282930194218,0.805555555556
0.0289062441599,0.819444444444
0.0289395313251,0.833333333333
0.0290648782193,0.847222222222
0.0306012757672,0.861111111111
0.0307950773519,0.875
0.031199738577,0.888888888889
0.0313882454225,0.902777777778
0.0318955113185,0.916666666667
0.0377685132901,0.930555555556
0.0377897500068,0.944444444444
0.039074572637,0.958333333333
0.0405883213222,0.972222222222
0.0460177603685,0.986111111111
0.0861355484516,1.0
