T20_1100SD,AVGP
28.0177999093,0.0153846153846
28.1255250614,0.0307692307692
30.6734201405,0.0461538461538
31.2535327383,0.0615384615385
33.1317517816,0.0769230769231
33.2474490556,0.0923076923077
33.9488095699,0.107692307692
34.2013156958,0.123076923077
34.9112553516,0.138461538462
35.0009984949,0.153846153846
35.1377365959,0.169230769231
35.7815044254,0.184615384615
36.3467807208,0.2
37.1798443222,0.215384615385
37.4417160115,0.230769230769
38.5541034601,0.246153846154
39.3400846857,0.261538461538
39.614427113,0.276923076923
39.8862910008,0.292307692308
40.4062101915,0.307692307692
42.5579263992,0.323076923077
42.973074849,0.338461538462
43.677154082,0.353846153846
43.7621450779,0.369230769231
44.368152523,0.384615384615
44.3757803709,0.4
44.8629849845,0.415384615385
45.2242531158,0.430769230769
45.2995236265,0.446153846154
45.6794453381,0.461538461538
46.0261733254,0.476923076923
46.1787594711,0.492307692308
46.4978413109,0.507692307692
46.7840133622,0.523076923077
46.8937921109,0.538461538462
47.2782749531,0.553846153846
47.3252863251,0.569230769231
47.3857320286,0.584615384615
47.4687907211,0.6
47.4716606472,0.615384615385
47.7557760385,0.630769230769
47.8231407182,0.646153846154
47.8642074216,0.661538461538
47.8728813944,0.676923076923
48.1168089736,0.692307692308
48.2159773173,0.707692307692
48.2176170828,0.723076923077
48.2389981553,0.738461538462
48.2544785645,0.753846153846
48.3825570618,0.769230769231
48.3862552457,0.784615384615
48.568493192,0.8
48.6471880238,0.815384615385
48.6589787792,0.830769230769
48.8609631561,0.846153846154
48.9498482612,0.861538461538
48.9726239026,0.876923076923
49.0064610315,0.892307692308
49.0476904941,0.907692307692
49.1582230767,0.923076923077
49.2026217381,0.938461538462
49.4311725731,0.953846153846
49.8861099037,0.969230769231
49.9577730061,0.984615384615
54.8645744944,1.0
