T10_550SD,AVGP
20.8863948959,0.0151515151515
23.3371819058,0.030303030303
23.8839951252,0.0454545454545
24.2353617907,0.0606060606061
24.3867337738,0.0757575757576
25.1590614459,0.0909090909091
25.7790728947,0.106060606061
25.9559066102,0.121212121212
26.7771275999,0.136363636364
26.9233993547,0.151515151515
27.097574358,0.166666666667
27.2117427766,0.181818181818
27.4924958494,0.19696969697
27.8443065453,0.212121212121
28.0878353382,0.227272727273
28.1787491101,0.242424242424
28.411917641,0.257575757576
28.7796698183,0.272727272727
28.8057768649,0.287878787879
28.8830112116,0.30303030303
28.924794337,0.318181818182
28.9875580081,0.333333333333
29.0807462726,0.348484848485
29.1076933408,0.363636363636
29.1749313021,0.378787878788
29.2735089341,0.393939393939
29.6015178878,0.409090909091
29.7392022384,0.424242424242
29.7600007076,0.439393939394
29.7674096105,0.454545454545
29.8132429445,0.469696969697
29.955651008,0.484848484848
30.0199945058,0.5
30.082194439,0.515151515152
30.1215954339,0.530303030303
30.2006881042,0.545454545455
30.3765080882,0.560606060606
30.520603319,0.575757575758
30.5569780535,0.590909090909
30.7133282494,0.606060606061
30.8889554893,0.621212121212
30.9504607538,0.636363636364
31.0837454458,0.651515151515
31.6980081269,0.666666666667
31.6985985439,0.681818181818
32.2581320341,0.69696969697
32.3153973185,0.712121212121
32.9228291646,0.727272727273
33.0849956882,0.742424242424
33.7572675456,0.757575757576
33.9195751929,0.772727272727
34.2021936068,0.787878787879
34.5706269703,0.80303030303
35.0680840817,0.818181818182
35.091188591,0.833333333333
35.2059041879,0.848484848485
35.9443630419,0.863636363636
35.9500569181,0.878787878788
36.3517999748,0.893939393939
36.5338457029,0.909090909091
36.6860492079,0.924242424242
36.7787545159,0.939393939394
37.7344359242,0.954545454545
38.5530351154,0.969696969697
42.640620606,0.984848484848
43.6545056298,1.0
