T20_1100MN,AVGP
2.11329967305,0.0153846153846
2.25219174081,0.0307692307692
2.26082071075,0.0461538461538
2.44354286606,0.0615384615385
2.54763285855,0.0769230769231
3.48170640965,0.0923076923077
3.60051060281,0.107692307692
4.05715076603,0.123076923077
5.45853152303,0.138461538462
6.23100605211,0.153846153846
6.30966735469,0.169230769231
7.97219902102,0.184615384615
9.95962527234,0.2
10.2618351175,0.215384615385
10.7750415563,0.230769230769
11.1203827089,0.246153846154
11.4320577637,0.261538461538
12.0033515044,0.276923076923
12.6917984599,0.292307692308
13.0941225134,0.307692307692
13.4628385739,0.323076923077
14.9508868587,0.338461538462
15.9657709217,0.353846153846
18.3001102864,0.369230769231
18.4524559589,0.384615384615
18.5443041774,0.4
21.0730728051,0.415384615385
21.1994180815,0.430769230769
21.8558745682,0.446153846154
22.2045384622,0.461538461538
22.2785283136,0.476923076923
24.4988908267,0.492307692308
25.0774354581,0.507692307692
25.1182208935,0.523076923077
25.1266954156,0.538461538462
25.3546096768,0.553846153846
26.4444208157,0.569230769231
26.4562829183,0.584615384615
26.6191538204,0.6
26.9107052473,0.615384615385
28.0778743677,0.630769230769
28.7291761366,0.646153846154
29.7765261168,0.661538461538
30.2905583351,0.676923076923
30.6234169714,0.692307692308
30.7507952576,0.707692307692
31.1834362315,0.723076923077
32.3686359278,0.738461538462
32.7670730371,0.753846153846
33.3980901748,0.769230769231
33.5504273579,0.784615384615
33.7227307334,0.8
34.2672640496,0.815384615385
34.5675718662,0.830769230769
35.4527612717,0.846153846154
36.2512935696,0.861538461538
36.8289432987,0.876923076923
36.9289399146,0.892307692308
36.9515402543,0.907692307692
38.0597242417,0.923076923077
39.4104445371,0.938461538462
39.6324419462,0.953846153846
40.4120740211,0.969230769231
40.5852270055,0.984615384615
41.476080356,1.0
