SDENSAN,AVGP
0.00129787938456,0.0102040816327
0.00920813180213,0.0204081632653
0.0123590352921,0.030612244898
0.0143828117205,0.0408163265306
0.0154635226066,0.0510204081633
0.0155864836993,0.0612244897959
0.0162474397699,0.0714285714286
0.0162531409165,0.0816326530612
0.0171968595383,0.0918367346939
0.018960667127,0.102040816327
0.0191620826084,0.112244897959
0.0191726017348,0.122448979592
0.0199535986788,0.132653061224
0.021017702421,0.142857142857
0.0223254796217,0.15306122449
0.0223325263773,0.163265306122
0.0224265508357,0.173469387755
0.022913127909,0.183673469388
0.0239712466269,0.19387755102
0.0242325612301,0.204081632653
0.0244995291574,0.214285714286
0.0245065140406,0.224489795918
0.0248681541724,0.234693877551
0.0258506915115,0.244897959184
0.0259207287272,0.255102040816
0.0260629175793,0.265306122449
0.0275797352987,0.275510204082
0.0276121542099,0.285714285714
0.02832111684,0.295918367347
0.0285218213083,0.30612244898
0.0288036033966,0.316326530612
0.0295833899084,0.326530612245
0.0296848804708,0.336734693878
0.0297874610767,0.34693877551
0.0306640147134,0.357142857143
0.0311409945519,0.367346938776
0.0313011756103,0.377551020408
0.0317127921047,0.387755102041
0.0321512560961,0.397959183673
0.0328036243013,0.408163265306
0.0333292171707,0.418367346939
0.0333866572119,0.428571428571
0.0361274783713,0.438775510204
0.0369580492347,0.448979591837
0.0382424380545,0.459183673469
0.0382908561285,0.469387755102
0.0383143243626,0.479591836735
0.0388234890665,0.489795918367
0.0393247532686,0.5
0.0398536442187,0.510204081633
0.0399545067818,0.520408163265
0.0399725745699,0.530612244898
0.0399928146376,0.540816326531
0.0404212145606,0.551020408163
0.0422770503468,0.561224489796
0.0423885665382,0.571428571429
0.0425154513814,0.581632653061
0.0427938017403,0.591836734694
0.0428485264039,0.602040816327
0.0429764480546,0.612244897959
0.0431770921267,0.622448979592
0.0434893994275,0.632653061224
0.0436982207815,0.642857142857
0.0440033451498,0.65306122449
0.0448415807144,0.663265306122
0.0449914293617,0.673469387755
0.0450626236426,0.683673469388
0.04530332655,0.69387755102
0.0453861870012,0.704081632653
0.0459921946301,0.714285714286
0.0465261575752,0.724489795918
0.0466750857385,0.734693877551
0.0468575094796,0.744897959184
0.048667980178,0.755102040816
0.0507762324727,0.765306122449
0.0512344616343,0.775510204082
0.0514171394926,0.785714285714
0.0517248080496,0.795918367347
0.0540521946169,0.80612244898
0.0550319503967,0.816326530612
0.0569377839781,0.826530612245
0.0570532559484,0.836734693878
0.0576479647717,0.84693877551
0.0594430646665,0.857142857143
0.0594930512073,0.867346938776
0.0611143291141,0.877551020408
0.0614483715394,0.887755102041
0.0624372026006,0.897959183673
0.063479850142,0.908163265306
0.072989424055,0.918367346939
0.0749244945107,0.928571428571
0.075688191415,0.938775510204
0.0863956351442,0.948979591837
0.0868523889959,0.959183673469
0.0892177880775,0.969387755102
0.106539901625,0.979591836735
0.121625381702,0.989795918367
0.21436784032,1.0
