,,VAL,RANK,AVGP
BLDADEN,89,0.289027690387,90.0,0.909090909091
BLDADEN,90,0.289828086343,91.0,0.919191919192
BLDADEN,91,0.289935932556,92.0,0.929292929293
BLDADEN,92,0.29711553442,93.0,0.939393939394
BLDADEN,93,0.321604513689,94.0,0.949494949495
BLDADEN,94,0.329590752347,95.0,0.959595959596
BLDADEN,95,0.347658869662,96.0,0.969696969697
BLDADEN,96,0.356237388772,97.0,0.979797979798
BLDADEN,97,0.362469418191,98.0,0.989898989899
BLDADEN,98,0.544162207231,99.0,1.0
BLDADEND5,0,1.0,3.5,0.583333333333
BLDDEND1,0,1.0,15.0,0.51724137931
HSLWP,0,1.0,5.5,0.55
OICP,0,1.0,21.5,0.511904761905
PCLDEND0,0,1.0,6.0,0.545454545455
PCLDEND4,0,1.0,6.0,0.545454545455
PCLDEND5,0,1.0,2.0,0.666666666667
PCLDEND6,0,1.0,1.0,1.0
RDDEN,0,0.007362,1.0,0.0102040816327
RDDEN,1,0.014149,2.0,0.0204081632653
RDDEN,2,0.016223,3.0,0.030612244898
RDDEN,3,0.016402,4.0,0.0408163265306
RDDEN,4,0.020546,5.0,0.0510204081633
RDDEN,5,0.020621,6.0,0.0612244897959
RDDEN,6,0.021871,7.0,0.0714285714286
RDDEN,7,0.022297,8.0,0.0816326530612
RDDEN,8,0.023578,9.0,0.0918367346939
RDDEN,9,0.023667,10.0,0.102040816327
RDDEN,10,0.023921,11.0,0.112244897959
RDDEN,11,0.024187,12.0,0.122448979592
RDDEN,12,0.024284,13.0,0.132653061224
RDDEN,13,0.024728,14.0,0.142857142857
RDDEN,14,0.025122,15.0,0.15306122449
RDDEN,15,0.025149,16.0,0.163265306122
RDDEN,16,0.025617,17.0,0.173469387755
RDDEN,17,0.025697,18.0,0.183673469388
RDDEN,18,0.025709,19.0,0.19387755102
RDDEN,19,0.025717,20.0,0.204081632653
RDDEN,20,0.025877,21.0,0.214285714286
RDDEN,21,0.026205,22.0,0.224489795918
RDDEN,22,0.026472,23.0,0.234693877551
RDDEN,23,0.026621,24.0,0.244897959184
RDDEN,24,0.028034,25.0,0.255102040816
RDDEN,25,0.02804,26.0,0.265306122449
RDDEN,26,0.028181,27.0,0.275510204082
RDDEN,27,0.029103,28.0,0.285714285714
RDDEN,28,0.029394,29.0,0.295918367347
RDDEN,29,0.029545,30.0,0.30612244898
RDDEN,30,0.029757,31.0,0.316326530612
RDDEN,31,0.030497,32.0,0.326530612245
RDDEN,32,0.030991,33.0,0.336734693878
RDDEN,33,0.031503,34.0,0.34693877551
RDDEN,34,0.031542,35.0,0.357142857143
RDDEN,35,0.031892,36.0,0.367346938776
RDDEN,36,0.033071,37.0,0.377551020408
RDDEN,37,0.033206,38.0,0.387755102041
RDDEN,38,0.033402,39.0,0.397959183673
RDDEN,39,0.033558,40.0,0.408163265306
RDDEN,40,0.034657,41.0,0.418367346939
RDDEN,41,0.034876,42.0,0.428571428571
RDDEN,42,0.035661,43.0,0.438775510204
RDDEN,43,0.035769,44.0,0.448979591837
RDDEN,44,0.035923,45.0,0.459183673469
RDDEN,45,0.036871,46.0,0.469387755102
RDDEN,46,0.037158,47.0,0.479591836735
RDDEN,47,0.03796,48.0,0.489795918367
RDDEN,48,0.038144,49.0,0.5
RDDEN,49,0.038607,50.0,0.510204081633
RDDEN,50,0.039269,51.0,0.520408163265
RDDEN,51,0.039796,52.0,0.530612244898
RDDEN,52,0.040497,53.0,0.540816326531
RDDEN,53,0.041193,54.0,0.551020408163
RDDEN,54,0.042018,55.0,0.561224489796
RDDEN,55,0.04207,56.0,0.571428571429
RDDEN,56,0.042694,57.0,0.581632653061
RDDEN,57,0.043204,58.0,0.591836734694
RDDEN,58,0.043261,59.0,0.602040816327
RDDEN,59,0.044871,60.0,0.612244897959
RDDEN,60,0.046429,61.0,0.622448979592
RDDEN,61,0.047002,62.0,0.632653061224
RDDEN,62,0.048131,63.0,0.642857142857
RDDEN,63,0.048231,64.0,0.65306122449
RDDEN,64,0.048272,65.0,0.663265306122
RDDEN,65,0.048627,66.0,0.673469387755
RDDEN,66,0.049044,67.0,0.683673469388
RDDEN,67,0.049556,68.0,0.69387755102
RDDEN,68,0.050056,69.0,0.704081632653
RDDEN,69,0.051694,70.0,0.714285714286
RDDEN,70,0.052411,71.0,0.724489795918
RDDEN,71,0.052561,72.0,0.734693877551
RDDEN,72,0.054434,73.0,0.744897959184
RDDEN,73,0.055084,74.0,0.755102040816
RDDEN,74,0.060188,75.0,0.765306122449
RDDEN,75,0.060295,76.0,0.775510204082
RDDEN,76,0.060784,77.0,0.785714285714
RDDEN,77,0.061238,78.0,0.795918367347
RDDEN,78,0.06239,79.0,0.80612244898
RDDEN,79,0.062772,80.0,0.816326530612
RDDEN,80,0.06475,81.0,0.826530612245
RDDEN,81,0.066233,82.0,0.836734693878
RDDEN,82,0.067046,83.0,0.84693877551
RDDEN,83,0.067862,84.0,0.857142857143
RDDEN,84,0.069153,85.0,0.867346938776
RDDEN,85,0.069515,86.0,0.877551020408
RDDEN,86,0.070536,87.0,0.887755102041
RDDEN,87,0.071178,88.0,0.897959183673
RDDEN,88,0.071286,89.0,0.908163265306
RDDEN,89,0.071746,90.0,0.918367346939
RDDEN,90,0.072852,91.0,0.928571428571
RDDEN,91,0.073818,92.0,0.938775510204
RDDEN,92,0.075999,93.0,0.948979591837
RDDEN,93,0.082993,94.0,0.959183673469
RDDEN,94,0.085087,95.0,0.969387755102
RDDEN,95,0.097542,96.0,0.979591836735
RDDEN,96,0.099549,97.0,0.989795918367
RDDEN,97,0.231914,98.0,1.0
RDDEND1,0,1.0,31.0,0.508196721311
SAGESAN1,0,0.000815904068319,1.0,0.5
SAGESAN1,1,0.0050256764468,2.0,1.0
SAGESAND0,0,0.000816,1.0,0.166666666667
SAGESAND0,1,0.003922,2.0,0.333333333333
SAGESAND0,2,0.004807,3.0,0.5
SAGESAND0,3,0.005027,4.0,0.666666666667
SAGESAND0,4,0.0109,5.0,0.833333333333
SAGESAND0,5,0.011265,6.0,1.0
SAGESAND1,0,0.002519,1.0,0.111111111111
SAGESAND1,1,0.002657,2.0,0.222222222222
SAGESAND1,2,0.003284,3.0,0.333333333333
SAGESAND1,3,0.005154,4.0,0.444444444444
SAGESAND1,4,0.006421,5.0,0.555555555556
SAGESAND1,5,0.007143,6.0,0.666666666667
SAGESAND1,6,0.015589,7.0,0.777777777778
SAGESAND1,7,0.023707,8.0,0.888888888889
SAGESAND1,8,0.033387,9.0,1.0
SAGESAND3,0,0.002184,1.0,0.0769230769231
SAGESAND3,1,0.002408,2.0,0.153846153846
SAGESAND3,2,0.004135,3.0,0.230769230769
SAGESAND3,3,0.008917,4.0,0.307692307692
SAGESAND3,4,0.009678,5.0,0.384615384615
SAGESAND3,5,0.009726,6.0,0.461538461538
SAGESAND3,6,0.013941,7.0,0.538461538462
SAGESAND3,7,0.014962,8.0,0.615384615385
SAGESAND3,8,0.016812,9.0,0.692307692308
SAGESAND3,9,0.02052,10.0,0.769230769231
SAGESAND3,10,0.033764,11.0,0.846153846154
SAGESAND3,11,0.038022,12.0,0.923076923077
SAGESAND3,12,0.10654,13.0,1.0
SAGESTRD10,0,0.002786,1.0,1.0
SDENSAND10,0,1.0,35.0,0.466666666667
SDENSAND10,1,2.0,72.5,0.966666666667
SDENSTR,0,0.00501222432067,1.0,0.010101010101
SDENSTR,1,0.008366530801,2.0,0.020202020202
SDENSTR,2,0.00967673795678,3.0,0.030303030303
SDENSTR,3,0.0109880414195,4.0,0.040404040404
SDENSTR,4,0.0116703772304,5.0,0.0505050505051
SDENSTR,5,0.0118738507373,6.0,0.0606060606061
SDENSTR,6,0.0125232297417,7.0,0.0707070707071
SDENSTR,7,0.0145247086575,8.0,0.0808080808081
SDENSTR,8,0.0146712032863,9.0,0.0909090909091
SDENSTR,9,0.0158516035307,10.0,0.10101010101
SDENSTR,10,0.0172233438138,11.0,0.111111111111
SDENSTR,11,0.0175786486678,12.0,0.121212121212
SDENSTR,12,0.0176353670408,13.0,0.131313131313
SDENSTR,13,0.0188442445236,14.0,0.141414141414
SDENSTR,14,0.0193724968427,15.0,0.151515151515
SDENSTR,15,0.0194713775468,16.0,0.161616161616
SDENSTR,16,0.0198782207221,17.0,0.171717171717
SDENSTR,17,0.0198857467912,18.0,0.181818181818
SDENSTR,18,0.0207766249653,19.0,0.191919191919
SDENSTR,19,0.0207879099966,20.0,0.20202020202
SDENSTR,20,0.020902527388,21.0,0.212121212121
SDENSTR,21,0.0228078811967,22.0,0.222222222222
SDENSTR,22,0.0229547693373,23.0,0.232323232323
SDENSTR,23,0.0232414787074,24.0,0.242424242424
SDENSTR,24,0.0237518466772,25.0,0.252525252525
SDENSTR,25,0.0239570421597,26.0,0.262626262626
SDENSTR,26,0.0242004811453,27.0,0.272727272727
SDENSTR,27,0.0254120895068,28.0,0.282828282828
SDENSTR,28,0.0256418640255,29.0,0.292929292929
SDENSTR,29,0.025649462861,30.0,0.30303030303
SDENSTR,30,0.0260502706724,31.0,0.313131313131
SDENSTR,31,0.0265078415788,32.0,0.323232323232
SDENSTR,32,0.0266409755071,33.0,0.333333333333
SDENSTR,33,0.0282157612027,34.0,0.343434343434
SDENSTR,34,0.0282569320981,35.0,0.353535353535
SDENSTR,35,0.0289820027556,36.0,0.363636363636
SDENSTR,36,0.0289965051211,37.0,0.373737373737
SDENSTR,37,0.0291462546228,38.0,0.383838383838
SDENSTR,38,0.0299943916332,39.0,0.393939393939
SDENSTR,39,0.0306012757672,40.0,0.40404040404
SDENSTR,40,0.0308056804667,41.0,0.414141414141
SDENSTR,41,0.0309564398052,42.0,0.424242424242
SDENSTR,42,0.0318053728826,43.0,0.434343434343
SDENSTR,43,0.0326211007865,44.0,0.444444444444
SDENSTR,44,0.0331379042231,45.0,0.454545454545
SDENSTR,45,0.0331621359,46.0,0.464646464646
SDENSTR,46,0.0336750429128,47.0,0.474747474747
SDENSTR,47,0.0346312313512,48.0,0.484848484848
SDENSTR,48,0.0350176638986,49.0,0.494949494949
SDENSTR,49,0.0350432259647,50.0,0.505050505051
SDENSTR,50,0.0355085148519,51.0,0.515151515152
SDENSTR,51,0.0356661796038,52.0,0.525252525253
SDENSTR,52,0.0357047125582,53.0,0.535353535354
SDENSTR,53,0.0358698675007,54.0,0.545454545455
SDENSTR,54,0.035923936711,55.0,0.555555555556
SDENSTR,55,0.0359350645291,56.0,0.565656565657
SDENSTR,56,0.036729778033,57.0,0.575757575758
SDENSTR,57,0.0369404461936,58.0,0.585858585859
SDENSTR,58,0.0369733281442,59.0,0.59595959596
SDENSTR,59,0.0370458519271,60.0,0.606060606061
SDENSTR,60,0.0371368864146,61.0,0.616161616162
SDENSTR,61,0.0372563768918,62.0,0.626262626263
SDENSTR,62,0.0373199342199,63.0,0.636363636364
SDENSTR,63,0.0375673896354,64.0,0.646464646465
SDENSTR,64,0.0384682517072,65.0,0.656565656566
SDENSTR,65,0.0388839883469,66.0,0.666666666667
SDENSTR,66,0.0393378352551,67.0,0.676767676768
SDENSTR,67,0.039589703293,68.0,0.686868686869
SDENSTR,68,0.0397840720568,69.0,0.69696969697
SDENSTR,69,0.0399525581046,70.0,0.707070707071
SDENSTR,70,0.0404899508571,71.0,0.717171717172
SDENSTR,71,0.0405883213222,72.0,0.727272727273
SDENSTR,72,0.0406447100467,73.0,0.737373737374
SDENSTR,73,0.042661167063,74.0,0.747474747475
SDENSTR,74,0.0427014272505,75.0,0.757575757576
SDENSTR,75,0.0427292960963,76.0,0.767676767677
SDENSTR,76,0.0434535414794,77.0,0.777777777778
SDENSTR,77,0.043749556904,78.0,0.787878787879
SDENSTR,78,0.0452387783658,79.0,0.79797979798
SDENSTR,79,0.0460029710757,80.0,0.808080808081
SDENSTR,80,0.0461603088651,81.0,0.818181818182
SDENSTR,81,0.0528963858915,82.0,0.828282828283
SDENSTR,82,0.0544672483425,83.0,0.838383838384
SDENSTR,83,0.0558572635813,84.0,0.848484848485
SDENSTR,84,0.056113865558,85.0,0.858585858586
SDENSTR,85,0.0562611968461,86.0,0.868686868687
SDENSTR,86,0.0569615279439,87.0,0.878787878788
SDENSTR,87,0.0579077693272,88.0,0.888888888889
SDENSTR,88,0.058087464518,89.0,0.89898989899
SDENSTR,89,0.0596625625001,90.0,0.909090909091
SDENSTR,90,0.060581540932,91.0,0.919191919192
SDENSTR,91,0.0627006485494,92.0,0.929292929293
SDENSTR,92,0.0657146144819,93.0,0.939393939394
SDENSTR,93,0.0682386223708,94.0,0.949494949495
SDENSTR,94,0.0736645568586,95.0,0.959595959596
SDENSTR,95,0.0750131469569,96.0,0.969696969697
SDENSTR,96,0.0861355484516,97.0,0.979797979798
SDENSTR,97,0.103817827327,98.0,0.989898989899
SDENSTR,98,0.197911287887,99.0,1.0
SDENSTRD10,0,1.0,35.5,0.455128205128
SDENSTRD10,1,2.0,74.0,0.948717948718
SDENSTRD10,2,3.0,78.0,1.0
SDIASTR2,0,0.000251647545671,1.0,0.0138888888889
SDIASTR2,1,0.00059701759531,2.0,0.0277777777778
SDIASTR2,2,0.000819857887889,3.0,0.0416666666667
SDIASTR2,3,0.00197822525699,4.0,0.0555555555556
SDIASTR2,4,0.00205554344276,5.0,0.0694444444444
SDIASTR2,5,0.00236474260235,6.0,0.0833333333333
SDIASTR2,6,0.00286189829588,7.0,0.0972222222222
SDIASTR2,7,0.00317656136222,8.0,0.111111111111
SDIASTR2,8,0.003420714305,9.0,0.125
SDIASTR2,9,0.00379574552838,10.0,0.138888888889
SDIASTR2,10,0.00384754819716,11.0,0.152777777778
SDIASTR2,11,0.004030383508,12.0,0.166666666667
SDIASTR2,12,0.00413576926027,13.0,0.180555555556
SDIASTR2,13,0.00459354421748,14.0,0.194444444444
SDIASTR2,14,0.00503395369438,15.0,0.208333333333
SDIASTR2,15,0.0053348747916,16.0,0.222222222222
SDIASTR2,16,0.00580072378256,17.0,0.236111111111
SDIASTR2,17,0.00592083338873,18.0,0.25
SDIASTR2,18,0.00605355040443,19.0,0.263888888889
SDIASTR2,19,0.00716353948549,20.0,0.277777777778
SDIASTR2,20,0.00746280141599,21.0,0.291666666667
SDIASTR2,21,0.00788035167925,22.0,0.305555555556
SDIASTR2,22,0.00806171050574,23.0,0.319444444444
SDIASTR2,23,0.00834373940633,24.0,0.333333333333
SDIASTR2,24,0.00841638420603,25.0,0.347222222222
SDIASTR2,25,0.00848533687094,26.0,0.361111111111
SDIASTR2,26,0.0084857821361,27.0,0.375
SDIASTR2,27,0.00882839871289,28.0,0.388888888889
SDIASTR2,28,0.00967637063043,29.0,0.402777777778
SDIASTR2,29,0.00967673795678,30.0,0.416666666667
SDIASTR2,30,0.0101316444909,31.0,0.430555555556
SDIASTR2,31,0.010535204665,32.0,0.444444444444
SDIASTR2,32,0.0113845902779,33.0,0.458333333333
SDIASTR2,33,0.0118184643364,34.0,0.472222222222
SDIASTR2,34,0.0119245397392,35.0,0.486111111111
SDIASTR2,35,0.0129098421437,36.0,0.5
SDIASTR2,36,0.0133810322041,37.0,0.513888888889
SDIASTR2,37,0.0151767117357,38.0,0.527777777778
SDIASTR2,38,0.0166673674139,39.0,0.541666666667
SDIASTR2,39,0.0168903190465,40.0,0.555555555556
SDIASTR2,40,0.0169662582965,41.0,0.569444444444
SDIASTR2,41,0.0170069895914,42.0,0.583333333333
SDIASTR2,42,0.0176353670408,43.0,0.597222222222
SDIASTR2,43,0.0177499509514,44.0,0.611111111111
SDIASTR2,44,0.0179413400425,45.0,0.625
SDIASTR2,45,0.0179656386942,46.0,0.638888888889
SDIASTR2,46,0.0188547841348,47.0,0.652777777778
SDIASTR2,47,0.0198601196755,48.0,0.666666666667
SDIASTR2,48,0.0200673639116,49.0,0.680555555556
SDIASTR2,49,0.0206797318052,50.0,0.694444444444
SDIASTR2,50,0.0228078811967,51.0,0.708333333333
SDIASTR2,51,0.0240398454935,52.0,0.722222222222
SDIASTR2,52,0.0240544503831,53.0,0.736111111111
SDIASTR2,53,0.0243378683791,54.0,0.75
SDIASTR2,54,0.0249571766273,55.0,0.763888888889
SDIASTR2,55,0.0252127485804,56.0,0.777777777778
SDIASTR2,56,0.0257888023992,57.0,0.791666666667
SDIASTR2,57,0.0282930194218,58.0,0.805555555556
SDIASTR2,58,0.0289062441599,59.0,0.819444444444
SDIASTR2,59,0.0289395313251,60.0,0.833333333333
SDIASTR2,60,0.0290648782193,61.0,0.847222222222
SDIASTR2,61,0.0306012757672,62.0,0.861111111111
SDIASTR2,62,0.0307950773519,63.0,0.875
SDIASTR2,63,0.031199738577,64.0,0.888888888889
SDIASTR2,64,0.0313882454225,65.0,0.902777777778
SDIASTR2,65,0.0318955113185,66.0,0.916666666667
SDIASTR2,66,0.0377685132901,67.0,0.930555555556
SDIASTR2,67,0.0377897500068,68.0,0.944444444444
SDIASTR2,68,0.039074572637,69.0,0.958333333333
SDIASTR2,69,0.0405883213222,70.0,0.972222222222
SDIASTR2,70,0.0460177603685,71.0,0.986111111111
SDIASTR2,71,0.0861355484516,72.0,1.0
SDIASTRD0,0,0.001681,1.0,0.5
SDIASTRD0,1,0.00211,2.0,1.0
SDIASTRD7,0,0.000136,1.0,0.0172413793103
SDIASTRD7,1,0.000158,2.0,0.0344827586207
SDIASTRD7,2,0.000204,3.0,0.051724137931
SDIASTRD7,3,0.000597,4.0,0.0689655172414
SDIASTRD7,4,0.000671,5.0,0.0862068965517
SDIASTRD7,5,0.000915,6.0,0.103448275862
SDIASTRD7,6,0.001381,7.0,0.120689655172
SDIASTRD7,7,0.001407,8.0,0.137931034483
SDIASTRD7,8,0.002128,9.0,0.155172413793
SDIASTRD7,9,0.002365,10.0,0.172413793103
SDIASTRD7,10,0.002466,11.0,0.189655172414
SDIASTRD7,11,0.002797,12.0,0.206896551724
SDIASTRD7,12,0.004378,13.0,0.224137931034
SDIASTRD7,13,0.004619,14.0,0.241379310345
SDIASTRD7,14,0.004787,15.0,0.258620689655
SDIASTRD7,15,0.006054,16.0,0.275862068966
SDIASTRD7,16,0.00704,17.0,0.293103448276
SDIASTRD7,17,0.007122,18.0,0.310344827586
SDIASTRD7,18,0.007827,19.0,0.327586206897
SDIASTRD7,19,0.008084,20.0,0.344827586207
SDIASTRD7,20,0.008375,21.0,0.362068965517
SDIASTRD7,21,0.009202,22.0,0.379310344828
SDIASTRD7,22,0.009352,23.0,0.396551724138
SDIASTRD7,23,0.009393,24.0,0.413793103448
SDIASTRD7,24,0.009616,25.0,0.431034482759
SDIASTRD7,25,0.009883,26.0,0.448275862069
SDIASTRD7,26,0.010018,27.0,0.465517241379
SDIASTRD7,27,0.010132,28.0,0.48275862069
SDIASTRD7,28,0.010856,29.0,0.5
SDIASTRD7,29,0.011229,30.0,0.51724137931
SDIASTRD7,30,0.012785,31.0,0.534482758621
SDIASTRD7,31,0.013558,32.0,0.551724137931
SDIASTRD7,32,0.013562,33.0,0.568965517241
SDIASTRD7,33,0.014602,34.0,0.586206896552
SDIASTRD7,34,0.015336,35.0,0.603448275862
SDIASTRD7,35,0.017224,36.0,0.620689655172
SDIASTRD7,36,0.01752,37.0,0.637931034483
SDIASTRD7,37,0.017839,38.0,0.655172413793
SDIASTRD7,38,0.017988,39.0,0.672413793103
SDIASTRD7,39,0.018207,40.0,0.689655172414
SDIASTRD7,40,0.01912,41.0,0.706896551724
SDIASTRD7,41,0.019177,42.0,0.724137931034
SDIASTRD7,42,0.020443,43.0,0.741379310345
SDIASTRD7,43,0.020822,44.0,0.758620689655
SDIASTRD7,44,0.022989,45.0,0.775862068966
SDIASTRD7,45,0.023428,46.0,0.793103448276
SDIASTRD7,46,0.025228,47.0,0.810344827586
SDIASTRD7,47,0.025421,48.0,0.827586206897
SDIASTRD7,48,0.031709,49.0,0.844827586207
SDIASTRD7,49,0.032539,50.0,0.862068965517
SDIASTRD7,50,0.032622,51.0,0.879310344828
SDIASTRD7,51,0.035066,52.0,0.896551724138
SDIASTRD7,52,0.035872,53.0,0.913793103448
SDIASTRD7,53,0.036461,54.0,0.931034482759
SDIASTRD7,54,0.037769,55.0,0.948275862069
SDIASTRD7,55,0.039903,56.0,0.965517241379
SDIASTRD7,56,0.039954,57.0,0.98275862069
SDIASTRD7,57,0.15299,58.0,1.0
SDIASTRD8,0,4.5e-05,1.0,0.0322580645161
SDIASTRD8,1,0.000369,2.0,0.0645161290323
SDIASTRD8,2,0.000642,3.0,0.0967741935484
SDIASTRD8,3,0.000797,4.0,0.129032258065
SDIASTRD8,4,0.000963,5.0,0.161290322581
SDIASTRD8,5,0.001045,6.0,0.193548387097
SDIASTRD8,6,0.001246,7.0,0.225806451613
SDIASTRD8,7,0.001978,8.0,0.258064516129
SDIASTRD8,8,0.001998,9.0,0.290322580645
SDIASTRD8,9,0.002313,10.0,0.322580645161
SDIASTRD8,10,0.003028,11.0,0.354838709677
SDIASTRD8,11,0.003467,12.0,0.387096774194
SDIASTRD8,12,0.003819,13.0,0.41935483871
SDIASTRD8,13,0.003971,14.0,0.451612903226
SDIASTRD8,14,0.004545,15.0,0.483870967742
SDIASTRD8,15,0.005131,16.0,0.516129032258
SDIASTRD8,16,0.00795,17.0,0.548387096774
SDIASTRD8,17,0.010569,18.0,0.58064516129
SDIASTRD8,18,0.012895,19.0,0.612903225806
SDIASTRD8,19,0.014754,20.0,0.645161290323
SDIASTRD8,20,0.019772,21.0,0.677419354839
SDIASTRD8,21,0.019866,22.0,0.709677419355
SDIASTRD8,22,0.02565,23.0,0.741935483871
SDIASTRD8,23,0.0259,24.0,0.774193548387
SDIASTRD8,24,0.02609,25.0,0.806451612903
SDIASTRD8,25,0.027279,26.0,0.838709677419
SDIASTRD8,26,0.032203,27.0,0.870967741935
SDIASTRD8,27,0.032899,28.0,0.903225806452
SDIASTRD8,28,0.037319,29.0,0.935483870968
SDIASTRD8,29,0.038148,30.0,0.967741935484
SDIASTRD8,30,0.049076,31.0,1.0
SLOPSAN2,0,0.000236107646394,1.0,0.0526315789474
SLOPSAN2,1,0.000695157417613,2.0,0.105263157895
SLOPSAN2,2,0.00129787938456,3.0,0.157894736842
SLOPSAN2,3,0.00180060515993,4.0,0.210526315789
SLOPSAN2,4,0.00220764030236,5.0,0.263157894737
SLOPSAN2,5,0.00251166003281,6.0,0.315789473684
SLOPSAN2,6,0.00402388039593,7.0,0.368421052632
SLOPSAN2,7,0.00520456826274,8.0,0.421052631579
SLOPSAN2,8,0.0052390168817,9.0,0.473684210526
SLOPSAN2,9,0.00631140551955,10.0,0.526315789474
SLOPSAN2,10,0.00695655289471,11.0,0.578947368421
SLOPSAN2,11,0.00746942211343,12.0,0.631578947368
SLOPSAN2,12,0.00860124471678,13.0,0.684210526316
SLOPSAN2,13,0.00910650428244,14.0,0.736842105263
SLOPSAN2,14,0.0115708316942,15.0,0.789473684211
SLOPSAN2,15,0.0134691989165,16.0,0.842105263158
SLOPSAN2,16,0.0143015233706,17.0,0.894736842105
