,,VAL,RANK,AVGP
SLOPSAN2,17,0.022674511049,18.0,0.947368421053
SLOPSAN2,18,0.0320017709394,19.0,1.0
SLOPSAND1,0,0.000236,1.0,0.0322580645161
SLOPSAND1,1,0.000814,2.0,0.0645161290323
SLOPSAND1,2,0.001298,3.0,0.0967741935484
SLOPSAND1,3,0.001987,4.0,0.129032258065
SLOPSAND1,4,0.002208,5.0,0.161290322581
SLOPSAND1,5,0.002512,6.0,0.193548387097
SLOPSAND1,6,0.003671,7.0,0.225806451613
SLOPSAND1,7,0.003832,8.0,0.258064516129
SLOPSAND1,8,0.004024,9.0,0.290322580645
SLOPSAND1,9,0.005205,10.0,0.322580645161
SLOPSAND1,10,0.005946,11.0,0.354838709677
SLOPSAND1,11,0.006312,12.0,0.387096774194
SLOPSAND1,12,0.006957,13.0,0.41935483871
SLOPSAND1,13,0.007041,14.0,0.451612903226
SLOPSAND1,14,0.007469,15.0,0.483870967742
SLOPSAND1,15,0.008385,16.0,0.516129032258
SLOPSAND1,16,0.008739,17.0,0.548387096774
SLOPSAND1,17,0.009106,18.0,0.58064516129
SLOPSAND1,18,0.010425,19.0,0.612903225806
SLOPSAND1,19,0.010937,20.0,0.645161290323
SLOPSAND1,20,0.013455,21.0,0.677419354839
SLOPSAND1,21,0.013469,22.0,0.709677419355
SLOPSAND1,22,0.014301,23.0,0.741935483871
SLOPSAND1,23,0.017581,24.0,0.774193548387
SLOPSAND1,24,0.021661,25.0,0.806451612903
SLOPSAND1,25,0.022674,26.0,0.838709677419
SLOPSAND1,26,0.024233,27.0,0.870967741935
SLOPSAND1,27,0.0251,28.0,0.903225806452
SLOPSAND1,28,0.026381,29.0,0.935483870968
SLOPSAND1,29,0.031024,30.0,0.967741935484
SLOPSAND1,30,0.050733,31.0,1.0
SLOPSAND6,0,0.000142,1.0,0.03125
SLOPSAND6,1,0.000463,2.0,0.0625
SLOPSAND6,2,0.001499,3.0,0.09375
SLOPSAND6,3,0.001729,4.0,0.125
SLOPSAND6,4,0.001784,5.0,0.15625
SLOPSAND6,5,0.002011,6.0,0.1875
SLOPSAND6,6,0.003345,7.0,0.21875
SLOPSAND6,7,0.004356,8.0,0.25
SLOPSAND6,8,0.005154,9.0,0.28125
SLOPSAND6,9,0.005569,10.0,0.3125
SLOPSAND6,10,0.005618,11.0,0.34375
SLOPSAND6,11,0.005713,12.0,0.375
SLOPSAND6,12,0.006064,13.0,0.40625
SLOPSAND6,13,0.006552,14.0,0.4375
SLOPSAND6,14,0.006585,15.0,0.46875
SLOPSAND6,15,0.006713,16.0,0.5
SLOPSAND6,16,0.006714,17.0,0.53125
SLOPSAND6,17,0.007437,18.0,0.5625
SLOPSAND6,18,0.007878,19.0,0.59375
SLOPSAND6,19,0.008449,20.0,0.625
SLOPSAND6,20,0.008899,21.0,0.65625
SLOPSAND6,21,0.009984,22.0,0.6875
SLOPSAND6,22,0.011608,23.0,0.71875
SLOPSAND6,23,0.011674,24.0,0.75
SLOPSAND6,24,0.012936,25.0,0.78125
SLOPSAND6,25,0.014356,26.0,0.8125
SLOPSAND6,26,0.01478,27.0,0.84375
SLOPSAND6,27,0.016863,28.0,0.875
SLOPSAND6,28,0.017586,29.0,0.90625
SLOPSAND6,29,0.020302,30.0,0.9375
SLOPSAND6,30,0.028321,31.0,0.96875
SLOPSAND6,31,0.036279,32.0,1.0
SPAGESAN1,0,1.0,1.5,0.75
SPAGESAN2,0,1.0,6.5,0.541666666667
SPAGESTR3,0,1.0,47.0,0.505376344086
SPDIASTR2,0,1.0,36.5,0.506944444444
SPDIASTR3,0,1.0,25.0,0.510204081633
SPDIASTRC,0,1.0,2.0,0.0253164556962
SPDIASTRC,1,2.0,32.0,0.405063291139
SPDIASTRC,2,3.0,70.0,0.886075949367
SSH18,0,1.0,19.0,0.513513513514
T10_300SD,0,9.40238253783,1.0,0.0153846153846
T10_300SD,1,9.54320740109,2.0,0.0307692307692
T10_300SD,2,9.96949875518,3.0,0.0461538461538
T10_300SD,3,10.3035385072,4.0,0.0615384615385
T10_300SD,4,10.7136486358,5.0,0.0769230769231
T10_300SD,5,10.8632289876,6.0,0.0923076923077
T10_300SD,6,11.5444800793,7.0,0.107692307692
T10_300SD,7,11.6099982196,8.0,0.123076923077
T10_300SD,8,11.8963381424,9.0,0.138461538462
T10_300SD,9,12.2500587881,10.0,0.153846153846
T10_300SD,10,12.8319050993,11.0,0.169230769231
T10_300SD,11,13.3837891272,12.0,0.184615384615
T10_300SD,12,13.8353406129,13.0,0.2
T10_300SD,13,13.9939392702,14.0,0.215384615385
T10_300SD,14,14.3532221547,15.0,0.230769230769
T10_300SD,15,14.8871866945,16.0,0.246153846154
T10_300SD,16,14.9160344897,17.0,0.261538461538
T10_300SD,17,15.2810026886,18.0,0.276923076923
T10_300SD,18,15.7138800162,19.0,0.292307692308
T10_300SD,19,16.0974307572,20.0,0.307692307692
T10_300SD,20,16.6489515982,21.0,0.323076923077
T10_300SD,21,17.3052868414,22.0,0.338461538462
T10_300SD,22,17.3219294132,23.0,0.353846153846
T10_300SD,23,17.3344796633,24.0,0.369230769231
T10_300SD,24,17.4675862508,25.0,0.384615384615
T10_300SD,25,17.5052379027,26.0,0.4
T10_300SD,26,17.5316061633,27.0,0.415384615385
T10_300SD,27,18.2158606545,28.0,0.430769230769
T10_300SD,28,18.2959569212,29.0,0.446153846154
T10_300SD,29,19.702749878,30.0,0.461538461538
T10_300SD,30,20.2356367663,31.0,0.476923076923
T10_300SD,31,20.2606354034,32.0,0.492307692308
T10_300SD,32,20.344702321,33.0,0.507692307692
T10_300SD,33,20.6346884982,34.0,0.523076923077
T10_300SD,34,20.7379466342,35.0,0.538461538462
T10_300SD,35,20.7704589851,36.0,0.553846153846
T10_300SD,36,20.8211086095,37.0,0.569230769231
T10_300SD,37,20.900724872,38.0,0.584615384615
T10_300SD,38,21.1587515873,39.0,0.6
T10_300SD,39,21.6677975729,40.0,0.615384615385
T10_300SD,40,21.7538713532,41.0,0.630769230769
T10_300SD,41,21.8263999213,42.0,0.646153846154
T10_300SD,42,22.2882684943,43.0,0.661538461538
T10_300SD,43,22.4135410188,44.0,0.676923076923
T10_300SD,44,22.5334038649,45.0,0.692307692308
T10_300SD,45,22.6447240274,46.0,0.707692307692
T10_300SD,46,22.8133728604,47.0,0.723076923077
T10_300SD,47,22.8323253476,48.0,0.738461538462
T10_300SD,48,23.0000733571,49.0,0.753846153846
T10_300SD,49,23.1087770555,50.0,0.769230769231
T10_300SD,50,24.0439245349,51.0,0.784615384615
T10_300SD,51,24.1980344057,52.0,0.8
T10_300SD,52,24.80590721,53.0,0.815384615385
T10_300SD,53,25.2214094427,54.0,0.830769230769
T10_300SD,54,25.7932786947,55.0,0.846153846154
T10_300SD,55,26.1786196146,56.0,0.861538461538
T10_300SD,56,26.3171759657,57.0,0.876923076923
T10_300SD,57,26.5332594896,58.0,0.892307692308
T10_300SD,58,26.8770263707,59.0,0.907692307692
T10_300SD,59,26.8800314445,60.0,0.923076923077
T10_300SD,60,27.3320867366,61.0,0.938461538462
T10_300SD,61,27.5859197723,62.0,0.953846153846
T10_300SD,62,28.3806769528,63.0,0.969230769231
T10_300SD,63,29.7258872941,64.0,0.984615384615
T10_300SD,64,29.9727599522,65.0,1.0
T10_400MN,0,0.24598166152,1.0,0.0149253731343
T10_400MN,1,0.434682210574,2.0,0.0298507462687
T10_400MN,2,0.552291207395,3.0,0.044776119403
T10_400MN,3,0.68582816563,4.0,0.0597014925373
T10_400MN,4,0.863603996672,5.0,0.0746268656716
T10_400MN,5,0.864361157504,6.0,0.089552238806
T10_400MN,6,2.10468964158,7.0,0.10447761194
T10_400MN,7,2.23450312325,8.0,0.119402985075
T10_400MN,8,2.88880127456,9.0,0.134328358209
T10_400MN,9,3.3466624854,10.0,0.149253731343
T10_400MN,10,3.59091488556,11.0,0.164179104478
T10_400MN,11,3.7784933118,12.0,0.179104477612
T10_400MN,12,3.87777444706,13.0,0.194029850746
T10_400MN,13,4.38233004873,14.0,0.208955223881
T10_400MN,14,4.56046451732,15.0,0.223880597015
T10_400MN,15,4.63362265671,16.0,0.238805970149
T10_400MN,16,4.89758930591,17.0,0.253731343284
T10_400MN,17,5.02432997439,18.0,0.268656716418
T10_400MN,18,5.16916819687,19.0,0.283582089552
T10_400MN,19,5.68197962115,20.0,0.298507462687
T10_400MN,20,5.76324274588,21.0,0.313432835821
T10_400MN,21,5.848979593,22.0,0.328358208955
T10_400MN,22,5.8675199075,23.0,0.34328358209
T10_400MN,23,6.88109679746,24.0,0.358208955224
T10_400MN,24,6.892999197,25.0,0.373134328358
T10_400MN,25,6.90846340195,26.0,0.388059701493
T10_400MN,26,7.16314325099,27.0,0.402985074627
T10_400MN,27,7.56028674418,28.0,0.417910447761
T10_400MN,28,8.61001173072,29.0,0.432835820896
T10_400MN,29,8.69392535852,30.0,0.44776119403
T10_400MN,30,8.77573614327,31.0,0.462686567164
T10_400MN,31,8.81439908414,32.0,0.477611940299
T10_400MN,32,8.82137863736,33.0,0.492537313433
T10_400MN,33,8.93145404488,34.0,0.507462686567
T10_400MN,34,9.15454195237,35.0,0.522388059701
T10_400MN,35,9.17809055255,36.0,0.537313432836
T10_400MN,36,9.4662369872,37.0,0.55223880597
T10_400MN,37,9.7534155194,38.0,0.567164179104
T10_400MN,38,10.2309349691,39.0,0.582089552239
T10_400MN,39,10.3285474454,40.0,0.597014925373
T10_400MN,40,11.2385947013,41.0,0.611940298507
T10_400MN,41,11.9206035249,42.0,0.626865671642
T10_400MN,42,12.0265936284,43.0,0.641791044776
T10_400MN,43,12.1940262576,44.0,0.65671641791
T10_400MN,44,12.1986383311,45.0,0.671641791045
T10_400MN,45,12.2636979397,46.0,0.686567164179
T10_400MN,46,12.4975012073,47.0,0.701492537313
T10_400MN,47,13.0360723456,48.0,0.716417910448
T10_400MN,48,13.0973065855,49.0,0.731343283582
T10_400MN,49,13.4205269967,50.0,0.746268656716
T10_400MN,50,13.7407662578,51.0,0.761194029851
T10_400MN,51,13.8017125796,52.0,0.776119402985
T10_400MN,52,14.2878035947,53.0,0.791044776119
T10_400MN,53,14.7530322147,54.0,0.805970149254
T10_400MN,54,15.4163256993,55.0,0.820895522388
T10_400MN,55,15.4346442042,56.0,0.835820895522
T10_400MN,56,15.667308983,57.0,0.850746268657
T10_400MN,57,15.6805960097,58.0,0.865671641791
T10_400MN,58,15.7362717609,59.0,0.880597014925
T10_400MN,59,16.0365348032,60.0,0.89552238806
T10_400MN,60,16.604193421,61.0,0.910447761194
T10_400MN,61,16.7334044958,62.0,0.925373134328
T10_400MN,62,17.5595122446,63.0,0.940298507463
T10_400MN,63,17.6221334519,64.0,0.955223880597
T10_400MN,64,18.0633041628,65.0,0.970149253731
T10_400MN,65,18.2456545299,66.0,0.985074626866
T10_400MN,66,21.3697718397,67.0,1.0
T10_500SD,0,18.7761835283,1.0,0.0151515151515
T10_500SD,1,20.9700806653,2.0,0.030303030303
T10_500SD,2,21.7912040891,3.0,0.0454545454545
T10_500SD,3,22.061265978,4.0,0.0606060606061
T10_500SD,4,22.4040074839,5.0,0.0757575757576
T10_500SD,5,22.7912732039,6.0,0.0909090909091
T10_500SD,6,23.342693425,7.0,0.106060606061
T10_500SD,7,23.4114393358,8.0,0.121212121212
T10_500SD,8,23.6283567802,9.0,0.136363636364
T10_500SD,9,24.1026471449,10.0,0.151515151515
T10_500SD,10,24.4550288092,11.0,0.166666666667
T10_500SD,11,24.8855018691,12.0,0.181818181818
T10_500SD,12,25.3745451243,13.0,0.19696969697
T10_500SD,13,25.7913142799,14.0,0.212121212121
T10_500SD,14,26.2787402779,15.0,0.227272727273
T10_500SD,15,26.3459674743,16.0,0.242424242424
T10_500SD,16,26.3843177626,17.0,0.257575757576
T10_500SD,17,26.4809311375,18.0,0.272727272727
T10_500SD,18,26.8035687873,19.0,0.287878787879
T10_500SD,19,26.8433824685,20.0,0.30303030303
T10_500SD,20,26.9492443097,21.0,0.318181818182
T10_500SD,21,26.9715804442,22.0,0.333333333333
T10_500SD,22,26.9920660324,23.0,0.348484848485
T10_500SD,23,27.3877187257,24.0,0.363636363636
T10_500SD,24,27.403073809,25.0,0.378787878788
T10_500SD,25,27.4552195374,26.0,0.393939393939
T10_500SD,26,27.6834159016,27.0,0.409090909091
T10_500SD,27,27.9428275079,28.0,0.424242424242
T10_500SD,28,28.0365000686,29.0,0.439393939394
T10_500SD,29,28.0868606412,30.0,0.454545454545
T10_500SD,30,28.2164766585,31.0,0.469696969697
T10_500SD,31,28.5267951482,32.0,0.484848484848
T10_500SD,32,28.542848415,33.0,0.5
T10_500SD,33,28.6959170661,34.0,0.515151515152
T10_500SD,34,28.8500962789,35.0,0.530303030303
T10_500SD,35,28.8562142735,36.0,0.545454545455
T10_500SD,36,28.867644267,37.0,0.560606060606
T10_500SD,37,28.9589120442,38.0,0.575757575758
T10_500SD,38,29.0049524118,39.0,0.590909090909
T10_500SD,39,29.0577211907,40.0,0.606060606061
T10_500SD,40,29.2588196324,41.0,0.621212121212
T10_500SD,41,29.352336778,42.0,0.636363636364
T10_500SD,42,29.5490399062,43.0,0.651515151515
T10_500SD,43,29.6000047947,44.0,0.666666666667
T10_500SD,44,29.631772772,45.0,0.681818181818
T10_500SD,45,30.7242639431,46.0,0.69696969697
T10_500SD,46,31.4099893418,47.0,0.712121212121
T10_500SD,47,31.5982457337,48.0,0.727272727273
T10_500SD,48,31.6999734614,49.0,0.742424242424
T10_500SD,49,32.2052978846,50.0,0.757575757576
T10_500SD,50,32.379940349,51.0,0.772727272727
T10_500SD,51,32.4393278887,52.0,0.787878787879
T10_500SD,52,33.2898355648,53.0,0.80303030303
T10_500SD,53,33.3203645963,54.0,0.818181818182
T10_500SD,54,33.5788988732,55.0,0.833333333333
T10_500SD,55,33.6277305641,56.0,0.848484848485
T10_500SD,56,33.9574486325,57.0,0.863636363636
T10_500SD,57,34.0224655734,58.0,0.878787878788
T10_500SD,58,35.0199053599,59.0,0.893939393939
T10_500SD,59,35.1339805394,60.0,0.909090909091
T10_500SD,60,35.153107144,61.0,0.924242424242
T10_500SD,61,35.2048047372,62.0,0.939393939394
T10_500SD,62,36.0054274519,63.0,0.954545454545
T10_500SD,63,37.0933001321,64.0,0.969696969697
T10_500SD,64,40.8610392256,65.0,0.984848484848
T10_500SD,65,41.7948734417,66.0,1.0
T10_550SD,0,20.8863948959,1.0,0.0151515151515
T10_550SD,1,23.3371819058,2.0,0.030303030303
T10_550SD,2,23.8839951252,3.0,0.0454545454545
T10_550SD,3,24.2353617907,4.0,0.0606060606061
T10_550SD,4,24.3867337738,5.0,0.0757575757576
T10_550SD,5,25.1590614459,6.0,0.0909090909091
T10_550SD,6,25.7790728947,7.0,0.106060606061
T10_550SD,7,25.9559066102,8.0,0.121212121212
T10_550SD,8,26.7771275999,9.0,0.136363636364
T10_550SD,9,26.9233993547,10.0,0.151515151515
T10_550SD,10,27.097574358,11.0,0.166666666667
T10_550SD,11,27.2117427766,12.0,0.181818181818
T10_550SD,12,27.4924958494,13.0,0.19696969697
T10_550SD,13,27.8443065453,14.0,0.212121212121
T10_550SD,14,28.0878353382,15.0,0.227272727273
T10_550SD,15,28.1787491101,16.0,0.242424242424
T10_550SD,16,28.411917641,17.0,0.257575757576
T10_550SD,17,28.7796698183,18.0,0.272727272727
T10_550SD,18,28.8057768649,19.0,0.287878787879
T10_550SD,19,28.8830112116,20.0,0.30303030303
T10_550SD,20,28.924794337,21.0,0.318181818182
T10_550SD,21,28.9875580081,22.0,0.333333333333
T10_550SD,22,29.0807462726,23.0,0.348484848485
T10_550SD,23,29.1076933408,24.0,0.363636363636
T10_550SD,24,29.1749313021,25.0,0.378787878788
T10_550SD,25,29.2735089341,26.0,0.393939393939
T10_550SD,26,29.6015178878,27.0,0.409090909091
T10_550SD,27,29.7392022384,28.0,0.424242424242
T10_550SD,28,29.7600007076,29.0,0.439393939394
T10_550SD,29,29.7674096105,30.0,0.454545454545
T10_550SD,30,29.8132429445,31.0,0.469696969697
T10_550SD,31,29.955651008,32.0,0.484848484848
T10_550SD,32,30.0199945058,33.0,0.5
T10_550SD,33,30.082194439,34.0,0.515151515152
T10_550SD,34,30.1215954339,35.0,0.530303030303
T10_550SD,35,30.2006881042,36.0,0.545454545455
T10_550SD,36,30.3765080882,37.0,0.560606060606
T10_550SD,37,30.520603319,38.0,0.575757575758
T10_550SD,38,30.5569780535,39.0,0.590909090909
T10_550SD,39,30.7133282494,40.0,0.606060606061
T10_550SD,40,30.8889554893,41.0,0.621212121212
T10_550SD,41,30.9504607538,42.0,0.636363636364
T10_550SD,42,31.0837454458,43.0,0.651515151515
T10_550SD,43,31.6980081269,44.0,0.666666666667
T10_550SD,44,31.6985985439,45.0,0.681818181818
T10_550SD,45,32.2581320341,46.0,0.69696969697
T10_550SD,46,32.3153973185,47.0,0.712121212121
T10_550SD,47,32.9228291646,48.0,0.727272727273
T10_550SD,48,33.0849956882,49.0,0.742424242424
T10_550SD,49,33.7572675456,50.0,0.757575757576
T10_550SD,50,33.9195751929,51.0,0.772727272727
T10_550SD,51,34.2021936068,52.0,0.787878787879
T10_550SD,52,34.5706269703,53.0,0.80303030303
T10_550SD,53,35.0680840817,54.0,0.818181818182
T10_550SD,54,35.091188591,55.0,0.833333333333
T10_550SD,55,35.2059041879,56.0,0.848484848485
T10_550SD,56,35.9443630419,57.0,0.863636363636
T10_550SD,57,35.9500569181,58.0,0.878787878788
T10_550SD,58,36.3517999748,59.0,0.893939393939
T10_550SD,59,36.5338457029,60.0,0.909090909091
T10_550SD,60,36.6860492079,61.0,0.924242424242
T10_550SD,61,36.7787545159,62.0,0.939393939394
T10_550SD,62,37.7344359242,63.0,0.954545454545
T10_550SD,63,38.5530351154,64.0,0.969696969697
T10_550SD,64,42.640620606,65.0,0.984848484848
T10_550SD,65,43.6545056298,66.0,1.0
T10_750SD,0,25.270687238,1.0,0.0147058823529
T10_750SD,1,25.5420508849,2.0,0.0294117647059
T10_750SD,2,28.1470762488,3.0,0.0441176470588
T10_750SD,3,28.7234990471,4.0,0.0588235294118
T10_750SD,4,30.2474126282,5.0,0.0735294117647
T10_750SD,5,30.3205207425,6.0,0.0882352941176
T10_750SD,6,30.3443431152,7.0,0.102941176471
T10_750SD,7,31.0012952644,8.0,0.117647058824
T10_750SD,8,31.0909363932,9.0,0.132352941176
T10_750SD,9,31.7574637875,10.0,0.147058823529
T10_750SD,10,31.8894376783,11.0,0.161764705882
T10_750SD,11,31.9124427432,12.0,0.176470588235
T10_750SD,12,32.2378750662,13.0,0.191176470588
T10_750SD,13,32.5793517315,14.0,0.205882352941
T10_750SD,14,32.8628118089,15.0,0.220588235294
T10_750SD,15,33.3647202176,16.0,0.235294117647
T10_750SD,16,33.5086410261,17.0,0.25
T10_750SD,17,33.5916138091,18.0,0.264705882353
T10_750SD,18,33.7146224368,19.0,0.279411764706
T10_750SD,19,33.9862381092,20.0,0.294117647059
T10_750SD,20,34.5399031798,21.0,0.308823529412
T10_750SD,21,34.5517994904,22.0,0.323529411765
T10_750SD,22,34.636462112,23.0,0.338235294118
T10_750SD,23,35.2947444351,24.0,0.352941176471
T10_750SD,24,35.6813056213,25.0,0.367647058824
T10_750SD,25,35.7158815749,26.0,0.382352941176
T10_750SD,26,35.8544817617,27.0,0.397058823529
T10_750SD,27,35.8675384165,28.0,0.411764705882
T10_750SD,28,36.1613271188,29.0,0.426470588235
T10_750SD,29,36.2597669989,30.0,0.441176470588
T10_750SD,30,36.3155553586,31.0,0.455882352941
T10_750SD,31,36.4323313595,32.0,0.470588235294
T10_750SD,32,36.4864429443,33.0,0.485294117647
T10_750SD,33,36.555105839,34.0,0.5
T10_750SD,34,36.5812688731,35.0,0.514705882353
T10_750SD,35,36.6038663919,36.0,0.529411764706
T10_750SD,36,36.6069215407,37.0,0.544117647059
T10_750SD,37,36.6126002282,38.0,0.558823529412
T10_750SD,38,36.6645886162,39.0,0.573529411765
T10_750SD,39,36.7455428408,40.0,0.588235294118
T10_750SD,40,36.8056806062,41.0,0.602941176471
T10_750SD,41,36.8563658194,42.0,0.617647058824
T10_750SD,42,36.867279542,43.0,0.632352941176
T10_750SD,43,37.1817683739,44.0,0.647058823529
T10_750SD,44,37.4890419185,45.0,0.661764705882
T10_750SD,45,38.00193058,46.0,0.676470588235
T10_750SD,46,38.1989328259,47.0,0.691176470588
T10_750SD,47,38.431468025,48.0,0.705882352941
T10_750SD,48,38.4764377601,49.0,0.720588235294
T10_750SD,49,39.0601040787,50.0,0.735294117647
T10_750SD,50,39.1397087234,51.0,0.75
T10_750SD,51,39.2536974967,52.0,0.764705882353
T10_750SD,52,39.9637103981,53.0,0.779411764706
T10_750SD,53,40.0648813396,54.0,0.794117647059
T10_750SD,54,40.1790296009,55.0,0.808823529412
T10_750SD,55,40.3438453718,56.0,0.823529411765
T10_750SD,56,40.4327978296,57.0,0.838235294118
T10_750SD,57,40.6194410368,58.0,0.852941176471
T10_750SD,58,40.8875407706,59.0,0.867647058824
T10_750SD,59,41.4274911354,60.0,0.882352941176
T10_750SD,60,41.5601616203,61.0,0.897058823529
T10_750SD,61,41.9002733406,62.0,0.911764705882
T10_750SD,62,41.9540059696,63.0,0.926470588235
T10_750SD,63,42.1709646686,64.0,0.941176470588
T10_750SD,64,42.9000708133,65.0,0.955882352941
T10_750SD,65,42.9919830111,66.0,0.970588235294
T10_750SD,66,48.008867026,67.0,0.985294117647
T10_750SD,67,49.1174512702,68.0,1.0
T10_800SD,0,25.6402252839,1.0,0.0147058823529
T10_800SD,1,25.8777907378,2.0,0.0294117647059
T10_800SD,2,28.4057626952,3.0,0.0441176470588
T10_800SD,3,28.9899944737,4.0,0.0588235294118
T10_800SD,4,30.569585111,5.0,0.0735294117647
T10_800SD,5,30.7031886533,6.0,0.0882352941176
T10_800SD,6,31.4067206897,7.0,0.102941176471
T10_800SD,7,31.4362952334,8.0,0.117647058824
T10_800SD,8,32.0633447613,9.0,0.132352941176
T10_800SD,9,32.1846762189,10.0,0.147058823529
T10_800SD,10,32.189230527,11.0,0.161764705882
T10_800SD,11,32.5049080957,12.0,0.176470588235
T10_800SD,12,32.5882011326,13.0,0.191176470588
T10_800SD,13,33.0915066476,14.0,0.205882352941
T10_800SD,14,33.6170058487,15.0,0.220588235294
T10_800SD,15,34.0269917935,16.0,0.235294117647
T10_800SD,16,34.4606629028,17.0,0.25
T10_800SD,17,35.1931393611,18.0,0.264705882353
T10_800SD,18,35.2180555318,19.0,0.279411764706
T10_800SD,19,35.2973376326,20.0,0.294117647059
T10_800SD,20,35.3063786367,21.0,0.308823529412
T10_800SD,21,35.4589688664,22.0,0.323529411765
T10_800SD,22,35.8106166502,23.0,0.338235294118
T10_800SD,23,36.1038539718,24.0,0.352941176471
T10_800SD,24,37.0467245279,25.0,0.367647058824
T10_800SD,25,37.4133890711,26.0,0.382352941176
T10_800SD,26,37.6088022949,27.0,0.397058823529
T10_800SD,27,37.6370127542,28.0,0.411764705882
T10_800SD,28,37.8022133593,29.0,0.426470588235
T10_800SD,29,37.842128542,30.0,0.441176470588
T10_800SD,30,37.8502039963,31.0,0.455882352941
T10_800SD,31,37.9030431073,32.0,0.470588235294
T10_800SD,32,37.9322968758,33.0,0.485294117647
T10_800SD,33,38.0618593368,34.0,0.5
T10_800SD,34,38.123323002,35.0,0.514705882353
T10_800SD,35,38.1536417434,36.0,0.529411764706
T10_800SD,36,38.1610035367,37.0,0.544117647059
T10_800SD,37,38.399113231,38.0,0.558823529412
T10_800SD,38,38.40301634,39.0,0.573529411765
T10_800SD,39,38.4307866272,40.0,0.588235294118
T10_800SD,40,38.5413868507,41.0,0.602941176471
T10_800SD,41,38.6380020811,42.0,0.617647058824
T10_800SD,42,39.0120729556,43.0,0.632352941176
T10_800SD,43,39.1841679327,44.0,0.647058823529
T10_800SD,44,39.4935114956,45.0,0.661764705882
T10_800SD,45,39.5297131906,46.0,0.676470588235
T10_800SD,46,39.8196818648,47.0,0.691176470588
T10_800SD,47,40.0930334627,48.0,0.705882352941
T10_800SD,48,40.1800421839,49.0,0.720588235294
T10_800SD,49,40.6317381183,50.0,0.735294117647
T10_800SD,50,40.6936576659,51.0,0.75
T10_800SD,51,40.8119333392,52.0,0.764705882353
T10_800SD,52,40.9667408736,53.0,0.779411764706
T10_800SD,53,41.443285211,54.0,0.794117647059
T10_800SD,54,41.4440343346,55.0,0.808823529412
T10_800SD,55,41.5267376214,56.0,0.823529411765
T10_800SD,56,41.6242011353,57.0,0.838235294118
T10_800SD,57,41.8325274017,58.0,0.852941176471
T10_800SD,58,42.0690323068,59.0,0.867647058824
T10_800SD,59,42.4694408132,60.0,0.882352941176
T10_800SD,60,42.6453170142,61.0,0.897058823529
T10_800SD,61,43.0788963187,62.0,0.911764705882
T10_800SD,62,43.131530288,63.0,0.926470588235
T10_800SD,63,43.2891457432,64.0,0.941176470588
T10_800SD,64,43.8779768878,65.0,0.955882352941
T10_800SD,65,43.9013948486,66.0,0.970588235294
T10_800SD,66,49.0853029175,67.0,0.985294117647
T10_800SD,67,50.172868698,68.0,1.0
T20_1100MN,0,2.11329967305,1.0,0.0153846153846
T20_1100MN,1,2.25219174081,2.0,0.0307692307692
T20_1100MN,2,2.26082071075,3.0,0.0461538461538
T20_1100MN,3,2.44354286606,4.0,0.0615384615385
T20_1100MN,4,2.54763285855,5.0,0.0769230769231
T20_1100MN,5,3.48170640965,6.0,0.0923076923077
T20_1100MN,6,3.60051060281,7.0,0.107692307692
T20_1100MN,7,4.05715076603,8.0,0.123076923077
T20_1100MN,8,5.45853152303,9.0,0.138461538462
T20_1100MN,9,6.23100605211,10.0,0.153846153846
T20_1100MN,10,6.30966735469,11.0,0.169230769231
T20_1100MN,11,7.97219902102,12.0,0.184615384615
T20_1100MN,12,9.95962527234,13.0,0.2
T20_1100MN,13,10.2618351175,14.0,0.215384615385
T20_1100MN,14,10.7750415563,15.0,0.230769230769
T20_1100MN,15,11.1203827089,16.0,0.246153846154
T20_1100MN,16,11.4320577637,17.0,0.261538461538
T20_1100MN,17,12.0033515044,18.0,0.276923076923
T20_1100MN,18,12.6917984599,19.0,0.292307692308
T20_1100MN,19,13.0941225134,20.0,0.307692307692
T20_1100MN,20,13.4628385739,21.0,0.323076923077
T20_1100MN,21,14.9508868587,22.0,0.338461538462
T20_1100MN,22,15.9657709217,23.0,0.353846153846
T20_1100MN,23,18.3001102864,24.0,0.369230769231
T20_1100MN,24,18.4524559589,25.0,0.384615384615
T20_1100MN,25,18.5443041774,26.0,0.4
T20_1100MN,26,21.0730728051,27.0,0.415384615385
T20_1100MN,27,21.1994180815,28.0,0.430769230769
T20_1100MN,28,21.8558745682,29.0,0.446153846154
T20_1100MN,29,22.2045384622,30.0,0.461538461538
T20_1100MN,30,22.2785283136,31.0,0.476923076923
T20_1100MN,31,24.4988908267,32.0,0.492307692308
T20_1100MN,32,25.0774354581,33.0,0.507692307692
T20_1100MN,33,25.1182208935,34.0,0.523076923077
T20_1100MN,34,25.1266954156,35.0,0.538461538462
T20_1100MN,35,25.3546096768,36.0,0.553846153846
T20_1100MN,36,26.4444208157,37.0,0.569230769231
T20_1100MN,37,26.4562829183,38.0,0.584615384615
T20_1100MN,38,26.6191538204,39.0,0.6
T20_1100MN,39,26.9107052473,40.0,0.615384615385
T20_1100MN,40,28.0778743677,41.0,0.630769230769
T20_1100MN,41,28.7291761366,42.0,0.646153846154
T20_1100MN,42,29.7765261168,43.0,0.661538461538
T20_1100MN,43,30.2905583351,44.0,0.676923076923
T20_1100MN,44,30.6234169714,45.0,0.692307692308
T20_1100MN,45,30.7507952576,46.0,0.707692307692
T20_1100MN,46,31.1834362315,47.0,0.723076923077
