T5_75MN,AVGP
0.00743209718859,0.0153846153846
0.014180839816,0.0307692307692
0.0230509072643,0.0461538461538
0.0346952319857,0.0615384615385
0.0537230910755,0.0769230769231
0.0542109966029,0.0923076923077
0.0880421080986,0.107692307692
0.110126182605,0.123076923077
0.115278474728,0.138461538462
0.121996189531,0.153846153846
0.150420268556,0.169230769231
0.184742452596,0.184615384615
0.186570156778,0.2
0.195230950722,0.215384615385
0.196806620621,0.230769230769
0.222186344651,0.246153846154
0.268661688483,0.261538461538
0.294757829986,0.276923076923
0.372026692227,0.292307692308
0.389225932543,0.307692307692
0.396621770067,0.323076923077
0.400651536507,0.338461538462
0.407810616998,0.353846153846
0.425856027526,0.369230769231
0.428634599551,0.384615384615
0.445257217185,0.4
0.455074676605,0.415384615385
0.457125785284,0.430769230769
0.498650600571,0.446153846154
0.503431167504,0.461538461538
0.514990220435,0.476923076923
0.537552559086,0.492307692308
0.577233717313,0.507692307692
0.679794484067,0.523076923077
0.723330229495,0.538461538462
0.755129954139,0.553846153846
0.755283819985,0.569230769231
0.763262659882,0.584615384615
0.771839249755,0.6
0.772675734375,0.615384615385
0.787667555032,0.630769230769
0.83115418947,0.646153846154
0.887075840289,0.661538461538
0.908057922853,0.676923076923
0.919137081418,0.692307692308
0.927584013527,0.707692307692
0.954764326964,0.723076923077
0.96432489904,0.738461538462
1.02606626375,0.753846153846
1.03298035903,0.769230769231
1.19063291475,0.784615384615
1.2235648919,0.8
1.2468738015,0.815384615385
1.30493950734,0.830769230769
1.35212786729,0.846153846154
1.37220551852,0.861538461538
1.38679037265,0.876923076923
1.43988389434,0.892307692308
1.54064952314,0.907692307692
1.58043359424,0.923076923077
1.97819793584,0.938461538462
2.01009695482,0.953846153846
2.1223695181,0.969230769231
3.01880713608,0.984615384615
3.02858532079,1.0
