T10_950SD,AVGP
26.7117040692,0.0151515151515
26.8170253097,0.030303030303
29.2010758203,0.0454545454545
29.828211724,0.0606060606061
31.3915161943,0.0757575757576
31.681839768,0.0909090909091
32.3970563302,0.106060606061
32.5707014348,0.121212121212
33.2078239503,0.136363636364
33.2837124494,0.151515151515
33.3030286128,0.166666666667
33.8096730661,0.181818181818
34.5100597355,0.19696969697
34.9908824813,0.212121212121
35.5022110535,0.227272727273
36.1869453284,0.242424242424
37.0929999448,0.257575757576
37.1851465019,0.272727272727
37.3884904379,0.287878787879
37.8953628239,0.30303030303
38.8318622521,0.318181818182
39.8815512959,0.333333333333
40.0547230522,0.348484848485
40.8912632806,0.363636363636
41.0411145963,0.378787878788
41.2840861247,0.393939393939
41.3505756189,0.409090909091
41.7224719178,0.424242424242
41.9647571918,0.439393939394
42.1719105695,0.454545454545
42.1749012861,0.469696969697
42.3589032207,0.484848484848
42.4760399855,0.5
42.5763627628,0.515151515152
42.7251732551,0.530303030303
42.9540400853,0.545454545455
43.146851563,0.560606060606
43.2580842299,0.575757575758
43.427385134,0.590909090909
43.4298799889,0.606060606061
43.5564431794,0.621212121212
43.5817227977,0.636363636364
43.6509987801,0.651515151515
43.8254410469,0.666666666667
44.1063997611,0.681818181818
44.2167082182,0.69696969697
44.29529279,0.712121212121
44.3249791615,0.727272727273
44.5368098072,0.742424242424
44.6244569323,0.757575757576
44.6274592733,0.772727272727
44.6545669751,0.787878787879
44.786021871,0.80303030303
44.8118081189,0.818181818182
45.0100245196,0.833333333333
45.0982404652,0.848484848485
45.2046970843,0.863636363636
45.3370507958,0.878787878788
45.3861084333,0.893939393939
45.519557105,0.909090909091
46.20687447,0.924242424242
46.3902371655,0.939393939394
46.4241766688,0.954545454545
46.700279858,0.969696969697
51.9306860268,0.984848484848
52.8147223601,1.0
