T20_1000SD,AVGP
27.1332169328,0.0151515151515
27.2271289282,0.030303030303
29.6092129891,0.0454545454545
30.2336606951,0.0606060606061
31.899523027,0.0757575757576
32.1979909039,0.0909090909091
32.8883619425,0.106060606061
33.0833737135,0.121212121212
33.7834848245,0.136363636364
33.7892935323,0.151515151515
33.7998632755,0.166666666667
34.4271300808,0.181818181818
35.1278768711,0.19696969697
35.7163532338,0.212121212121
36.1192504125,0.227272727273
37.0071985225,0.242424242424
37.8412388757,0.257575757576
38.0237525081,0.272727272727
38.2442068331,0.287878787879
38.7692321036,0.30303030303
40.866026019,0.318181818182
40.9566568321,0.333333333333
41.1353961055,0.348484848485
41.9397654734,0.363636363636
41.9930014805,0.378787878788
42.4389367039,0.393939393939
42.9051006474,0.409090909091
43.1996671386,0.424242424242
43.3658247285,0.439393939394
43.4844068773,0.454545454545
43.6422166378,0.469696969697
43.8455639555,0.484848484848
43.9631657008,0.5
44.3484749132,0.515151515152
44.3693128011,0.530303030303
44.8342946288,0.545454545455
44.8434230829,0.560606060606
44.8452459232,0.575757575758
44.9517800408,0.590909090909
45.0716992627,0.606060606061
45.0980216286,0.621212121212
45.3386670027,0.636363636364
45.4022404395,0.651515151515
45.4308727226,0.666666666667
45.460525054,0.681818181818
45.6348915645,0.69696969697
45.6756381265,0.712121212121
45.738796725,0.727272727273
45.8367642345,0.742424242424
45.9145443636,0.757575757576
45.9302838941,0.772727272727
45.995077747,0.787878787879
46.1232824064,0.80303030303
46.2378004059,0.818181818182
46.2759667482,0.833333333333
46.5883648665,0.848484848485
46.5887714886,0.863636363636
46.6520863982,0.878787878788
46.720275532,0.893939393939
46.7775379886,0.909090909091
47.2459864929,0.924242424242
47.4208547343,0.939393939394
47.6131301339,0.954545454545
47.7650247998,0.969696969697
52.8068730954,0.984848484848
53.6184581449,1.0
