T20_2000SD,AVGP
42.119359995,0.0166666666667
44.7652658511,0.0333333333333
46.0234886471,0.05
47.16414571,0.0666666666667
49.4291993677,0.0833333333333
50.1538005984,0.1
50.1644063391,0.116666666667
50.2544038604,0.133333333333
50.4254568748,0.15
51.5703722024,0.166666666667
52.5424312525,0.183333333333
52.7569297092,0.2
53.6015163446,0.216666666667
53.6370348845,0.233333333333
53.9012000288,0.25
54.3455225594,0.266666666667
55.5522367145,0.283333333333
56.7977138443,0.3
57.0906711096,0.316666666667
57.3490281435,0.333333333333
57.7236605155,0.35
57.7464931635,0.366666666667
57.8832856954,0.383333333333
58.089324154,0.4
58.1050786368,0.416666666667
58.321048476,0.433333333333
58.902655686,0.45
59.0766329532,0.466666666667
59.2804070676,0.483333333333
59.5405323669,0.5
59.7060234697,0.516666666667
59.730848878,0.533333333333
59.9270336372,0.55
59.9713055418,0.566666666667
60.0258840945,0.583333333333
60.0513502342,0.6
60.3986049123,0.616666666667
60.4430867845,0.633333333333
60.4432866246,0.65
60.5071222303,0.666666666667
60.5321109407,0.683333333333
60.575424032,0.7
60.7617970218,0.716666666667
60.80380463,0.733333333333
60.8887753131,0.75
60.8899394997,0.766666666667
60.9178530906,0.783333333333
60.941101978,0.8
61.0382748978,0.816666666667
61.3746973743,0.833333333333
61.3990267576,0.85
61.580730685,0.866666666667
61.6200514942,0.883333333333
61.7901821078,0.9
61.8328250543,0.916666666667
62.2063869105,0.933333333333
62.2507631437,0.95
62.4187831766,0.966666666667
62.6177332759,0.983333333333
62.7600220807,1.0
