BLDADEN,AVGP
0.0815779615061,0.010101010101
0.100091018036,0.020202020202
0.108853503093,0.030303030303
0.113090114514,0.040404040404
0.117028465035,0.0505050505051
0.129304593544,0.0606060606061
0.129857821436,0.0707070707071
0.130876237961,0.0808080808081
0.131289075809,0.0909090909091
0.132975044182,0.10101010101
0.135344487939,0.111111111111
0.140719492628,0.121212121212
0.140815372454,0.131313131313
0.146085842985,0.141414141414
0.148140369433,0.151515151515
0.148392782995,0.161616161616
0.150645347623,0.171717171717
0.152310131117,0.181818181818
0.152432632785,0.191919191919
0.152597684583,0.20202020202
0.153634699964,0.212121212121
0.156767751145,0.222222222222
0.159474831801,0.232323232323
0.159809067684,0.242424242424
0.159963258194,0.252525252525
0.16011808579,0.262626262626
0.160153517615,0.272727272727
0.161013177483,0.282828282828
0.161875376633,0.292929292929
0.162240790413,0.30303030303
0.162646297413,0.313131313131
0.163744988211,0.323232323232
0.165526090211,0.333333333333
0.166153731233,0.343434343434
0.16651622395,0.353535353535
0.16999199924,0.363636363636
0.170071358514,0.373737373737
0.172225126955,0.383838383838
0.172423013919,0.393939393939
0.173154776837,0.40404040404
0.173230217731,0.414141414141
0.173536902894,0.424242424242
0.177077286893,0.434343434343
0.17934228757,0.444444444444
0.180562943682,0.454545454545
0.180929659203,0.464646464646
0.18209810284,0.474747474747
0.182776939398,0.484848484848
0.183756578205,0.494949494949
0.18429681105,0.505050505051
0.185102265878,0.515151515152
0.185728482468,0.525252525253
0.188081052741,0.535353535354
0.18836327013,0.545454545455
0.190758219761,0.555555555556
0.191110763721,0.565656565657
0.191421397739,0.575757575758
0.19236251823,0.585858585859
0.193985329646,0.59595959596
0.194307032987,0.606060606061
0.195633933458,0.616161616162
0.196522228323,0.626262626263
0.197579437393,0.636363636364
0.19916212999,0.646464646465
0.201021465569,0.656565656566
0.204911492181,0.666666666667
0.207944000854,0.676767676768
0.211744475282,0.686868686869
0.212876168698,0.69696969697
0.214773284875,0.707070707071
0.214833116486,0.717171717172
0.227279209672,0.727272727273
0.227412465089,0.737373737374
0.229303366898,0.747474747475
0.234500162443,0.757575757576
0.236785820702,0.767676767677
0.238382793303,0.777777777778
0.240110668153,0.787878787879
0.240522141496,0.79797979798
0.244343333032,0.808080808081
0.249157401098,0.818181818182
0.250730680124,0.828282828283
0.261173386196,0.838383838384
0.262986480677,0.848484848485
0.266914877489,0.858585858586
0.267740526026,0.868686868687
0.275127749455,0.878787878788
0.278715982162,0.888888888889
0.288819562859,0.89898989899
0.289027690387,0.909090909091
0.289828086343,0.919191919192
0.289935932556,0.929292929293
0.29711553442,0.939393939394
0.321604513689,0.949494949495
0.329590752347,0.959595959596
0.347658869662,0.969696969697
0.356237388772,0.979797979798
0.362469418191,0.989898989899
0.544162207231,1.0
