SAGESAND1,AVGP
0.002519,0.111111111111
0.002657,0.222222222222
0.003284,0.333333333333
0.005154,0.444444444444
0.006421,0.555555555556
0.007143,0.666666666667
0.015589,0.777777777778
0.023707,0.888888888889
0.033387,1.0
