T5_25MN,AVGP
0.00253619226145,0.0175438596491
0.00317221612066,0.0350877192982
0.00418149571033,0.0526315789474
0.0106911850576,0.0701754385965
0.0147157954655,0.0877192982456
0.0154308654614,0.105263157895
0.0158122702685,0.122807017544
0.0217652459454,0.140350877193
0.0224753241739,0.157894736842
0.0319406304217,0.175438596491
0.0360159805795,0.19298245614
0.0440017373439,0.210526315789
0.0446567821043,0.228070175439
0.0548317240239,0.245614035088
0.0579601220943,0.263157894737
0.0631841161943,0.280701754386
0.0667381195588,0.298245614035
0.0723660346943,0.315789473684
0.0788804770279,0.333333333333
0.0819696420763,0.350877192982
0.0895983549475,0.368421052632
0.0897483538016,0.385964912281
0.0975299866373,0.40350877193
0.0992466554431,0.421052631579
0.102595717419,0.438596491228
0.10520958488,0.456140350877
0.107474483016,0.473684210526
0.107722389948,0.491228070175
0.11218221816,0.508771929825
0.11838516648,0.526315789474
0.12989521816,0.543859649123
0.131295607839,0.561403508772
0.134282279503,0.578947368421
0.154891893776,0.59649122807
0.15798987506,0.614035087719
0.162399030011,0.631578947368
0.175027320978,0.649122807018
0.180402564302,0.666666666667
0.195022966647,0.684210526316
0.195480189803,0.701754385965
0.202091344775,0.719298245614
0.215407278023,0.736842105263
0.223747203371,0.754385964912
0.223748055075,0.771929824561
0.229713891818,0.789473684211
0.236788990017,0.80701754386
0.242252280076,0.824561403509
0.244845812758,0.842105263158
0.246317627764,0.859649122807
0.257140673882,0.877192982456
0.270418211325,0.894736842105
0.357333487945,0.912280701754
0.39770984078,0.929824561404
0.425848389923,0.947368421053
0.452858803114,0.964912280702
0.626757973477,0.982456140351
1.43169895398,1.0
