T20_1700SD,AVGP
37.3177580285,0.016393442623
40.3412258492,0.0327868852459
41.2880890945,0.0491803278689
42.9380484057,0.0655737704918
44.691739603,0.0819672131148
45.0690655018,0.0983606557377
45.447086538,0.114754098361
45.5774489823,0.131147540984
45.769513561,0.147540983607
46.5156848925,0.16393442623
47.8104636192,0.180327868852
47.9552703812,0.196721311475
49.3008956734,0.213114754098
49.4169781403,0.229508196721
49.4783005101,0.245901639344
49.5488677473,0.262295081967
51.1526005162,0.27868852459
51.9290471441,0.295081967213
53.2698082675,0.311475409836
53.4857614883,0.327868852459
53.899564714,0.344262295082
53.9404377262,0.360655737705
54.2052278893,0.377049180328
54.373896761,0.393442622951
54.4293066982,0.409836065574
55.1629781576,0.426229508197
55.1794586747,0.44262295082
55.3745731531,0.459016393443
55.568739642,0.475409836066
55.7610521882,0.491803278689
56.072462174,0.508196721311
57.0676182536,0.524590163934
57.1145016178,0.540983606557
57.2348627441,0.55737704918
57.4769768337,0.573770491803
57.5248829028,0.590163934426
57.6865510965,0.606557377049
57.700603478,0.622950819672
57.7961808574,0.639344262295
57.8102916966,0.655737704918
57.8308392454,0.672131147541
57.9258940671,0.688524590164
58.1073160084,0.704918032787
58.1992293112,0.72131147541
58.2027155239,0.737704918033
58.2350703927,0.754098360656
58.25242323,0.770491803279
58.3169558514,0.786885245902
58.3271074106,0.803278688525
58.3388919205,0.819672131148
58.4032731198,0.83606557377
58.5177613564,0.852459016393
58.541665672,0.868852459016
58.716797285,0.885245901639
58.8316202979,0.901639344262
59.2066280842,0.918032786885
59.2819457045,0.934426229508
59.2834969181,0.950819672131
59.3282030462,0.967213114754
59.6920727894,0.983606557377
59.7530842432,1.0
