"VARSET2","CLASS2","VARNAMES2","MEANS2"
54,0,"SPDIASTR2",0.62
54,1,"SPDIASTR2",0.836734693877551
54,0,"SPDIASTRC",1.72
54,1,"SPDIASTRC",1.79591836734694
54,0,"T5_25MN",0.0347096519587467
54,1,"T5_25MN",-0.00684969634391212
54,0,"T5_50SD",0.611553045664493
54,1,"T5_50SD",1.32649040045086
55,0,"HSLWP",0.06
55,1,"HSLWP",0.142857142857143
55,0,"OICP",0.36
55,1,"OICP",0.489795918367347
55,0,"PCLDEND0",0.04
55,1,"PCLDEND0",0.183673469387755
55,0,"PCLDEND5",0.04
55,1,"PCLDEND5",0.0204081632653061
55,0,"PCLDEND6",0.02
55,1,"PCLDEND6",0
55,0,"RDDEND1",0.74
55,1,"RDDEND1",0.489795918367347
55,0,"SAGESAND3",0.00266728
55,1,"SAGESAND3",0.00302540816326531
55,0,"SDIASTRD7",0.00619772
55,1,"SDIASTRD7",0.0135395918367347
55,0,"T10_550SD",9.72383860789052
55,1,"T10_550SD",10.6348266376802
55,0,"TSLOPE",6.55822098377637
55,1,"TSLOPE",7.50502803674389
56,0,"PCLDEND4",0.06
56,1,"PCLDEND4",0.163265306122449
56,0,"PCLDEND6",0.02
56,1,"PCLDEND6",0
56,0,"RDDEN",0.04717518
56,1,"RDDEN",0.0415864489795918
56,0,"RDDEND1",0.74
56,1,"RDDEND1",0.489795918367347
56,0,"SAGESAND0",0
56,1,"SAGESAND0",0.000749734693877551
56,0,"SAGESTRD10",5.572e-05
56,1,"SAGESTRD10",0
56,0,"SDENSTR",0.0338100779201485
56,1,"SDENSTR",0.0406710985381146
56,0,"SDIASTRD8",0.00634682
56,1,"SDIASTRD8",0.00200787755102041
56,0,"T5_25MN",0.0347096519587467
56,1,"T5_25MN",-0.00684969634391212
56,0,"T5_50SD",0.611553045664493
56,1,"T5_50SD",1.32649040045086
57,0,"PCLDEND0",0.04
57,1,"PCLDEND0",0.183673469387755
57,0,"PCLDEND4",0.06
57,1,"PCLDEND4",0.163265306122449
57,0,"PCLDEND6",0.02
57,1,"PCLDEND6",0
57,0,"RDDEND1",0.74
57,1,"RDDEND1",0.489795918367347
57,0,"SAGESAND3",0.00266728
57,1,"SAGESAND3",0.00302540816326531
57,0,"SDENSTRD10",0.82
57,1,"SDENSTRD10",0.938775510204082
57,0,"SDIASTRD8",0.00634682
57,1,"SDIASTRD8",0.00200787755102041
57,0,"SPDIASTRC",1.72
57,1,"SPDIASTRC",1.79591836734694
57,0,"T10_500SD",9.03605763578219
57,1,"T10_500SD",10.1060732024488
57,0,"TSLOPE",6.55822098377637
57,1,"TSLOPE",7.50502803674389
58,0,"PCLDEND0",0.04
58,1,"PCLDEND0",0.183673469387755
58,0,"PCLDEND6",0.02
58,1,"PCLDEND6",0
58,0,"RDDEND1",0.74
58,1,"RDDEND1",0.489795918367347
58,0,"SDENSTR",0.0338100779201485
58,1,"SDENSTR",0.0406710985381146
58,0,"SDENSTRD10",0.82
58,1,"SDENSTRD10",0.938775510204082
58,0,"SDIASTRD8",0.00634682
58,1,"SDIASTRD8",0.00200787755102041
58,0,"SLOPSAND1",0.00257456
58,1,"SLOPSAND1",0.00487730612244898
58,0,"SLOPSAND6",0.00362542
58,1,"SLOPSAND6",0.00236922448979592
58,0,"SPDIASTRC",1.72
58,1,"SPDIASTRC",1.79591836734694
58,0,"T10_300SD",4.51136074252937
58,1,"T10_300SD",7.03147601545646
