T10_400MN,AVGP
0.24598166152,0.0149253731343
0.434682210574,0.0298507462687
0.552291207395,0.044776119403
0.68582816563,0.0597014925373
0.863603996672,0.0746268656716
0.864361157504,0.089552238806
2.10468964158,0.10447761194
2.23450312325,0.119402985075
2.88880127456,0.134328358209
3.3466624854,0.149253731343
3.59091488556,0.164179104478
3.7784933118,0.179104477612
3.87777444706,0.194029850746
4.38233004873,0.208955223881
4.56046451732,0.223880597015
4.63362265671,0.238805970149
4.89758930591,0.253731343284
5.02432997439,0.268656716418
5.16916819687,0.283582089552
5.68197962115,0.298507462687
5.76324274588,0.313432835821
5.848979593,0.328358208955
5.8675199075,0.34328358209
6.88109679746,0.358208955224
6.892999197,0.373134328358
6.90846340195,0.388059701493
7.16314325099,0.402985074627
7.56028674418,0.417910447761
8.61001173072,0.432835820896
8.69392535852,0.44776119403
8.77573614327,0.462686567164
8.81439908414,0.477611940299
8.82137863736,0.492537313433
8.93145404488,0.507462686567
9.15454195237,0.522388059701
9.17809055255,0.537313432836
9.4662369872,0.55223880597
9.7534155194,0.567164179104
10.2309349691,0.582089552239
10.3285474454,0.597014925373
11.2385947013,0.611940298507
11.9206035249,0.626865671642
12.0265936284,0.641791044776
12.1940262576,0.65671641791
12.1986383311,0.671641791045
12.2636979397,0.686567164179
12.4975012073,0.701492537313
13.0360723456,0.716417910448
13.0973065855,0.731343283582
13.4205269967,0.746268656716
13.7407662578,0.761194029851
13.8017125796,0.776119402985
14.2878035947,0.791044776119
14.7530322147,0.805970149254
15.4163256993,0.820895522388
15.4346442042,0.835820895522
15.667308983,0.850746268657
15.6805960097,0.865671641791
15.7362717609,0.880597014925
16.0365348032,0.89552238806
16.604193421,0.910447761194
16.7334044958,0.925373134328
17.5595122446,0.940298507463
17.6221334519,0.955223880597
18.0633041628,0.970149253731
18.2456545299,0.985074626866
21.3697718397,1.0
