VARSET3,VARNAMES3,FUNCLABEL3,DFCOEF3,Y0,Y1,Z0,Z1,DFCOEF3_ADJ,Z0_ADJ,Z1_ADJ,SD,B*,LOADING,RL,RANK
9,SDIASTRD8,LN1,-76.3664472666,0.00634682,0.00200787755102,-0.186823537727,0.84548607349,-76.3664472666,-0.186823537727,0.84548607349,0.0100227408606,-0.765401111398,-0.527933968482,-1.13401296933,3.0
9,SPDIASTR3,LN1,0.990085442453,0.4,0.591836734694,-0.186823537727,0.84548607349,0.990085442453,-0.186823537727,0.84548607349,0.50251890763,0.497536655002,0.465544912415,1.0,1.0
10,RDDEND1,LN1,-1.49723984911,0.74,0.489795918367,0.942624274212,1.98691554859,-1.49723984911,0.942624274212,1.98691554859,0.488794241321,-0.731842216123,-0.620156068941,-1.02299503935,4.0
10,SDIASTR2,LN1,47.8375567494,0.00896142266379,0.0154221872608,0.942624274212,1.98691554859,47.8375567494,0.942624274212,1.98691554859,0.0141293219768,0.675912241895,0.553981528528,0.913835055334,2.0
10,SPAGESAN1,LN1,3.41632535369,0.0,0.0408163265306,0.942624274212,1.98691554859,3.41632535369,0.942624274212,1.98691554859,0.14140677897,0.48309156418,0.349700597589,0.576857978997,3.0
10,SPAGESTR3,LN1,1.84305590605,0.88,1.0,0.942624274212,1.98691554859,1.84305590605,0.942624274212,1.98691554859,0.239820588476,0.442002751982,0.606216105735,1.0,1.0
11,RDDEND1,LN1,-1.74307018483,0.74,0.489795918367,0.117784323622,1.25845843461,-1.74307018483,0.117784323622,1.25845843461,0.488794241321,-0.852002668565,-0.591619814543,-1.11945261169,5.0
11,SDIASTR2,LN1,52.1237061274,0.00896142266379,0.0154221872608,0.117784323622,1.25845843461,52.1237061274,0.117784323622,1.25845843461,0.0141293219768,0.736472626497,0.528490271373,1.0,1.0
11,SDIASTRD7,LN1,25.8286377877,0.00619772,0.0135395918367,0.117784323622,1.25845843461,25.8286377877,0.117784323622,1.25845843461,0.0184201364495,0.475767032354,0.460668331137,0.871668517076,2.0
11,SPAGESAN1,LN1,3.52094959717,0.0,0.0408163265306,0.117784323622,1.25845843461,3.52094959717,0.117784323622,1.25845843461,0.14140677897,0.497886141453,0.333609252659,0.631249562631,3.0
11,SPDIASTRC,LN1,0.453764554651,1.72,1.79591836735,0.117784323622,1.25845843461,0.453764554651,0.117784323622,1.25845843461,0.990680132184,0.449535528982,0.0885702372304,0.167591045716,4.0
12,PCLDEND4,LN1,1.54020053937,0.06,0.163265306122,0.126991171611,1.23020215591,1.54020053937,0.126991171611,1.23020215591,0.315869027653,0.486501646763,0.384392569658,0.856382978723,2.0
12,SDENSAND10,LN1,-1.22751545937,0.9,0.734693877551,0.126991171611,1.23020215591,-1.22751545937,0.126991171611,1.23020215591,0.522232967867,-0.641049041448,-0.372179325857,-0.829173258943,4.0
12,SDENSTR,LN1,33.3175904144,0.0338100779201,0.0406710985381,0.126991171611,1.23020215591,33.3175904144,0.126991171611,1.23020215591,0.0236910427014,0.789328457215,0.340511779066,0.758621562082,3.0
12,SDIASTRD8,LN1,-68.6024008209,0.00634682,0.00200787755102,0.126991171611,1.23020215591,-68.6024008209,0.126991171611,1.23020215591,0.0100227408606,-0.687584085843,-0.509008434468,-1.13401296933,5.0
12,SPDIASTR3,LN1,1.12069953559,0.4,0.591836734694,0.126991171611,1.23020215591,1.12069953559,0.126991171611,1.23020215591,0.50251890763,0.563172706405,0.44885591985,1.0,1.0
13,BLDADEND5,LN1,2.32693157476,0.0,0.122448979592,-0.39996153081,0.625632410633,2.32693157476,-0.39996153081,0.625632410633,0.239820588476,0.558046099602,0.624999714329,1.0,1.0
13,SDENSAND10,LN1,-1.49718302246,0.9,0.734693877551,-0.39996153081,0.625632410633,-1.49718302246,-0.39996153081,0.625632410633,0.522232967867,-0.781878333259,-0.387467933831,-0.619948977492,5.0
13,SDENSTRD10,LN1,1.39099107399,0.82,0.938775510204,-0.39996153081,0.625632410633,1.39099107399,-0.39996153081,0.625632410633,0.558290526239,0.77657713869,0.260422053529,0.416675476097,2.0
13,T10_300SD,LN1,0.0395609111934,4.51136074253,7.03147601546,-0.39996153081,0.625632410633,0.0395609111934,-0.39996153081,0.625632410633,19.7351951073,0.780742301025,0.156311199168,0.250098032983,3.0
13,T20_1100MN,LN1,-0.0368495828449,10.0837785471,3.88950778851,-0.39996153081,0.625632410633,-0.0368495828449,-0.39996153081,0.625632410633,24.4065377009,-0.899370732966,-0.310666999386,-0.497067426214,4.0
14,PCLDEND4,LN1,1.36475679821,0.06,0.163265306122,-0.269259810298,0.814020315835,1.36475679821,-0.269259810298,0.814020315835,0.315869027653,0.431084402833,0.38814373762,0.675206247018,4.0
14,RDDEN,LN1,-26.7337760934,0.04717518,0.0415864489796,-0.269259810298,0.814020315835,-26.7337760934,-0.269259810298,0.814020315835,0.0272652203833,-0.728902296864,-0.243360105986,-0.423343848967,5.0
14,SAGESAND0,LN1,294.504654975,0.0,0.000749734693878,-0.269259810298,0.814020315835,294.504654975,-0.269259810298,0.814020315835,0.00173941037205,0.512264451479,0.511741624063,0.890214392084,2.0
14,SDIASTRD7,LN1,49.083004642,0.00619772,0.0135395918367,-0.269259810298,0.814020315835,49.083004642,-0.269259810298,0.814020315835,0.0184201364495,0.904115642856,0.473215701514,0.823195550722,3.0
14,SPDIASTR2,LN1,0.977133486397,0.62,0.836734693878,-0.269259810298,0.814020315835,0.977133486397,-0.269259810298,0.814020315835,0.447628258172,0.437392560517,0.57485211272,1.0,1.0
15,PCLDEND0,LN1,1.67301057807,0.04,0.183673469388,0.187688260484,1.27545968465,1.67301057807,0.187688260484,1.27545968465,0.315869027653,0.528452224547,0.538825980925,0.939417387156,2.0
