PCLDEN,AVGP
0.000112046051217,0.0105263157895
0.00011562381826,0.0210526315789
0.000126929456383,0.0315789473684
0.000138900230778,0.0421052631579
0.000321395024975,0.0526315789474
0.000327059557753,0.0631578947368
0.000346925884381,0.0736842105263
0.000498684076014,0.0842105263158
0.000544241367402,0.0947368421053
0.000598659175758,0.105263157895
0.000609234463184,0.115789473684
0.000621657113808,0.126315789474
0.000661704351712,0.136842105263
0.000663971545452,0.147368421053
0.000665456870082,0.157894736842
0.000689477642221,0.168421052632
0.000700544135345,0.178947368421
0.000704411942293,0.189473684211
0.000707204328779,0.2
0.0007294583305,0.210526315789
0.000734795903272,0.221052631579
0.000739481988446,0.231578947368
0.000740718273826,0.242105263158
0.000747207256436,0.252631578947
0.000772367424738,0.263157894737
0.000773572035528,0.273684210526
0.000775640287382,0.284210526316
0.00077780433986,0.294736842105
0.000793770956792,0.305263157895
0.000795729615046,0.315789473684
0.000803783865822,0.326315789474
0.000806269791339,0.336842105263
0.000820040382329,0.347368421053
0.000823566394496,0.357894736842
0.000828339165227,0.368421052632
0.000840287914739,0.378947368421
0.000843946458155,0.389473684211
0.000845748598113,0.4
0.000846784033949,0.410526315789
0.000861486799781,0.421052631579
0.000869103820117,0.431578947368
0.000871565887123,0.442105263158
0.000871929935527,0.452631578947
0.000875067476067,0.463157894737
0.000881305329146,0.473684210526
0.000882471357502,0.484210526316
0.000894384102377,0.494736842105
0.000895118038364,0.505263157895
0.000895263631224,0.515789473684
0.000906150347729,0.526315789474
0.00090870276628,0.536842105263
0.000914729566771,0.547368421053
0.000923862607451,0.557894736842
0.000928424822358,0.568421052632
0.000931121177392,0.578947368421
0.000932422101527,0.589473684211
0.000938854574691,0.6
0.000941450345562,0.610526315789
0.00094436307022,0.621052631579
0.000961954837723,0.631578947368
0.00096257123464,0.642105263158
0.000970237724747,0.652631578947
0.000973213777316,0.663157894737
0.000990166795847,0.673684210526
0.000995333888396,0.684210526316
0.00100112473512,0.694736842105
0.00100119832732,0.705263157895
0.00101601539896,0.715789473684
0.00102065596902,0.726315789474
0.00102680386977,0.736842105263
0.0010368587781,0.747368421053
0.0010413030942,0.757894736842
0.00104222271108,0.768421052632
0.00105540905647,0.778947368421
0.00105603229008,0.789473684211
0.0010626826377,0.8
0.00106946349957,0.810526315789
0.00107050519021,0.821052631579
0.00107229714497,0.831578947368
0.00108353371111,0.842105263158
0.00108593721527,0.852631578947
0.00108605351316,0.863157894737
0.00113404419628,0.873684210526
0.00114675477635,0.884210526316
0.0011468977438,0.894736842105
0.00116274680636,0.905263157895
0.00116742562789,0.915789473684
0.00117250162718,0.926315789474
0.00117943654333,0.936842105263
0.00118103607122,0.947368421053
0.00119269731552,0.957894736842
0.00123504979376,0.968421052632
0.00128528152594,0.978947368421
0.00129382240537,0.989473684211
0.00153047755507,1.0
