T5_100MN,AVGP
0.00438105411196,0.0166666666667
0.0275254812404,0.0333333333333
0.0499183794905,0.05
0.0616735506921,0.0666666666667
0.105933425523,0.0833333333333
0.10720227329,0.1
0.239918894308,0.116666666667
0.252507792678,0.133333333333
0.258878137246,0.15
0.360358279441,0.166666666667
0.36301063119,0.183333333333
0.401202721356,0.2
0.418988789797,0.216666666667
0.492027184752,0.233333333333
0.580478374671,0.25
0.669282360456,0.266666666667
0.77187755171,0.283333333333
0.77973231896,0.3
0.786687574923,0.316666666667
0.831285139906,0.333333333333
0.835483863559,0.35
0.85381700625,0.366666666667
0.896470943323,0.383333333333
0.942173900067,0.4
0.94309095077,0.416666666667
0.961982613941,0.433333333333
0.988073880913,0.45
1.0067931451,0.466666666667
1.03589897953,0.483333333333
1.04180768124,0.5
1.12013700202,0.516666666667
1.15144664909,0.533333333333
1.17130330476,0.55
1.28168715443,0.566666666667
1.32554657571,0.583333333333
1.3257620289,0.6
1.3407021577,0.616666666667
1.3987103292,0.633333333333
1.45467465006,0.65
1.4866561606,0.666666666667
1.52201879133,0.683333333333
1.57058974563,0.7
1.57692747996,0.716666666667
1.65465020922,0.733333333333
1.70577864785,0.75
1.85217432813,0.766666666667
1.98157867871,0.783333333333
2.0694296385,0.8
2.10510400486,0.816666666667
2.12774742643,0.833333333333
2.17197244677,0.85
2.33403278841,0.866666666667
2.52333162947,0.883333333333
2.89084147357,0.9
2.95970179653,0.916666666667
3.54186952381,0.933333333333
3.71690318161,0.95
3.80713367859,0.966666666667
3.91169229117,0.983333333333
4.53130423822,1.0
