T20_1000MN,AVGP
0.462321667377,0.0151515151515
2.31228854461,0.030303030303
2.41497532168,0.0454545454545
2.47851457206,0.0606060606061
2.56747786329,0.0757575757576
3.19742284205,0.0909090909091
3.59861812334,0.106060606061
3.93824465087,0.121212121212
4.08116229211,0.136363636364
4.52145798853,0.151515151515
6.4851000734,0.166666666667
6.83729297701,0.181818181818
7.79422076822,0.19696969697
8.20136763817,0.212121212121
8.74759622938,0.227272727273
9.30036884058,0.242424242424
9.97344218772,0.257575757576
10.1930631554,0.272727272727
10.8128488925,0.287878787879
11.2688791481,0.30303030303
12.7925915025,0.318181818182
13.7455069357,0.333333333333
13.8700109559,0.348484848485
15.056464941,0.363636363636
16.2671631374,0.378787878788
16.8881709124,0.393939393939
18.4838863594,0.409090909091
19.491272076,0.424242424242
19.6373955015,0.439393939394
21.1901135343,0.454545454545
21.8108942469,0.469696969697
22.3172465109,0.484848484848
23.4163789861,0.5
23.5046791712,0.515151515152
24.038213258,0.530303030303
24.5923072127,0.545454545455
24.855166488,0.560606060606
24.9947973612,0.575757575758
25.4068805185,0.590909090909
26.5268601176,0.606060606061
26.8510270323,0.621212121212
26.8915680357,0.636363636364
27.5377454035,0.651515151515
29.0407170433,0.666666666667
29.5232790699,0.681818181818
29.6420226505,0.69696969697
30.1410107352,0.712121212121
30.6342500001,0.727272727273
30.7498579265,0.742424242424
31.8158714005,0.757575757576
31.904812701,0.772727272727
32.6344469573,0.787878787879
32.9134430131,0.80303030303
33.6180351115,0.818181818182
33.7914193562,0.833333333333
34.3643854049,0.848484848485
35.4121515806,0.863636363636
36.016346836,0.878787878788
36.1393072396,0.893939393939
36.1772914243,0.909090909091
36.9159264551,0.924242424242
38.5077824822,0.939393939394
39.318141501,0.954545454545
39.8914789918,0.969696969697
39.8917981107,0.984848484848
40.7549403427,1.0
