T20_1200MN,AVGP
1.14222112265,0.0153846153846
1.63045383058,0.0307692307692
1.79532187284,0.0461538461538
2.21513508739,0.0615384615385
2.41526518682,0.0769230769231
3.06430172536,0.0923076923077
3.40677760228,0.107692307692
3.83666658466,0.123076923077
5.86031812228,0.138461538462
6.09393620005,0.153846153846
6.89225937427,0.169230769231
8.35320591832,0.184615384615
9.56223742131,0.2
10.677141775,0.215384615385
12.3360003803,0.230769230769
12.6533936363,0.246153846154
13.3080412999,0.261538461538
13.6242113025,0.276923076923
13.6528593465,0.292307692308
13.7846614923,0.307692307692
14.287052142,0.323076923077
14.6263154256,0.338461538462
17.7989210104,0.353846153846
17.9334140211,0.369230769231
19.4493724771,0.384615384615
20.5503898584,0.4
21.5380619795,0.415384615385
21.7410717227,0.430769230769
21.8888058146,0.446153846154
22.6876302501,0.461538461538
23.1187447916,0.476923076923
24.1605545222,0.492307692308
25.1157268764,0.507692307692
25.4695515132,0.523076923077
26.0306675434,0.538461538462
26.3849756005,0.553846153846
26.5617876958,0.569230769231
26.6452904442,0.584615384615
27.7690873433,0.6
28.0299321811,0.615384615385
28.0941238358,0.630769230769
29.9508701815,0.646153846154
30.2869619533,0.661538461538
30.4213896668,0.676923076923
30.4307073592,0.692307692308
31.0115092702,0.707692307692
32.4622557139,0.723076923077
32.5272629584,0.738461538462
33.3632800648,0.753846153846
33.8363607439,0.769230769231
33.9031568915,0.784615384615
34.4569565661,0.8
35.1592080987,0.815384615385
35.8612526958,0.830769230769
36.0063698488,0.846153846154
37.1730783968,0.861538461538
37.2259517019,0.876923076923
37.5706596762,0.892307692308
38.0478939028,0.907692307692
38.8096668746,0.923076923077
39.7061545557,0.938461538462
39.9804170538,0.953846153846
40.6436591284,0.969230769231
40.9132919243,0.984615384615
41.9047058703,1.0
