T20_1800SD,AVGP
38.9659923237,0.0166666666667
41.865185228,0.0333333333333
42.9000358285,0.05
44.4081830984,0.0666666666667
46.5913613623,0.0833333333333
47.0890382991,0.1
47.2979739988,0.116666666667
47.2982898555,0.133333333333
47.8184414628,0.15
49.1360062111,0.166666666667
49.5793333686,0.183333333333
50.5084805948,0.2
50.8941569899,0.216666666667
50.929900298,0.233333333333
51.0871851005,0.25
52.2767496552,0.266666666667
53.2380090239,0.283333333333
54.5699534579,0.3
54.8887895352,0.316666666667
55.0938530282,0.333333333333
55.5096553225,0.35
55.6774405968,0.366666666667
55.7333578409,0.383333333333
56.1435843496,0.4
56.3669704257,0.416666666667
56.4990591469,0.433333333333
56.6623680504,0.45
57.0378907549,0.466666666667
57.2041998653,0.483333333333
57.9752451939,0.5
58.0557714487,0.516666666667
58.3411847542,0.533333333333
58.4046201816,0.55
58.5416877756,0.566666666667
58.5886418675,0.583333333333
58.6489719073,0.6
58.6602698381,0.616666666667
58.8655299392,0.633333333333
58.9269585895,0.65
59.0774366868,0.666666666667
59.0797993718,0.683333333333
59.0904977468,0.7
59.1136688893,0.716666666667
59.1647239605,0.733333333333
59.2375752516,0.75
59.2541468543,0.766666666667
59.3166240653,0.783333333333
59.4966783495,0.8
59.512013796,0.816666666667
59.5608800523,0.833333333333
59.5704923558,0.85
59.6428267704,0.866666666667
59.6891687736,0.883333333333
59.7095249266,0.9
59.7403771758,0.916666666667
60.0564775144,0.933333333333
60.3481101104,0.95
60.5519800787,0.966666666667
60.7093556973,0.983333333333
60.8227015684,1.0
