SAGESAND3,AVGP
0.002184,0.0769230769231
0.002408,0.153846153846
0.004135,0.230769230769
0.008917,0.307692307692
0.009678,0.384615384615
0.009726,0.461538461538
0.013941,0.538461538462
0.014962,0.615384615385
0.016812,0.692307692308
0.02052,0.769230769231
0.033764,0.846153846154
0.038022,0.923076923077
0.10654,1.0
