T20_1200SD,AVGP
29.1370803354,0.0153846153846
29.2904577725,0.0307692307692
32.0990625084,0.0461538461538
32.6246105922,0.0615384615385
34.6222090263,0.0769230769231
34.7193535326,0.0923076923077
35.3909625345,0.107692307692
35.6189000496,0.123076923077
36.4139107677,0.138461538462
36.5222558271,0.153846153846
36.7239279091,0.169230769231
37.3641347722,0.184615384615
37.8918012435,0.2
38.8063611961,0.215384615385
39.0659240933,0.230769230769
40.2089029519,0.246153846154
40.9894318213,0.261538461538
41.2729557397,0.276923076923
41.5542186201,0.292307692308
42.0159062449,0.307692307692
44.1446810861,0.323076923077
44.6590257361,0.338461538462
45.4087432962,0.353846153846
45.5295229235,0.369230769231
46.1069559564,0.384615384615
46.6901475434,0.4
47.0197062296,0.415384615385
47.0408493418,0.430769230769
47.3604099692,0.446153846154
47.4628904925,0.461538461538
47.947095013,0.476923076923
48.1240858753,0.492307692308
48.3155002541,0.507692307692
48.4946649379,0.523076923077
49.0565929703,0.538461538462
49.189522347,0.553846153846
49.2283966668,0.569230769231
49.2789827341,0.584615384615
49.6850461315,0.6
49.7435449569,0.615384615385
49.7900376808,0.630769230769
49.8980026558,0.646153846154
49.9826617065,0.661538461538
50.1993356212,0.676923076923
50.2811508307,0.692307692308
50.3787466183,0.707692307692
50.6025871308,0.723076923077
50.7555525018,0.738461538462
50.8096702472,0.753846153846
50.8281568915,0.769230769231
50.8300331594,0.784615384615
50.8862450334,0.8
50.9464859788,0.815384615385
50.980344498,0.830769230769
50.9836089206,0.846153846154
51.0427252231,0.861538461538
51.0669930917,0.876923076923
51.2109182153,0.892307692308
51.3013203043,0.907692307692
51.408826529,0.923076923077
51.4507327301,0.938461538462
51.5039000467,0.953846153846
52.0477684545,0.969230769231
52.2055971112,0.984615384615
55.8451438927,1.0
