TVID,TABLENAME,VARNAME,NEWVARNAME,VARTYPE,VARDEFAULT,SELECT,DESCRIPTION
625,Groundplot_Tarx_File,a_ndvi,GTX_a_ndvi,float,,,
626,Groundplot_Tarx_File,a_red/grn,GTX_a_red/grn,float,,,
627,Groundplot_Tarx_File,a_red/blu,GTX_a_red/blu,float,,,
628,Groundplot_Tarx_File,a_red/nir,GTX_a_red/nir,float,,,
629,Groundplot_Tarx_File,a_grn/nir,GTX_a_grn/nir,float,,,
630,Groundplot_Tarx_File,a_blu/nir,GTX_a_blu/nir,float,,,
631,Interpreters_Groundplot_Boundaries,OBJECTID,IGB_OBJECTID,integer,,,
632,Interpreters_Groundplot_Boundaries,Shape,IGB_SHAPE,float,,,
633,Interpreters_Groundplot_Boundaries,New_PlotID,NPLOTID,integer,,,PLOT ID FROM GROUND PLOT DATABASE
634,Interpreters_Groundplot_Boundaries,Source,IGB_SOURCE,string,,,
635,Interpreters_Groundplot_Boundaries,SPECIES_SI,IGB_SPECIES_SI,string,,,
636,Interpreters_Groundplot_Boundaries,SITE_INDEX,IGB_SITE_INDEX,integer,,,
637,Interpreters_Groundplot_Boundaries,Updt,IGB_UPDT,date,,,
638,Interpreters_Groundplot_Boundaries,Upid,IGB_UPID,string,,,
639,Interpreters_Groundplot_Boundaries,POLY_NUM,IGB_POLY_NUM,integer,,,
640,Interpreters_Groundplot_Boundaries,MOIST_REG,IGB_MOIST_REG,string,,,
641,Interpreters_Groundplot_Boundaries,HEIGHT,IGB_HEIGHT,integer,,,
642,Interpreters_Groundplot_Boundaries,SP1,IGB_SP1,string,,,
643,Interpreters_Groundplot_Boundaries,SP1_PER,IGB_SP1_PER,integer,,,
644,Interpreters_Groundplot_Boundaries,SP2,IGB_SP2,string,,,
645,Interpreters_Groundplot_Boundaries,SP2_PER,IGB_SP2_PER,integer,,,
646,Interpreters_Groundplot_Boundaries,SP3,IGB_SP3,string,,,
647,Interpreters_Groundplot_Boundaries,SP3_PER,IGB_SP3_PER,integer,,,
648,Interpreters_Groundplot_Boundaries,SP4,IGB_SP4,string,,,
649,Interpreters_Groundplot_Boundaries,SP4_PER,IGB_SP4_PER,integer,,,
650,Interpreters_Groundplot_Boundaries,SP5,IGB_SP5,string,,,
651,Interpreters_Groundplot_Boundaries,SP5_PER,IGB_SP5_PER,integer,,,
652,Interpreters_Groundplot_Boundaries,STRUC,IGB_STRUC,string,,,
653,Interpreters_Groundplot_Boundaries,STRUC_VAL,IGB_STRUC_VAL,integer,,,
654,Interpreters_Groundplot_Boundaries,ORIGIN,IGB_ORIGIN,integer,,,
655,Interpreters_Groundplot_Boundaries,TPR,IGB_TPR,string,,,
656,Interpreters_Groundplot_Boundaries,INITIALS,IGB_INITIALS,string,,,
657,Interpreters_Groundplot_Boundaries,NFL,IGB_NFL,string,,,
658,Interpreters_Groundplot_Boundaries,NFL_PER,IGB_NFL_PER,integer,,,
659,Interpreters_Groundplot_Boundaries,NAT_NON,IGB_NAT_NON,string,,,
660,Interpreters_Groundplot_Boundaries,ANTH_VEG,IGB_ANTH_VEG,string,,,
661,Interpreters_Groundplot_Boundaries,ANTH_NON,IGB_ANTH_NON,string,,,
662,Interpreters_Groundplot_Boundaries,MOD1,IGB_MOD1,string,,,
663,Interpreters_Groundplot_Boundaries,MOD1_EXT,IGB_MOD1_EXT,integer,,,
664,Interpreters_Groundplot_Boundaries,MOD1_YR,IGB_MOD1_YR,integer,,,
665,Interpreters_Groundplot_Boundaries,MOD2,IGB_MOD2,string,,,
666,Interpreters_Groundplot_Boundaries,MOD2_EXT,IGB_MOD2_EXT,integer,,,
667,Interpreters_Groundplot_Boundaries,MOD2_YR,IGB_MOD2_YR,integer,,,
668,Interpreters_Groundplot_Boundaries,DATA,IGB_DATA,string,,,
669,Interpreters_Groundplot_Boundaries,DATA_YR,IGB_DATA_YR,integer,,,
670,Interpreters_Groundplot_Boundaries,UMOIST_REG,IGB_UMOIST_REG,string,,,
671,Interpreters_Groundplot_Boundaries,UHEIGHT,IGB_UHEIGHT,integer,,,
672,Interpreters_Groundplot_Boundaries,USP1,IGB_USP1,string,,,
673,Interpreters_Groundplot_Boundaries,USP1_PER,IGB_USP1_PER,integer,,,
674,Interpreters_Groundplot_Boundaries,USP2,IGB_USP2,string,,,
675,Interpreters_Groundplot_Boundaries,USP2_PER,IGB_USP2_PER,integer,,,
676,Interpreters_Groundplot_Boundaries,USP3,IGB_USP3,string,,,
677,Interpreters_Groundplot_Boundaries,USP3_PER,IGB_USP3_PER,integer,,,
678,Interpreters_Groundplot_Boundaries,USP4,IGB_USP4,string,,,
679,Interpreters_Groundplot_Boundaries,USP4_PER,IGB_USP4_PER,integer,,,
680,Interpreters_Groundplot_Boundaries,USP5,IGB_USP5,string,,,
681,Interpreters_Groundplot_Boundaries,USP5_PER,IGB_USP5_PER,integer,,,
682,Interpreters_Groundplot_Boundaries,USTRUC,IGB_USTRUC,string,,,
683,Interpreters_Groundplot_Boundaries,USTRUC_VAL,IGB_USTRUC_VAL,integer,,,
684,Interpreters_Groundplot_Boundaries,UORIGIN,IGB_UORIGIN,integer,,,
685,Interpreters_Groundplot_Boundaries,UTPR,IGB_UTPR,string,,,
686,Interpreters_Groundplot_Boundaries,UINITIALS,IGB_UINITIALS,string,,,
687,Interpreters_Groundplot_Boundaries,UNFL,IGB_UNFL,string,,,
688,Interpreters_Groundplot_Boundaries,UNFL_PER,IGB_UNFL_PER,integer,,,
689,Interpreters_Groundplot_Boundaries,UNAT_NON,IGB_UNAT_NON,string,,,
690,Interpreters_Groundplot_Boundaries,UANTH_VEG,IGB_UANTH_VEG,string,,,
691,Interpreters_Groundplot_Boundaries,UANTH_NON,IGB_UANTH_NON,string,,,
692,Interpreters_Groundplot_Boundaries,UMOD1,IGB_UMOD1,string,,,
693,Interpreters_Groundplot_Boundaries,UMOD1_EXT,IGB_UMOD1_EXT,integer,,,
694,Interpreters_Groundplot_Boundaries,UMOD1_YR,IGB_UMOD1_YR,integer,,,
695,Interpreters_Groundplot_Boundaries,UMOD2,IGB_UMOD2,string,,,
696,Interpreters_Groundplot_Boundaries,UMOD2_EXT,IGB_UMOD2_EXT,integer,,,
697,Interpreters_Groundplot_Boundaries,UMOD2_YR,IGB_UMOD2_YR,integer,,,
698,Interpreters_Groundplot_Boundaries,UDATA,IGB_UDATA,string,,,
699,Interpreters_Groundplot_Boundaries,UDATA_YR,IGB_UDATA_YR,integer,,,
700,Interpreters_Groundplot_Boundaries,DENSITY,IGB_DENSITY,integer,,,
701,Interpreters_Groundplot_Boundaries,UDENSITY,IGB_UDENSITY,integer,,,
702,Interpreters_Groundplot_Boundaries,Shape_Length,IGB_SHAPE_LENGTH,float,,,
703,Interpreters_Groundplot_Boundaries,Shape_Area,IGB_SHAPE_AREA,float,,,
704,Interpreters_Groundplot_Boundaries,IGB_PKEY,INTERP_GP_ID,integer,,,INTERPRETED GROUNDPLOT PRIMIARY KEY
705,Interpreters Groundplot Microstands,OBJECTID,,integer,,,
706,Interpreters Groundplot Microstands,Shape,IGM_Shape,float,,,
707,Interpreters Groundplot Microstands,FID_FMA_Groundplot_Microstands,IGM_FID_FMA_Groundplot_Microstands,integer,,,
708,Interpreters Groundplot Microstands,NEW_PLOTID,NPLOTID,integer,,,PLOT ID FROM GROUND PLOT DATABASE
709,Interpreters Groundplot Microstands,SPECIES_SI,IGM_SPECIES_SI,string,,,
710,Interpreters Groundplot Microstands,SITE_INDEX,IGM_SITE_INDEX,integer,,,
711,Interpreters Groundplot Microstands,UPDT,IGM_UPDT,date,,,
712,Interpreters Groundplot Microstands,UPID,IGM_UPID,string,,,
713,Interpreters Groundplot Microstands,POLY_NUM,IGM_POLY_NUM,integer,,,
714,Interpreters Groundplot Microstands,MOIST_REG,IGM_MOIST_REG,string,,,
715,Interpreters Groundplot Microstands,HEIGHT,IGM_HEIGHT,integer,,,
716,Interpreters Groundplot Microstands,SP1,IGM_SP1,string,,,
717,Interpreters Groundplot Microstands,SP1_PER,IGM_SP1_PER,integer,,,
718,Interpreters Groundplot Microstands,SP2,IGM_SP2,string,,,
719,Interpreters Groundplot Microstands,SP2_PER,IGM_SP2_PER,integer,,,
720,Interpreters Groundplot Microstands,SP3,IGM_SP3,string,,,
721,Interpreters Groundplot Microstands,SP3_PER,IGM_SP3_PER,integer,,,
722,Interpreters Groundplot Microstands,SP4,IGM_SP4,string,,,
723,Interpreters Groundplot Microstands,SP4_PER,IGM_SP4_PER,integer,,,
724,Interpreters Groundplot Microstands,SP5,IGM_SP5,string,,,
725,Interpreters Groundplot Microstands,SP5_PER,IGM_SP5_PER,integer,,,
726,Interpreters Groundplot Microstands,STRUC,IGM_STRUC,string,,,
727,Interpreters Groundplot Microstands,STRUC_VAL,IGM_STRUC_VAL,integer,,,
728,Interpreters Groundplot Microstands,ORIGIN,IGM_ORIGIN,integer,,,
729,Interpreters Groundplot Microstands,TPR,IGM_TPR,string,,,
730,Interpreters Groundplot Microstands,INITIALS,IGM_INITIALS,string,,,
731,Interpreters Groundplot Microstands,NFL,IGM_NFL,string,,,
732,Interpreters Groundplot Microstands,NFL_PER,IGM_NFL_PER,integer,,,
733,Interpreters Groundplot Microstands,NAT_NON,IGM_NAT_NON,string,,,
734,Interpreters Groundplot Microstands,ANTH_VEG,IGM_ANTH_VEG,string,,,
735,Interpreters Groundplot Microstands,ANTH_NON,IGM_ANTH_NON,string,,,
736,Interpreters Groundplot Microstands,MOD1,IGM_MOD1,string,,,
737,Interpreters Groundplot Microstands,MOD1_EXT,IGM_MOD1_EXT,integer,,,
738,Interpreters Groundplot Microstands,MOD1_YR,IGM_MOD1_YR,integer,,,
739,Interpreters Groundplot Microstands,MOD2,IGM_MOD2,string,,,
740,Interpreters Groundplot Microstands,MOD2_EXT,IGM_MOD2_EXT,integer,,,
741,Interpreters Groundplot Microstands,MOD2_YR,IGM_MOD2_YR,integer,,,
742,Interpreters Groundplot Microstands,DATA,IGM_DATA,string,,,
743,Interpreters Groundplot Microstands,DATA_YR,IGM_DATA_YR,integer,,,
744,Interpreters Groundplot Microstands,UMOIST_REG,IGM_UMOIST_REG,string,,,
745,Interpreters Groundplot Microstands,UHEIGHT,IGM_UHEIGHT,integer,,,
746,Interpreters Groundplot Microstands,USP1,IGM_USP1,string,,,
747,Interpreters Groundplot Microstands,USP1_PER,IGM_USP1_PER,integer,,,
748,Interpreters Groundplot Microstands,USP2,IGM_USP2,string,,,
749,Interpreters Groundplot Microstands,USP2_PER,IGM_USP2_PER,integer,,,
750,Interpreters Groundplot Microstands,USP3,IGM_USP3,string,,,
751,Interpreters Groundplot Microstands,USP3_PER,IGM_USP3_PER,integer,,,
752,Interpreters Groundplot Microstands,USP4,IGM_USP4,string,,,
753,Interpreters Groundplot Microstands,USP4_PER,IGM_USP4_PER,integer,,,
754,Interpreters Groundplot Microstands,USP5,IGM_USP5,string,,,
755,Interpreters Groundplot Microstands,USP5_PER,IGM_USP5_PER,integer,,,
756,Interpreters Groundplot Microstands,USTRUC,IGM_USTRUC,string,,,
757,Interpreters Groundplot Microstands,USTRUC_VAL,IGM_USTRUC_VAL,integer,,,
758,Interpreters Groundplot Microstands,UORIGIN,IGM_UORIGIN,integer,,,
759,Interpreters Groundplot Microstands,UTPR,IGM_UTPR,string,,,
760,Interpreters Groundplot Microstands,UINITIALS,IGM_UINITIALS,string,,,
761,Interpreters Groundplot Microstands,UNFL,IGM_UNFL,string,,,
762,Interpreters Groundplot Microstands,UNFL_PER,IGM_UNFL_PER,integer,,,
763,Interpreters Groundplot Microstands,UNAT_NON,IGM_UNAT_NON,string,,,
764,Interpreters Groundplot Microstands,UANTH_VEG,IGM_UANTH_VEG,string,,,
765,Interpreters Groundplot Microstands,UANTH_NON,IGM_UANTH_NON,string,,,
766,Interpreters Groundplot Microstands,UMOD1,IGM_UMOD1,string,,,
767,Interpreters Groundplot Microstands,UMOD1_EXT,IGM_UMOD1_EXT,integer,,,
768,Interpreters Groundplot Microstands,UMOD1_YR,IGM_UMOD1_YR,integer,,,
769,Interpreters Groundplot Microstands,UMOD2,IGM_UMOD2,string,,,
770,Interpreters Groundplot Microstands,UMOD2_EXT,IGM_UMOD2_EXT,integer,,,
771,Interpreters Groundplot Microstands,UMOD2_YR,IGM_UMOD2_YR,integer,,,
772,Interpreters Groundplot Microstands,UDATA,IGM_UDATA,string,,,
773,Interpreters Groundplot Microstands,UDATA_YR,IGM_UDATA_YR,integer,,,
774,Interpreters Groundplot Microstands,DENSITY,IGM_DENSITY,integer,,,
775,Interpreters Groundplot Microstands,UDENSITY,IGM_UDENSITY,integer,,,
776,Interpreters Groundplot Microstands,Lowell_ID,IGM_Lowell_ID,integer,,,
777,Interpreters Groundplot Microstands,ID_L1,MICROSTAND_ID,integer,,,
778,Interpreters Groundplot Microstands,ID,LT_ID,integer,,,LIDAR TILE ID
779,Interpreters Groundplot Microstands,SHAPE_LENGTH,IGM_SHAPE_LENGTH,float,,,
780,Interpreters Groundplot Microstands,SHAPE_AREA,IGM_SHAPE_AREA,float,,,
781,Interpreters Groundplot Microstands,IGM_PKEY,INTERP_GM_ID,integer,,,INTERPRETED GROUNDPLOT MICROSTAND ID
782,Interpreters_Photoplot_Gridcells,OBJECTID,IPG_OBJECTID,integer,,,
783,Interpreters_Photoplot_Gridcells,Shape,IPG_Shape,float,,,
784,Interpreters_Photoplot_Gridcells,FID_All_PhotPlot_Gridcells,IPG_FID_All_PhotPlot_Gridcells,integer,,,
785,Interpreters_Photoplot_Gridcells,TILE_ID,LT_ID,string,,,LIDAR TILE ID
786,Interpreters_Photoplot_Gridcells,ID_L1,MICROSTAND_ID,string,,,
787,Interpreters_Photoplot_Gridcells,ID_L2,GRIDCELL_ID,string,,,
788,Interpreters_Photoplot_Gridcells,PLOT_NUM,PHOTOPLOT_ID,integer,,,
789,Interpreters_Photoplot_Gridcells,POLY_NUM,IPG_POLY_NUM,integer,,,
790,Interpreters_Photoplot_Gridcells,SPECIES_SI,IPG_SPECIES_SI,string,,,
791,Interpreters_Photoplot_Gridcells,SITE_INDEX,IPG_SITE_INDEX,integer,,,
792,Interpreters_Photoplot_Gridcells,UPDT,IPG_UPDT,date,,,
793,Interpreters_Photoplot_Gridcells,UPID,IPG_UPID,string,,,
794,Interpreters_Photoplot_Gridcells,MOIST_REG,IPG_MOIST_REG,string,,,
795,Interpreters_Photoplot_Gridcells,HEIGHT,IPG_HEIGHT,integer,,,
796,Interpreters_Photoplot_Gridcells,SP1,IPG_SP1,string,,,
797,Interpreters_Photoplot_Gridcells,SP1_PER,IPG_SP1_PER,integer,,,
798,Interpreters_Photoplot_Gridcells,SP2,IPG_SP2,string,,,
799,Interpreters_Photoplot_Gridcells,SP2_PER,IPG_SP2_PER,integer,,,
800,Interpreters_Photoplot_Gridcells,SP3,IPG_SP3,string,,,
801,Interpreters_Photoplot_Gridcells,SP3_PER,IPG_SP3_PER,integer,,,
802,Interpreters_Photoplot_Gridcells,SP4,IPG_SP4,string,,,
803,Interpreters_Photoplot_Gridcells,SP4_PER,IPG_SP4_PER,integer,,,
804,Interpreters_Photoplot_Gridcells,SP5,IPG_SP5,string,,,
805,Interpreters_Photoplot_Gridcells,SP5_PER,IPG_SP5_PER,integer,,,
806,Interpreters_Photoplot_Gridcells,STRUC,IPG_STRUC,string,,,
807,Interpreters_Photoplot_Gridcells,STRUC_VAL,IPG_STRUC_VAL,integer,,,
808,Interpreters_Photoplot_Gridcells,ORIGIN,IPG_ORIGIN,integer,,,
809,Interpreters_Photoplot_Gridcells,TPR,IPG_TPR,string,,,
810,Interpreters_Photoplot_Gridcells,INITIALS,IPG_INITIALS,string,,,
811,Interpreters_Photoplot_Gridcells,NFL,IPG_NFL,string,,,
812,Interpreters_Photoplot_Gridcells,NFL_PER,IPG_NFL_PER,integer,,,
813,Interpreters_Photoplot_Gridcells,NAT_NON,IPG_NAT_NON,string,,,
814,Interpreters_Photoplot_Gridcells,ANTH_VEG,IPG_ANTH_VEG,string,,,
815,Interpreters_Photoplot_Gridcells,ANTH_NON,IPG_ANTH_NON,string,,,
816,Interpreters_Photoplot_Gridcells,MOD1,IPG_MOD1,string,,,
817,Interpreters_Photoplot_Gridcells,MOD1_EXT,IPG_MOD1_EXT,integer,,,
818,Interpreters_Photoplot_Gridcells,MOD1_YR,IPG_MOD1_YR,integer,,,
819,Interpreters_Photoplot_Gridcells,MOD2,IPG_MOD2,string,,,
820,Interpreters_Photoplot_Gridcells,MOD2_EXT,IPG_MOD2_EXT,integer,,,
821,Interpreters_Photoplot_Gridcells,MOD2_YR,IPG_MOD2_YR,integer,,,
822,Interpreters_Photoplot_Gridcells,DATA,IPG_DATA,string,,,
823,Interpreters_Photoplot_Gridcells,DATA_YR,IPG_DATA_YR,integer,,,
824,Interpreters_Photoplot_Gridcells,UMOIST_REG,IPG_UMOIST_REG,string,,,
825,Interpreters_Photoplot_Gridcells,UHEIGHT,IPG_UHEIGHT,integer,,,
826,Interpreters_Photoplot_Gridcells,USP1,IPG_USP1,string,,,
827,Interpreters_Photoplot_Gridcells,USP1_PER,IPG_USP1_PER,integer,,,
828,Interpreters_Photoplot_Gridcells,USP2,IPG_USP2,string,,,
829,Interpreters_Photoplot_Gridcells,USP2_PER,IPG_USP2_PER,integer,,,
830,Interpreters_Photoplot_Gridcells,USP3,IPG_USP3,string,,,
831,Interpreters_Photoplot_Gridcells,USP3_PER,IPG_USP3_PER,integer,,,
832,Interpreters_Photoplot_Gridcells,USP4,IPG_USP4,string,,,
833,Interpreters_Photoplot_Gridcells,USP4_PER,IPG_USP4_PER,integer,,,
834,Interpreters_Photoplot_Gridcells,USP5,IPG_USP5,string,,,
835,Interpreters_Photoplot_Gridcells,USP5_PER,IPG_USP5_PER,integer,,,
836,Interpreters_Photoplot_Gridcells,USTRUC,IPG_USTRUC,string,,,
837,Interpreters_Photoplot_Gridcells,USTRUC_VAL,IPG_USTRUC_VAL,integer,,,
838,Interpreters_Photoplot_Gridcells,UORIGIN,IPG_UORIGIN,integer,,,
839,Interpreters_Photoplot_Gridcells,UTPR,IPG_UTPR,string,,,
840,Interpreters_Photoplot_Gridcells,UINITIALS,IPG_UINITIALS,string,,,
841,Interpreters_Photoplot_Gridcells,UNFL,IPG_UNFL,string,,,
842,Interpreters_Photoplot_Gridcells,UNFL_PER,IPG_UNFL_PER,integer,,,
843,Interpreters_Photoplot_Gridcells,UNAT_NON,IPG_UNAT_NON,string,,,
844,Interpreters_Photoplot_Gridcells,UANTH_VEG,IPG_UANTH_VEG,string,,,
845,Interpreters_Photoplot_Gridcells,UANTH_NON,IPG_UANTH_NON,string,,,
846,Interpreters_Photoplot_Gridcells,UMOD1,IPG_UMOD1,string,,,
847,Interpreters_Photoplot_Gridcells,UMOD1_EXT,IPG_UMOD1_EXT,integer,,,
848,Interpreters_Photoplot_Gridcells,UMOD1_YR,IPG_UMOD1_YR,integer,,,
849,Interpreters_Photoplot_Gridcells,UMOD2,IPG_UMOD2,string,,,
850,Interpreters_Photoplot_Gridcells,UMOD2_EXT,IPG_UMOD2_EXT,integer,,,
851,Interpreters_Photoplot_Gridcells,UMOD2_YR,IPG_UMOD2_YR,integer,,,
852,Interpreters_Photoplot_Gridcells,UDATA,IPG_UDATA,string,,,
853,Interpreters_Photoplot_Gridcells,UDATA_YR,IPG_UDATA_YR,integer,,,
854,Interpreters_Photoplot_Gridcells,DENSITY,IPG_DENSITY,integer,,,
855,Interpreters_Photoplot_Gridcells,UDENSITY,IPG_UDENSITY,integer,,,
856,Interpreters_Photoplot_Gridcells,AREA_M2,IPG_AREA_M2,float,,,
857,Interpreters_Photoplot_Gridcells,SHAPE_LENGTH,IPG_SHAPE_LENGTH,float,,,
858,Interpreters_Photoplot_Gridcells,SHAPE_AREA,IPG_SHAPE_AREA,float,,,
859,Interpreters_Photoplot_Gridcells,IPG_PKEY,INTERP_PP_GC_ID,integer,,,INTERPRETED PHOTOPLOT GRIDCELL  ID
860,Interpreters_Photoplot_Microstands,OBJECTID,IPM_OBJECTID,integer,,,
861,Interpreters_Photoplot_Microstands,Shape,IPM_Shape,float,,,
862,Interpreters_Photoplot_Microstands,FID_All_Photoplot_Microstands,IPM_FID_All_Photoplot_Microstands,integer,,,
863,Interpreters_Photoplot_Microstands,SPECIES_SI,IPM_SPECIES_SI,string,,,
864,Interpreters_Photoplot_Microstands,SITE_INDEX,IPM_SITE_INDEX,integer,,,
865,Interpreters_Photoplot_Microstands,UPDT,IPM_UPDT,date,,,
866,Interpreters_Photoplot_Microstands,UPID,IPM_UPID,string,,,
867,Interpreters_Photoplot_Microstands,POLY_NUM,IPM_POLY_NUM,integer,,,
868,Interpreters_Photoplot_Microstands,MOIST_REG,IPM_MOIST_REG,string,,,
869,Interpreters_Photoplot_Microstands,HEIGHT,IPM_HEIGHT,integer,,,
870,Interpreters_Photoplot_Microstands,SP1,IPM_SP1,string,,,
871,Interpreters_Photoplot_Microstands,SP1_PER,IPM_SP1_PER,integer,,,
872,Interpreters_Photoplot_Microstands,SP2,IPM_SP2,string,,,
873,Interpreters_Photoplot_Microstands,SP2_PER,IPM_SP2_PER,integer,,,
874,Interpreters_Photoplot_Microstands,SP3,IPM_SP3,string,,,
875,Interpreters_Photoplot_Microstands,SP3_PER,IPM_SP3_PER,integer,,,
876,Interpreters_Photoplot_Microstands,SP4,IPM_SP4,string,,,
877,Interpreters_Photoplot_Microstands,SP4_PER,IPM_SP4_PER,integer,,,
878,Interpreters_Photoplot_Microstands,SP5,IPM_SP5,string,,,
879,Interpreters_Photoplot_Microstands,SP5_PER,IPM_SP5_PER,integer,,,
880,Interpreters_Photoplot_Microstands,STRUC,IPM_STRUC,string,,,
881,Interpreters_Photoplot_Microstands,STRUC_VAL,IPM_STRUC_VAL,integer,,,
882,Interpreters_Photoplot_Microstands,ORIGIN,IPM_ORIGIN,integer,,,
883,Interpreters_Photoplot_Microstands,TPR,IPM_TPR,string,,,
884,Interpreters_Photoplot_Microstands,INITIALS,IPM_INITIALS,string,,,
885,Interpreters_Photoplot_Microstands,NFL,IPM_NFL,string,,,
886,Interpreters_Photoplot_Microstands,NFL_PER,IPM_NFL_PER,integer,,,
887,Interpreters_Photoplot_Microstands,NAT_NON,IPM_NAT_NON,string,,,
888,Interpreters_Photoplot_Microstands,ANTH_VEG,IPM_ANTH_VEG,string,,,
889,Interpreters_Photoplot_Microstands,ANTH_NON,IPM_ANTH_NON,string,,,
890,Interpreters_Photoplot_Microstands,MOD1,IPM_MOD1,string,,,
891,Interpreters_Photoplot_Microstands,MOD1_EXT,IPM_MOD1_EXT,integer,,,
892,Interpreters_Photoplot_Microstands,MOD1_YR,IPM_MOD1_YR,integer,,,
893,Interpreters_Photoplot_Microstands,MOD2,IPM_MOD2,string,,,
894,Interpreters_Photoplot_Microstands,MOD2_EXT,IPM_MOD2_EXT,integer,,,
895,Interpreters_Photoplot_Microstands,MOD2_YR,IPM_MOD2_YR,integer,,,
896,Interpreters_Photoplot_Microstands,DATA,IPM_DATA,string,,,
897,Interpreters_Photoplot_Microstands,DATA_YR,IPM_DATA_YR,integer,,,
898,Interpreters_Photoplot_Microstands,UMOIST_REG,IPM_UMOIST_REG,string,,,
899,Interpreters_Photoplot_Microstands,UHEIGHT,IPM_UHEIGHT,integer,,,
900,Interpreters_Photoplot_Microstands,USP1,IPM_USP1,string,,,
901,Interpreters_Photoplot_Microstands,USP1_PER,IPM_USP1_PER,integer,,,
902,Interpreters_Photoplot_Microstands,USP2,IPM_USP2,string,,,
903,Interpreters_Photoplot_Microstands,USP2_PER,IPM_USP2_PER,integer,,,
904,Interpreters_Photoplot_Microstands,USP3,IPM_USP3,string,,,
905,Interpreters_Photoplot_Microstands,USP3_PER,IPM_USP3_PER,integer,,,
906,Interpreters_Photoplot_Microstands,USP4,IPM_USP4,string,,,
907,Interpreters_Photoplot_Microstands,USP4_PER,IPM_USP4_PER,integer,,,
908,Interpreters_Photoplot_Microstands,USP5,IPM_USP5,string,,,
909,Interpreters_Photoplot_Microstands,USP5_PER,IPM_USP5_PER,integer,,,
910,Interpreters_Photoplot_Microstands,USTRUC,IPM_USTRUC,string,,,
911,Interpreters_Photoplot_Microstands,USTRUC_VAL,IPM_USTRUC_VAL,integer,,,
912,Interpreters_Photoplot_Microstands,UORIGIN,IPM_UORIGIN,integer,,,
913,Interpreters_Photoplot_Microstands,UTPR,IPM_UTPR,string,,,
914,Interpreters_Photoplot_Microstands,UINITIALS,IPM_UINITIALS,string,,,
915,Interpreters_Photoplot_Microstands,UNFL,IPM_UNFL,string,,,
916,Interpreters_Photoplot_Microstands,UNFL_PER,IPM_UNFL_PER,integer,,,
917,Interpreters_Photoplot_Microstands,UNAT_NON,IPM_UNAT_NON,string,,,
918,Interpreters_Photoplot_Microstands,UANTH_VEG,IPM_UANTH_VEG,string,,,
919,Interpreters_Photoplot_Microstands,UANTH_NON,IPM_UANTH_NON,string,,,
920,Interpreters_Photoplot_Microstands,UMOD1,IPM_UMOD1,string,,,
921,Interpreters_Photoplot_Microstands,UMOD1_EXT,IPM_UMOD1_EXT,integer,,,
922,Interpreters_Photoplot_Microstands,UMOD1_YR,IPM_UMOD1_YR,integer,,,
923,Interpreters_Photoplot_Microstands,UMOD2,IPM_UMOD2,string,,,
924,Interpreters_Photoplot_Microstands,UMOD2_EXT,IPM_UMOD2_EXT,integer,,,
925,Interpreters_Photoplot_Microstands,UMOD2_YR,IPM_UMOD2_YR,integer,,,
926,Interpreters_Photoplot_Microstands,UDATA,IPM_UDATA,string,,,
927,Interpreters_Photoplot_Microstands,UDATA_YR,IPM_UDATA_YR,integer,,,
928,Interpreters_Photoplot_Microstands,DENSITY,IPM_DENSITY,integer,,,
929,Interpreters_Photoplot_Microstands,UDENSITY,IPM_UDENSITY,integer,,,
930,Interpreters_Photoplot_Microstands,PLOT_NUM,IPM_PLOT_NUM,integer,,,
931,Interpreters_Photoplot_Microstands,ID_L1,IPM_ID_L1,integer,,,
932,Interpreters_Photoplot_Microstands,ID,LT_ID,integer,,,
933,Interpreters_Photoplot_Microstands,SHAPE_LENGTH,IPM_SHAPE_LENGTH,float,,,
934,Interpreters_Photoplot_Microstands,SHAPE_AREA,IPM_SHAPE_AREA,float,,,
935,Interpreters_Photoplot_Microstands,IPM_PKEY,INTERP_PP_MS_ID,integer,,,INTERPRETED PHOTOPLOT MICROSTAND ID
936,LiDAR_Subtile,OBJECTID,LST_PKEY,integer,,,LIDAR SUBTILE ID
937,LiDAR_Subtile,Shape,LIDSUB_Shape,float,,,
938,LiDAR_Subtile,Id,LT_ID,integer,,,LIDAR TILE ID
939,LiDAR_Subtile,Shape_Length,LIDSUB_Shape_Length,float,,,
940,LiDAR_Subtile,Shape_Area,LIDSUB_Shape_Area,float,,,
941,LIDAR_Tile,ID,LT_ID,integer,,,LIDAR TILE ID
942,MEAS,MEASPLOTID,MEASPLOTID,integer,,,
943,MEAS,NPLOTID,NPLOTID,integer,,,
944,MEAS,MEASNO,,integer,,,
945,MEAS,PLOTNAME,,string,,,
946,MEAS,MPLOT_RADIUS,,integer,,,
947,MEAS,SPLOT_RADIUS,,integer,,,
948,MEAS,RPLOT_RADIUS,,integer,,,
949,MEAS,MPLOT_AREA,,float,,,
950,MEAS,SPLOT_AREA,,float,,,
951,MEAS,RPLOT_AREA,,float,,,
952,MEAS,MEASDATE,,date,,,
953,MEAS,MEASDAY,,integer,,,
954,MEAS,MEASMON,,integer,,,
955,MEAS,MEASYEAR,,integer,,,
956,MEAS,SEL,,string,,,
957,MEAS,FAVI_OVER,,string,,,
958,MEAS,FAVI_UNDER,,string,,,
959,MEAS,PAVI_OVER,,string,,,
960,MEAS,PAVI_UNDER,,string,,,
961,MEAS,COMMENT1,,string,,,
