MYID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45
1,BLDADEN,BLDDEND10,GAWHC5,GDRAIN4MW,GDRAIN5I,GDRAIN6P,HSLWCH100,HSLWP,ISAPCDH,ISAPCH100,L130,LRESIDENT,MCH500,MDITCH500,MDITCV10,OBWP,RDDEND10,RDP,SAGE3,SAGE5,SAGESAN2,SAGESAN4,SAGESAND2,SAGESTR4,SDEN,SDIASAN1,SDIASAN2,SDIASAND3,SDIASTR1,SPAGE3,SPAGECOM4,SPAGESAN2,SPAGESTR2,SPAGESTR4,SPDIA3,SPDIA4,SPDIASAN2,SPDIASTR5,SSHCTNUM,T20_2000SD,WLAKCH500P,WOTHCH500P,WRIVCV20P,WRIVEDH,WRIVP
