UID,FLDP,OPIP,SAGESAND7,SAGESTRD1,SDENSAN,SDIASTRD7,SPDIASTR2,ZSCORE,ZTRANS,ODDS,p
840.000,0,0,0.000,0.000,0.050,0.000,1,-1.403,0.359,0.156,0.135
841.000,0,0,0.022,0.000,0.026,0.003,0,-1.716,0.318,0.067,0.063
842.000,0,0,0.000,0.000,0.036,0.000,1,-0.783,0.439,0.639,0.390
843.000,0,0,0.018,0.000,0.036,0.006,1,-1.093,0.399,0.327,0.246
844.000,0,0,0.026,0.000,0.026,0.000,1,-1.225,0.382,0.241,0.194
845.000,0,0,0.021,0.000,0.059,0.000,1,-2.513,0.215,0.004,0.004
846.000,0,0,0.000,0.000,4.254,0.000,0,-4.183,0.000,0.000,0.000
847.000,0,0,0.000,0.000,0.806,0.000,1,-4.183,0.000,0.000,0.000
848.000,0,0,7.700,0.000,7.700,0.000,0,-4.183,0.000,0.000,0.000
849.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
850.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
851.000,0,0,0.036,0.000,0.036,0.000,1,-1.948,0.288,0.034,0.033
852.000,0,0,0.162,0.000,0.162,0.092,0,-4.183,0.000,0.000,0.000
853.000,0,0,0.000,0.000,0.021,0.014,1,0.590,0.616,6.898,0.873
854.000,0,0,0.000,0.000,0.000,0.000,1,0.818,0.645,9.566,0.905
855.000,0,0,0.000,0.000,0.000,0.000,1,0.818,0.645,9.566,0.905
856.000,0,0,0.000,0.000,9.020,0.000,1,-4.183,0.000,0.000,0.000
857.000,0,0,0.000,0.000,0.123,0.000,1,-4.183,0.000,0.000,0.000
858.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
859.000,0,0,0.000,0.000,1.611,0.000,0,-4.183,0.000,0.000,0.000
860.000,0,0,0.000,0.000,0.699,0.000,0,-4.183,0.000,0.000,0.000
861.000,0,0,0.000,0.000,0.023,0.000,1,-0.190,0.515,1.972,0.664
862.000,0,0,0.000,0.006,0.007,0.000,1,0.836,0.648,9.820,0.908
863.000,0,0,0.000,0.028,0.029,0.000,0,0.109,0.554,3.276,0.766
864.000,0,0,0.000,0.001,0.012,0.000,1,0.309,0.579,4.505,0.818
865.000,0,0,0.000,29.066,11.838,0.000,1,935.010,121.154,85104369562162928.000,1.000
866.000,0,0,0.000,0.697,0.042,0.000,1,3.567,1.000,206.774,0.995
867.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
868.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
869.000,0,0,0.000,0.000,0.011,0.000,1,0.310,0.580,4.517,0.819
870.000,0,0,0.000,0.000,0.055,0.000,1,-1.612,0.332,0.090,0.083
871.000,0,0,0.000,0.000,0.021,0.018,0,-0.014,0.538,2.672,0.728
872.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
873.000,0,0,0.000,0.000,0.020,0.000,1,-0.058,0.532,2.480,0.713
874.000,0,0,0.000,0.000,0.025,0.000,1,-0.296,0.501,1.634,0.620
875.000,0,0,0.000,0.000,0.028,0.019,1,0.545,0.610,6.459,0.866
876.000,0,0,0.009,0.000,0.028,0.000,1,-0.712,0.448,0.739,0.425
877.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
878.000,0,0,0.017,0.000,0.028,0.003,1,-0.873,0.427,0.529,0.346
879.000,0,0,0.045,0.000,0.045,0.012,1,-2.085,0.271,0.022,0.021
880.000,0,0,0.000,0.000,0.021,0.025,0,0.345,0.584,4.766,0.827
881.000,0,0,0.033,0.000,0.051,0.006,1,-2.283,0.245,0.011,0.011
882.000,0,0,0.000,0.000,0.093,0.000,1,-3.332,0.110,0.000,0.000
883.000,0,0,0.000,0.000,0.748,0.000,1,-4.183,0.000,0.000,0.000
884.000,0,1,0.832,0.000,0.832,0.000,0,-4.183,0.000,0.000,0.000
885.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
886.000,1,0,0.000,0.000,0.021,0.000,1,-1.418,0.357,0.150,0.130
887.000,1,0,0.000,0.000,0.018,0.000,0,-2.132,0.265,0.018,0.018
888.000,1,0,0.000,0.007,0.000,0.000,0,-0.959,0.416,0.440,0.306
889.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
890.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
891.000,0,0,0.002,0.000,0.029,0.000,0,-1.337,0.367,0.184,0.155
892.000,0,0,0.036,0.000,0.036,0.000,1,-1.979,0.284,0.031,0.030
893.000,0,0,3.760,0.000,3.760,0.000,1,-4.183,0.000,0.000,0.000
894.000,0,0,0.030,0.000,0.050,0.000,1,-2.387,0.232,0.007,0.007
895.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
896.000,0,0,0.000,0.000,0.025,0.000,0,-1.123,0.395,0.305,0.234
897.000,0,0,0.000,0.000,0.311,0.141,0,-4.183,0.000,0.000,0.000
898.000,0,0,0.000,0.016,0.029,0.000,1,0.333,0.583,4.677,0.824
899.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
900.000,0,1,0.000,0.008,0.005,0.005,1,2.675,0.885,87.692,0.989
901.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
902.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
903.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
904.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
905.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
906.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
907.000,0,1,0.000,0.000,0.010,0.000,1,1.835,0.776,35.060,0.972
908.000,0,1,0.000,0.000,0.040,0.000,1,0.513,0.606,6.152,0.860
909.000,0,0,0.000,0.000,0.839,0.000,0,-4.183,0.000,0.000,0.000
910.000,0,0,0.000,0.000,0.029,0.024,0,-0.071,0.531,2.425,0.708
911.000,0,0,0.024,0.000,0.024,0.000,1,-1.022,0.408,0.383,0.277
912.000,0,0,0.000,0.000,0.023,0.000,1,-0.188,0.515,1.982,0.665
913.000,0,0,0.000,0.000,0.031,0.006,1,-0.252,0.507,1.770,0.639
914.000,0,0,0.000,0.000,0.026,0.000,1,-0.346,0.495,1.492,0.599
915.000,0,0,0.025,0.000,0.026,0.019,0,-1.025,0.407,0.381,0.276
916.000,0,0,0.000,0.001,0.000,0.000,1,0.851,0.649,10.026,0.909
917.000,0,0,0.000,0.000,1.080,0.000,1,-4.183,0.000,0.000,0.000
918.000,0,0,0.027,0.000,0.043,0.011,1,-1.436,0.354,0.143,0.125
919.000,0,0,0.000,0.000,0.019,0.024,0,0.393,0.590,5.136,0.837
920.000,0,0,0.008,0.000,0.014,0.000,1,-0.087,0.528,2.358,0.702
921.000,0,0,0.000,0.000,0.081,0.000,0,-3.590,0.077,0.000,0.000
922.000,0,0,0.000,0.000,0.034,0.000,1,-0.679,0.452,0.789,0.441
923.000,0,0,0.000,0.003,0.030,0.007,0,-0.864,0.428,0.540,0.351
924.000,0,0,0.000,0.000,3.919,0.000,1,-4.183,0.000,0.000,0.000
925.000,0,1,0.000,0.000,0.811,0.000,1,-4.183,0.000,0.000,0.000
926.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
927.000,0,0,0.000,0.000,0.052,0.000,0,-2.331,0.239,0.009,0.009
928.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
929.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
930.000,0,0,0.000,0.000,0.042,0.005,1,-0.822,0.434,0.589,0.371
931.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
932.000,0,0,0.411,0.000,0.411,0.000,1,-4.183,0.000,0.000,0.000
933.000,0,0,0.000,0.000,0.028,0.000,1,-0.416,0.486,1.312,0.568
934.000,0,1,0.000,0.000,0.024,0.000,1,1.211,0.696,16.274,0.942
935.000,0,1,0.000,0.000,0.642,0.000,0,-4.183,0.000,0.000,0.000
936.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
937.000,0,0,0.000,0.000,0.008,0.000,1,0.467,0.600,5.749,0.852
938.000,0,0,0.000,0.000,1.692,0.000,0,-4.183,0.000,0.000,0.000
939.000,0,0,0.000,0.041,0.042,0.000,0,0.213,0.567,3.876,0.795
940.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
941.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
942.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
943.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
944.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
945.000,0,0,0.000,0.000,0.032,0.017,0,-0.554,0.468,1.009,0.502
946.000,0,0,0.000,0.049,0.077,0.057,0,1.958,0.792,40.422,0.976
947.000,0,0,0.032,0.000,0.032,0.000,1,-1.654,0.326,0.080,0.074
948.000,0,0,0.027,0.000,0.027,0.000,1,-1.306,0.371,0.198,0.165
949.000,0,0,0.000,0.000,0.023,0.000,1,-0.214,0.512,1.891,0.654
950.000,0,0,0.000,0.000,0.054,0.012,1,-0.942,0.418,0.457,0.313
951.000,0,0,0.000,0.000,0.007,0.000,1,0.509,0.605,6.120,0.860
952.000,0,0,0.000,0.000,0.055,0.000,0,-2.434,0.226,0.006,0.006
953.000,0,0,0.000,0.023,0.025,0.000,1,0.858,0.650,10.125,0.910
954.000,0,0,0.001,0.000,0.030,0.000,1,-0.531,0.471,1.056,0.514
955.000,0,0,0.005,0.000,0.040,0.000,0,-1.965,0.286,0.032,0.031
956.000,0,0,0.000,0.025,0.028,0.003,1,0.997,0.668,12.248,0.925
957.000,0,0,0.000,0.028,0.044,0.016,1,1.076,0.678,13.617,0.932
958.000,0,0,0.004,0.023,0.065,0.000,1,-1.086,0.400,0.332,0.249
959.000,0,0,0.000,0.000,0.210,0.000,1,-4.183,0.000,0.000,0.000
960.000,0,1,0.197,0.000,0.767,0.000,1,-4.183,0.000,0.000,0.000
961.000,0,0,0.948,0.000,1.049,0.000,1,-4.183,0.000,0.000,0.000
962.000,0,0,0.000,0.043,0.000,0.000,1,2.986,0.925,119.652,0.992
963.000,0,0,0.000,0.330,0.157,0.000,1,10.418,1.884,17568.540,1.000
964.000,0,1,0.000,0.002,0.016,0.000,1,1.649,0.752,28.122,0.966
965.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
966.000,1,0,0.000,0.000,0.020,0.000,1,-1.411,0.358,0.153,0.132
967.000,0,0,0.000,0.000,0.090,0.000,0,-3.994,0.024,0.000,0.000
968.000,0,0,0.000,0.000,0.009,0.000,0,-0.410,0.487,1.326,0.570
969.000,1,0,0.000,0.000,0.021,0.000,1,-1.434,0.355,0.144,0.126
970.000,1,0,0.000,0.000,0.041,0.000,1,-2.340,0.238,0.009,0.009
971.000,0,0,0.000,0.000,3.671,0.000,0,-4.183,0.000,0.000,0.000
972.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
973.000,0,0,0.000,0.000,2.191,0.000,0,-4.183,0.000,0.000,0.000
974.000,0,1,0.000,0.000,0.087,0.000,0,-2.398,0.230,0.007,0.007
975.000,0,1,0.000,0.000,1.020,0.252,1,-4.183,0.000,0.000,0.000
976.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
977.000,0,1,0.000,0.000,0.015,0.004,1,1.786,0.770,33.112,0.971
978.000,0,0,0.000,0.000,0.002,0.000,0,-0.082,0.529,2.379,0.704
979.000,1,0,0.000,0.000,0.036,0.000,0,-2.925,0.162,0.001,0.001
980.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
981.000,0,0,0.000,0.000,0.018,0.000,1,0.033,0.544,2.891,0.743
982.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
983.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
984.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
985.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
986.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
987.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
988.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
989.000,0,0,0.000,0.000,0.076,0.007,0,-3.017,0.150,0.000,0.000
990.000,0,0,0.000,0.000,0.018,0.000,1,-0.002,0.539,2.726,0.732
991.000,0,0,0.000,0.002,0.017,0.002,0,-0.557,0.468,1.004,0.501
992.000,0,0,0.000,0.044,0.035,0.044,0,2.882,0.911,107.972,0.991
993.000,0,0,0.022,0.000,0.022,0.000,1,-0.878,0.426,0.524,0.344
994.000,0,0,0.000,0.000,0.028,0.000,1,-0.414,0.486,1.317,0.568
995.000,0,0,0.000,0.000,0.027,0.003,1,-0.191,0.515,1.970,0.663
996.000,0,0,0.000,0.000,0.043,0.000,1,-1.116,0.396,0.310,0.237
997.000,0,0,0.027,0.000,0.044,0.000,1,-2.024,0.279,0.026,0.026
998.000,0,0,0.037,0.000,0.048,0.000,1,-2.523,0.214,0.004,0.004
999.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1000.000,0,0,0.000,0.004,0.028,0.000,1,-0.254,0.507,1.763,0.638
1001.000,0,0,0.000,0.000,0.021,0.000,1,-0.109,0.526,2.274,0.695
1002.000,0,0,0.000,0.000,0.050,0.000,1,-1.388,0.361,0.162,0.139
1003.000,0,0,0.008,0.000,0.015,0.000,1,-0.126,0.523,2.205,0.688
1004.000,0,0,0.000,0.024,0.028,0.000,1,0.761,0.638,8.828,0.898
1005.000,0,0,0.000,0.019,0.053,0.002,1,-0.461,0.480,1.206,0.547
1006.000,0,0,1.159,0.000,1.318,0.000,1,-4.183,0.000,0.000,0.000
1007.000,0,0,0.000,0.127,0.059,0.000,1,4.595,1.132,495.184,0.998
1008.000,0,0,0.000,0.000,0.470,0.000,1,-4.183,0.000,0.000,0.000
1009.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1010.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1011.000,0,0,0.000,0.000,0.051,0.000,0,-2.253,0.249,0.012,0.012
1012.000,1,0,0.000,0.000,0.009,0.000,0,-1.718,0.318,0.067,0.063
1013.000,1,0,0.000,0.000,0.030,0.000,1,-1.851,0.301,0.045,0.043
1014.000,1,0,0.000,0.000,0.059,0.000,1,-3.117,0.138,0.000,0.000
1015.000,1,0,0.000,0.000,0.021,0.000,1,-1.428,0.355,0.146,0.128
1016.000,0,0,0.000,0.000,0.031,0.000,1,-0.572,0.466,0.976,0.494
1017.000,0,0,0.000,0.000,1.069,0.000,1,-4.183,0.000,0.000,0.000
1018.000,0,0,0.000,0.003,0.059,0.000,1,-1.695,0.321,0.072,0.067
1019.000,0,0,0.000,0.000,0.064,0.000,1,-2.027,0.278,0.026,0.026
1020.000,0,0,0.000,0.000,0.010,0.000,1,0.358,0.586,4.863,0.829
1021.000,0,1,0.000,0.000,0.205,0.073,1,-3.052,0.146,0.000,0.000
1022.000,0,0,0.000,0.000,0.014,0.000,1,0.185,0.564,3.703,0.787
1023.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1024.000,1,0,0.000,0.000,0.048,0.000,0,-3.435,0.097,0.000,0.000
1025.000,0,0,0.000,0.418,0.398,0.021,0,4.379,1.105,415.775,0.998
1026.000,0,0,0.000,0.000,0.033,0.000,1,-0.649,0.456,0.839,0.456
1027.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1028.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1029.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1030.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1031.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1032.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1033.000,0,0,0.000,0.000,0.022,0.000,0,-0.983,0.413,0.418,0.295
1034.000,0,0,0.000,0.000,0.029,0.000,0,-1.304,0.371,0.199,0.166
1035.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1036.000,0,0,0.000,0.000,0.043,0.000,0,-1.916,0.292,0.037,0.036
1037.000,0,0,0.000,0.003,0.022,0.003,0,-0.717,0.447,0.732,0.422
1038.000,0,0,0.000,0.296,0.251,0.296,0,18.931,2.982,440672.799,1.000
1039.000,0,1,0.000,0.000,0.000,0.000,0,1.461,0.728,22.367,0.957
1040.000,0,1,0.031,0.000,0.036,0.000,1,-0.354,0.494,1.472,0.595
1041.000,0,0,0.000,0.000,0.020,0.000,1,-0.061,0.532,2.467,0.712
1042.000,0,0,0.000,0.000,0.029,0.000,1,-0.479,0.478,1.166,0.538
1043.000,0,0,0.022,0.000,0.033,0.000,0,-2.231,0.252,0.013,0.013
1044.000,0,0,0.005,0.000,0.031,0.003,1,-0.520,0.473,1.078,0.519
1045.000,0,0,0.000,0.036,0.038,0.000,1,0.941,0.661,11.344,0.919
1046.000,0,0,0.000,0.039,0.040,0.004,1,1.214,0.696,16.324,0.942
1047.000,0,0,0.002,0.002,0.027,0.000,1,-0.394,0.489,1.366,0.577
1048.000,0,0,0.035,0.043,0.037,0.000,0,-0.671,0.453,0.803,0.445
1049.000,0,1,0.000,0.059,0.000,0.000,1,5.227,1.214,806.186,0.999
1050.000,0,0,0.000,0.000,0.619,0.000,1,-4.183,0.000,0.000,0.000
1051.000,0,0,0.000,0.000,0.036,0.010,0,-1.085,0.400,0.333,0.250
1052.000,0,0,0.000,0.000,0.019,0.000,1,-0.028,0.536,2.608,0.723
1053.000,0,0,0.000,0.000,0.013,0.000,1,0.241,0.571,4.049,0.802
1054.000,1,0,0.000,0.000,0.031,0.000,1,-1.899,0.295,0.039,0.038
1055.000,1,0,0.000,0.000,0.064,0.000,0,-4.170,0.002,0.000,0.000
1056.000,1,0,0.000,0.000,0.028,0.000,1,-1.746,0.314,0.062,0.058
1057.000,1,0,0.000,0.000,0.049,0.000,1,-2.661,0.196,0.002,0.002
1058.000,0,0,0.000,0.000,0.048,0.000,1,-1.313,0.370,0.195,0.163
1059.000,0,0,0.000,0.000,0.004,0.000,1,0.632,0.621,7.333,0.880
1060.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
1061.000,0,0,0.000,0.000,0.856,0.000,1,-4.183,0.000,0.000,0.000
1062.000,0,0,0.000,0.000,0.005,0.000,0,-0.234,0.509,1.825,0.646
1063.000,0,0,0.000,0.000,0.017,0.000,1,0.055,0.547,2.994,0.750
1064.000,0,0,0.000,0.000,0.000,0.000,1,0.821,0.646,9.609,0.906
1065.000,1,0,0.000,0.000,0.005,0.000,0,-1.523,0.343,0.114,0.103
1066.000,1,0,0.000,0.000,0.003,0.000,0,-1.442,0.354,0.141,0.123
1067.000,0,0,0.000,0.000,0.032,0.000,1,-0.621,0.460,0.885,0.470
1068.000,0,0,0.000,0.000,0.007,0.000,0,-0.293,0.502,1.643,0.622
1069.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1070.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1071.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1072.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1073.000,0,0,0.000,0.000,0.074,0.000,0,-3.273,0.118,0.000,0.000
1074.000,0,0,0.000,0.000,0.436,0.000,0,-4.183,0.000,0.000,0.000
1075.000,0,1,0.017,0.000,0.023,0.001,1,0.718,0.632,8.302,0.892
1076.000,0,0,0.020,0.000,0.026,0.002,1,-0.873,0.427,0.530,0.346
1077.000,0,0,0.000,0.000,1.174,0.000,0,-4.183,0.000,0.000,0.000
1078.000,0,0,0.000,0.000,0.023,0.000,1,-0.186,0.516,1.986,0.665
1079.000,0,0,0.000,0.018,0.023,0.000,1,0.708,0.631,8.186,0.891
1080.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1081.000,0,0,0.000,0.000,0.036,0.022,1,0.335,0.583,4.695,0.824
1082.000,0,0,0.000,0.000,0.113,0.000,0,-4.183,0.000,0.000,0.000
1083.000,0,0,0.000,0.109,0.130,0.009,1,0.955,0.663,11.567,0.920
1084.000,0,0,0.000,0.030,0.037,0.003,1,0.819,0.645,9.580,0.905
1085.000,0,0,0.039,0.044,0.047,0.000,0,-1.159,0.390,0.281,0.219
1086.000,0,0,0.000,0.000,0.011,0.000,0,-0.508,0.474,1.102,0.524
1087.000,0,1,0.000,0.000,0.000,0.000,1,2.279,0.834,57.775,0.983
1088.000,0,0,0.000,0.000,0.068,0.000,1,-2.185,0.258,0.015,0.015
1089.000,0,0,0.000,0.000,0.048,0.000,0,-2.114,0.267,0.020,0.019
1090.000,0,0,0.000,0.000,0.031,0.000,0,-1.372,0.363,0.168,0.144
1091.000,0,0,0.000,0.000,0.231,0.000,1,-4.183,0.000,0.000,0.000
1092.000,1,0,0.000,0.000,0.026,0.000,1,-1.662,0.325,0.078,0.073
1093.000,0,0,0.000,0.000,0.026,0.000,1,-0.344,0.495,1.499,0.600
1094.000,1,0,0.000,0.000,0.029,0.000,1,-1.783,0.310,0.056,0.053
1095.000,1,0,0.000,0.000,0.028,0.000,1,-1.737,0.316,0.063,0.060
1096.000,1,0,0.000,0.000,0.044,0.000,1,-2.477,0.220,0.005,0.005
1097.000,0,0,0.000,0.000,0.043,0.000,0,-1.922,0.292,0.037,0.035
1098.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
1099.000,1,0,0.000,0.000,0.000,0.000,0,-1.319,0.370,0.192,0.161
1100.000,0,0,0.000,0.000,0.004,0.000,1,0.618,0.619,7.183,0.878
1101.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1102.000,0,0,0.000,0.000,0.018,0.003,1,0.168,0.561,3.602,0.783
1103.000,0,0,0.000,0.000,0.007,0.000,1,0.503,0.605,6.067,0.858
1104.000,0,0,0.000,0.003,0.026,0.009,1,0.285,0.576,4.344,0.813
1105.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1106.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1107.000,0,0,0.000,0.000,1.016,0.475,1,-4.183,0.000,0.000,0.000
1108.000,0,0,0.000,0.000,0.396,0.000,0,-4.183,0.000,0.000,0.000
1109.000,0,1,0.000,0.000,0.007,0.000,1,1.979,0.795,41.380,0.976
1110.000,0,0,0.000,0.000,0.000,0.000,0,0.019,0.542,2.824,0.738
1111.000,0,0,0.000,0.000,0.045,0.000,0,-2.002,0.281,0.028,0.028
1112.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1113.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1114.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1115.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1116.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1117.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1118.000,0,0,0.000,0.000,0.017,0.000,1,0.051,0.546,2.976,0.748
1119.000,0,0,0.000,0.000,0.021,0.016,1,0.722,0.633,8.358,0.893
1120.000,0,0,0.000,0.000,0.520,0.000,0,-4.183,0.000,0.000,0.000
1121.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1122.000,0,0,0.015,0.000,0.015,0.000,1,-0.347,0.495,1.489,0.598
1123.000,0,0,0.010,0.011,0.010,0.000,1,0.579,0.614,6.783,0.872
1124.000,0,0,0.000,0.000,0.011,0.000,1,0.332,0.582,4.669,0.824
1125.000,0,0,0.000,0.043,0.054,0.000,0,-0.202,0.514,1.932,0.659
1126.000,0,0,0.000,0.000,0.027,0.012,1,0.207,0.566,3.839,0.793
1127.000,0,0,0.000,0.000,0.025,0.000,1,-0.300,0.501,1.623,0.619
1128.000,0,0,0.000,0.010,0.090,0.012,1,-2.085,0.271,0.022,0.021
1129.000,0,0,0.000,0.000,0.018,0.000,0,-0.820,0.434,0.592,0.372
1130.000,0,0,0.000,0.000,0.000,0.000,1,0.818,0.645,9.566,0.905
1131.000,0,0,0.000,0.000,17.808,0.000,1,-4.183,0.000,0.000,0.000
1132.000,0,0,0.000,0.000,0.040,0.000,1,-0.946,0.418,0.452,0.311
1133.000,0,0,0.000,0.000,0.038,0.000,0,-1.692,0.321,0.072,0.067
1134.000,0,1,0.000,0.000,0.000,0.000,0,1.461,0.728,22.367,0.957
1135.000,0,0,0.000,0.000,0.025,0.014,0,-0.388,0.490,1.381,0.580
1136.000,1,0,0.000,0.000,0.011,0.000,1,-1.000,0.411,0.402,0.287
1137.000,1,0,0.000,0.000,0.019,0.000,1,-1.344,0.366,0.180,0.153
1138.000,1,0,0.000,0.000,0.044,0.000,1,-2.438,0.225,0.006,0.006
1139.000,0,0,0.000,0.000,9.024,0.000,1,-4.183,0.000,0.000,0.000
1140.000,1,0,0.000,0.000,0.035,0.000,1,-2.029,0.278,0.026,0.025
1141.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1142.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1143.000,0,0,0.000,0.000,0.016,0.000,0,-0.733,0.445,0.709,0.415
1144.000,0,0,0.000,0.015,0.031,0.000,1,0.200,0.566,3.797,0.792
1145.000,0,0,0.000,0.001,0.019,0.009,1,0.477,0.601,5.828,0.854
1146.000,0,0,0.000,0.002,0.029,0.009,1,0.042,0.545,2.931,0.746
1147.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1148.000,0,0,0.000,0.000,0.248,0.000,0,-4.183,0.000,0.000,0.000
1149.000,0,0,0.000,0.000,0.015,0.005,0,-0.440,0.483,1.254,0.556
1150.000,0,0,0.000,0.000,0.744,0.000,0,-4.183,0.000,0.000,0.000
1151.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1152.000,0,0,0.000,0.000,0.005,0.000,1,0.580,0.614,6.799,0.872
1153.000,0,0,0.000,0.000,0.065,0.000,0,-2.885,0.168,0.001,0.001
1154.000,0,0,0.000,0.000,0.022,0.000,1,-0.164,0.518,2.065,0.674
1155.000,0,1,0.000,0.000,0.000,0.000,0,1.461,0.728,22.367,0.957
1156.000,0,0,0.000,0.000,0.000,0.029,0,1.489,0.732,23.150,0.959
1157.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1158.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1159.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1160.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1161.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
1162.000,0,0,0.000,0.000,0.000,0.000,0,0.000,0.540,2.734,0.732
