UID, FLDP, OPIP, SAGESAND7, SAGESTRD1, SDENSAN, SDIASTRD7, SPDIASTR2, ZSCORE, ZTRANS, ODDS, p, pH, pL2020, pU2020, pL2050, pU2050, ZOU, CHK
123.000, 0, 0, 0.000, 0.024, 0.019, 0.020, 1, 2.198, 0.823, 52.865, 0.981, 0.981404556181, 0.988899694585, 0.986070327968, 0.994127330482, 0.995103141519, 0, 0
124.000, 0, 0, 0.000, 0.000, 0.016, 0.000, 1, 0.111, 0.554, 3.288, 0.767, 0.76668665544, 0.847257079956, 0.815075644552, 0.913345369195, 0.926755061404, 0, 0
125.000, 0, 0, 0.000, 0.000, 0.000, 0.000, 0, 0.000, 0.540, 2.734, 0.732, 0.73304947261, 0.82254730868, 0.786471824768, 0.898040332713, 0.913594397518, 1, 0
126.000, 0, 0, 0.000, 0.000, 0.000, 0.000, 0, 0.000, 0.540, 2.734, 0.732, 0.73304947261, 0.82254730868, 0.786471824768, 0.898040332713, 0.913594397518, 1, 0
127.000, 0, 0, 0.000, 0.000, 0.001, 0.000, 0, -0.048, 0.533, 2.522, 0.716, 0.71476156844, 0.808791344187, 0.770698912211, 0.889349273175, 0.906090524907, 0, 0
128.000, 0, 0, 0.000, 0.000, 0.000, 0.000, 0, 0.000, 0.540, 2.734, 0.732, 0.73304947261, 0.82254730868, 0.786471824768, 0.898040332713, 0.913594397518, 1, 0
129.000, 0, 1, 0.000, 0.000, 0.001, 0.000, 1, 2.221, 0.826, 54.234, 0.982, 0.981864674894, 0.989176401739, 0.986416596459, 0.994274478212, 0.995225956391, 0, 0
130.000, 0, 0, 0.000, 0.000, 0.270, 0.000, 0, -4.183, 0.000, 0.000, 0.000, 0.99519141376, 0.997145739325, 0.996410585243, 0.998495846628, 0.998746693993, 0, 1
131.000, 0, 0, 0.000, 0.000, 0.171, 0.000, 0, -4.183, 0.000, 0.000, 0.000, 0.99519141376, 0.997145739325, 0.996410585243, 0.998495846628, 0.998746693993, 0, 1
132.000, 0, 0, 0.000, 0.046, 0.135, 0.046, 0, -1.295, 0.373, 0.203, 0.169, 0.170055101238, 0.256987639721, 0.215582364508, 0.396576818679, 0.441012854172, 0, 0
133.000, 0, 0, 0.000, 0.000, 0.005, 0.000, 0, -0.230, 0.510, 1.839, 0.648, 0.647758004108, 0.756346203136, 0.71153216039, 0.855039524265, 0.876249464161, 0, 0
134.000, 0, 1, 0.000, 0.000, 0.002, 0.000, 0, 1.356, 0.715, 19.591, 0.951, 0.951629231353, 0.97076823889, 0.963487965613, 0.984400095773, 0.986971014795, 0, 0
135.000, 0, 1, 0.000, 0.000, 0.000, 0.000, 0, 1.461, 0.728, 22.367, 0.957, 0.957126221051, 0.97414930159, 0.967683061493, 0.986226813563, 0.988500199947, 0, 0
136.000, 0, 1, 0.000, 0.000, 0.000, 0.000, 0, 1.461, 0.728, 22.367, 0.957, 0.957126221051, 0.97414930159, 0.967683061493, 0.986226813563, 0.988500199947, 0, 0
137.000, 0, 0, 0.000, 0.085, 0.092, 0.053, 1, 3.688, 1.015, 230.482, 0.996, 0.995666218691, 0.997428070775, 0.996765399153, 0.998644812647, 0.998870845072, 0, 0
