CITY,PERIOD,DURATION,INTERVAL,HRAIN,TRMM
WINNIPEG,HISTORICAL,5,2,101.04,4.21
WINNIPEG,HISTORICAL,10,2,75.6,6.3
WINNIPEG,HISTORICAL,15,2,63.2,7.9
WINNIPEG,HISTORICAL,30,2,42.6,10.65
WINNIPEG,HISTORICAL,60,2,25.8,12.9
WINNIPEG,HISTORICAL,120,2,15.85,15.85
WINNIPEG,HISTORICAL,360,2,6.47,19.4
WINNIPEG,HISTORICAL,720,2,3.57,21.4
WINNIPEG,HISTORICAL,1440,2,2.14,25.7
WINNIPEG,HISTORICAL,5,5,132,2.2
WINNIPEG,HISTORICAL,10,5,100.2,3.34
WINNIPEG,HISTORICAL,15,5,84,4.2
WINNIPEG,HISTORICAL,30,5,58,5.8
WINNIPEG,HISTORICAL,60,5,35.5,7.1
WINNIPEG,HISTORICAL,120,5,22.1,8.84
WINNIPEG,HISTORICAL,360,5,8.87,10.64
WINNIPEG,HISTORICAL,720,5,4.78,11.48
WINNIPEG,HISTORICAL,1440,5,2.77,13.28
WINNIPEG,HISTORICAL,5,10,153.6,1.28
WINNIPEG,HISTORICAL,10,10,116.4,1.94
WINNIPEG,HISTORICAL,15,10,98,2.45
WINNIPEG,HISTORICAL,30,10,68.2,3.41
WINNIPEG,HISTORICAL,60,10,42,4.2
WINNIPEG,HISTORICAL,120,10,26.25,5.25
WINNIPEG,HISTORICAL,360,10,10.47,6.28
WINNIPEG,HISTORICAL,720,10,5.58,6.7
WINNIPEG,HISTORICAL,1440,10,3.18,7.63
WINNIPEG,HISTORICAL,5,25,178.8,0.596
WINNIPEG,HISTORICAL,10,25,136.8,0.912
WINNIPEG,HISTORICAL,15,25,115.6,1.156
WINNIPEG,HISTORICAL,30,25,81.2,1.624
WINNIPEG,HISTORICAL,60,25,50.1,2.004
WINNIPEG,HISTORICAL,120,25,31.5,2.52
WINNIPEG,HISTORICAL,360,25,12.47,2.992
WINNIPEG,HISTORICAL,720,25,6.59,3.164
WINNIPEG,HISTORICAL,1440,25,3.7,3.552
WINNIPEG,HISTORICAL,5,50,199.2,0.332
WINNIPEG,HISTORICAL,10,50,151.8,0.506
WINNIPEG,HISTORICAL,15,50,128.4,0.642
WINNIPEG,HISTORICAL,30,50,90.6,0.906
WINNIPEG,HISTORICAL,60,50,56.1,1.122
WINNIPEG,HISTORICAL,120,50,35.4,1.416
WINNIPEG,HISTORICAL,360,50,13.95,1.674
WINNIPEG,HISTORICAL,720,50,7.35,1.764
WINNIPEG,HISTORICAL,1440,50,4.09,1.962
WINNIPEG,HISTORICAL,5,100,218.4,0.182
WINNIPEG,HISTORICAL,10,100,166.8,0.278
WINNIPEG,HISTORICAL,15,100,141.6,0.354
WINNIPEG,HISTORICAL,30,100,100.2,0.501
WINNIPEG,HISTORICAL,60,100,62.1,0.621
WINNIPEG,HISTORICAL,120,100,39.3,0.786
WINNIPEG,HISTORICAL,360,100,15.43,0.926
WINNIPEG,HISTORICAL,720,100,8.09,0.971
WINNIPEG,HISTORICAL,1440,100,4.46,1.07
WINNIPEG,L2020,5,2,77.61,3.233824367
WINNIPEG,L2020,10,2,64.81,5.401123981
WINNIPEG,L2020,15,2,56.67,7.083135562
WINNIPEG,L2020,30,2,38.91,9.726836795
WINNIPEG,L2020,60,2,23.76,11.87836763
WINNIPEG,L2020,120,2,15.86,15.85985775
WINNIPEG,L2020,360,2,6.61,19.8273025
WINNIPEG,L2020,720,2,3.7,22.22138417
WINNIPEG,L2020,1440,2,2.21,26.52421518
WINNIPEG,L2020,5,5,108.43,1.807165115
WINNIPEG,L2020,10,5,109.12,3.637281186
WINNIPEG,L2020,15,5,87.88,4.393952257
WINNIPEG,L2020,30,5,57.81,5.781076477
WINNIPEG,L2020,60,5,35.82,7.164913403
WINNIPEG,L2020,120,5,22.16,8.862767566
WINNIPEG,L2020,360,5,9.11,10.92621933
WINNIPEG,L2020,720,5,5.14,12.33118615
WINNIPEG,L2020,1440,5,2.84,13.6352917
WINNIPEG,L2020,5,10,128.83,1.073618211
WINNIPEG,L2020,10,10,138.45,2.307536102
WINNIPEG,L2020,15,10,108.55,2.713635078
WINNIPEG,L2020,30,10,67.57,3.378282848
WINNIPEG,L2020,60,10,43.81,4.381452169
WINNIPEG,L2020,120,10,26.33,5.265224266
WINNIPEG,L2020,360,10,10.76,6.454683723
WINNIPEG,L2020,720,10,6.09,7.3052542
WINNIPEG,L2020,1440,10,3.26,7.81925295
WINNIPEG,L2020,5,25,154.62,0.515383484
WINNIPEG,L2020,10,25,175.52,1.17010275
WINNIPEG,L2020,15,25,134.66,1.346574012
WINNIPEG,L2020,30,25,79.89,1.597819782
WINNIPEG,L2020,60,25,53.91,2.156394024
WINNIPEG,L2020,120,25,31.59,2.527513571
WINNIPEG,L2020,360,25,12.85,3.083016071
WINNIPEG,L2020,720,25,7.29,3.498087622
WINNIPEG,L2020,1440,25,3.79,3.633914469
WINNIPEG,L2020,5,50,173.74,0.289567933
WINNIPEG,L2020,10,50,203.01,0.676703486
WINNIPEG,L2020,15,50,154.03,0.770143865
WINNIPEG,L2020,30,50,89.03,0.890346246
WINNIPEG,L2020,60,50,61.4,1.227982846
WINNIPEG,L2020,120,50,35.5,1.420074934
WINNIPEG,L2020,360,50,14.39,1.727396133
WINNIPEG,L2020,720,50,8.18,1.962693449
WINNIPEG,L2020,1440,50,4.18,2.004726203
WINNIPEG,L2020,5,100,192.73,0.160604378
WINNIPEG,L2020,10,100,230.3,0.383839426
WINNIPEG,L2020,15,100,173.26,0.433142774
WINNIPEG,L2020,30,100,98.11,0.490553724
WINNIPEG,L2020,60,100,68.83,0.688331342
WINNIPEG,L2020,120,100,39.38,0.787619427
WINNIPEG,L2020,360,100,15.93,0.955955831
WINNIPEG,L2020,720,100,9.06,1.087382765
WINNIPEG,L2020,1440,100,4.56,1.095554357
WINNIPEG,U2020,5,2,102.37,4.265418127
WINNIPEG,U2020,10,2,77.85,6.487278527
WINNIPEG,U2020,15,2,68.14,8.51702148
WINNIPEG,U2020,30,2,43.08,10.76930366
WINNIPEG,U2020,60,2,28.09,14.04458865
WINNIPEG,U2020,120,2,18.74,18.74495513
WINNIPEG,U2020,360,2,7.23,21.69325147
WINNIPEG,U2020,720,2,4.06,24.36894107
WINNIPEG,U2020,1440,2,2.56,30.76942019
WINNIPEG,U2020,5,5,153.42,2.557021584
WINNIPEG,U2020,10,5,121.57,4.052472745
WINNIPEG,U2020,15,5,98.17,4.90831695
WINNIPEG,U2020,30,5,60.59,6.058523785
WINNIPEG,U2020,60,5,41.72,8.343238352
WINNIPEG,U2020,120,5,26.34,10.5342903
WINNIPEG,U2020,360,5,9.99,11.98497396
WINNIPEG,U2020,720,5,5.55,13.31694741
WINNIPEG,U2020,1440,5,3.4,16.32291455
WINNIPEG,U2020,5,10,187.22,1.560180594
WINNIPEG,U2020,10,10,150.53,2.508752588
WINNIPEG,U2020,15,10,118.05,2.951223066
WINNIPEG,U2020,30,10,74.94,3.746894387
WINNIPEG,U2020,60,10,50.74,5.073846106
WINNIPEG,U2020,120,10,31.36,6.272295277
WINNIPEG,U2020,360,10,11.81,7.087470769
WINNIPEG,U2020,720,10,6.53,7.840090788
WINNIPEG,U2020,1440,10,3.95,9.490645443
WINNIPEG,U2020,5,25,229.93,0.766428454
WINNIPEG,U2020,10,25,187.1,1.247365242
WINNIPEG,U2020,15,25,143.17,1.431706198
WINNIPEG,U2020,30,25,93.07,1.861449978
WINNIPEG,U2020,60,25,62.14,2.48552489
WINNIPEG,U2020,120,25,37.71,3.016922052
WINNIPEG,U2020,360,25,14.12,3.388394276
WINNIPEG,U2020,720,25,7.78,3.733226843
WINNIPEG,U2020,1440,25,4.65,4.468031287
WINNIPEG,U2020,5,50,261.61,0.436018214
WINNIPEG,U2020,10,50,214.24,0.714138821
WINNIPEG,U2020,15,50,161.81,0.809036649
WINNIPEG,U2020,30,50,106.53,1.065257894
WINNIPEG,U2020,60,50,70.6,1.411900843
WINNIPEG,U2020,120,50,42.42,1.696894198
WINNIPEG,U2020,360,50,15.83,1.899471219
WINNIPEG,U2020,720,50,8.7,2.088128446
WINNIPEG,U2020,1440,50,5.17,2.483195477
WINNIPEG,U2020,5,100,293.06,0.244216152
WINNIPEG,U2020,10,100,241.18,0.401963553
WINNIPEG,U2020,15,100,180.31,0.450766073
WINNIPEG,U2020,30,100,119.88,0.599398715
WINNIPEG,U2020,60,100,78.99,0.789895174
WINNIPEG,U2020,120,100,47.1,0.941968004
WINNIPEG,U2020,360,100,17.53,1.051614794
WINNIPEG,U2020,720,100,9.62,1.154003919
WINNIPEG,U2020,1440,100,5.69,1.365267703
WINNIPEG,L2050,5,2,90.58,3.774103527
WINNIPEG,L2050,10,2,68.14,5.678403896
WINNIPEG,L2050,15,2,62.26,7.78259938
WINNIPEG,L2050,30,2,41.68,10.42082452
WINNIPEG,L2050,60,2,25.89,12.94636649
WINNIPEG,L2050,120,2,16.57,16.5702835
WINNIPEG,L2050,360,2,6.4,19.20957211
WINNIPEG,L2050,720,2,3.62,21.70324555
WINNIPEG,L2050,1440,2,2.35,28.21526073
WINNIPEG,L2050,5,5,126.2,2.103367946
WINNIPEG,L2050,10,5,90.75,3.024873647
WINNIPEG,L2050,15,5,93.88,4.693933633
WINNIPEG,L2050,30,5,66.45,6.644967818
WINNIPEG,L2050,60,5,39.56,7.911930798
WINNIPEG,L2050,120,5,22.62,9.048152571
WINNIPEG,L2050,360,5,8.99,10.7903286
WINNIPEG,L2050,720,5,4.97,11.93762429
WINNIPEG,L2050,1440,5,3.05,14.62470869
WINNIPEG,L2050,5,10,149.79,1.248233287
WINNIPEG,L2050,10,10,105.71,1.761882107
WINNIPEG,L2050,15,10,114.81,2.87031147
WINNIPEG,L2050,30,10,82.85,4.14235884
WINNIPEG,L2050,60,10,47.71,4.771150177
WINNIPEG,L2050,120,10,26.63,5.325214538
WINNIPEG,L2050,360,10,10.71,6.423550874
WINNIPEG,L2050,720,10,5.87,7.046797742
WINNIPEG,L2050,1440,10,3.51,8.417577653
WINNIPEG,L2050,5,25,179.59,0.598629546
WINNIPEG,L2050,10,25,124.62,0.830822754
WINNIPEG,L2050,15,25,141.26,1.412623531
WINNIPEG,L2050,30,25,101.98,2.039663013
WINNIPEG,L2050,60,25,58.01,2.320455322
WINNIPEG,L2050,120,25,31.69,2.534981938
WINNIPEG,L2050,360,25,12.87,3.089168014
WINNIPEG,L2050,720,25,7.01,3.363534162
WINNIPEG,L2050,1440,25,4.09,3.925612093
WINNIPEG,L2050,5,50,201.7,0.336161419
WINNIPEG,L2050,10,50,138.65,0.462174308
WINNIPEG,L2050,15,50,160.88,0.804421978
WINNIPEG,L2050,30,50,116.14,1.161400356
WINNIPEG,L2050,60,50,65.65,1.313048468
WINNIPEG,L2050,120,50,35.44,1.417678506
WINNIPEG,L2050,360,50,14.48,1.737373261
WINNIPEG,L2050,720,50,7.85,1.88385455
WINNIPEG,L2050,1440,50,4.52,2.169999706
WINNIPEG,L2050,5,100,223.64,0.186367997
WINNIPEG,L2050,10,100,152.58,0.254295974
WINNIPEG,L2050,15,100,180.36,0.45090388
WINNIPEG,L2050,30,100,130.19,0.650961942
WINNIPEG,L2050,60,100,73.24,0.732370435
WINNIPEG,L2050,120,100,39.17,0.783378541
WINNIPEG,L2050,360,100,16.07,0.964369495
WINNIPEG,L2050,720,100,8.69,1.042224918
WINNIPEG,L2050,1440,100,4.95,1.18783174
WINNIPEG,U2050,5,2,95.41,3.975477329
WINNIPEG,U2050,10,2,71.32,5.942932925
WINNIPEG,U2050,15,2,64.63,8.078351856
WINNIPEG,U2050,30,2,44.99,11.24630315
WINNIPEG,U2050,60,2,27.25,13.62365143
WINNIPEG,U2050,120,2,17.43,17.43338372
WINNIPEG,U2050,360,2,6.89,20.65528629
WINNIPEG,U2050,720,2,3.93,23.55417694
WINNIPEG,U2050,1440,2,2.59,31.03860694
WINNIPEG,U2050,5,5,133.68,2.227988461
WINNIPEG,U2050,10,5,108.81,3.62691649
WINNIPEG,U2050,15,5,101.51,5.075697286
WINNIPEG,U2050,30,5,67.8,6.779683651
WINNIPEG,U2050,60,5,39.8,7.959478915
WINNIPEG,U2050,120,5,24.74,9.8973489
WINNIPEG,U2050,360,5,9.56,11.47649923
WINNIPEG,U2050,720,5,5.37,12.89124814
WINNIPEG,U2050,1440,5,3.48,16.69850356
WINNIPEG,U2050,5,10,159.02,1.325132961
WINNIPEG,U2050,10,10,133.63,2.227177656
WINNIPEG,U2050,15,10,125.94,3.1484109
WINNIPEG,U2050,30,10,82.9,4.145005822
WINNIPEG,U2050,60,10,49,4.900349043
WINNIPEG,U2050,120,10,29.58,5.916644144
WINNIPEG,U2050,360,10,11.34,6.8023508
WINNIPEG,U2050,720,10,6.33,7.59420513
WINNIPEG,U2050,1440,10,4.07,9.767131238
WINNIPEG,U2050,5,25,191.03,0.636762923
WINNIPEG,U2050,10,25,164.99,1.099965292
WINNIPEG,U2050,15,25,156.79,1.567943172
WINNIPEG,U2050,30,25,103.57,2.071309195
WINNIPEG,U2050,60,25,60.64,2.425416678
WINNIPEG,U2050,120,25,35.7,2.855870567
WINNIPEG,U2050,360,25,13.58,3.258738188
WINNIPEG,U2050,720,25,7.54,3.618176137
WINNIPEG,U2050,1440,25,4.82,4.623450277
WINNIPEG,U2050,5,50,214.78,0.357963151
WINNIPEG,U2050,10,50,188.26,0.627541668
WINNIPEG,U2050,15,50,179.69,0.898432282
WINNIPEG,U2050,30,50,118.94,1.189354656
WINNIPEG,U2050,60,50,69.26,1.385292891
WINNIPEG,U2050,120,50,40.23,1.609398325
WINNIPEG,U2050,360,50,15.24,1.828853684
WINNIPEG,U2050,720,50,8.44,2.024409905
WINNIPEG,U2050,1440,50,5.37,2.577531724
WINNIPEG,U2050,5,100,238.35,0.198626288
WINNIPEG,U2050,10,100,211.36,0.352264003
WINNIPEG,U2050,15,100,202.41,0.506023909
WINNIPEG,U2050,30,100,134.19,0.670959909
WINNIPEG,U2050,60,100,77.83,0.778301552
WINNIPEG,U2050,120,100,44.74,0.894760736
WINNIPEG,U2050,360,100,16.89,1.013432656
WINNIPEG,U2050,720,100,9.33,1.119070919
WINNIPEG,U2050,1440,100,5.92,1.420687818
MONCTON,HISTORICAL,5,2,70.44,2.935
MONCTON,HISTORICAL,10,2,49.5,4.125
MONCTON,HISTORICAL,15,2,40.8,5.1
MONCTON,HISTORICAL,30,2,27.6,6.9
MONCTON,HISTORICAL,60,2,18.8,9.4
MONCTON,HISTORICAL,120,2,12.55,12.55
MONCTON,HISTORICAL,360,2,6.25,18.75
MONCTON,HISTORICAL,720,2,3.83,22.95
MONCTON,HISTORICAL,1440,2,2.3,27.55
MONCTON,HISTORICAL,5,5,101.28,1.688
MONCTON,HISTORICAL,10,5,69,2.3
MONCTON,HISTORICAL,15,5,55.2,2.76
MONCTON,HISTORICAL,30,5,36.8,3.68
MONCTON,HISTORICAL,60,5,26.2,5.24
MONCTON,HISTORICAL,120,5,17.25,6.9
MONCTON,HISTORICAL,360,5,8.27,9.92
MONCTON,HISTORICAL,720,5,5.25,12.6
MONCTON,HISTORICAL,1440,5,3.12,14.96
MONCTON,HISTORICAL,5,10,121.2,1.01
MONCTON,HISTORICAL,10,10,82.2,1.37
MONCTON,HISTORICAL,15,10,64.4,1.61
MONCTON,HISTORICAL,30,10,43,2.15
MONCTON,HISTORICAL,60,10,31,3.1
MONCTON,HISTORICAL,120,10,20.35,4.07
MONCTON,HISTORICAL,360,10,9.6,5.76
MONCTON,HISTORICAL,720,10,6.18,7.42
MONCTON,HISTORICAL,1440,10,3.66,8.78
MONCTON,HISTORICAL,5,25,147.6,0.492
MONCTON,HISTORICAL,10,25,98.4,0.656
MONCTON,HISTORICAL,15,25,76.4,0.764
MONCTON,HISTORICAL,30,25,50.8,1.016
MONCTON,HISTORICAL,60,25,37.2,1.488
MONCTON,HISTORICAL,120,25,24.3,1.944
MONCTON,HISTORICAL,360,25,11.3,2.712
MONCTON,HISTORICAL,720,25,7.38,3.54
MONCTON,HISTORICAL,1440,25,4.33,4.16
MONCTON,HISTORICAL,5,50,166.8,0.278
MONCTON,HISTORICAL,10,50,110.4,0.368
MONCTON,HISTORICAL,15,50,85.2,0.426
MONCTON,HISTORICAL,30,50,56.4,0.564
MONCTON,HISTORICAL,60,50,41.7,0.834
MONCTON,HISTORICAL,120,50,27.2,1.088
MONCTON,HISTORICAL,360,50,12.55,1.506
MONCTON,HISTORICAL,720,50,8.25,1.98
MONCTON,HISTORICAL,1440,50,4.83,2.32
MONCTON,HISTORICAL,5,100,184.8,0.154
MONCTON,HISTORICAL,10,100,122.4,0.204
MONCTON,HISTORICAL,15,100,94,0.235
MONCTON,HISTORICAL,30,100,62.2,0.311
MONCTON,HISTORICAL,60,100,46.2,0.462
MONCTON,HISTORICAL,120,100,30.1,0.602
MONCTON,HISTORICAL,360,100,13.8,0.828
MONCTON,HISTORICAL,720,100,9.17,1.1
MONCTON,HISTORICAL,1440,100,5.38,1.29
MONCTON,L2020,5,2,70.43,2.934791097
MONCTON,L2020,10,2,53.02,4.41856497
MONCTON,L2020,15,2,48.12,6.015365639
MONCTON,L2020,30,2,30.49,7.62275406
MONCTON,L2020,60,2,20.54,10.27125446
MONCTON,L2020,120,2,15.11,15.11459479
MONCTON,L2020,360,2,6.74,20.22774239
MONCTON,L2020,720,2,4.09,24.52660751
MONCTON,L2020,1440,2,2.69,32.33126459
MONCTON,L2020,5,5,100.06,1.66763009
MONCTON,L2020,10,5,80.21,2.673757931
MONCTON,L2020,15,5,76.11,3.805321008
MONCTON,L2020,30,5,46.08,4.60823655
MONCTON,L2020,60,5,32,6.400906891
MONCTON,L2020,120,5,20.31,8.124968007
MONCTON,L2020,360,5,9.36,11.23476651
MONCTON,L2020,720,5,5.4,12.95300442
MONCTON,L2020,1440,5,3.5,16.82159027
MONCTON,L2020,5,10,119.67,0.997255744
MONCTON,L2020,10,10,97.35,1.622571815
MONCTON,L2020,15,10,94.63,2.36584822
MONCTON,L2020,30,10,56.41,2.820259768
MONCTON,L2020,60,10,39.59,3.959339271
MONCTON,L2020,120,10,23.58,4.71556761
MONCTON,L2020,360,10,11.1,6.658074649
MONCTON,L2020,720,10,6.26,7.516760551
MONCTON,L2020,1440,10,4.04,9.69825128
MONCTON,L2020,5,25,144.45,0.4815054
MONCTON,L2020,10,25,119.01,0.793418195
MONCTON,L2020,15,25,118.04,1.180434851
MONCTON,L2020,30,25,69.45,1.388962365
MONCTON,L2020,60,25,49.18,1.967277409
MONCTON,L2020,120,25,27.7,2.216296191
MONCTON,L2020,360,25,13.29,3.189196393
MONCTON,L2020,720,25,7.36,3.532451889
MONCTON,L2020,1440,25,4.72,4.529982214
MONCTON,L2020,5,50,162.84,0.27139255
MONCTON,L2020,10,50,135.08,0.450267276
MONCTON,L2020,15,50,135.41,0.677050156
MONCTON,L2020,30,50,79.12,0.791241035
MONCTON,L2020,60,50,56.3,1.125905277
MONCTON,L2020,120,50,30.76,1.23058017
MONCTON,L2020,360,50,14.91,1.789694207
MONCTON,L2020,720,50,8.17,1.961240772
MONCTON,L2020,1440,50,5.22,2.506347535
MONCTON,L2020,5,100,181.08,0.15090308
MONCTON,L2020,10,100,151.03,0.251714994
MONCTON,L2020,15,100,152.65,0.381620864
MONCTON,L2020,30,100,88.73,0.443643214
MONCTON,L2020,60,100,63.36,0.633560687
MONCTON,L2020,120,100,33.8,0.676054112
MONCTON,L2020,360,100,16.53,0.99167483
MONCTON,L2020,720,100,8.98,1.07740782
MONCTON,L2020,1440,100,5.72,1.372960913
MONCTON,U2020,5,2,71.22,2.967665726
MONCTON,U2020,10,2,54.32,4.526877431
MONCTON,U2020,15,2,52.45,6.556094295
MONCTON,U2020,30,2,34.57,8.643508722
MONCTON,U2020,60,2,23.77,11.8855735
MONCTON,U2020,120,2,15.38,15.38041265
MONCTON,U2020,360,2,7.48,22.42737286
MONCTON,U2020,720,2,4.38,26.25345181
MONCTON,U2020,1440,2,2.87,34.38561878
MONCTON,U2020,5,5,107.33,1.788882857
MONCTON,U2020,10,5,90.56,3.018794552
MONCTON,U2020,15,5,81.76,4.088008042
MONCTON,U2020,30,5,52.33,5.232839549
MONCTON,U2020,60,5,35.27,7.054771248
MONCTON,U2020,120,5,22.07,8.826480208
MONCTON,U2020,360,5,10.05,12.06444792
MONCTON,U2020,720,5,5.69,13.6641703
MONCTON,U2020,1440,5,3.74,17.94441247
MONCTON,U2020,5,10,131.24,1.093668895
MONCTON,U2020,10,10,115.42,1.923654713
MONCTON,U2020,15,10,101.17,2.52917156
MONCTON,U2020,30,10,64.08,3.204166354
MONCTON,U2020,60,10,42.89,4.288965064
MONCTON,U2020,120,10,26.67,5.333753678
MONCTON,U2020,360,10,11.76,7.056306639
MONCTON,U2020,720,10,6.57,7.879106104
MONCTON,U2020,1440,10,4.32,10.35933314
MONCTON,U2020,5,25,161.45,0.538157331
MONCTON,U2020,10,25,146.82,0.978828033
MONCTON,U2020,15,25,125.69,1.256872813
MONCTON,U2020,30,25,78.94,1.578714286
MONCTON,U2020,60,25,52.51,2.100489082
MONCTON,U2020,120,25,32.48,2.598730007
MONCTON,U2020,360,25,13.92,3.340095128
MONCTON,U2020,720,25,7.67,3.680807941
MONCTON,U2020,1440,25,5.05,4.844788661
MONCTON,U2020,5,50,183.86,0.306427378
MONCTON,U2020,10,50,170.12,0.567073901
MONCTON,U2020,15,50,143.88,0.719389644
MONCTON,U2020,30,50,89.95,0.899540636
MONCTON,U2020,60,50,59.65,1.193016079
MONCTON,U2020,120,50,36.8,1.471931556
MONCTON,U2020,360,50,15.52,1.862029978
MONCTON,U2020,720,50,8.49,2.036686569
MONCTON,U2020,1440,50,5.59,2.682435805
MONCTON,U2020,5,100,206.1,0.171750157
MONCTON,U2020,10,100,193.25,0.322080179
MONCTON,U2020,15,100,161.93,0.404835648
MONCTON,U2020,30,100,100.89,0.504455275
MONCTON,U2020,60,100,66.74,0.667366707
MONCTON,U2020,120,100,41.08,0.821611952
MONCTON,U2020,360,100,17.1,1.026297412
MONCTON,U2020,720,100,9.3,1.115759924
MONCTON,U2020,1440,100,6.13,1.470278587
MONCTON,L2050,5,2,67.16,2.798503159
MONCTON,L2050,10,2,50.87,4.239029014
MONCTON,L2050,15,2,49.01,6.126569335
MONCTON,L2050,30,2,32.53,8.131893589
MONCTON,L2050,60,2,21.57,10.78699924
MONCTON,L2050,120,2,15.23,15.23154009
MONCTON,L2050,360,2,7.12,21.37362014
MONCTON,L2050,720,2,4.35,26.07875123
MONCTON,L2050,1440,2,2.97,35.58271214
MONCTON,L2050,5,5,98.78,1.646408793
MONCTON,L2050,10,5,74.51,2.483551401
MONCTON,L2050,15,5,74.14,3.70701834
MONCTON,L2050,30,5,47.89,4.789290404
MONCTON,L2050,60,5,33.01,6.601518025
MONCTON,L2050,120,5,20.95,8.378176753
MONCTON,L2050,360,5,9.62,11.54645668
MONCTON,L2050,720,5,5.85,14.0405801
MONCTON,L2050,1440,5,3.9,18.71306613
MONCTON,L2050,5,10,118.41,0.986748789
MONCTON,L2050,10,10,90.16,1.502618053
MONCTON,L2050,15,10,89.06,2.226391227
MONCTON,L2050,30,10,58.07,2.903304463
MONCTON,L2050,60,10,40.58,4.057762267
MONCTON,L2050,120,10,24.23,4.845454775
MONCTON,L2050,360,10,11.15,6.691088985
MONCTON,L2050,720,10,6.79,8.147251084
MONCTON,L2050,1440,10,4.5,10.80875488
MONCTON,L2050,5,25,143.21,0.477355025
MONCTON,L2050,10,25,109.93,0.732877223
MONCTON,L2050,15,25,107.9,1.079011478
MONCTON,L2050,30,25,70.92,1.418398715
MONCTON,L2050,60,25,50.14,2.005695154
MONCTON,L2050,120,25,28.37,2.269910184
MONCTON,L2050,360,25,13.08,3.140323337
MONCTON,L2050,720,25,7.98,3.828467735
MONCTON,L2050,1440,25,5.27,5.057456394
MONCTON,L2050,5,50,161.6,0.269336802
MONCTON,L2050,10,50,124.6,0.415338125
MONCTON,L2050,15,50,121.88,0.609409077
MONCTON,L2050,30,50,80.46,0.804556534
MONCTON,L2050,60,50,57.24,1.144761228
MONCTON,L2050,120,50,31.45,1.258002584
MONCTON,L2050,360,50,14.52,1.742230883
MONCTON,L2050,720,50,8.86,2.125502648
MONCTON,L2050,1440,50,5.84,2.800972864
MONCTON,L2050,5,100,179.86,0.149884854
MONCTON,L2050,10,100,139.16,0.231938286
MONCTON,L2050,15,100,135.76,0.339398129
MONCTON,L2050,30,100,89.92,0.449604804
MONCTON,L2050,60,100,64.28,0.642813505
MONCTON,L2050,120,100,34.5,0.690070756
MONCTON,L2050,360,100,15.94,0.956514782
MONCTON,L2050,720,100,9.73,1.167605726
MONCTON,L2050,1440,100,6.4,1.53560366
MONCTON,U2050,5,2,69.14,2.880954773
MONCTON,U2050,10,2,57.82,4.818294705
MONCTON,U2050,15,2,51.61,6.451586238
MONCTON,U2050,30,2,36.66,9.165556989
MONCTON,U2050,60,2,25.42,12.70821435
MONCTON,U2050,120,2,15.99,15.98864326
MONCTON,U2050,360,2,7.31,21.93457057
MONCTON,U2050,720,2,4.43,26.59077861
MONCTON,U2050,1440,2,2.98,35.81566414
MONCTON,U2050,5,5,103.32,1.721970854
MONCTON,U2050,10,5,85.19,2.839601325
MONCTON,U2050,15,5,77.57,3.87873793
MONCTON,U2050,30,5,55.41,5.540954315
MONCTON,U2050,60,5,38.1,7.620661038
MONCTON,U2050,120,5,22.49,8.996307851
MONCTON,U2050,360,5,10,12.00018119
MONCTON,U2050,720,5,6.01,14.43111412
MONCTON,U2050,1440,5,3.99,19.1587731
MONCTON,U2050,5,10,127.26,1.060462177
MONCTON,U2050,10,10,103.31,1.721806172
MONCTON,U2050,15,10,96.49,2.412135572
MONCTON,U2050,30,10,67.82,3.391094854
MONCTON,U2050,60,10,46.5,4.650312135
MONCTON,U2050,120,10,27.3,5.459402246
MONCTON,U2050,360,10,11.9,7.142433391
MONCTON,U2050,720,10,7.12,8.539603178
MONCTON,U2050,1440,10,4.67,11.21000366
MONCTON,U2050,5,25,157.5,0.525000632
MONCTON,U2050,10,25,126.2,0.841356374
MONCTON,U2050,15,25,120.38,1.203790973
MONCTON,U2050,30,25,83.5,1.670098783
MONCTON,U2050,60,25,57.12,2.284652454
MONCTON,U2050,120,25,33.37,2.669576819
MONCTON,U2050,360,25,14.31,3.434314617
MONCTON,U2050,720,25,8.51,4.085015584
MONCTON,U2050,1440,25,5.53,5.308117079
MONCTON,U2050,5,50,179.94,0.299895761
MONCTON,U2050,10,50,143.19,0.477294462
MONCTON,U2050,15,50,138.1,0.69052395
MONCTON,U2050,30,50,95.14,0.951395157
MONCTON,U2050,60,50,64.99,1.299795639
MONCTON,U2050,120,50,37.87,1.514991411
MONCTON,U2050,360,50,16.09,1.931309673
MONCTON,U2050,720,50,9.54,2.290723658
MONCTON,U2050,1440,50,6.17,2.95974656
MONCTON,U2050,5,100,202.21,0.168507542
MONCTON,U2050,10,100,160.05,0.266746346
MONCTON,U2050,15,100,155.7,0.389248997
MONCTON,U2050,30,100,106.69,0.533440922
MONCTON,U2050,60,100,72.81,0.728051161
MONCTON,U2050,120,100,42.35,0.846931911
MONCTON,U2050,360,100,17.87,1.071940385
MONCTON,U2050,720,100,10.57,1.268553368
MONCTON,U2050,1440,100,6.8,1.631588714
LONDON,HISTORICAL,5,2,108.36,4.515
LONDON,HISTORICAL,10,2,78.6,6.55
LONDON,HISTORICAL,15,2,62.4,7.8
LONDON,HISTORICAL,30,2,39.4,9.85
LONDON,HISTORICAL,60,2,22.9,11.45
LONDON,HISTORICAL,120,2,13.95,13.95
LONDON,HISTORICAL,360,2,5.7,17.1
LONDON,HISTORICAL,720,2,3.28,19.65
