CITY,PERIOD,DURATION,INTERVAL,HRAIN,TRMM
BATHURST,U2050,10,50,114.61,0.382038212
BATHURST,U2050,15,50,97.56,0.487775413
BATHURST,U2050,30,50,60.5,0.605018829
BATHURST,U2050,60,50,37.53,0.750511097
BATHURST,U2050,120,50,25.35,1.013895663
BATHURST,U2050,360,50,11.79,1.414652284
BATHURST,U2050,720,50,6.95,1.668671545
BATHURST,U2050,1440,50,5.22,2.507543707
BATHURST,U2050,5,100,168.48,0.140400695
BATHURST,U2050,10,100,128.41,0.214021461
BATHURST,U2050,15,100,109.13,0.272813098
BATHURST,U2050,30,100,67.01,0.335051112
BATHURST,U2050,60,100,41.54,0.41544327
BATHURST,U2050,120,100,28.08,0.561565585
BATHURST,U2050,360,100,13.04,0.782454294
BATHURST,U2050,720,100,7.67,0.919864677
BATHURST,U2050,1440,100,5.77,1.384041826
STJOHN,HISTORICAL,5,2,53.26,2.219052625
STJOHN,HISTORICAL,10,2,40.79,3.398812446
STJOHN,HISTORICAL,15,2,37.11,4.639114424
STJOHN,HISTORICAL,30,2,26.8,6.700360983
STJOHN,HISTORICAL,60,2,18.83,9.417353131
STJOHN,HISTORICAL,120,2,12.81,12.81114027
STJOHN,HISTORICAL,360,2,6.39,19.1624321
STJOHN,HISTORICAL,720,2,4.36,26.17248845
STJOHN,HISTORICAL,1440,2,2.93,35.20918338
STJOHN,HISTORICAL,5,5,70.35,1.17257743
STJOHN,HISTORICAL,10,5,52.99,1.766437638
STJOHN,HISTORICAL,15,5,48.06,2.403191107
STJOHN,HISTORICAL,30,5,37.02,3.70212234
STJOHN,HISTORICAL,60,5,24.99,4.997967161
STJOHN,HISTORICAL,120,5,16.26,6.502461116
STJOHN,HISTORICAL,360,5,8.32,9.989048421
STJOHN,HISTORICAL,720,5,5.41,12.97841604
STJOHN,HISTORICAL,1440,5,3.75,17.99521638
STJOHN,HISTORICAL,5,10,81.67,0.680621674
STJOHN,HISTORICAL,10,10,61.08,1.017924613
STJOHN,HISTORICAL,15,10,55.31,1.382856882
STJOHN,HISTORICAL,30,10,43.79,2.189380333
STJOHN,HISTORICAL,60,10,29.07,2.906506714
STJOHN,HISTORICAL,120,10,18.54,3.707410167
STJOHN,HISTORICAL,360,10,9.61,5.76389434
STJOHN,HISTORICAL,720,10,6.1,7.319935431
STJOHN,HISTORICAL,1440,10,4.29,10.29249911
STJOHN,HISTORICAL,5,25,95.98,0.319924647
STJOHN,HISTORICAL,10,25,71.29,0.475250296
STJOHN,HISTORICAL,15,25,64.48,0.64475242
STJOHN,HISTORICAL,30,25,52.34,1.046738997
STJOHN,HISTORICAL,60,25,34.21,1.368565309
STJOHN,HISTORICAL,120,25,21.42,1.713517725
STJOHN,HISTORICAL,360,25,11.23,2.694398216
STJOHN,HISTORICAL,720,25,6.97,3.347824687
STJOHN,HISTORICAL,1440,25,4.97,4.771438886
STJOHN,HISTORICAL,5,50,106.59,0.177646706
STJOHN,HISTORICAL,10,50,78.86,0.262878132
STJOHN,HISTORICAL,15,50,71.27,0.356356852
STJOHN,HISTORICAL,30,50,58.68,0.58679341
STJOHN,HISTORICAL,60,50,38.03,0.760680075
STJOHN,HISTORICAL,120,50,23.56,0.9422778
STJOHN,HISTORICAL,360,50,12.43,1.491431148
STJOHN,HISTORICAL,720,50,7.62,1.829646892
STJOHN,HISTORICAL,1440,50,5.48,2.628469651
STJOHN,HISTORICAL,5,100,117.12,0.097600254
STJOHN,HISTORICAL,10,100,86.38,0.143972326
STJOHN,HISTORICAL,15,100,78.02,0.195043294
STJOHN,HISTORICAL,30,100,64.97,0.324874505
STJOHN,HISTORICAL,60,100,41.83,0.418256694
STJOHN,HISTORICAL,120,100,25.68,0.513582639
STJOHN,HISTORICAL,360,100,13.62,0.817299101
STJOHN,HISTORICAL,720,100,8.27,0.99211576
STJOHN,HISTORICAL,1440,100,5.98,1.434713715
STJOHN,L2020,5,2,53.84,2.243217144
STJOHN,L2020,10,2,40.46,3.371684714
STJOHN,L2020,15,2,36.97,4.621403607
STJOHN,L2020,30,2,26.98,6.744420395
STJOHN,L2020,60,2,20.04,10.02175284
STJOHN,L2020,120,2,12.98,12.98153922
STJOHN,L2020,360,2,6.38,19.14938131
STJOHN,L2020,720,2,4.26,25.54300685
STJOHN,L2020,1440,2,2.95,35.41670751
STJOHN,L2020,5,5,77.39,1.289870665
STJOHN,L2020,10,5,52.39,1.746230916
STJOHN,L2020,15,5,49.53,2.476285385
STJOHN,L2020,30,5,36.57,3.657390462
STJOHN,L2020,60,5,26.86,5.371894711
STJOHN,L2020,120,5,17.86,7.143711334
STJOHN,L2020,360,5,8.51,10.21254694
STJOHN,L2020,720,5,5.52,13.23622382
STJOHN,L2020,1440,5,3.88,18.63457316
STJOHN,L2020,5,10,92.99,0.774897653
STJOHN,L2020,10,10,60.28,1.004724131
STJOHN,L2020,15,10,57.84,1.445946627
STJOHN,L2020,30,10,42.93,2.146371964
STJOHN,L2020,60,10,31.37,3.137223737
STJOHN,L2020,120,10,21.09,4.217753211
STJOHN,L2020,360,10,9.92,5.951359487
STJOHN,L2020,720,10,6.35,7.617539231
STJOHN,L2020,1440,10,4.5,10.7963526
STJOHN,L2020,5,25,112.69,0.375642156
STJOHN,L2020,10,25,70.26,0.468404815
STJOHN,L2020,15,25,68.34,0.68340298
STJOHN,L2020,30,25,50.96,1.019102943
STJOHN,L2020,60,25,37.07,1.482965056
STJOHN,L2020,120,25,25.17,2.013538589
STJOHN,L2020,360,25,11.7,2.807651163
STJOHN,L2020,720,25,7.4,3.552127321
STJOHN,L2020,1440,25,5.28,5.066062578
STJOHN,L2020,5,50,127.31,0.212184814
STJOHN,L2020,10,50,77.66,0.258874781
STJOHN,L2020,15,50,76.13,0.380658013
STJOHN,L2020,30,50,56.91,0.569105594
STJOHN,L2020,60,50,41.3,0.826082268
STJOHN,L2020,120,50,28.2,1.127854214
STJOHN,L2020,360,50,13.02,1.562251904
STJOHN,L2020,720,50,8.18,1.963423991
STJOHN,L2020,1440,50,5.85,2.810308378
STJOHN,L2020,5,100,141.82,0.118184326
STJOHN,L2020,10,100,85.01,0.141682489
STJOHN,L2020,15,100,83.87,0.209663444
STJOHN,L2020,30,100,62.82,0.314109989
STJOHN,L2020,60,100,45.5,0.455028669
STJOHN,L2020,120,100,31.2,0.624022531
STJOHN,L2020,360,100,14.33,0.859754216
STJOHN,L2020,720,100,8.96,1.074700441
STJOHN,L2020,1440,100,6.43,1.542769048
STJOHN,U2020,5,2,60.84,2.535042576
STJOHN,U2020,10,2,46.12,3.842997391
STJOHN,U2020,15,2,43.45,5.430680537
STJOHN,U2020,30,2,29.52,7.379923579
STJOHN,U2020,60,2,21.77,10.88582255
STJOHN,U2020,120,2,15.15,15.15491646
STJOHN,U2020,360,2,7.35,22.04054375
STJOHN,U2020,720,2,4.54,27.26489289
STJOHN,U2020,1440,2,3.11,37.37632958
STJOHN,U2020,5,5,87.5,1.458321473
STJOHN,U2020,10,5,61.08,2.036085228
STJOHN,U2020,15,5,57.61,2.88057153
STJOHN,U2020,30,5,40.57,4.05673016
STJOHN,U2020,60,5,29.61,5.9213062
STJOHN,U2020,120,5,20.09,8.035868088
STJOHN,U2020,360,5,9.53,11.43450599
STJOHN,U2020,720,5,5.74,13.78378221
STJOHN,U2020,1440,5,4.03,19.33589443
STJOHN,U2020,5,10,105.15,0.876244837
STJOHN,U2020,10,10,70.99,1.183195675
STJOHN,U2020,15,10,66.99,1.674763654
STJOHN,U2020,30,10,47.88,2.394088945
STJOHN,U2020,60,10,34.79,3.47939072
STJOHN,U2020,120,10,23.36,4.671381319
STJOHN,U2020,360,10,10.97,6.584020398
STJOHN,U2020,720,10,6.54,7.844576401
STJOHN,U2020,1440,10,4.63,11.11969303
STJOHN,U2020,5,25,127.45,0.424834395
STJOHN,U2020,10,25,83.51,0.556746802
STJOHN,U2020,15,25,78.84,0.788410835
STJOHN,U2020,30,25,57.12,1.142472807
STJOHN,U2020,60,25,41.35,1.653926832
STJOHN,U2020,120,25,27.49,2.198805474
STJOHN,U2020,360,25,12.8,3.071673324
STJOHN,U2020,720,25,7.54,3.619318719
STJOHN,U2020,1440,25,5.4,5.181591085
STJOHN,U2020,5,50,143.99,0.239990714
STJOHN,U2020,10,50,92.8,0.309334264
STJOHN,U2020,15,50,87.63,0.438162446
STJOHN,U2020,30,50,63.98,0.639797811
STJOHN,U2020,60,50,46.21,0.924209959
STJOHN,U2020,120,50,30.55,1.221902987
STJOHN,U2020,360,50,14.15,1.698327544
STJOHN,U2020,720,50,8.28,1.98825707
STJOHN,U2020,1440,50,5.96,2.862950975
STJOHN,U2020,5,100,160.42,0.133680316
STJOHN,U2020,10,100,102.02,0.170033258
STJOHN,U2020,15,100,96.36,0.240897451
STJOHN,U2020,30,100,70.79,0.353926486
STJOHN,U2020,60,100,51.04,0.510369224
STJOHN,U2020,120,100,33.59,0.671749358
STJOHN,U2020,360,100,15.5,0.929809309
STJOHN,U2020,720,100,9.02,1.082768022
STJOHN,U2020,1440,100,6.53,1.566548427
STJOHN,L2050,5,2,57.51,2.396408459
STJOHN,L2050,10,2,44.42,3.701489599
STJOHN,L2050,15,2,40.49,5.06161074
STJOHN,L2050,30,2,27.95,6.98667135
STJOHN,L2050,60,2,20.8,10.39798223
STJOHN,L2050,120,2,13.97,13.9733772
STJOHN,L2050,360,2,6.7,20.09408458
STJOHN,L2050,720,2,4.42,26.5389426
STJOHN,L2050,1440,2,3.14,37.70188046
STJOHN,L2050,5,5,85.15,1.419154333
STJOHN,L2050,10,5,60.65,2.021795435
STJOHN,L2050,15,5,54.49,2.72441578
STJOHN,L2050,30,5,37.04,3.704116748
STJOHN,L2050,60,5,27.66,5.532087771
STJOHN,L2050,120,5,18.49,7.395561695
STJOHN,L2050,360,5,8.36,10.03673654
STJOHN,L2050,720,5,5.59,13.41969066
STJOHN,L2050,1440,5,4.09,19.62235088
STJOHN,L2050,5,10,101.93,0.849408638
STJOHN,L2050,10,10,71.4,1.190058329
STJOHN,L2050,15,10,63.75,1.593862696
STJOHN,L2050,30,10,43.06,2.153125298
STJOHN,L2050,60,10,32.21,3.220531821
STJOHN,L2050,120,10,21.48,4.295715209
STJOHN,L2050,360,10,9.42,5.649417406
STJOHN,L2050,720,10,6.37,7.638128932
STJOHN,L2050,1440,10,4.71,11.3146422
STJOHN,L2050,5,25,122.46,0.408187731
STJOHN,L2050,10,25,84.99,0.566571295
STJOHN,L2050,15,25,75.46,0.754623663
STJOHN,L2050,30,25,50.67,1.013409662
STJOHN,L2050,60,25,37.95,1.517911413
STJOHN,L2050,120,25,25.26,2.020482744
STJOHN,L2050,360,25,10.74,2.578699865
STJOHN,L2050,720,25,7.34,3.524407091
STJOHN,L2050,1440,25,5.5,5.278063101
STJOHN,L2050,5,50,137.68,0.229474384
STJOHN,L2050,10,50,95.06,0.316872473
STJOHN,L2050,15,50,84.15,0.420739622
STJOHN,L2050,30,50,56.31,0.563145151
STJOHN,L2050,60,50,42.21,0.844157509
STJOHN,L2050,120,50,28.06,1.122334745
STJOHN,L2050,360,50,11.73,1.407651256
STJOHN,L2050,720,50,8.07,1.936226728
STJOHN,L2050,1440,50,6.05,2.90639295
STJOHN,L2050,5,100,152.8,0.127333748
STJOHN,L2050,10,100,105.06,0.17510565
STJOHN,L2050,15,100,92.77,0.231923375
STJOHN,L2050,30,100,61.92,0.309584363
STJOHN,L2050,60,100,46.44,0.464365098
STJOHN,L2050,120,100,30.84,0.616800219
STJOHN,L2050,360,100,12.71,0.76253953
STJOHN,L2050,720,100,8.79,1.054482475
STJOHN,L2050,1440,100,6.61,1.585890097
STJOHN,U2050,5,2,61.14,2.547693519
STJOHN,U2050,10,2,45.29,3.773981405
STJOHN,U2050,15,2,43.61,5.450645587
STJOHN,U2050,30,2,31.64,7.910747819
STJOHN,U2050,60,2,22.85,11.42381746
STJOHN,U2050,120,2,14.83,14.83357095
STJOHN,U2050,360,2,6.78,20.32623558
STJOHN,U2050,720,2,4.75,28.50110004
STJOHN,U2050,1440,2,3.26,39.06476886
STJOHN,U2050,5,5,85.68,1.428045087
STJOHN,U2050,10,5,61.8,2.060069878
STJOHN,U2050,15,5,58.44,2.921880885
STJOHN,U2050,30,5,43.85,4.384580655
STJOHN,U2050,60,5,30.66,6.13235248
STJOHN,U2050,120,5,19.22,7.686836625
STJOHN,U2050,360,5,8.42,10.10892482
STJOHN,U2050,720,5,6.06,14.54597383
STJOHN,U2050,1440,5,4.15,19.93402174
STJOHN,U2050,5,10,103.45,0.86205281
STJOHN,U2050,10,10,72.74,1.21226688
STJOHN,U2050,15,10,68.26,1.706449805
STJOHN,U2050,30,10,51.93,2.596256603
STJOHN,U2050,60,10,35.84,3.583539472
STJOHN,U2050,120,10,22.12,4.423872726
STJOHN,U2050,360,10,9.57,5.740149841
STJOHN,U2050,720,10,6.93,8.314295461
STJOHN,U2050,1440,10,4.75,11.3931841
STJOHN,U2050,5,25,126.56,0.421882476
STJOHN,U2050,10,25,86.55,0.577006968
STJOHN,U2050,15,25,80.67,0.806660614
STJOHN,U2050,30,25,62.13,1.242667625
STJOHN,U2050,60,25,42.37,1.694891715
STJOHN,U2050,120,25,25.79,2.062911366
STJOHN,U2050,360,25,11.01,2.642607091
STJOHN,U2050,720,25,8.02,3.851996627
STJOHN,U2050,1440,25,5.51,5.285710573
STJOHN,U2050,5,50,143.72,0.239525494
STJOHN,U2050,10,50,96.8,0.322666085
STJOHN,U2050,15,50,89.87,0.44935538
STJOHN,U2050,30,50,69.71,0.697064437
STJOHN,U2050,60,50,47.22,0.944434747
STJOHN,U2050,120,50,28.51,1.140272131
STJOHN,U2050,360,50,12.08,1.449847784
STJOHN,U2050,720,50,8.84,2.12121002
STJOHN,U2050,1440,50,6.09,2.924706725
STJOHN,U2050,5,100,160.74,0.133949344
STJOHN,U2050,10,100,106.97,0.178288217
STJOHN,U2050,15,100,99.01,0.247520305
STJOHN,U2050,30,100,77.22,0.386117939
STJOHN,U2050,60,100,52.04,0.520353743
STJOHN,U2050,120,100,31.21,0.624142547
STJOHN,U2050,360,100,13.15,0.788721436
STJOHN,U2050,720,100,9.65,1.157490157
STJOHN,U2050,1440,100,6.68,1.602238508
