"UID","MODELID","SOLTYPE","SOLNUM","KVAR","VARNUM","VARNAME"
"1524","171","18","1","11","109","SAGESAND9"
"1525","171","18","1","12","115","BLDADEND0"
"1526","171","18","1","13","123","RDDEN"
"1527","171","18","1","14","134","PCLDEND1"
"1528","171","18","1","15","137","L060"
"1529","171","18","1","16","142","GWTRTB1YB"
"1530","171","18","1","17","178","RDP"
"1531","171","18","1","18","179","OICP"
"1532","172","18","2","1","3","BLDDEND1"
"1533","172","18","2","2","6","L039"
"1534","172","18","2","3","25","SLOPSTR1"
"1535","172","18","2","4","26","BLDADEN"
"1536","172","18","2","5","28","SPAGESAN1"
"1537","172","18","2","6","32","SSH7_25"
"1538","172","18","2","7","62","SSH1"
"1539","172","18","2","8","92","BLDDENI"
"1540","172","18","2","9","93","SPDIASTRC"
"1541","172","18","2","10","100","RDDEND2"
"1542","172","18","2","11","109","SAGESAND9"
"1543","172","18","2","12","115","BLDADEND0"
"1544","172","18","2","13","123","RDDEN"
"1545","172","18","2","14","134","PCLDEND1"
"1546","172","18","2","15","137","L060"
"1547","172","18","2","16","142","GWTRTB1YB"
"1548","172","18","2","17","178","RDP"
"1549","172","18","2","18","179","OICP"
"1550","173","18","3","1","3","BLDDEND1"
"1551","173","18","3","2","6","L039"
"1552","173","18","3","3","25","SLOPSTR1"
"1553","173","18","3","4","26","BLDADEN"
"1554","173","18","3","5","27","SPDIASTR6"
"1555","173","18","3","6","28","SPAGESAN1"
"1556","173","18","3","7","32","SSH7_25"
"1557","173","18","3","8","91","SDIASTRD10"
"1558","173","18","3","9","92","BLDDENI"
"1559","173","18","3","10","93","SPDIASTRC"
"1560","173","18","3","11","100","RDDEND2"
"1561","173","18","3","12","109","SAGESAND9"
"1562","173","18","3","13","115","BLDADEND0"
"1563","173","18","3","14","123","RDDEN"
"1564","173","18","3","15","134","PCLDEND1"
"1565","173","18","3","16","137","L060"
"1566","173","18","3","17","178","RDP"
"1567","173","18","3","18","179","OICP"
"1568","174","18","4","1","3","BLDDEND1"
"1569","174","18","4","2","6","L039"
"1570","174","18","4","3","25","SLOPSTR1"
"1571","174","18","4","4","26","BLDADEN"
"1572","174","18","4","5","27","SPDIASTR6"
"1573","174","18","4","6","28","SPAGESAN1"
"1574","174","18","4","7","32","SSH7_25"
"1575","174","18","4","8","91","SDIASTRD10"
"1576","174","18","4","9","92","BLDDENI"
"1577","174","18","4","10","93","SPDIASTRC"
"1578","174","18","4","11","100","RDDEND2"
"1579","174","18","4","12","109","SAGESAND9"
"1580","174","18","4","13","115","BLDADEND0"
"1581","174","18","4","14","123","RDDEN"
"1582","174","18","4","15","134","PCLDEND1"
"1583","174","18","4","16","137","L060"
"1584","174","18","4","17","178","RDP"
"1585","174","18","4","18","179","OICP"
"1586","175","18","5","1","3","BLDDEND1"
"1587","175","18","5","2","6","L039"
"1588","175","18","5","3","25","SLOPSTR1"
"1589","175","18","5","4","26","BLDADEN"
"1590","175","18","5","5","28","SPAGESAN1"
"1591","175","18","5","6","32","SSH7_25"
"1592","175","18","5","7","62","SSH1"
"1593","175","18","5","8","92","BLDDENI"
"1594","175","18","5","9","93","SPDIASTRC"
"1595","175","18","5","10","100","RDDEND2"
"1596","175","18","5","11","109","SAGESAND9"
"1597","175","18","5","12","115","BLDADEND0"
"1598","175","18","5","13","123","RDDEN"
"1599","175","18","5","14","134","PCLDEND1"
"1600","175","18","5","15","137","L060"
"1601","175","18","5","16","142","GWTRTB1YB"
"1602","175","18","5","17","178","RDP"
"1603","175","18","5","18","179","OICP"
"1604","176","18","6","1","3","BLDDEND1"
"1605","176","18","6","2","6","L039"
"1606","176","18","6","3","25","SLOPSTR1"
"1607","176","18","6","4","26","BLDADEN"
"1608","176","18","6","5","27","SPDIASTR6"
"1609","176","18","6","6","28","SPAGESAN1"
"1610","176","18","6","7","32","SSH7_25"
"1611","176","18","6","8","91","SDIASTRD10"
"1612","176","18","6","9","92","BLDDENI"
"1613","176","18","6","10","93","SPDIASTRC"
"1614","176","18","6","11","100","RDDEND2"
"1615","176","18","6","12","109","SAGESAND9"
"1616","176","18","6","13","115","BLDADEND0"
"1617","176","18","6","14","123","RDDEN"
"1618","176","18","6","15","134","PCLDEND1"
"1619","176","18","6","16","137","L060"
"1620","176","18","6","17","178","RDP"
"1621","176","18","6","18","179","OICP"
"1622","177","18","7","1","3","BLDDEND1"
"1623","177","18","7","2","6","L039"
"1624","177","18","7","3","25","SLOPSTR1"
"1625","177","18","7","4","26","BLDADEN"
"1626","177","18","7","5","27","SPDIASTR6"
"1627","177","18","7","6","32","SSH7_25"
"1628","177","18","7","7","62","SSH1"
"1629","177","18","7","8","91","SDIASTRD10"
"1630","177","18","7","9","92","BLDDENI"
"1631","177","18","7","10","93","SPDIASTRC"
"1632","177","18","7","11","99","RDDEND1"
"1633","177","18","7","12","109","SAGESAND9"
"1634","177","18","7","13","115","BLDADEND0"
"1635","177","18","7","14","134","PCLDEND1"
"1636","177","18","7","15","137","L060"
"1637","177","18","7","16","178","RDP"
"1638","177","18","7","17","179","OICP"
"1639","177","18","7","18","193","T20_1800SD"
"1640","178","18","8","1","3","BLDDEND1"
"1641","178","18","8","2","6","L039"
"1642","178","18","8","3","25","SLOPSTR1"
"1643","178","18","8","4","26","BLDADEN"
"1644","178","18","8","5","27","SPDIASTR6"
"1645","178","18","8","6","28","SPAGESAN1"
"1646","178","18","8","7","32","SSH7_25"
"1647","178","18","8","8","91","SDIASTRD10"
"1648","178","18","8","9","92","BLDDENI"
"1649","178","18","8","10","93","SPDIASTRC"
"1650","178","18","8","11","100","RDDEND2"
"1651","178","18","8","12","109","SAGESAND9"
"1652","178","18","8","13","115","BLDADEND0"
"1653","178","18","8","14","123","RDDEN"
"1654","178","18","8","15","134","PCLDEND1"
"1655","178","18","8","16","137","L060"
"1656","178","18","8","17","178","RDP"
"1657","178","18","8","18","179","OICP"
"1658","179","18","9","1","3","BLDDEND1"
"1659","179","18","9","2","6","L039"
"1660","179","18","9","3","25","SLOPSTR1"
"1661","179","18","9","4","26","BLDADEN"
"1662","179","18","9","5","28","SPAGESAN1"
"1663","179","18","9","6","32","SSH7_25"
"1664","179","18","9","7","62","SSH1"
"1665","179","18","9","8","92","BLDDENI"
"1666","179","18","9","9","93","SPDIASTRC"
"1667","179","18","9","10","100","RDDEND2"
"1668","179","18","9","11","109","SAGESAND9"
"1669","179","18","9","12","115","BLDADEND0"
"1670","179","18","9","13","123","RDDEN"
"1671","179","18","9","14","134","PCLDEND1"
"1672","179","18","9","15","137","L060"
"1673","179","18","9","16","142","GWTRTB1YB"
"1674","179","18","9","17","178","RDP"
"1675","179","18","9","18","179","OICP"
"1676","180","18","10","1","3","BLDDEND1"
"1677","180","18","10","2","6","L039"
"1678","180","18","10","3","25","SLOPSTR1"
"1679","180","18","10","4","26","BLDADEN"
"1680","180","18","10","5","28","SPAGESAN1"
"1681","180","18","10","6","32","SSH7_25"
"1682","180","18","10","7","92","BLDDENI"
"1683","180","18","10","8","93","SPDIASTRC"
"1684","180","18","10","9","100","RDDEND2"
"1685","180","18","10","10","109","SAGESAND9"
"1686","180","18","10","11","117","BLDADEND2"
"1687","180","18","10","12","123","RDDEN"
"1688","180","18","10","13","128","PCLDEND9"
"1689","180","18","10","14","134","PCLDEND1"
"1690","180","18","10","15","137","L060"
"1691","180","18","10","16","142","GWTRTB1YB"
"1692","180","18","10","17","178","RDP"
"1693","180","18","10","18","179","OICP"
"1694","181","19","1","1","6","L039"
"1695","181","19","1","2","25","SLOPSTR1"
"1696","181","19","1","3","26","BLDADEN"
"1697","181","19","1","4","28","SPAGESAN1"
"1698","181","19","1","5","31","SPDIASTR2"
"1699","181","19","1","6","32","SSH7_25"
"1700","181","19","1","7","51","SLOPSAN1"
"1701","181","19","1","8","69","SSH24"
"1702","181","19","1","9","74","SPAGESTR2"
"1703","181","19","1","10","92","BLDDENI"
"1704","181","19","1","11","93","SPDIASTRC"
"1705","181","19","1","12","100","RDDEND2"
"1706","181","19","1","13","109","SAGESAND9"
"1707","181","19","1","14","123","RDDEN"
"1708","181","19","1","15","134","PCLDEND1"
"1709","181","19","1","16","137","L060"
"1710","181","19","1","17","142","GWTRTB1YB"
"1711","181","19","1","18","178","RDP"
"1712","181","19","1","19","179","OICP"
"1713","182","19","2","1","6","L039"
"1714","182","19","2","2","25","SLOPSTR1"
"1715","182","19","2","3","28","SPAGESAN1"
"1716","182","19","2","4","29","SPAGESAN3"
"1717","182","19","2","5","32","SSH7_25"
"1718","182","19","2","6","51","SLOPSAN1"
"1719","182","19","2","7","69","SSH24"
"1720","182","19","2","8","72","SSH20"
"1721","182","19","2","9","74","SPAGESTR2"
"1722","182","19","2","10","93","SPDIASTRC"
"1723","182","19","2","11","100","RDDEND2"
"1724","182","19","2","12","102","GWTRTB4YU"
"1725","182","19","2","13","111","BLDADEND9"
"1726","182","19","2","14","123","RDDEN"
"1727","182","19","2","15","134","PCLDEND1"
"1728","182","19","2","16","137","L060"
"1729","182","19","2","17","178","RDP"
"1730","182","19","2","18","179","OICP"
"1731","182","19","2","19","193","T20_1800SD"
"1732","183","19","3","1","6","L039"
"1733","183","19","3","2","25","SLOPSTR1"
"1734","183","19","3","3","26","BLDADEN"
"1735","183","19","3","4","27","SPDIASTR6"
"1736","183","19","3","5","28","SPAGESAN1"
"1737","183","19","3","6","32","SSH7_25"
"1738","183","19","3","7","62","SSH1"
"1739","183","19","3","8","69","SSH24"
"1740","183","19","3","9","91","SDIASTRD10"
"1741","183","19","3","10","92","BLDDENI"
"1742","183","19","3","11","93","SPDIASTRC"
"1743","183","19","3","12","100","RDDEND2"
"1744","183","19","3","13","109","SAGESAND9"
"1745","183","19","3","14","115","BLDADEND0"
"1746","183","19","3","15","123","RDDEN"
"1747","183","19","3","16","134","PCLDEND1"
"1748","183","19","3","17","137","L060"
"1749","183","19","3","18","178","RDP"
"1750","183","19","3","19","179","OICP"
"1751","184","19","4","1","3","BLDDEND1"
"1752","184","19","4","2","6","L039"
"1753","184","19","4","3","25","SLOPSTR1"
"1754","184","19","4","4","26","BLDADEN"
"1755","184","19","4","5","27","SPDIASTR6"
"1756","184","19","4","6","28","SPAGESAN1"
"1757","184","19","4","7","32","SSH7_25"
"1758","184","19","4","8","62","SSH1"
"1759","184","19","4","9","91","SDIASTRD10"
"1760","184","19","4","10","92","BLDDENI"
"1761","184","19","4","11","93","SPDIASTRC"
"1762","184","19","4","12","100","RDDEND2"
"1763","184","19","4","13","109","SAGESAND9"
"1764","184","19","4","14","115","BLDADEND0"
"1765","184","19","4","15","123","RDDEN"
"1766","184","19","4","16","134","PCLDEND1"
"1767","184","19","4","17","137","L060"
"1768","184","19","4","18","178","RDP"
"1769","184","19","4","19","179","OICP"
"1770","185","19","5","1","3","BLDDEND1"
"1771","185","19","5","2","6","L039"
"1772","185","19","5","3","25","SLOPSTR1"
"1773","185","19","5","4","26","BLDADEN"
"1774","185","19","5","5","27","SPDIASTR6"
"1775","185","19","5","6","28","SPAGESAN1"
"1776","185","19","5","7","32","SSH7_25"
"1777","185","19","5","8","62","SSH1"
"1778","185","19","5","9","91","SDIASTRD10"
"1779","185","19","5","10","92","BLDDENI"
"1780","185","19","5","11","93","SPDIASTRC"
"1781","185","19","5","12","100","RDDEND2"
"1782","185","19","5","13","109","SAGESAND9"
"1783","185","19","5","14","115","BLDADEND0"
"1784","185","19","5","15","123","RDDEN"
"1785","185","19","5","16","134","PCLDEND1"
"1786","185","19","5","17","137","L060"
"1787","185","19","5","18","178","RDP"
"1788","185","19","5","19","179","OICP"
"1789","186","19","6","1","3","BLDDEND1"
"1790","186","19","6","2","6","L039"
"1791","186","19","6","3","25","SLOPSTR1"
"1792","186","19","6","4","26","BLDADEN"
"1793","186","19","6","5","27","SPDIASTR6"
"1794","186","19","6","6","28","SPAGESAN1"
"1795","186","19","6","7","32","SSH7_25"
"1796","186","19","6","8","48","SSH13"
"1797","186","19","6","9","69","SSH24"
"1798","186","19","6","10","91","SDIASTRD10"
"1799","186","19","6","11","93","SPDIASTRC"
"1800","186","19","6","12","94","L032"
"1801","186","19","6","13","100","RDDEND2"
"1802","186","19","6","14","109","SAGESAND9"
"1803","186","19","6","15","123","RDDEN"
"1804","186","19","6","16","134","PCLDEND1"
"1805","186","19","6","17","137","L060"
"1806","186","19","6","18","178","RDP"
"1807","186","19","6","19","179","OICP"
"1808","187","19","7","1","3","BLDDEND1"
"1809","187","19","7","2","6","L039"
"1810","187","19","7","3","21","SAGESTRD8"
"1811","187","19","7","4","26","BLDADEN"
"1812","187","19","7","5","27","SPDIASTR6"
"1813","187","19","7","6","32","SSH7_25"
"1814","187","19","7","7","91","SDIASTRD10"
"1815","187","19","7","8","92","BLDDENI"
"1816","187","19","7","9","93","SPDIASTRC"
"1817","187","19","7","10","100","RDDEND2"
"1818","187","19","7","11","109","SAGESAND9"
"1819","187","19","7","12","115","BLDADEND0"
"1820","187","19","7","13","123","RDDEN"
"1821","187","19","7","14","124","SDIASTRD1"
"1822","187","19","7","15","134","PCLDEND1"
"1823","187","19","7","16","137","L060"
"1824","187","19","7","17","162","SSH9"
"1825","187","19","7","18","178","RDP"
"1826","187","19","7","19","179","OICP"
"1827","188","19","8","1","3","BLDDEND1"
"1828","188","19","8","2","6","L039"
"1829","188","19","8","3","21","SAGESTRD8"
"1830","188","19","8","4","25","SLOPSTR1"
"1831","188","19","8","5","26","BLDADEN"
"1832","188","19","8","6","27","SPDIASTR6"
"1833","188","19","8","7","28","SPAGESAN1"
"1834","188","19","8","8","32","SSH7_25"
"1835","188","19","8","9","91","SDIASTRD10"
"1836","188","19","8","10","92","BLDDENI"
"1837","188","19","8","11","93","SPDIASTRC"
"1838","188","19","8","12","109","SAGESAND9"
"1839","188","19","8","13","115","BLDADEND0"
"1840","188","19","8","14","123","RDDEN"
"1841","188","19","8","15","134","PCLDEND1"
"1842","188","19","8","16","137","L060"
"1843","188","19","8","17","178","RDP"
"1844","188","19","8","18","179","OICP"
"1845","188","19","8","19","193","T20_1800SD"
"1846","189","19","9","1","3","BLDDEND1"
"1847","189","19","9","2","21","SAGESTRD8"
"1848","189","19","9","3","26","BLDADEN"
"1849","189","19","9","4","28","SPAGESAN1"
"1850","189","19","9","5","32","SSH7_25"
"1851","189","19","9","6","51","SLOPSAN1"
"1852","189","19","9","7","69","SSH24"
"1853","189","19","9","8","92","BLDDENI"
"1854","189","19","9","9","93","SPDIASTRC"
"1855","189","19","9","10","100","RDDEND2"
"1856","189","19","9","11","109","SAGESAND9"
"1857","189","19","9","12","115","BLDADEND0"
"1858","189","19","9","13","123","RDDEN"
"1859","189","19","9","14","128","PCLDEND9"
"1860","189","19","9","15","137","L060"
"1861","189","19","9","16","159","SSH8"
"1862","189","19","9","17","172","PCLDEND0"
"1863","189","19","9","18","178","RDP"
"1864","189","19","9","19","179","OICP"
"1865","190","19","10","1","3","BLDDEND1"
"1866","190","19","10","2","6","L039"
"1867","190","19","10","3","25","SLOPSTR1"
"1868","190","19","10","4","26","BLDADEN"
"1869","190","19","10","5","27","SPDIASTR6"
"1870","190","19","10","6","28","SPAGESAN1"
"1871","190","19","10","7","32","SSH7_25"
"1872","190","19","10","8","62","SSH1"
"1873","190","19","10","9","91","SDIASTRD10"
"1874","190","19","10","10","92","BLDDENI"
"1875","190","19","10","11","93","SPDIASTRC"
"1876","190","19","10","12","100","RDDEND2"
"1877","190","19","10","13","109","SAGESAND9"
"1878","190","19","10","14","115","BLDADEND0"
"1879","190","19","10","15","123","RDDEN"
"1880","190","19","10","16","134","PCLDEND1"
"1881","190","19","10","17","137","L060"
"1882","190","19","10","18","178","RDP"
"1883","190","19","10","19","179","OICP"
"1884","191","20","1","1","6","L039"
"1885","191","20","1","2","21","SAGESTRD8"
"1886","191","20","1","3","26","BLDADEN"
"1887","191","20","1","4","29","SPAGESAN3"
"1888","191","20","1","5","32","SSH7_25"
"1889","191","20","1","6","51","SLOPSAN1"
"1890","191","20","1","7","69","SSH24"
"1891","191","20","1","8","72","SSH20"
"1892","191","20","1","9","74","SPAGESTR2"
"1893","191","20","1","10","92","BLDDENI"
"1894","191","20","1","11","93","SPDIASTRC"
"1895","191","20","1","12","100","RDDEND2"
"1896","191","20","1","13","113","SLOPSAND9"
"1897","191","20","1","14","115","BLDADEND0"
"1898","191","20","1","15","123","RDDEN"
"1899","191","20","1","16","134","PCLDEND1"
"1900","191","20","1","17","137","L060"
"1901","191","20","1","18","159","SSH8"
"1902","191","20","1","19","178","RDP"
"1903","191","20","1","20","179","OICP"
"1904","192","20","2","1","3","BLDDEND1"
"1905","192","20","2","2","6","L039"
"1906","192","20","2","3","25","SLOPSTR1"
"1907","192","20","2","4","26","BLDADEN"
"1908","192","20","2","5","27","SPDIASTR6"
"1909","192","20","2","6","28","SPAGESAN1"
"1910","192","20","2","7","32","SSH7_25"
"1911","192","20","2","8","62","SSH1"
"1912","192","20","2","9","91","SDIASTRD10"
"1913","192","20","2","10","92","BLDDENI"
"1914","192","20","2","11","93","SPDIASTRC"
"1915","192","20","2","12","100","RDDEND2"
"1916","192","20","2","13","109","SAGESAND9"
"1917","192","20","2","14","115","BLDADEND0"
"1918","192","20","2","15","123","RDDEN"
"1919","192","20","2","16","134","PCLDEND1"
"1920","192","20","2","17","137","L060"
"1921","192","20","2","18","162","SSH9"
"1922","192","20","2","19","178","RDP"
"1923","192","20","2","20","179","OICP"
"1924","193","20","3","1","6","L039"
"1925","193","20","3","2","25","SLOPSTR1"
"1926","193","20","3","3","27","SPDIASTR6"
"1927","193","20","3","4","28","SPAGESAN1"
"1928","193","20","3","5","29","SPAGESAN3"
"1929","193","20","3","6","32","SSH7_25"
"1930","193","20","3","7","33","SSH11"
"1931","193","20","3","8","62","SSH1"
"1932","193","20","3","9","74","SPAGESTR2"
"1933","193","20","3","10","91","SDIASTRD10"
"1934","193","20","3","11","93","SPDIASTRC"
"1935","193","20","3","12","94","L032"
"1936","193","20","3","13","100","RDDEND2"
"1937","193","20","3","14","109","SAGESAND9"
"1938","193","20","3","15","111","BLDADEND9"
"1939","193","20","3","16","123","RDDEN"
"1940","193","20","3","17","134","PCLDEND1"
"1941","193","20","3","18","137","L060"
"1942","193","20","3","19","178","RDP"
"1943","193","20","3","20","179","OICP"
"1944","195","20","5","1","3","BLDDEND1"
"1945","195","20","5","2","6","L039"
"1946","195","20","5","3","25","SLOPSTR1"
"1947","195","20","5","4","26","BLDADEN"
"1948","195","20","5","5","27","SPDIASTR6"
"1949","195","20","5","6","28","SPAGESAN1"
"1950","195","20","5","7","32","SSH7_25"
"1951","195","20","5","8","62","SSH1"
"1952","195","20","5","9","91","SDIASTRD10"
"1953","195","20","5","10","92","BLDDENI"
"1954","195","20","5","11","93","SPDIASTRC"
"1955","195","20","5","12","100","RDDEND2"
"1956","195","20","5","13","109","SAGESAND9"
"1957","195","20","5","14","115","BLDADEND0"
"1958","195","20","5","15","123","RDDEN"
"1959","195","20","5","16","134","PCLDEND1"
"1960","195","20","5","17","137","L060"
"1961","195","20","5","18","162","SSH9"
"1962","195","20","5","19","178","RDP"
"1963","195","20","5","20","179","OICP"
"1964","196","20","6","1","3","BLDDEND1"
"1965","196","20","6","2","6","L039"
"1966","196","20","6","3","25","SLOPSTR1"
"1967","196","20","6","4","26","BLDADEN"
"1968","196","20","6","5","27","SPDIASTR6"
"1969","196","20","6","6","28","SPAGESAN1"
"1970","196","20","6","7","32","SSH7_25"
"1971","196","20","6","8","33","SSH11"
"1972","196","20","6","9","62","SSH1"
"1973","196","20","6","10","91","SDIASTRD10"
"1974","196","20","6","11","92","BLDDENI"
"1975","196","20","6","12","93","SPDIASTRC"
"1976","196","20","6","13","99","RDDEND1"
"1977","196","20","6","14","109","SAGESAND9"
"1978","196","20","6","15","115","BLDADEND0"
"1979","196","20","6","16","134","PCLDEND1"
"1980","196","20","6","17","137","L060"
"1981","196","20","6","18","142","GWTRTB1YB"
"1982","196","20","6","19","178","RDP"
"1983","196","20","6","20","179","OICP"
"1984","197","20","7","1","6","L039"
"1985","197","20","7","2","21","SAGESTRD8"
"1986","197","20","7","3","26","BLDADEN"
"1987","197","20","7","4","27","SPDIASTR6"
"1988","197","20","7","5","28","SPAGESAN1"
"1989","197","20","7","6","32","SSH7_25"
"1990","197","20","7","7","51","SLOPSAN1"
"1991","197","20","7","8","69","SSH24"
"1992","197","20","7","9","91","SDIASTRD10"
"1993","197","20","7","10","92","BLDDENI"
"1994","197","20","7","11","93","SPDIASTRC"
"1995","197","20","7","12","100","RDDEND2"
"1996","197","20","7","13","109","SAGESAND9"
"1997","197","20","7","14","113","SLOPSAND9"
"1998","197","20","7","15","115","BLDADEND0"
"1999","197","20","7","16","123","RDDEN"
"2000","197","20","7","17","134","PCLDEND1"
"2001","197","20","7","18","137","L060"
"2002","197","20","7","19","178","RDP"
"2003","197","20","7","20","179","OICP"
"2004","198","20","8","1","3","BLDDEND1"
"2005","198","20","8","2","6","L039"
"2006","198","20","8","3","21","SAGESTRD8"
"2007","198","20","8","4","26","BLDADEN"
"2008","198","20","8","5","27","SPDIASTR6"
"2009","198","20","8","6","28","SPAGESAN1"
"2010","198","20","8","7","32","SSH7_25"
"2011","198","20","8","8","91","SDIASTRD10"
"2012","198","20","8","9","92","BLDDENI"
"2013","198","20","8","10","93","SPDIASTRC"
"2014","198","20","8","11","100","RDDEND2"
"2015","198","20","8","12","109","SAGESAND9"
"2016","198","20","8","13","115","BLDADEND0"
"2017","198","20","8","14","123","RDDEN"
"2018","198","20","8","15","134","PCLDEND1"
"2019","198","20","8","16","137","L060"
"2020","198","20","8","17","142","GWTRTB1YB"
"2021","198","20","8","18","162","SSH9"
"2022","198","20","8","19","178","RDP"
"2023","198","20","8","20","179","OICP"
"2024","199","20","9","1","3","BLDDEND1"
"2025","199","20","9","2","6","L039"
"2026","199","20","9","3","25","SLOPSTR1"
"2027","199","20","9","4","26","BLDADEN"
"2028","199","20","9","5","28","SPAGESAN1"
"2029","199","20","9","6","32","SSH7_25"
"2030","199","20","9","7","51","SLOPSAN1"
"2031","199","20","9","8","69","SSH24"
"2032","199","20","9","9","74","SPAGESTR2"
"2033","199","20","9","10","92","BLDDENI"
"2034","199","20","9","11","93","SPDIASTRC"
"2035","199","20","9","12","100","RDDEND2"
"2036","199","20","9","13","109","SAGESAND9"
"2037","199","20","9","14","115","BLDADEND0"
"2038","199","20","9","15","123","RDDEN"
"2039","199","20","9","16","134","PCLDEND1"
"2040","199","20","9","17","137","L060"
"2041","199","20","9","18","159","SSH8"
"2042","199","20","9","19","178","RDP"
"2043","199","20","9","20","179","OICP"
"2044","200","20","10","1","6","L039"
"2045","200","20","10","2","25","SLOPSTR1"
"2046","200","20","10","3","26","BLDADEN"
"2047","200","20","10","4","27","SPDIASTR6"
"2048","200","20","10","5","28","SPAGESAN1"
"2049","200","20","10","6","32","SSH7_25"
"2050","200","20","10","7","33","SSH11"
"2051","200","20","10","8","62","SSH1"
"2052","200","20","10","9","74","SPAGESTR2"
"2053","200","20","10","10","91","SDIASTRD10"
"2054","200","20","10","11","93","SPDIASTRC"
"2055","200","20","10","12","94","L032"
"2056","200","20","10","13","100","RDDEND2"
"2057","200","20","10","14","109","SAGESAND9"
"2058","200","20","10","15","123","RDDEN"
"2059","200","20","10","16","134","PCLDEND1"
"2060","200","20","10","17","137","L060"
"2061","200","20","10","18","172","PCLDEND0"
"2062","200","20","10","19","178","RDP"
"2063","200","20","10","20","179","OICP"
