"UID","MODELID","SOLTYPE","SOLNUM","KVAR","VARNUM","VARNAME"
"607","106","11","6","2","9","AGE_STR1"
"608","106","11","6","3","14","DEM_stdd"
"609","106","11","6","4","16","DEN_BLDA"
"610","106","11","6","5","19","DEN_ROAD"
"611","106","11","6","6","26","DIA_SAN1"
"612","106","11","6","7","38","PCNT_COM"
"613","106","11","6","8","42","PCNT_OFF"
"614","106","11","6","9","45","PCNT_R2"
"615","106","11","6","10","53","PDITC_500"
"616","106","11","6","11","97","SLP_STR1"
"617","107","11","7","1","6","AGE_SAN2"
"618","107","11","7","2","9","AGE_STR1"
"619","107","11","7","3","14","DEM_stdd"
"620","107","11","7","4","16","DEN_BLDA"
"621","107","11","7","5","18","DEN_PARCEL"
"622","107","11","7","6","19","DEN_ROAD"
"623","107","11","7","7","26","DIA_SAN1"
"624","107","11","7","8","38","PCNT_COM"
"625","107","11","7","9","42","PCNT_OFF"
"626","107","11","7","10","53","PDITC_500"
"627","107","11","7","11","97","SLP_STR1"
"628","108","11","8","1","3","AGE_COM3"
"629","108","11","8","2","6","AGE_SAN2"
"630","108","11","8","3","14","DEM_stdd"
"631","108","11","8","4","16","DEN_BLDA"
"632","108","11","8","5","26","DIA_SAN1"
"633","108","11","8","6","38","PCNT_COM"
"634","108","11","8","7","45","PCNT_R2"
"635","108","11","8","8","46","PCNT_R3"
"636","108","11","8","9","53","PDITC_500"
"637","108","11","8","10","63","POSTALCODE"
"638","108","11","8","11","97","SLP_STR1"
"639","109","11","9","1","6","AGE_SAN2"
"640","109","11","9","2","12","AGE_STR4"
"641","109","11","9","3","14","DEM_stdd"
"642","109","11","9","4","16","DEN_BLDA"
"643","109","11","9","5","26","DIA_SAN1"
"644","109","11","9","6","38","PCNT_COM"
"645","109","11","9","7","45","PCNT_R2"
"646","109","11","9","8","51","PCULV_DRUH"
"647","109","11","9","9","53","PDITC_500"
"648","109","11","9","10","97","SLP_STR1"
"649","109","11","9","11","99","SLP_STR3"
"650","110","11","10","1","6","AGE_SAN2"
"651","110","11","10","2","9","AGE_STR1"
"652","110","11","10","3","14","DEM_stdd"
"653","110","11","10","4","16","DEN_BLDA"
"654","110","11","10","5","18","DEN_PARCEL"
"655","110","11","10","6","38","PCNT_COM"
"656","110","11","10","7","45","PCNT_R2"
"657","110","11","10","8","53","PDITC_500"
"658","110","11","10","9","63","POSTALCODE"
"659","110","11","10","10","94","SLP_SAN1"
"660","110","11","10","11","97","SLP_STR1"
"661","111","12","1","1","6","AGE_SAN2"
"662","111","12","1","2","9","AGE_STR1"
"663","111","12","1","3","14","DEM_stdd"
"664","111","12","1","4","16","DEN_BLDA"
"665","111","12","1","5","26","DIA_SAN1"
"666","111","12","1","6","38","PCNT_COM"
"667","111","12","1","7","45","PCNT_R2"
"668","111","12","1","8","46","PCNT_R3"
"669","111","12","1","9","51","PCULV_DRUH"
"670","111","12","1","10","53","PDITC_500"
"671","111","12","1","11","63","POSTALCODE"
"672","111","12","1","12","97","SLP_STR1"
"673","112","12","2","1","6","AGE_SAN2"
"674","112","12","2","2","9","AGE_STR1"
"675","112","12","2","3","14","DEM_stdd"
"676","112","12","2","4","16","DEN_BLDA"
"677","112","12","2","5","20","DEN_SAN"
"678","112","12","2","6","26","DIA_SAN1"
"679","112","12","2","7","38","PCNT_COM"
"680","112","12","2","8","45","PCNT_R2"
"681","112","12","2","9","49","PCULV_CENH"
"682","112","12","2","10","51","PCULV_DRUH"
"683","112","12","2","11","53","PDITC_500"
"684","112","12","2","12","97","SLP_STR1"
"685","113","12","3","1","6","AGE_SAN2"
"686","113","12","3","2","9","AGE_STR1"
"687","113","12","3","3","14","DEM_stdd"
"688","113","12","3","4","16","DEN_BLDA"
"689","113","12","3","5","18","DEN_PARCEL"
"690","113","12","3","6","20","DEN_SAN"
"691","113","12","3","7","26","DIA_SAN1"
"692","113","12","3","8","38","PCNT_COM"
"693","113","12","3","9","42","PCNT_OFF"
"694","113","12","3","10","53","PDITC_500"
"695","113","12","3","11","63","POSTALCODE"
"696","113","12","3","12","97","SLP_STR1"
"697","114","12","4","1","6","AGE_SAN2"
"698","114","12","4","2","9","AGE_STR1"
"699","114","12","4","3","14","DEM_stdd"
"700","114","12","4","4","16","DEN_BLDA"
"701","114","12","4","5","18","DEN_PARCEL"
"702","114","12","4","6","19","DEN_ROAD"
"703","114","12","4","7","37","PCNT_CIO"
"704","114","12","4","8","41","PCNT_INS"
"705","114","12","4","9","53","PDITC_500"
"706","114","12","4","10","63","POSTALCODE"
"707","114","12","4","11","94","SLP_SAN1"
"708","114","12","4","12","97","SLP_STR1"
"709","115","12","5","1","6","AGE_SAN2"
"710","115","12","5","2","9","AGE_STR1"
"711","115","12","5","3","14","DEM_stdd"
"712","115","12","5","4","16","DEN_BLDA"
"713","115","12","5","5","19","DEN_ROAD"
"714","115","12","5","6","26","DIA_SAN1"
"715","115","12","5","7","38","PCNT_COM"
"716","115","12","5","8","45","PCNT_R2"
"717","115","12","5","9","53","PDITC_500"
"718","115","12","5","10","85","PWETL_CENH"
"719","115","12","5","11","88","PWETL_DRUV"
"720","115","12","5","12","89","SINK_area"
"721","116","12","6","1","6","AGE_SAN2"
"722","116","12","6","2","9","AGE_STR1"
"723","116","12","6","3","14","DEM_stdd"
"724","116","12","6","4","16","DEN_BLDA"
"725","116","12","6","5","18","DEN_PARCEL"
"726","116","12","6","6","19","DEN_ROAD"
"727","116","12","6","7","26","DIA_SAN1"
"728","116","12","6","8","38","PCNT_COM"
"729","116","12","6","9","42","PCNT_OFF"
"730","116","12","6","10","53","PDITC_500"
"731","116","12","6","11","63","POSTALCODE"
"732","116","12","6","12","97","SLP_STR1"
"733","117","12","7","1","6","AGE_SAN2"
"734","117","12","7","2","9","AGE_STR1"
"735","117","12","7","3","14","DEM_stdd"
"736","117","12","7","4","16","DEN_BLDA"
"737","117","12","7","5","18","DEN_PARCEL"
"738","117","12","7","6","19","DEN_ROAD"
"739","117","12","7","7","38","PCNT_COM"
"740","117","12","7","8","42","PCNT_OFF"
"741","117","12","7","9","53","PDITC_500"
"742","117","12","7","10","63","POSTALCODE"
"743","117","12","7","11","94","SLP_SAN1"
"744","117","12","7","12","97","SLP_STR1"
"745","118","12","8","1","6","AGE_SAN2"
"746","118","12","8","2","9","AGE_STR1"
"747","118","12","8","3","14","DEM_stdd"
"748","118","12","8","4","16","DEN_BLDA"
"749","118","12","8","5","18","DEN_PARCEL"
"750","118","12","8","6","19","DEN_ROAD"
"751","118","12","8","7","26","DIA_SAN1"
"752","118","12","8","8","38","PCNT_COM"
"753","118","12","8","9","45","PCNT_R2"
"754","118","12","8","10","51","PCULV_DRUH"
"755","118","12","8","11","53","PDITC_500"
"756","118","12","8","12","97","SLP_STR1"
"757","119","12","9","1","6","AGE_SAN2"
"758","119","12","9","2","9","AGE_STR1"
"759","119","12","9","3","14","DEM_stdd"
"760","119","12","9","4","16","DEN_BLDA"
"761","119","12","9","5","18","DEN_PARCEL"
"762","119","12","9","6","19","DEN_ROAD"
"763","119","12","9","7","38","PCNT_COM"
"764","119","12","9","8","42","PCNT_OFF"
"765","119","12","9","9","53","PDITC_500"
"766","119","12","9","10","63","POSTALCODE"
"767","119","12","9","11","94","SLP_SAN1"
"768","119","12","9","12","97","SLP_STR1"
"769","120","12","10","1","6","AGE_SAN2"
"770","120","12","10","2","9","AGE_STR1"
"771","120","12","10","3","14","DEM_stdd"
"772","120","12","10","4","16","DEN_BLDA"
"773","120","12","10","5","18","DEN_PARCEL"
"774","120","12","10","6","19","DEN_ROAD"
"775","120","12","10","7","38","PCNT_COM"
"776","120","12","10","8","42","PCNT_OFF"
"777","120","12","10","9","53","PDITC_500"
"778","120","12","10","10","63","POSTALCODE"
"779","120","12","10","11","94","SLP_SAN1"
"780","120","12","10","12","97","SLP_STR1"
"781","121","13","1","1","6","AGE_SAN2"
"782","121","13","1","2","9","AGE_STR1"
"783","121","13","1","3","14","DEM_stdd"
"784","121","13","1","4","16","DEN_BLDA"
"785","121","13","1","5","18","DEN_PARCEL"
"786","121","13","1","6","19","DEN_ROAD"
"787","121","13","1","7","38","PCNT_COM"
"788","121","13","1","8","42","PCNT_OFF"
"789","121","13","1","9","53","PDITC_500"
"790","121","13","1","10","63","POSTALCODE"
"791","121","13","1","11","94","SLP_SAN1"
"792","121","13","1","12","97","SLP_STR1"
"793","121","13","1","13","99","SLP_STR3"
"794","122","13","2","1","6","AGE_SAN2"
"795","122","13","2","2","9","AGE_STR1"
"796","122","13","2","3","14","DEM_stdd"
"797","122","13","2","4","16","DEN_BLDA"
"798","122","13","2","5","18","DEN_PARCEL"
"799","122","13","2","6","20","DEN_SAN"
"800","122","13","2","7","26","DIA_SAN1"
"801","122","13","2","8","38","PCNT_COM"
"802","122","13","2","9","42","PCNT_OFF"
"803","122","13","2","10","53","PDITC_500"
"804","122","13","2","11","63","POSTALCODE"
"805","122","13","2","12","89","SINK_area"
"806","122","13","2","13","97","SLP_STR1"
"807","123","13","3","1","6","AGE_SAN2"
"808","123","13","3","2","9","AGE_STR1"
"809","123","13","3","3","14","DEM_stdd"
"810","123","13","3","4","16","DEN_BLDA"
"811","123","13","3","5","18","DEN_PARCEL"
"812","123","13","3","6","19","DEN_ROAD"
"813","123","13","3","7","38","PCNT_COM"
"814","123","13","3","8","42","PCNT_OFF"
"815","123","13","3","9","53","PDITC_500"
"816","123","13","3","10","63","POSTALCODE"
"817","123","13","3","11","94","SLP_SAN1"
"818","123","13","3","12","97","SLP_STR1"
"819","123","13","3","13","99","SLP_STR3"
"820","124","13","4","1","6","AGE_SAN2"
"821","124","13","4","2","9","AGE_STR1"
"822","124","13","4","3","14","DEM_stdd"
"823","124","13","4","4","16","DEN_BLDA"
"824","124","13","4","5","18","DEN_PARCEL"
"825","124","13","4","6","19","DEN_ROAD"
"826","124","13","4","7","26","DIA_SAN1"
"827","124","13","4","8","37","PCNT_CIO"
"828","124","13","4","9","41","PCNT_INS"
"829","124","13","4","10","53","PDITC_500"
"830","124","13","4","11","63","POSTALCODE"
"831","124","13","4","12","89","SINK_area"
"832","124","13","4","13","97","SLP_STR1"
"833","125","13","5","1","6","AGE_SAN2"
"834","125","13","5","2","9","AGE_STR1"
"835","125","13","5","3","14","DEM_stdd"
"836","125","13","5","4","16","DEN_BLDA"
"837","125","13","5","5","18","DEN_PARCEL"
"838","125","13","5","6","19","DEN_ROAD"
"839","125","13","5","7","38","PCNT_COM"
"840","125","13","5","8","42","PCNT_OFF"
"841","125","13","5","9","53","PDITC_500"
"842","125","13","5","10","85","PWETL_CENH"
"843","125","13","5","11","88","PWETL_DRUV"
"844","125","13","5","12","89","SINK_area"
"845","125","13","5","13","94","SLP_SAN1"
"846","126","13","6","1","6","AGE_SAN2"
"847","126","13","6","2","9","AGE_STR1"
"848","126","13","6","3","14","DEM_stdd"
"849","126","13","6","4","16","DEN_BLDA"
"850","126","13","6","5","19","DEN_ROAD"
"851","126","13","6","6","26","DIA_SAN1"
"852","126","13","6","7","38","PCNT_COM"
"853","126","13","6","8","45","PCNT_R2"
"854","126","13","6","9","53","PDITC_500"
"855","126","13","6","10","85","PWETL_CENH"
"856","126","13","6","11","88","PWETL_DRUV"
"857","126","13","6","12","89","SINK_area"
"858","126","13","6","13","97","SLP_STR1"
"859","127","13","7","1","6","AGE_SAN2"
"860","127","13","7","2","9","AGE_STR1"
"861","127","13","7","3","14","DEM_stdd"
"862","127","13","7","4","16","DEN_BLDA"
"863","127","13","7","5","18","DEN_PARCEL"
"864","127","13","7","6","26","DIA_SAN1"
"865","127","13","7","7","38","PCNT_COM"
"866","127","13","7","8","42","PCNT_OFF"
"867","127","13","7","9","53","PDITC_500"
"868","127","13","7","10","54","PDITC_CENH"
"869","127","13","7","11","56","PDITC_DRUH"
"870","127","13","7","12","63","POSTALCODE"
"871","127","13","7","13","97","SLP_STR1"
"872","128","13","8","1","6","AGE_SAN2"
"873","128","13","8","2","9","AGE_STR1"
"874","128","13","8","3","14","DEM_stdd"
"875","128","13","8","4","16","DEN_BLDA"
"876","128","13","8","5","18","DEN_PARCEL"
"877","128","13","8","6","19","DEN_ROAD"
"878","128","13","8","7","38","PCNT_COM"
"879","128","13","8","8","42","PCNT_OFF"
"880","128","13","8","9","53","PDITC_500"
"881","128","13","8","10","63","POSTALCODE"
"882","128","13","8","11","94","SLP_SAN1"
"883","128","13","8","12","97","SLP_STR1"
"884","128","13","8","13","99","SLP_STR3"
"885","129","13","9","1","6","AGE_SAN2"
"886","129","13","9","2","9","AGE_STR1"
"887","129","13","9","3","14","DEM_stdd"
"888","129","13","9","4","16","DEN_BLDA"
"889","129","13","9","5","18","DEN_PARCEL"
"890","129","13","9","6","19","DEN_ROAD"
"891","129","13","9","7","26","DIA_SAN1"
"892","129","13","9","8","38","PCNT_COM"
"893","129","13","9","9","42","PCNT_OFF"
"894","129","13","9","10","45","PCNT_R2"
"895","129","13","9","11","53","PDITC_500"
"896","129","13","9","12","63","POSTALCODE"
"897","129","13","9","13","97","SLP_STR1"
"898","130","13","10","1","6","AGE_SAN2"
"899","130","13","10","2","9","AGE_STR1"
"900","130","13","10","3","14","DEM_stdd"
"901","130","13","10","4","16","DEN_BLDA"
"902","130","13","10","5","18","DEN_PARCEL"
"903","130","13","10","6","19","DEN_ROAD"
"904","130","13","10","7","38","PCNT_COM"
"905","130","13","10","8","42","PCNT_OFF"
"906","130","13","10","9","49","PCULV_CENH"
"907","130","13","10","10","53","PDITC_500"
"908","130","13","10","11","94","SLP_SAN1"
"909","130","13","10","12","96","SLP_SAN3"
"910","130","13","10","13","97","SLP_STR1"
"911","131","14","1","1","6","AGE_SAN2"
"912","131","14","1","2","9","AGE_STR1"
"913","131","14","1","3","14","DEM_stdd"
"914","131","14","1","4","16","DEN_BLDA"
"915","131","14","1","5","18","DEN_PARCEL"
"916","131","14","1","6","19","DEN_ROAD"
"917","131","14","1","7","26","DIA_SAN1"
"918","131","14","1","8","38","PCNT_COM"
"919","131","14","1","9","39","PCNT_GRN"
"920","131","14","1","10","42","PCNT_OFF"
"921","131","14","1","11","53","PDITC_500"
"922","131","14","1","12","85","PWETL_CENH"
"923","131","14","1","13","86","PWETL_CENV"
"924","131","14","1","14","97","SLP_STR1"
"925","132","14","2","1","6","AGE_SAN2"
"926","132","14","2","2","9","AGE_STR1"
"927","132","14","2","3","14","DEM_stdd"
"928","132","14","2","4","16","DEN_BLDA"
"929","132","14","2","5","18","DEN_PARCEL"
"930","132","14","2","6","20","DEN_SAN"
"931","132","14","2","7","26","DIA_SAN1"
"932","132","14","2","8","38","PCNT_COM"
"933","132","14","2","9","42","PCNT_OFF"
"934","132","14","2","10","45","PCNT_R2"
"935","132","14","2","11","53","PDITC_500"
"936","132","14","2","12","63","POSTALCODE"
"937","132","14","2","13","89","SINK_area"
"938","132","14","2","14","97","SLP_STR1"
"939","133","14","3","1","6","AGE_SAN2"
"940","133","14","3","2","9","AGE_STR1"
"941","133","14","3","3","14","DEM_stdd"
"942","133","14","3","4","16","DEN_BLDA"
"943","133","14","3","5","18","DEN_PARCEL"
"944","133","14","3","6","19","DEN_ROAD"
"945","133","14","3","7","38","PCNT_COM"
"946","133","14","3","8","42","PCNT_OFF"
"947","133","14","3","9","53","PDITC_500"
"948","133","14","3","10","63","POSTALCODE"
"949","133","14","3","11","89","SINK_area"
"950","133","14","3","12","94","SLP_SAN1"
"951","133","14","3","13","97","SLP_STR1"
"952","133","14","3","14","99","SLP_STR3"
"953","134","14","4","1","6","AGE_SAN2"
"954","134","14","4","2","9","AGE_STR1"
"955","134","14","4","3","14","DEM_stdd"
"956","134","14","4","4","16","DEN_BLDA"
"957","134","14","4","5","18","DEN_PARCEL"
"958","134","14","4","6","26","DIA_SAN1"
"959","134","14","4","7","38","PCNT_COM"
"960","134","14","4","8","42","PCNT_OFF"
"961","134","14","4","9","45","PCNT_R2"
"962","134","14","4","10","53","PDITC_500"
"963","134","14","4","11","85","PWETL_CENH"
"964","134","14","4","12","86","PWETL_CENV"
"965","134","14","4","13","89","SINK_area"
"966","134","14","4","14","97","SLP_STR1"
"967","135","14","5","1","4","AGE_COM4"
"968","135","14","5","2","6","AGE_SAN2"
"969","135","14","5","3","9","AGE_STR1"
"970","135","14","5","4","14","DEM_stdd"
"971","135","14","5","5","16","DEN_BLDA"
"972","135","14","5","6","18","DEN_PARCEL"
"973","135","14","5","7","19","DEN_ROAD"
"974","135","14","5","8","38","PCNT_COM"
"975","135","14","5","9","42","PCNT_OFF"
"976","135","14","5","10","53","PDITC_500"
"977","135","14","5","11","63","POSTALCODE"
"978","135","14","5","12","94","SLP_SAN1"
"979","135","14","5","13","96","SLP_SAN3"
"980","135","14","5","14","97","SLP_STR1"
"981","136","14","6","1","6","AGE_SAN2"
"982","136","14","6","2","9","AGE_STR1"
"983","136","14","6","3","14","DEM_stdd"
"984","136","14","6","4","16","DEN_BLDA"
"985","136","14","6","5","18","DEN_PARCEL"
"986","136","14","6","6","19","DEN_ROAD"
"987","136","14","6","7","38","PCNT_COM"
"988","136","14","6","8","42","PCNT_OFF"
"989","136","14","6","9","53","PDITC_500"
"990","136","14","6","10","63","POSTALCODE"
"991","136","14","6","11","89","SINK_area"
"992","136","14","6","12","94","SLP_SAN1"
"993","136","14","6","13","97","SLP_STR1"
"994","136","14","6","14","99","SLP_STR3"
"995","137","14","7","1","6","AGE_SAN2"
"996","137","14","7","2","9","AGE_STR1"
"997","137","14","7","3","14","DEM_stdd"
"998","137","14","7","4","16","DEN_BLDA"
"999","137","14","7","5","18","DEN_PARCEL"
"1000","137","14","7","6","19","DEN_ROAD"
"1001","137","14","7","7","38","PCNT_COM"
"1002","137","14","7","8","42","PCNT_OFF"
"1003","137","14","7","9","53","PDITC_500"
"1004","137","14","7","10","63","POSTALCODE"
"1005","137","14","7","11","89","SINK_area"
"1006","137","14","7","12","94","SLP_SAN1"
"1007","137","14","7","13","97","SLP_STR1"
"1008","137","14","7","14","99","SLP_STR3"
"1009","138","14","8","1","6","AGE_SAN2"
"1010","138","14","8","2","9","AGE_STR1"
"1011","138","14","8","3","14","DEM_stdd"
"1012","138","14","8","4","16","DEN_BLDA"
"1013","138","14","8","5","18","DEN_PARCEL"
"1014","138","14","8","6","19","DEN_ROAD"
"1015","138","14","8","7","38","PCNT_COM"
"1016","138","14","8","8","42","PCNT_OFF"
"1017","138","14","8","9","52","PCULV_DRUV"
"1018","138","14","8","10","53","PDITC_500"
"1019","138","14","8","11","63","POSTALCODE"
"1020","138","14","8","12","94","SLP_SAN1"
"1021","138","14","8","13","97","SLP_STR1"
"1022","138","14","8","14","99","SLP_STR3"
"1023","139","14","9","1","6","AGE_SAN2"
"1024","139","14","9","2","9","AGE_STR1"
"1025","139","14","9","3","14","DEM_stdd"
"1026","139","14","9","4","16","DEN_BLDA"
"1027","139","14","9","5","18","DEN_PARCEL"
"1028","139","14","9","6","19","DEN_ROAD"
"1029","139","14","9","7","38","PCNT_COM"
"1030","139","14","9","8","42","PCNT_OFF"
"1031","139","14","9","9","53","PDITC_500"
"1032","139","14","9","10","63","POSTALCODE"
"1033","139","14","9","11","89","SINK_area"
"1034","139","14","9","12","94","SLP_SAN1"
"1035","139","14","9","13","97","SLP_STR1"
"1036","139","14","9","14","99","SLP_STR3"
"1037","140","14","10","1","6","AGE_SAN2"
"1038","140","14","10","2","9","AGE_STR1"
"1039","140","14","10","3","10","AGE_STR2"
"1040","140","14","10","4","14","DEM_stdd"
"1041","140","14","10","5","16","DEN_BLDA"
"1042","140","14","10","6","18","DEN_PARCEL"
"1043","140","14","10","7","19","DEN_ROAD"
"1044","140","14","10","8","38","PCNT_COM"
"1045","140","14","10","9","42","PCNT_OFF"
"1046","140","14","10","10","53","PDITC_500"
"1047","140","14","10","11","94","SLP_SAN1"
"1048","140","14","10","12","96","SLP_SAN3"
"1049","140","14","10","13","97","SLP_STR1"
"1050","140","14","10","14","99","SLP_STR3"
"1051","141","15","1","1","6","AGE_SAN2"
"1052","141","15","1","2","9","AGE_STR1"
"1053","141","15","1","3","14","DEM_stdd"
"1054","141","15","1","4","16","DEN_BLDA"
"1055","141","15","1","5","18","DEN_PARCEL"
"1056","141","15","1","6","20","DEN_SAN"
"1057","141","15","1","7","26","DIA_SAN1"
"1058","141","15","1","8","38","PCNT_COM"
"1059","141","15","1","9","42","PCNT_OFF"
"1060","141","15","1","10","45","PCNT_R2"
"1061","141","15","1","11","52","PCULV_DRUV"
"1062","141","15","1","12","53","PDITC_500"
"1063","141","15","1","13","63","POSTALCODE"
"1064","141","15","1","14","89","SINK_area"
"1065","141","15","1","15","97","SLP_STR1"
"1066","142","15","2","1","6","AGE_SAN2"
"1067","142","15","2","2","9","AGE_STR1"
"1068","142","15","2","3","14","DEM_stdd"
"1069","142","15","2","4","16","DEN_BLDA"
"1070","142","15","2","5","18","DEN_PARCEL"
"1071","142","15","2","6","19","DEN_ROAD"
"1072","142","15","2","7","38","PCNT_COM"
"1073","142","15","2","8","42","PCNT_OFF"
"1074","142","15","2","9","45","PCNT_R2"
"1075","142","15","2","10","52","PCULV_DRUV"
"1076","142","15","2","11","53","PDITC_500"
"1077","142","15","2","12","63","POSTALCODE"
"1078","142","15","2","13","94","SLP_SAN1"
"1079","142","15","2","14","97","SLP_STR1"
"1080","142","15","2","15","99","SLP_STR3"
"1081","143","15","3","1","6","AGE_SAN2"
"1082","143","15","3","2","9","AGE_STR1"
"1083","143","15","3","3","14","DEM_stdd"
"1084","143","15","3","4","16","DEN_BLDA"
"1085","143","15","3","5","18","DEN_PARCEL"
"1086","143","15","3","6","38","PCNT_COM"
"1087","143","15","3","7","42","PCNT_OFF"
"1088","143","15","3","8","45","PCNT_R2"
"1089","143","15","3","9","53","PDITC_500"
"1090","143","15","3","10","54","PDITC_CENH"
"1091","143","15","3","11","56","PDITC_DRUH"
"1092","143","15","3","12","85","PWETL_CENH"
"1093","143","15","3","13","88","PWETL_DRUV"
"1094","143","15","3","14","94","SLP_SAN1"
"1095","143","15","3","15","97","SLP_STR1"
"1096","144","15","4","1","6","AGE_SAN2"
"1097","144","15","4","2","12","AGE_STR4"
"1098","144","15","4","3","14","DEM_stdd"
"1099","144","15","4","4","16","DEN_BLDA"
"1100","144","15","4","5","18","DEN_PARCEL"
"1101","144","15","4","6","19","DEN_ROAD"
"1102","144","15","4","7","25","DIA_COM3"
"1103","144","15","4","8","26","DIA_SAN1"
"1104","144","15","4","9","38","PCNT_COM"
"1105","144","15","4","10","42","PCNT_OFF"
"1106","144","15","4","11","45","PCNT_R2"
"1107","144","15","4","12","53","PDITC_500"
"1108","144","15","4","13","63","POSTALCODE"
"1109","144","15","4","14","97","SLP_STR1"
"1110","144","15","4","15","99","SLP_STR3"
"1111","145","15","5","1","6","AGE_SAN2"
"1112","145","15","5","2","9","AGE_STR1"
"1113","145","15","5","3","14","DEM_stdd"
"1114","145","15","5","4","16","DEN_BLDA"
"1115","145","15","5","5","18","DEN_PARCEL"
"1116","145","15","5","6","20","DEN_SAN"
"1117","145","15","5","7","26","DIA_SAN1"
"1118","145","15","5","8","38","PCNT_COM"
"1119","145","15","5","9","42","PCNT_OFF"
"1120","145","15","5","10","45","PCNT_R2"
"1121","145","15","5","11","53","PDITC_500"
"1122","145","15","5","12","85","PWETL_CENH"
"1123","145","15","5","13","88","PWETL_DRUV"
"1124","145","15","5","14","97","SLP_STR1"
"1125","145","15","5","15","99","SLP_STR3"
"1126","146","15","6","1","6","AGE_SAN2"
"1127","146","15","6","2","9","AGE_STR1"
"1128","146","15","6","3","14","DEM_stdd"
"1129","146","15","6","4","16","DEN_BLDA"
"1130","146","15","6","5","18","DEN_PARCEL"
"1131","146","15","6","6","19","DEN_ROAD"
"1132","146","15","6","7","26","DIA_SAN1"
"1133","146","15","6","8","38","PCNT_COM"
"1134","146","15","6","9","42","PCNT_OFF"
"1135","146","15","6","10","45","PCNT_R2"
"1136","146","15","6","11","53","PDITC_500"
"1137","146","15","6","12","85","PWETL_CENH"
"1138","146","15","6","13","88","PWETL_DRUV"
"1139","146","15","6","14","89","SINK_area"
"1140","146","15","6","15","97","SLP_STR1"
"1141","147","15","7","1","6","AGE_SAN2"
"1142","147","15","7","2","9","AGE_STR1"
"1143","147","15","7","3","14","DEM_stdd"
"1144","147","15","7","4","16","DEN_BLDA"
"1145","147","15","7","5","18","DEN_PARCEL"
"1146","147","15","7","6","19","DEN_ROAD"
"1147","147","15","7","7","26","DIA_SAN1"
"1148","147","15","7","8","38","PCNT_COM"
"1149","147","15","7","9","42","PCNT_OFF"
"1150","147","15","7","10","45","PCNT_R2"
"1151","147","15","7","11","53","PDITC_500"
"1152","147","15","7","12","87","PWETL_DRUH"
"1153","147","15","7","13","88","PWETL_DRUV"
"1154","147","15","7","14","89","SINK_area"
"1155","147","15","7","15","97","SLP_STR1"
"1156","148","15","8","1","6","AGE_SAN2"
"1157","148","15","8","2","9","AGE_STR1"
"1158","148","15","8","3","14","DEM_stdd"
"1159","148","15","8","4","16","DEN_BLDA"
"1160","148","15","8","5","18","DEN_PARCEL"
"1161","148","15","8","6","19","DEN_ROAD"
"1162","148","15","8","7","26","DIA_SAN1"
"1163","148","15","8","8","38","PCNT_COM"
"1164","148","15","8","9","39","PCNT_GRN"
"1165","148","15","8","10","42","PCNT_OFF"
"1166","148","15","8","11","45","PCNT_R2"
"1167","148","15","8","12","53","PDITC_500"
"1168","148","15","8","13","85","PWETL_CENH"
"1169","148","15","8","14","86","PWETL_CENV"
"1170","148","15","8","15","97","SLP_STR1"
"1171","149","15","9","1","6","AGE_SAN2"
"1172","149","15","9","2","9","AGE_STR1"
"1173","149","15","9","3","14","DEM_stdd"
"1174","149","15","9","4","16","DEN_BLDA"
"1175","149","15","9","5","18","DEN_PARCEL"
"1176","149","15","9","6","20","DEN_SAN"
"1177","149","15","9","7","26","DIA_SAN1"
"1178","149","15","9","8","38","PCNT_COM"
"1179","149","15","9","9","42","PCNT_OFF"
"1180","149","15","9","10","45","PCNT_R2"
"1181","149","15","9","11","52","PCULV_DRUV"
"1182","149","15","9","12","53","PDITC_500"
"1183","149","15","9","13","63","POSTALCODE"
"1184","149","15","9","14","89","SINK_area"
"1185","149","15","9","15","97","SLP_STR1"
"1186","150","15","10","1","6","AGE_SAN2"
"1187","150","15","10","2","9","AGE_STR1"
"1188","150","15","10","3","14","DEM_stdd"
"1189","150","15","10","4","16","DEN_BLDA"
"1190","150","15","10","5","18","DEN_PARCEL"
"1191","150","15","10","6","19","DEN_ROAD"
"1192","150","15","10","7","38","PCNT_COM"
"1193","150","15","10","8","42","PCNT_OFF"
"1194","150","15","10","9","45","PCNT_R2"
"1195","150","15","10","10","52","PCULV_DRUV"
"1196","150","15","10","11","53","PDITC_500"
"1197","150","15","10","12","63","POSTALCODE"
"1198","150","15","10","13","94","SLP_SAN1"
"1199","150","15","10","14","96","SLP_SAN3"
"1200","150","15","10","15","97","SLP_STR1"
"1201","151","16","1","1","6","AGE_SAN2"
"1202","151","16","1","2","9","AGE_STR1"
"1203","151","16","1","3","14","DEM_stdd"
"1204","151","16","1","4","16","DEN_BLDA"
"1205","151","16","1","5","18","DEN_PARCEL"
"1206","151","16","1","6","20","DEN_SAN"
"1207","151","16","1","7","26","DIA_SAN1"
"1208","151","16","1","8","38","PCNT_COM"
"1209","151","16","1","9","42","PCNT_OFF"
"1210","151","16","1","10","45","PCNT_R2"
"1211","151","16","1","11","53","PDITC_500"
"1212","151","16","1","12","63","POSTALCODE"
"1213","151","16","1","13","80","PSLWT_CENH"
"1214","151","16","1","14","82","PSLWT_DRUH"
"1215","151","16","1","15","89","SINK_area"
"1216","151","16","1","16","97","SLP_STR1"
"1217","152","16","2","1","4","AGE_COM4"
"1218","152","16","2","2","6","AGE_SAN2"
